name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
DilutedNIAvailtoComStockholders,"3,367,517,000","1,056,991,000","1,208,860,000","454,375,000","647,291,000","1,507,587,000","565,164,000","181,886,000","580,431,000","612,615,000","900,525,000","331,808,000","674,362,000","573,887,000","797,531,000","628,789,000","460,930,000","-580,144,000","337,315,000","318,178,000","31,474,000","91,501,000","302,422,000","477,586,000","590,725,000","474,964,000","361,669,000","496,201,000","765,412,000","361,764,000","292,812,000","491,913,000","493,014,000","67,964,000","479,647,000","182,793,000","556,397,000","449,807,000","333,631,000","290,612,000","591,141,000","195,727,000","464,665,000","256,214,000","-831,259,000","231,086,000","360,019,000","303,725,000","74,649,320","383,551,680","295,134,462","290,808,210","72,863,235","197,441,595","175,505,525.25","328,911,018","356,900,258.25","191,141,879.4","337,597,678.5","150,867,216.5","234,924,493","235,890,372","-73,315,281","115,938,295","297,871,467.5","29,005,670","331,148,587","171,610,512","221,517,360","-656,387,545","-330,130,657.5","111,382,348"
BasicEPS,,,"1.769","0.665","0.947",,"0.827","0.266","0.849",,"1.318","0.485","0.987","0.84","1.17","0.92",,"-0.849","0.494","0.47",,"0.134","0.442","0.699",,"0.695","0.529","0.726",,"0.53","0.428","0.72",,"0.1","0.702","0.267",,"0.658","0.488","0.425",,"0.286","0.68","0.375",,"0.338","0.527","0.443",,"0.561","0.432","0.425",,"0.289","0.257","0.481",,"0.28","0.494","0.221",,"0.345","-0.107","0.17",,"0.042","0.484","0.251",,"-0.96","-0.483","0.151"
DilutedEPS,,,"1.769","0.665","0.947",,"0.827","0.266","0.849",,"1.318","0.485","0.987","0.84","1.17","0.92",,"-0.849","0.494","0.47",,"0.134","0.442","0.699",,"0.695","0.529","0.726",,"0.53","0.428","0.72",,"0.1","0.702","0.267",,"0.658","0.488","0.425",,"0.286","0.68","0.375",,"0.338","0.527","0.443",,"0.561","0.432","0.425",,"0.289","0.257","0.481",,"0.28","0.494","0.221",,"0.345","-0.107","0.17",,"0.042","0.484","0.251",,"-0.96","-0.483","0.151"
BasicAverageShares,,,"683,509,869","683,509,869","683,509,869",,"683,506,277","683,499,305","683,509,869",,"683,510,436","683,506,025","683,509,869","683,509,000","683,509,000","683,509,869",,"683,511,434","683,515,704","683,509,000",,"683,506,387","683,501,333","683,509,869",,"683,509,620","683,503,421","683,508,999",,"683,508,000","683,501,401","683,508,000",,"683,508,000","683,517,481","683,508,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,509,848",,"683,509,848","683,509,848","683,509,848",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","684,000,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,508,000"
DilutedAverageShares,,,"683,509,869","683,509,869","683,509,869",,"683,506,277","683,499,305","683,509,869",,"683,510,436","683,506,025","683,509,869","683,509,000","683,509,000","683,509,869",,"683,511,434","683,515,704","683,509,000",,"683,506,387","683,501,333","683,509,869",,"683,509,620","683,503,421","683,508,999",,"683,508,000","683,501,401","683,508,000",,"683,508,000","683,517,481","683,508,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,509,848",,"683,509,848","683,509,848","683,509,848",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","684,000,000",,"683,508,000","683,508,000","683,508,000",,"683,508,000","683,508,000","683,508,000"
TotalOperatingIncomeAsReported,"5,711,623,000","7,213,254,000","-472,325,000","-629,561,000","-399,745,000","6,473,636,000","-371,211,000","-447,944,000",,"5,262,965,000","-342,671,000","-493,246,000","-465,380,000","1,063,064,000","839,401,000","-457,903,000","3,100,340,000","-249,406,000","-233,241,000","1,135,148,000",,"-344,615,000","-479,678,000","-400,708,000",,"-284,880,000","-348,169,000",,"3,940,176,000","662,094,000","639,949,000","710,564,000","642,822,000","634,490,000","647,694,000","429,379,000","1,021,902,000","687,510,000","491,494,000","471,257,000","772,194,000","305,569,000","642,780,000","399,775,000","-243,853,000","489,589,000","460,859,000","462,739,000","132,519,560","460,678,960","461,567,826","453,565,464","720,745,695","325,050,804","292,539,508.25","459,303,301.2","941,501,233.65","279,894,575.25","497,648,341","230,042,663.5","848,092,084","374,646,219","-74,235,090","179,677,685","701,973,677.5","55,789,367.5","451,279,355","297,607,896","2,632,059,575","-970,650,230","-473,992,542",
TotalExpenses,"12,275,732,000","3,484,970,000","2,854,389,000","3,197,761,000","2,738,612,000","3,008,882,000","2,685,002,000","2,601,185,000","2,614,496,000","2,994,299,000","2,391,102,000","2,736,192,000","2,530,732,000","2,682,743,000","2,599,188,000","2,402,197,000","2,495,208,000","2,502,177,000","2,330,996,000","1,333,493,000","2,658,760,000","2,304,469,000","2,303,415,000","2,033,410,000","2,268,687,000","1,926,179,000","2,076,235,000","1,908,086,000","2,198,353,000","1,989,088,000","1,861,248,000","1,877,833,000","1,920,478,000","1,945,666,000","1,748,836,000","1,866,311,000","3,243,181,000","1,106,624,000","1,143,107,000","1,065,877,000","3,369,667,000","1,056,778,000","874,056,000","1,158,892,000","2,308,709,000","1,180,133,000","1,146,237,000","1,077,330,000","857,543,760","1,036,420,480","984,268,818","1,000,678,140","716,581,788","1,079,931,385","1,020,430,889.5","889,370,791","1,641,578,938.05","933,868,355.85","731,672,991","916,018,077","357,355,279","705,035,118","1,104,092,888","903,166,110","408,871,005","979,550,282.5","511,955,836","694,361,712","-1,621,619,990","1,915,148,675","1,428,593,636.5","588,762,160"
NetIncomeFromContinuingAndDiscontinuedOperation,"3,367,517,000","1,056,991,000","1,208,860,000","454,375,000","647,291,000","1,507,587,000","565,164,000","181,886,000","580,431,000","612,615,000","900,525,000","331,808,000","674,362,000","573,887,000","797,531,000","628,789,000","460,930,000","-580,144,000","337,315,000","318,178,000","31,474,000","91,501,000","302,422,000","477,586,000","590,725,000","474,964,000","361,669,000","496,201,000","765,412,000","361,764,000","292,812,000","491,913,000","493,014,000","67,964,000","479,647,000","182,793,000","556,397,000","449,807,000","333,631,000","290,612,000","591,141,000","195,727,000","464,665,000","256,214,000","-831,259,000","231,086,000","360,019,000","303,725,000","74,649,320","383,551,680","295,134,462","290,808,210","107,985,235","197,441,595","184,281,559","337,717,142.2","392,022,258.25","191,141,879.4","337,597,678.5","150,867,216.5","305,177,405","235,890,372","-73,315,281","115,938,295","367,971,207.5","29,005,670","331,148,587","171,610,512","291,763,240","-656,387,545","-330,130,657.5","111,382,348"
NormalizedIncome,"3,426,179,720","826,226,751.348","1,524,279,158.416","385,488,961.811","622,433,118.73","1,321,556,080.331","650,385,194.954","761,887,293.355","657,197,002.218","797,974,302.304","704,453,635.535","439,897,022.205","578,716,450","625,072,745.818","494,209,950.539","279,398,400","339,584,501.549","385,268,707.746","171,769,180","901,595,560","149,745,340","280,162,660","211,766,800","401,602,640","705,964,667.215","498,893,100","480,889,360","413,064,700","691,734,786.85","415,841,462.407","271,022,330.36","388,126,823.087","632,180,963.855","383,867,720","441,611,939.279","140,434,860","486,176,121.178","451,603,584.809","341,010,342.578","291,428,476.547","172,193,156.233","199,379,318.638","467,750,332.804","257,354,793.997","-684,780,339.08","321,169,297.562","364,991,812.992","303,725,000","206,902,552.132","357,889,784.648","248,314,725.714","261,659,417.661","127,742,779.627","202,276,506.056","184,633,982.145","337,272,441.22","391,192,525.954","205,643,964.697","342,729,912.353","157,312,066.403","302,568,071.042","241,286,662.242","-58,342,794.495","122,412,183.656","380,985,459.5","29,365,752.5","332,828,652.802","190,637,981.913","275,270,452","-652,167,215.413","-324,232,298.648","123,004,499.797"
InterestIncome,"-12,039,000","-127,066,000","37,726,000","34,139,000","43,162,000","50,638,000","37,181,000","59,453,000","80,999,000","-14,444,000","45,988,000","17,376,000","8,246,000",,,"32,686,000","-52,724,000","30,585,000","41,138,000",,"49,846,000","28,673,000","25,583,000","23,802,000","52,030,000","22,531,000","43,769,000","93,403,000","44,588,000",,"71,182,000",,"-220,059,000",,"119,600,000",,"103,730,000","80,834,000","95,994,000","63,280,000","65,844,000","40,602,000","56,572,000","63,956,000","-411,412,000","403,267,000","43,819,000",,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"496,788,000","-356,560,000","292,613,000","168,482,000","140,302,000","150,898,000","104,000,000","132,164,000","159,017,000","149,026,000","94,267,000","104,923,000","110,902,000",,,"194,844,000","132,736,000","151,593,000","93,125,000",,"128,699,000","96,021,000","132,606,000","126,498,000","146,486,000","83,643,000","66,144,000","195,662,000","78,606,000",,"403,237,000","116,060,000","-405,433,000",,"74,162,000","114,869,000","172,742,000","119,589,000","220,310,000","276,825,000","147,707,000","301,524,000","159,091,000","156,875,000","-234,162,000","450,811,000","64,062,000",,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-952,205,000","-269,558,000","-240,188,000","-253,938,000","-188,521,000","-207,992,000","-132,561,000","-88,844,000","-81,784,000","-215,992,000","-75,393,000","-125,360,000","-141,283,000","-97,717,000","-88,153,000","-196,433,000","-257,993,000","-126,782,000","-102,974,000","-101,794,000","-124,837,000","-76,838,000","-153,932,000","-136,852,000","-54,824,000","-85,756,000","-43,108,000","-102,259,000","5,039,000","-86,282,000","-332,055,000","-116,060,000","-117,517,000","-44,872,000","45,438,000","-114,869,000","-69,012,000","-38,755,000","-124,316,000","-213,545,000","-81,863,000","-260,922,000","-102,519,000","-92,919,000","-177,250,000","-47,544,000","-20,243,000",,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"5,174,730,000","842,761,000","2,131,241,000","817,275,000","1,131,502,000","2,076,342,000","967,511,000","366,856,000","1,047,689,000","768,759,000","1,463,591,000","583,653,000","1,146,729,000","1,063,064,000","839,401,000","1,163,667,000","783,452,000","-701,690,000","732,719,000","1,135,148,000","85,546,000","251,228,000","555,371,000","866,522,000","805,379,000","808,990,000","575,052,000","958,112,000","1,005,924,000","721,585,000","711,131,000","869,536,000","119,872,000","647,133,000","767,294,000","493,558,000","815,237,000","807,099,000","711,804,000","748,082,000","909,935,000","607,093,000","801,871,000","556,650,000","-1,070,956,000","815,048,000","524,727,000","462,739,000","610,718,560","460,678,960","461,567,826","453,565,464","720,745,695","325,050,804","292,539,508.25","459,303,301.2","924,414,523.5","288,674,536.05","506,477,989.5","238,794,445.5","821,712,091","383,437,644","-65,458,192","188,492,645","701,973,677.5","55,789,367.5","451,279,355","297,607,896","2,606,907,470","-962,266,195","-473,992,542","308,985,096"
EBITDA,"6,954,824,000"
ReconciledCostOfRevenue,"8,446,209,000","2,398,167,000","1,938,612,000","2,161,203,000","1,948,227,000","2,109,702,000","1,995,687,000","1,850,625,000","1,836,726,000","2,127,374,000","1,750,012,000","1,954,322,000","1,757,826,000","2,236,740,000","2,267,151,000","1,673,846,000","1,880,860,000","2,009,057,000","1,838,509,000","1,758,677,000","1,878,499,000","1,759,565,000","1,624,336,000","1,436,488,000","1,663,281,000","1,441,967,000","1,542,697,000","1,347,300,000","1,615,944,000","1,591,939,000","1,569,866,000","1,505,454,000","1,587,726,000","1,635,681,000","1,439,146,000","1,140,467,000","2,867,345,000","823,451,000","781,247,000","582,996,000","2,659,888,000","762,094,000","830,083,000","835,189,000","886,494,000","832,421,000","816,724,000","664,616,827","541,231,720","513,161,854","676,153,116","649,175,340","686,786,249","650,956,982","666,958,911.95","601,284,417.8","1,226,847,364.05","600,911,892","598,080,574.5","555,451,039","613,714,910","555,083,427","546,382,031","538,514,185","549,034,247.5","503,433,392.5","510,194,270","482,088,696","493,641,150","457,943,255","461,059,823.5","422,617,076"
ReconciledDepreciation,"1,780,094,000","480,731,000","463,962,000","424,538,000","410,863,000","395,135,000","342,520,000","326,987,000","327,899,000","327,410,000","324,516,000","318,023,000","331,948,000","280,217,000","294,182,000","284,656,000","265,326,000","271,311,000","284,087,000","253,308,000","278,420,000","243,199,000","222,594,000","260,258,000","270,764,000","208,385,000","196,759,000","195,165,000","196,309,000","180,250,000","177,014,000","186,574,000","196,213,000","168,217,000","176,239,000","228,100,000","112,925,000","144,450,000","150,961,000","143,848,000","77,582,000","161,478,000","161,483,000","161,693,000","152,433,000","160,302,000","154,943,000","150,126,000","152,182,440","157,836,466","159,511,800","153,018,294","188,264,833","156,159,473.25","150,586,525.55","147,160,168.2","153,708,247.9","145,642,375.6","151,654,396","144,975,980.5","153,227,208","153,023,486","148,592,261","144,068,045","166,511,142.5","129,741,130.5","134,792,751","133,409,976",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"3,367,517,000","1,056,991,000","1,208,860,000","454,375,000","647,291,000","1,507,587,000","565,164,000","181,886,000","580,431,000","612,615,000","900,525,000","331,808,000","674,362,000","573,887,000","797,531,000","628,789,000","460,930,000","-580,144,000","337,315,000","318,178,000","31,474,000","91,501,000","302,422,000","477,586,000","590,725,000","474,964,000","361,669,000","496,201,000","765,412,000","361,764,000","292,812,000","491,913,000","493,014,000","67,964,000","479,647,000","182,793,000","556,397,000","449,807,000","333,631,000","290,612,000","591,141,000","195,727,000","464,665,000","256,214,000","-831,259,000","231,086,000","360,019,000","303,725,000","74,649,320","383,551,680","295,134,462","290,808,210","107,985,235","197,441,595","184,281,559","337,717,142.2","392,022,258.25","191,141,879.4","337,597,678.5","150,867,216.5","305,177,405","235,890,372","-73,315,281","115,938,295","367,971,207.5","29,005,670","331,148,587","171,610,512","291,763,240","-656,387,545","-330,130,657.5","111,382,348"
TotalUnusualItemsExcludingGoodwill,"-81,476,000","261,838,000","-479,740,000","98,361,000","38,065,000","237,593,000","-130,209,000","-748,390,000","-117,533,000","-187,513,000","298,143,000","-155,950,000","147,147,000","-79,093,000","460,873,000","537,524,000","171,309,000","-1,419,941,000","250,827,000","-883,966,000","-179,199,000","-285,851,000","125,910,000","118,724,000","-128,538,000","-36,814,000","-167,916,000","127,902,000","89,262,000","-82,617,000","22,912,000","158,972,000","-148,282,000","-478,642,000","54,964,000","64,179,000","81,087,000","-2,746,000","-10,871,000","-1,324,000","540,199,000","-5,702,000","-4,268,000","-1,780,000","-147,454,000","-141,989,000","-6,363,000",,"-184,918,880","30,496,160","73,041,624","45,361,866","-25,567,088","-7,646,262","-558,376.5","605,597.4","1,058,846.35","-19,523,860.2","-7,393,856.5","-9,267,531","3,442,271","-8,273,946","-19,774,345","-9,298,850","-21,690,420","-600,137.5","-2,277,986","-29,703,744","27,487,980","-6,263,620","-8,622,762.5","-12,603,052"
TotalUnusualItems,"-81,476,000","261,838,000","-479,740,000","98,361,000","38,065,000","237,593,000","-130,209,000","-748,390,000","-117,533,000","-187,513,000","298,143,000","-155,950,000","147,147,000","-79,093,000","460,873,000","537,524,000","171,309,000","-1,419,941,000","250,827,000","-883,966,000","-179,199,000","-285,851,000","125,910,000","118,724,000","-128,538,000","-36,814,000","-167,916,000","127,902,000","89,262,000","-82,617,000","22,912,000","158,972,000","-148,282,000","-478,642,000","54,964,000","64,179,000","81,087,000","-2,746,000","-10,871,000","-1,324,000","540,199,000","-5,702,000","-4,268,000","-1,780,000","-147,454,000","-141,989,000","-6,363,000",,"-184,918,880","30,496,160","73,041,624","45,361,866","-25,567,088","-7,646,262","-558,376.5","605,597.4","1,058,846.35","-19,523,860.2","-7,393,856.5","-9,267,531","3,442,271","-8,273,946","-19,774,345","-9,298,850","-21,690,420","-600,137.5","-2,277,986","-29,703,744","27,487,980","-6,263,620","-8,622,762.5","-12,603,052"
NormalizedEBITDA,"7,036,300,000","1,061,654,000","3,074,943,000","1,143,452,000","1,504,300,000","2,233,884,000","1,440,240,000","1,442,233,000","1,493,121,000","1,283,682,000","1,489,964,000","1,057,626,000","1,331,530,000","1,422,374,000","672,710,000","910,799,000","877,469,000","989,562,000","765,979,000","2,272,422,000","543,165,000","780,278,000","652,055,000","1,008,056,000","1,204,681,000","1,054,189,000","939,727,000","1,025,375,000","1,112,971,000","984,452,000","865,233,000","897,138,000","464,367,000","1,293,992,000","888,569,000","657,479,000","847,075,000","954,295,000","873,636,000","893,254,000","447,318,000","774,273,000","967,622,000","720,123,000","-771,069,000","1,117,339,000","686,033,000","612,865,000","947,819,880","588,019,266","548,038,002","561,221,892","934,577,616","488,856,539.25","444,179,848.75","605,857,872","1,077,063,925.05","453,840,771.85","665,526,242","393,037,957","971,497,028","544,735,076","102,908,414","341,859,540","890,175,240","186,130,635.5","588,350,092","460,721,616","2,579,419,490","-956,002,575","-465,369,779.5","321,588,148"
TaxRateForCalcs,"0.28","0.119","0.343","0.3","0.347","0.217","0.346","0.225","0.347","0.011","0.342","0.307","0.35","0.353","0.342","0.35","0.292","0.32","0.34","0.34","0.34","0.34","0.28","0.36","0.103","0.35","0.29","0.35","0.175","0.345","0.049","0.347","0.061","0.34","0.308","0.34","0.134","0.346","0.321","0.383","0.224","0.359","0.277","0.359","0.007","0.366","0.218","0.359","0.285","0.159","0.359","0.357","0.227","0.368","0.369","0.266","0.216","0.257","0.306","0.305","0.242","0.348","0.243","0.304","0.4","0.4","0.262","0.359","0.4","0.326","0.316","0.078"
TaxEffectOfUnusualItems,"-22,813,280","31,073,751.348","-164,320,841.584","29,474,961.811","13,207,118.73","51,562,080.331","-44,987,805.046","-168,388,706.645","-40,766,997.782","-2,153,697.696","102,071,635.535","-47,860,977.795","51,501,450","-27,907,254.182","157,551,950.539","188,133,400","49,963,501.549","-454,528,292.254","85,281,180","-300,548,440","-60,927,660","-97,189,340","35,254,800","42,740,640","-13,298,332.785","-12,884,900","-48,695,640","44,765,700","15,584,786.85","-28,539,537.593","1,122,330.36","55,185,823.087","-9,115,036.145","-162,738,280","16,928,939.279","21,820,860","10,866,121.178","-949,415.191","-3,491,657.422","-507,523.453","121,251,156.233","-2,049,681.362","-1,182,667.196","-639,206.003","-975,339.08","-51,905,702.438","-1,390,187.008","0","-52,665,647.868","4,834,264.648","26,221,887.714","16,213,073.661","-5,809,543.373","-2,811,350.944","-205,953.355","160,896.42","229,114.054","-5,021,774.903","-2,261,622.647","-2,822,681.097","832,937.042","-2,877,655.758","-4,801,858.495","-2,824,961.344","-8,676,168","-240,055","-597,920.198","-10,676,274.087","10,995,192","-2,043,290.413","-2,724,403.648","-980,900.203"
