name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalRevenue,"16,258,000,000","3,427,000,000","4,501,000,000","3,369,000,000","4,961,000,000","1,147,000,000","2,588,000,000","1,797,000,000","1,011,000,000","3,872,000,000","1,473,000,000","1,763,000,000","1,619,000,000","1,062,000,000","1,272,000,000","1,045,000,000","723,000,000","1,045,000,000","224,000,000","539,000,000","808,000,000"
	OperatingRevenue,"16,258,000,000","3,427,000,000","4,501,000,000","3,369,000,000","4,961,000,000","1,147,000,000","2,588,000,000","1,797,000,000","1,011,000,000","3,872,000,000","1,473,000,000","1,763,000,000","1,619,000,000","1,062,000,000","1,272,000,000","1,045,000,000","723,000,000","1,045,000,000","224,000,000","539,000,000","808,000,000"
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,,,,"-15,000,000",,,"-1,000,000","-17,000,000","-4,000,000","-6,000,000","-5,000,000"
	InterestExpenseNonOperating,,,,,,,,,,,,,,"15,000,000",,,"1,000,000","17,000,000","4,000,000","6,000,000","5,000,000"
OtherIncomeExpense,"561,000,000","142,000,000","141,000,000","141,000,000","137,000,000","132,000,000","129,000,000","112,000,000","102,000,000","101,000,000","94,000,000","93,000,000","89,000,000","84,000,000","79,000,000","78,000,000","74,000,000","73,000,000","70,000,000","67,000,000","63,000,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,"1,478,000,000",,,,,,,,
	SecuritiesAmortization,,,,,,,,,,,,,"126,000,000",,,,,,,,
PretaxIncome,"2,302,000,000","533,000,000","279,000,000","750,000,000","740,000,000","-188,000,000","706,000,000","330,000,000","327,000,000","498,000,000","294,000,000","337,000,000","395,000,000","386,000,000","38,000,000","208,000,000","108,000,000","220,000,000","75,000,000","127,000,000","170,000,000"
TaxProvision,"117,000,000","69,000,000","-14,000,000","30,000,000","32,000,000","-69,000,000","66,000,000","66,000,000","59,000,000","34,000,000","20,000,000","11,000,000","22,000,000","18,000,000","-88,000,000","15,000,000","1,000,000","-22,000,000","3,000,000","20,000,000","13,000,000"
NetIncomeCommonStockholders,"2,136,000,000","432,000,000","276,000,000","720,000,000","708,000,000","-119,000,000","640,000,000","264,000,000","268,000,000","464,000,000","274,000,000","326,000,000","373,000,000","368,000,000","126,000,000","193,000,000","107,000,000","242,000,000","72,000,000","107,000,000","141,000,000"
	NetIncome,"2,172,000,000","451,000,000","293,000,000","720,000,000","708,000,000","-119,000,000","640,000,000","264,000,000","268,000,000","464,000,000","274,000,000","326,000,000","373,000,000","368,000,000","126,000,000","193,000,000","107,000,000","242,000,000","72,000,000","107,000,000","141,000,000"
		NetIncomeIncludingNoncontrollingInterests,"2,185,000,000","464,000,000","293,000,000","720,000,000","708,000,000","-119,000,000","640,000,000","264,000,000","268,000,000","464,000,000","274,000,000","326,000,000","373,000,000","368,000,000","126,000,000","193,000,000","107,000,000","242,000,000","72,000,000","107,000,000","157,000,000"
			NetIncomeContinuousOperations,"2,185,000,000","464,000,000","293,000,000","720,000,000","708,000,000","-119,000,000","640,000,000","264,000,000","268,000,000","464,000,000","274,000,000","326,000,000","373,000,000","368,000,000","126,000,000","193,000,000","107,000,000","242,000,000","72,000,000","107,000,000","157,000,000"
		MinorityInterests,"-13,000,000","-13,000,000",,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","-16,000,000"
	PreferredStockDividends,"36,000,000","19,000,000","17,000,000",,,,,,,,,,,,,,,,,,
