name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986,04/30/1986,01/31/1986,10/31/1985
TotalRevenue,"36,998,421,000","10,380,809,000","9,118,944,000","9,092,244,000","8,406,424,000","10,464,501,000","9,340,029,000","8,886,101,000","8,548,319,000","11,092,529,000","9,135,728,000","8,882,691,000","7,664,063,000","7,427,510,000","6,490,265,000","6,353,739,000","5,963,362,000","7,483,621,000","6,428,540,000","6,580,393,000","5,887,229,000","7,339,491,000","6,761,181,000","6,841,809,000","6,728,151,000","7,973,107,000","6,373,564,000","6,327,476,000","6,147,757,000","7,460,712,000","6,040,556,000","5,961,500,000","5,895,561,000","7,112,552,000","6,593,983,000","6,449,461,000","6,332,128,000","7,117,195,000","6,163,762,000","5,473,961,000","5,621,055,000","6,283,140,000","5,642,046,000","5,183,731,000","4,990,959,000","5,712,537,000","6,136,112,000","6,166,021,000","6,065,814,000","6,483,879,000","5,923,814,000","5,613,308,000","5,402,077,000","6,121,691,000","5,431,347,000","4,943,281,000","4,944,126,000","5,486,775,000","5,087,654,000","4,828,588,000","5,079,834,000","5,618,116,000","4,771,090,000","4,578,835,000","4,822,292,000","4,918,729,000","4,395,003,000","4,178,751,000","3,913,857,000","4,011,087,000","3,810,719,000","3,996,719,000","3,920,420,000","4,164,984,000","4,215,951,000","4,136,584,000","4,679,992,000","5,317,004,000","5,189,186,000","4,996,973,000","4,924,516,000","4,779,550,000","4,310,100,000","4,025,000,000","3,877,200,000","3,853,000,000","3,278,400,000","2,213,300,000","2,184,400,000","2,113,200,000","2,021,500,000","1,551,800,000","1,370,100,000","1,313,400,000","1,236,700,000","1,063,200,000","985,600,000","901,000,000","843,300,000","708,800,000","633,500,000","659,900,000","658,300,000","569,700,000","530,500,000","444,100,000","403,900,000","352,000,000","332,300,000","283,900,000","265,400,000","227,800,000","201,800,000","200,300,000","175,900,000","144,400,000","126,400,000","122,100,000","115,700,000","102,700,000","101,300,000","100,800,000","91,800,000","78,600,000","76,800,000","71,400,000","62,400,000","54,700,000","58,100,000","47,600,000","37,200,000","31,100,000","33,300,000","24,100,000","21,200,000","13,900,000","12,300,000","11,400,000","10,200,000"
	OperatingRevenue,"36,998,421,000","10,380,809,000","9,118,944,000","9,092,244,000","8,406,424,000","10,464,501,000","9,340,029,000","8,886,101,000","8,548,319,000","11,092,529,000","9,135,728,000","8,882,691,000","7,664,063,000","7,427,510,000","6,490,265,000","6,353,739,000","5,963,362,000","7,483,621,000","6,428,540,000","6,580,393,000","5,887,229,000","7,339,491,000","6,761,181,000","6,841,809,000","6,728,151,000","7,973,107,000","6,373,564,000","6,327,476,000","6,147,757,000","7,460,712,000","6,040,556,000","5,961,500,000","5,895,561,000","7,112,552,000","6,593,983,000","6,449,461,000","6,332,128,000","7,117,195,000","6,163,762,000","5,473,961,000","5,621,055,000","6,283,140,000","5,642,046,000","5,183,731,000","4,990,959,000","5,712,537,000","6,136,112,000","6,166,021,000","6,065,814,000","6,483,879,000","5,923,814,000","5,613,308,000","5,402,077,000","6,121,691,000","5,431,347,000","4,943,281,000","4,944,126,000","5,486,775,000","5,087,654,000","4,828,588,000","5,079,834,000","5,618,116,000","4,771,090,000","4,578,835,000","4,822,292,000","4,918,729,000","4,395,003,000","4,178,751,000","3,913,857,000","4,011,087,000","3,810,719,000","3,996,719,000","3,920,420,000","4,164,984,000","4,215,951,000","4,136,584,000","4,679,992,000","5,317,004,000","5,189,186,000","4,996,973,000","4,924,516,000","4,779,550,000","4,310,100,000","4,025,000,000","3,877,200,000","3,853,000,000","3,278,400,000","2,213,300,000","2,184,400,000","2,113,200,000","2,021,500,000","1,551,800,000","1,370,100,000","1,313,400,000","1,236,700,000","1,063,200,000","985,600,000","901,000,000","843,300,000","708,800,000","633,500,000","659,900,000","658,300,000","569,700,000","530,500,000","444,100,000","403,900,000","352,000,000","332,300,000","283,900,000","265,400,000","227,800,000","201,800,000","200,300,000","175,900,000","144,400,000","126,400,000","122,100,000","115,700,000","102,700,000","101,300,000","100,800,000","91,800,000","78,600,000","76,800,000","71,400,000","62,400,000","54,700,000","58,100,000","47,600,000","37,200,000","31,100,000","33,300,000","24,100,000","21,200,000","13,900,000","12,300,000","11,400,000","10,200,000"
CostOfRevenue,"34,700,774,000","9,714,578,000","8,558,557,000","8,530,594,000","7,897,045,000","9,815,353,000","8,783,425,000","8,359,071,000","8,025,202,000","10,475,668,000","8,609,647,000","8,367,100,000","7,206,975,000","7,056,483,000","6,174,426,000","6,037,289,000","5,664,751,000","7,128,972,000","6,113,696,000","6,255,114,000","5,595,340,000","6,967,222,000","6,426,196,000","6,490,437,000","6,392,823,000","7,575,091,000","6,047,488,000","6,011,636,000","5,825,343,000","7,087,380,000","5,732,295,000","5,660,256,000","5,575,344,000","6,737,608,000","6,249,236,000","6,108,623,000","5,998,666,000","6,738,449,000","5,839,560,000","5,186,424,000","5,328,252,000","5,955,218,000","5,345,472,000","4,914,847,000","4,727,625,000","5,391,298,000","5,838,138,000","5,866,905,000","5,771,147,000","6,162,776,000","5,640,068,000","5,338,997,000","5,146,829,000","5,825,229,000","5,183,787,000","4,717,671,000","4,706,987,000","5,255,393,000","4,825,626,000","4,576,598,000","4,802,715,000","5,312,487,000","4,507,504,000","4,311,210,000","4,547,100,000","4,626,747,000","4,149,917,000","3,941,333,000","3,706,697,000","3,805,782,000","3,603,831,000","3,786,046,000","3,711,528,000","3,940,524,000","3,987,736,000","3,912,422,000","4,428,799,000","5,007,521,000","4,892,899,000","4,716,324,000","4,650,950,000","4,509,844,000","4,063,800,000","3,802,500,000","3,638,100,000","3,608,600,000","3,052,700,000","2,060,500,000","2,036,700,000","1,968,300,000","1,884,500,000","1,442,300,000","1,269,400,000","1,215,500,000","1,145,700,000","984,100,000","911,900,000","831,700,000","780,100,000","654,700,000","583,200,000","604,500,000","602,400,000","520,000,000","483,600,000","404,100,000","367,200,000","319,400,000","301,700,000","256,900,000","239,600,000","204,800,000","180,800,000","178,900,000","157,500,000","128,400,000","112,000,000","107,600,000","101,900,000","90,300,000","88,300,000","92,500,000","79,800,000","66,700,000","66,200,000",,,,,,,,,,,,,,
GrossProfit,"2,297,647,000","666,231,000","560,387,000","561,650,000","509,379,000","649,148,000","556,604,000","527,030,000","523,117,000","616,861,000","526,081,000","515,591,000","457,088,000","371,027,000","315,839,000","316,450,000","298,611,000","354,649,000","314,844,000","325,279,000","291,889,000","372,269,000","334,985,000","351,372,000","335,328,000","398,016,000","326,076,000","315,840,000","322,414,000","373,332,000","308,261,000","301,244,000","320,217,000","374,944,000","344,747,000","340,838,000","333,462,000","378,746,000","324,202,000","287,537,000","292,803,000","327,922,000","296,574,000","268,884,000","263,334,000","321,239,000","297,974,000","299,116,000","294,667,000","321,103,000","283,746,000","274,311,000","255,248,000","296,462,000","247,560,000","225,610,000","237,139,000","231,382,000","262,028,000","251,990,000","277,119,000","305,629,000","263,586,000","267,625,000","275,192,000","291,982,000","245,086,000","237,418,000","207,160,000","205,305,000","206,888,000","210,673,000","208,892,000","224,460,000","228,215,000","224,162,000","251,193,000","309,483,000","296,287,000","280,649,000","273,566,000","269,706,000","246,300,000","222,500,000","239,100,000","244,400,000","225,700,000","152,800,000","147,700,000","144,900,000","137,000,000","109,500,000","100,700,000","97,900,000","91,000,000","79,100,000","73,700,000","69,300,000","63,200,000","54,100,000","50,300,000","55,400,000","55,900,000","49,700,000","46,900,000","40,000,000","36,700,000","32,600,000","30,600,000","27,000,000","25,800,000","23,000,000","21,000,000","21,400,000","18,400,000","16,000,000","14,400,000","14,500,000","13,800,000","12,400,000","13,000,000","8,300,000","12,000,000","11,900,000","10,600,000",,,,,,,,,,,,,,
OperatingExpense,"1,691,311,000","438,559,000","415,242,000","431,694,000","405,816,000","414,540,000","396,675,000","415,319,000","422,361,000","430,617,000","416,766,000","410,598,000","352,632,000","253,941,000","239,952,000","244,812,000","246,496,000","244,793,000","249,658,000","240,417,000","248,099,000","269,255,000","273,299,000","283,662,000","303,832,000","288,044,000","270,131,000","285,981,000","286,383,000","319,307,000","238,715,000","241,988,000","239,324,000","262,819,000","255,178,000","262,063,000","257,779,000","260,977,000","243,230,000","221,779,000","223,317,000","233,731,000","230,542,000","215,200,000","213,405,000","222,691,000","238,881,000","256,964,000","252,301,000","247,319,000","224,243,000","231,004,000","225,989,000","230,926,000","209,344,000","345,302,000","201,618,000","173,083,000","213,160,000","218,863,000","223,172,000","230,354,000","206,911,000","217,739,000","221,514,000","233,602,000","203,481,000","207,090,000","171,857,000","479,544,000","152,863,000","155,248,000","153,945,000","162,399,000","175,874,000","186,779,000","179,862,000","205,265,000","197,575,000","196,204,000","198,185,000","195,334,000","177,900,000","160,300,000","172,000,000","173,300,000","156,500,000","102,600,000","102,700,000","94,900,000","90,900,000","68,700,000","65,100,000","62,700,000","59,000,000","54,100,000","51,000,000","49,000,000","46,700,000","43,500,000","42,100,000","41,100,000","35,200,000","31,100,000","29,200,000","23,900,000","21,900,000","20,200,000","18,900,000","16,600,000","15,600,000","14,700,000","13,900,000","14,000,000","12,200,000","10,800,000","10,100,000","9,600,000","9,400,000","9,200,000","9,700,000","10,300,000","8,700,000","7,900,000","7,000,000",,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,691,311,000","438,559,000","415,242,000","431,694,000","405,816,000","414,540,000","396,675,000","415,319,000","422,361,000","428,965,000","416,766,000","410,598,000","352,632,000","253,941,000","239,952,000","243,763,000","246,496,000","244,026,000","249,658,000","249,980,000","248,099,000","269,255,000","273,299,000","289,891,000","303,832,000","288,044,000","270,131,000","285,981,000","286,383,000","289,845,000","238,715,000","241,988,000","239,324,000","262,819,000","255,178,000","262,063,000","257,779,000","260,977,000","243,230,000","221,779,000","223,317,000","233,731,000","230,542,000","215,200,000","213,405,000","222,691,000","238,881,000","256,964,000","252,301,000","247,319,000","224,243,000","226,720,000","217,152,000","230,926,000","209,344,000","209,209,000","201,618,000","173,083,000","213,160,000","218,863,000","223,172,000","230,354,000","206,911,000","217,739,000","221,514,000","230,537,000","203,481,000","207,090,000","171,857,000","150,672,000","152,863,000","155,248,000","153,945,000","162,399,000","168,874,000","166,779,000","179,862,000","188,076,000","181,965,000","180,788,000","182,478,000","180,192,000","163,000,000","160,300,000","158,200,000","159,200,000","143,900,000","94,600,000","94,800,000","87,200,000","83,300,000","63,200,000","59,500,000","57,200,000","54,000,000","49,300,000","46,300,000","44,100,000","42,200,000","39,500,000","38,100,000","38,200,000","33,100,000","29,200,000","27,500,000","22,200,000","20,600,000","18,900,000","17,700,000","15,700,000","14,800,000","13,900,000","13,200,000","13,100,000","11,500,000","10,100,000","9,400,000","9,000,000","8,700,000","8,500,000","8,800,000","9,600,000","8,200,000","7,400,000","6,600,000",,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,"253,941,000",,,,"244,026,000","249,658,000","249,980,000","248,099,000","269,255,000","273,299,000","289,891,000","303,832,000",,,"285,981,000","286,383,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,"253,941,000",,,,"244,026,000","249,658,000","249,980,000","248,099,000","269,255,000","273,299,000","289,891,000","303,832,000",,,"285,981,000","286,383,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,189,000","15,610,000","15,416,000","15,707,000","15,142,000","14,900,000",,"13,800,000","14,100,000","12,600,000","8,000,000","7,900,000","7,700,000","7,600,000","5,500,000","5,600,000","5,500,000","5,000,000","4,800,000","4,700,000","4,900,000","4,500,000","4,000,000","4,000,000","2,900,000","2,100,000","1,900,000","1,700,000","1,700,000","1,300,000","1,300,000","1,200,000","900,000","800,000","800,000","700,000","900,000","700,000","700,000","700,000","600,000","700,000","700,000","900,000","700,000","500,000","500,000","400,000",,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,189,000","15,610,000","15,416,000","15,707,000","15,142,000","14,900,000",,"13,800,000","14,100,000","12,600,000","8,000,000","7,900,000","7,700,000","7,600,000","5,500,000","5,600,000","5,500,000","5,000,000","4,800,000","4,700,000","4,900,000","4,500,000","4,000,000","4,000,000","2,900,000","2,100,000","1,900,000","1,700,000","1,700,000","1,300,000","1,300,000","1,200,000","900,000","800,000","800,000","700,000","900,000","700,000","700,000","700,000","600,000","700,000","700,000","900,000","700,000","500,000","500,000","400,000",,,,,,,,,,,,,,
