name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,06/30/2011,03/31/2011,06/30/2010,03/31/2010
TotalEquityGrossMinorityInterest,"7,500,000,000","7,501,000,000","7,137,000,000","6,546,000,000","6,319,000,000","7,402,805,000","6,705,974,000","6,504,075,000","6,474,280,000","6,311,175,000","6,047,724,000","5,592,151,000","5,416,157,000","5,252,642,000","4,938,398,000","4,692,757,000","3,440,748,000","3,493,447,000","3,426,410,000","3,245,876,000","3,218,713,000","3,193,450,000","2,987,177,000","2,832,124,000","2,827,791,000","2,746,655,000","2,603,302,000","2,500,983,000","2,490,565,000","2,464,753,000","2,345,049,000","2,251,924,000","2,255,884,000","2,161,739,000","2,112,725,000","2,008,115,000","972,182,000"
	StockholdersEquity,"7,379,000,000","7,386,000,000","6,987,000,000","6,403,000,000","6,174,000,000","7,203,930,000","6,666,514,000","6,468,574,000","6,438,696,000","6,289,959,000","6,029,016,000","5,580,165,000","5,399,600,000","5,249,606,000","4,929,053,000","4,651,196,000","3,430,109,000","3,491,230,000","3,424,857,000","3,245,145,000","3,216,964,000","3,183,886,000","2,979,627,000","2,820,683,000","2,815,753,000","2,721,913,000","2,580,206,000","2,474,877,000","2,465,189,000","2,438,608,000","2,321,042,000","2,242,204,000","2,246,094,000","2,154,203,000","2,102,717,000","2,001,026,000","964,310,000"
		CapitalStock,"0","0","0","0","0","213,000","213,000","213,000","212,000","205,000","204,000","204,000","204,000","203,000","203,000","202,000","186,000","185,000","184,000","184,000","184,000","183,000","182,000","182,000","182,000","181,000","180,000","180,000","180,000","180,000","179,000","179,000","179,000","178,000","178,000","178,000","178,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
			CommonStock,"0","0","0","0","0","213,000","213,000","213,000","212,000","205,000","204,000","204,000","204,000","203,000","203,000","202,000","186,000","185,000","184,000","184,000","184,000","183,000","182,000","182,000","182,000","181,000","180,000","180,000","180,000","180,000","179,000","179,000","179,000","178,000","178,000","178,000","178,000"
		AdditionalPaidInCapital,"3,834,000,000","3,811,000,000","3,778,000,000","3,743,000,000","3,713,000,000","3,684,968,000","3,667,568,000","3,641,310,000","3,624,135,000","3,779,065,000","3,753,504,000","3,725,426,000","3,699,056,000","3,671,288,000","3,653,452,000","3,634,139,000","2,470,099,000","2,435,661,000","2,419,038,000","2,396,225,000","2,381,568,000","2,362,780,000","2,340,315,000","2,332,745,000","2,315,083,000","2,279,897,000","2,262,795,000","2,253,236,000","2,243,403,000","2,234,254,000","2,212,607,000","2,205,262,000","2,199,954,000","2,187,684,000","2,172,241,000","2,168,395,000","2,165,156,000"
		RetainedEarnings,"3,701,000,000","3,760,000,000","3,329,000,000","2,716,000,000","2,610,000,000","3,688,062,000","3,020,310,000","2,681,883,000","2,753,715,000","2,519,957,000","2,349,896,000","1,960,257,000","1,812,174,000","1,686,316,000","1,392,447,000","1,076,947,000","1,007,559,000","1,213,062,000","989,413,000","840,227,000","847,220,000","800,380,000","650,782,000","526,538,000","539,872,000","481,332,000","356,414,000","260,083,000","260,014,000","241,822,000","146,029,000","75,698,000","85,127,000","-3,350,000","-43,661,000","-153,307,000","-233,010,000"
		TreasuryStock,"107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,331,000","107,332,000",,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-49,000,000","-78,000,000","-13,000,000","51,000,000","-42,000,000","-61,982,000","85,754,000","252,499,000","167,965,000","98,063,000","32,743,000","1,609,000","-4,503,000","-870,000","-9,718,000","47,239,000","59,596,000","-50,346,000","16,222,000","8,509,000","-12,008,000","20,543,000","-11,652,000","-38,782,000","-39,384,000","-39,497,000","-39,183,000","-38,622,000","-38,408,000","-37,648,000","-37,773,000","-38,935,000","-39,166,000","-30,309,000","-26,041,000","-14,240,000","-12,537,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-955,477,000"
	MinorityInterest,"121,000,000","115,000,000","150,000,000","143,000,000","145,000,000","198,875,000","39,460,000","35,501,000","35,584,000","21,216,000","18,708,000","11,986,000","16,557,000","3,036,000","9,345,000","41,561,000","10,639,000","2,217,000","1,553,000","731,000","1,749,000","9,564,000","7,550,000","11,441,000","12,038,000","24,742,000","23,096,000","26,106,000","25,376,000","26,145,000","24,007,000","9,720,000","9,790,000","7,536,000","10,008,000","7,089,000","7,872,000"
TotalCapitalization,"15,463,000,000","13,266,000,000","13,113,000,000","14,986,000,000","14,986,000,000","15,865,065,000","14,650,635,000","14,650,492,000","11,360,470,000","9,873,752,000","9,687,057,000","5,580,165,000","5,399,600,000","5,249,606,000","4,929,053,000","4,651,196,000","3,430,109,000","3,491,230,000","3,424,857,000","3,245,145,000","3,216,964,000","3,183,886,000","2,979,627,000","2,820,683,000","2,815,753,000","2,721,913,000","2,580,206,000","2,474,877,000","2,465,189,000","2,439,248,000","2,321,762,000","2,242,204,000","2,246,094,000","2,154,203,000","2,102,717,000","2,057,886,000","1,021,670,000"
CommonStockEquity,"7,379,000,000","7,386,000,000","6,987,000,000","6,403,000,000","6,174,000,000","7,203,930,000","6,666,514,000","6,468,574,000","6,438,696,000","6,289,959,000","6,029,016,000","5,580,165,000","5,399,600,000","5,249,606,000","4,929,053,000","4,651,196,000","3,430,109,000","3,491,230,000","3,424,857,000","3,245,145,000","3,216,964,000","3,183,886,000","2,979,627,000","2,820,683,000","2,815,753,000","2,721,913,000","2,580,206,000","2,474,877,000","2,465,189,000","2,438,608,000","2,321,042,000","2,242,204,000","2,246,094,000","2,154,203,000","2,102,717,000","2,001,026,000","964,310,000"
CapitalLeaseObligations,"21,578,000,000","21,394,000,000","21,410,000,000","20,994,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"3,060,000,000","3,070,000,000","2,668,000,000","2,081,000,000","1,710,000,000","2,781,790,000","2,777,497,000","2,569,184,000","2,529,966,000","2,352,999,000","2,085,923,000","5,069,307,000","4,885,402,000","4,586,212,000","4,270,925,000","3,880,817,000","3,176,953,000","3,316,414,000","3,247,572,000","3,067,705,000","3,047,773,000","3,017,082,000","2,811,669,000","2,651,899,000","2,649,066,000","2,559,156,000","2,418,669,000","2,311,792,000","2,300,029,000","2,278,038,000","2,157,603,000","2,131,968,000","2,133,779,000","2,054,958,000","2,005,269,000","1,948,436,000","925,469,000"
WorkingCapital,"969,000,000","-4,495,000,000","-4,941,000,000","-2,448,000,000","1,005,000,000","1,533,703,000","1,868,116,000","1,695,192,000","2,084,623,000","1,475,427,000","1,498,444,000","1,386,583,000","1,208,600,000","1,148,074,000","759,754,000","418,798,000","171,040,000","337,133,000","161,478,000","-117,837,000","-124,097,000","-189,891,000","-343,877,000","-393,534,000","-360,421,000","-253,703,000","-253,819,000","-200,030,000","-157,736,000","64,530,000","110,535,000","306,383,000","380,474,000","736,201,000","783,917,000","1,093,963,000","91,565,000"
InvestedCapital,"23,962,000,000","16,097,000,000","16,155,000,000","16,423,000,000","15,934,000,000","16,443,698,000","14,940,767,000","14,996,380,000","11,491,285,000","10,006,623,000","9,849,778,000","5,876,835,000","5,697,891,000","5,536,751,000","5,545,755,000","5,252,088,000","3,754,789,000","4,086,042,000","3,524,346,000","3,245,145,000","3,216,964,000","3,483,886,000","3,279,627,000","3,120,683,000","2,815,753,000","2,723,143,000","2,581,442,000","2,476,131,000","2,465,189,000","2,439,488,000","2,322,012,000","2,242,204,000","2,246,094,000","2,154,203,000","2,102,717,000","2,070,026,000","1,033,810,000"
TangibleBookValue,"3,060,000,000","3,070,000,000","2,668,000,000","2,081,000,000","1,710,000,000","2,781,790,000","2,777,497,000","2,569,184,000","2,529,966,000","2,352,999,000","2,085,923,000","5,069,307,000","4,885,402,000","4,586,212,000","4,270,925,000","3,880,817,000","3,176,953,000","3,316,414,000","3,247,572,000","3,067,705,000","3,047,773,000","3,017,082,000","2,811,669,000","2,651,899,000","2,649,066,000","2,559,156,000","2,418,669,000","2,311,792,000","2,300,029,000","2,278,038,000","2,157,603,000","2,131,968,000","2,133,779,000","2,054,958,000","2,005,269,000","1,948,436,000","925,469,000"
TotalDebt,"38,161,000,000","30,105,000,000","30,578,000,000","31,014,000,000","9,760,000,000","9,239,768,000","8,274,253,000","8,527,806,000","5,052,589,000","3,716,664,000","3,820,762,000","296,670,000","298,291,000","287,145,000","616,702,000","600,892,000","324,680,000","594,812,000","99,489,000",,,"300,000,000","300,000,000","300,000,000",,"1,230,000","1,236,000","1,254,000",,"880,000","970,000",,,,,"69,000,000","69,500,000"
NetDebt,"13,349,000,000","4,698,000,000","5,822,000,000","6,180,000,000","5,498,000,000","5,312,207,000","4,127,782,000","4,980,275,000","1,577,870,000","383,556,000","840,387,000",,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"299,424,485","294,316,146","294,316,146","297,412,910","296,597,888","291,437,906","291,437,906","291,437,906","294,040,234","284,104,800","282,323,910","278,282,366","281,379,130","278,282,366","250,881,559","250,881,559","250,881,559","250,881,559","250,747,255","250,747,255","250,747,255","250,747,255","247,551,999","247,551,999","247,551,999","247,551,999","244,494,095","244,494,095","244,494,095","244,494,095","242,604,223","242,604,223","242,604,223","241,151,755","241,151,755","235,618,079","235,618,079"
OrdinarySharesNumber,"296,327,721","294,316,146","294,316,146","294,316,146","293,501,124","291,437,906","291,437,906","291,437,906","290,943,470","284,104,800","279,227,146","278,282,366","278,282,366","278,282,366","250,881,559","250,881,559","250,881,559","250,881,559","250,747,255","250,747,255","250,747,255","250,747,255","247,551,999","247,551,999","247,551,999","247,551,999","244,494,095","244,494,095","244,494,095","244,494,095","242,604,223","242,604,223","242,604,223","241,151,755","241,151,755","235,618,079","235,618,079"
TreasurySharesNumber,"3,096,764",,,"3,096,764","3,096,764",,,,"3,096,764",,"3,096,764",,"3,096,764",,,,,,,,,,,,,,,,,,,,,,,,
