name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalAssets,"13,989,737,000","7,062,030,000","7,481,647,000","2,966,085,000","1,835,134,000","1,462,225,000","1,163,722,000","945,815,000","595,034,000","602,536,000","619,826,000","626,587,000","708,702,000","724,709,000","680,081,000","734,965,000","727,096,000","400,318,000","668,603,000","599,039,000","594,614,000"
	CurrentAssets,"1,351,767,000","767,075,000","1,056,218,000","363,217,000","260,028,000","317,664,000","201,166,000","163,326,000","96,849,000","107,216,000","92,886,000","84,874,000","88,305,000","77,123,000","75,263,000","86,768,000","76,759,000","57,433,000",,,
		CashCashEquivalentsAndShortTermInvestments,"232,070,000","145,115,000","115,652,000","87,680,000","43,416,000","131,912,000","40,028,000","68,999,000","7,546,000","23,658,000","12,752,000","15,834,000","16,226,000","11,179,000","13,487,000","18,505,000","10,848,000","19,947,000","7,777,000","6,547,000","4,962,000"
			CashAndCashEquivalents,"232,070,000","145,115,000","115,652,000","87,680,000","43,416,000","131,912,000","40,028,000","68,999,000","7,546,000","23,658,000","12,752,000","15,834,000","16,226,000","11,179,000","13,487,000","18,505,000","10,848,000","19,947,000","7,777,000","6,547,000","4,962,000"
		Receivables,"883,921,000","547,285,000","562,943,000","218,058,000","192,991,000","127,878,000","109,430,000","74,553,000","71,279,000","63,501,000","62,860,000","53,190,000","55,697,000","48,786,000","46,706,000","48,391,000","44,852,000","26,065,000",,,
			AccountsReceivable,"883,921,000","547,285,000","562,943,000","218,058,000","192,991,000","127,878,000","109,430,000","74,553,000","71,279,000","63,501,000","62,860,000","53,190,000","55,346,000","48,539,000","46,706,000","48,391,000","44,852,000","26,065,000",,,
				GrossAccountsReceivable,"901,126,000","560,443,000","576,301,000","223,863,000","198,360,000","130,880,000","112,465,000","76,518,000","72,592,000",,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-17,205,000","-13,158,000","-13,358,000","-5,805,000","-5,369,000","-3,002,000","-3,035,000","-1,965,000","-1,313,000",,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,"0",,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,"351,000","247,000",,,,,,,
