name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013
MarketCap,"2,828,086,107","3,975,613,690","3,393,436,104","2,591,531,452","2,185,230,109","2,882,650,528","2,572,671,725","2,939,234,639","2,053,952,088","2,002,921,354","1,915,769,069","1,377,629,173","1,586,635,044","1,103,189,663","1,180,830,671","1,251,087,096","1,756,062,973","2,494,392,450","4,144,333,048","4,053,726,143","3,437,540,171","3,464,185,401","3,172,440,645","3,220,410,828","2,426,188,255","2,207,511,857","2,713,776,231","2,597,937,678","1,484,310,183","1,365,372,432"
EnterpriseValue,"4,545,495,107","5,850,773,690","5,378,734,104","4,754,218,452","3,357,305,109","4,081,884,528","3,642,220,725","4,091,111,639","3,183,985,088","3,263,887,354","3,183,425,069","2,100,353,173","2,134,926,044","1,638,526,663","1,689,252,671","1,621,031,096","1,968,890,973","2,852,318,450","4,408,298,048","4,361,368,143","3,662,623,171","3,615,247,401","3,288,361,645","3,377,909,828","2,502,741,255","2,310,083,857","2,786,907,231","2,702,262,678","1,561,382,183","1,537,333,432"
PeRatio,"16.207","26.061","27.783","22.852","18.787","31.745","29.899","106.976","1,363.571","324.103",,"176.027","369","39.159","25.866","18.56","20.032","25.782","43.498","43.545","39.168","47.314","49.276","165.49","138.644",,,,,"33.588"
ForwardPeRatio,"22.831","15.361","15.152","15.552","12.804","16.892","14.368","20.492","16.313","17.212","23.202","27.855","22.422","11.905","11.99","17.953","15.699","15.504","33.333","32.787","28.818","29.412","31.746","31.546","28.329","25.907",,,,
PegRatio,"2.46","1.108","1.172","1.336","1.131","0.66","0.562","0.809","0.675","0.453","0.611","0.898","1.121","1.033","1.04","1.695","0.897","0.645","1.306","1.313","1.154","1.178","1.27","1.261",,,,,,
PsRatio,"1.349","1.91","1.75","1.448","1.13","1.433","1.157","1.459","1.144","1.331","1.495","1.168","0.92","0.505","0.552","0.603","0.867","1.276","2.166","2.198","1.909","2.104","2.009","2.08","1.626","1.494","1.987","1.995","0.308","1.21"
PbRatio,"151.632",,,,,"90.027","17.614","340.11",,,,"2.212","1.725","1.223","1.322","1.426","1.983","2.98","5.191","5.642","4.89","5.47","5.165","5.939","4.45","4.338","5.434","5.709","3.287","5.109"
EnterprisesValueRevenueRatio,"1.717","8.798","7.939","6.729","5.61","6.084","5.722","6.384","5.712","4.869","5.373","3.413","3.798","2.793","3.075","2.983","4.323","4.407","8.28","8.603","8.67","6.204","6.785","7.787","6.833","4.897","7.041","7.072","5.182","3.862"
EnterprisesValueEBITDARatio,"10.01","47.005","51.109","42.041","30.166","48.2","62.247","42.374","48.718","66.144","62.754","89.835","111.911","41.468","60.307","48.922","-1,811.307","40.23","78.569","64.788","135.613","42.636","71.948","58.979","201.541","35.025","91.102","-127.574","218.65","-18.902"
