name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995
TotalAssets,"61,416,000,000","65,003,000,000","63,365,000,000","48,999,000,000","45,427,000,000","45,530,000,000","46,279,856,000","47,386,739,000","47,940,452,000","46,373,001,000","47,366,485,000","48,538,215,000","56,845,937,000","53,739,303,000","44,567,686,000","31,032,583,000","26,049,216,000","21,534,248,000","18,172,414,000","17,317,437,000","3,927,000,000","1,968,900,000","989,900,000","294,900,000","14,200,000"
	CashCashEquivalentsAndFederalFundsSold,"2,629,000,000","3,344,000,000","1,803,000,000","3,410,000,000","3,290,000,000","2,812,000,000","3,440,734,000","3,545,723,000","3,375,426,000","2,983,856,000","5,028,518,000","4,995,447,000","2,799,997,000","1,493,856,000","1,042,888,000","1,755,937,000","2,645,280,000","2,303,399,000","1,600,930,000","175,443,000","85,700,000","21,800,000","21,800,000","14,600,000","9,600,000"
		CashAndCashEquivalents,"750,000,000","2,333,000,000","931,000,000","1,950,000,000","2,233,000,000","2,257,000,000","2,374,665,000","3,168,825,000","2,099,839,000","2,374,346,000","3,483,238,000","4,995,447,000","2,113,075,000","1,212,234,000","844,188,000","939,906,000","921,439,000","2,222,667,000","836,201,000","175,443,000","85,700,000","21,800,000","21,800,000","14,600,000","9,600,000"
			CashFinancial,,,,,,"1,783,000,000",,,,,,,,,,,,,,,,,,,
			CashAndDueFromBanks,"750,000,000","2,333,000,000","931,000,000","1,950,000,000","2,233,000,000",,"1,838,012,000","2,761,494,000","2,099,839,000","2,374,346,000","3,483,238,000","4,995,447,000","2,113,075,000","1,212,234,000","844,188,000","939,906,000","921,439,000","2,222,667,000","836,201,000","175,443,000","85,700,000","21,800,000","21,800,000","14,600,000","9,600,000"
			InterestBearingDepositsAssets,,,,,,"474,000,000","536,653,000","407,331,000",,,,,,,,,,,,,,,,,
		RestrictedCashAndInvestments,"1,879,000,000","1,011,000,000","872,000,000","1,460,000,000","1,057,000,000","555,000,000","1,066,069,000","376,898,000","1,275,587,000","609,510,000","1,545,280,000",,,"281,622,000",,"724,026,000","1,644,605,000",,"764,729,000",,,,,,
			RestrictedCashAndCashEquivalents,"1,879,000,000","1,011,000,000","872,000,000","1,460,000,000","1,057,000,000","555,000,000","1,066,069,000","376,898,000",,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,,,,,,,,,,,,,"686,922,000",,"198,700,000","92,005,000","79,236,000","80,732,000",,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,"686,922,000",,"198,700,000","92,005,000","79,236,000","80,732,000",,,,,,,
	FederalHomeLoanBankStock,,,,,,"88,000,000","61,400,000","67,400,000","140,183,000","164,381,000","183,863,000",,,,,,,,,,,,,,
	OtherRealEstateOwned,,,,,,,"53,205,000","71,155,000",,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,,,,,,,"297,124,000","292,699,000",,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"41,470,000,000","45,037,000,000","44,518,000,000","29,643,000,000","25,602,000,000","24,636,000,000","23,819,451,000","23,126,482,000","21,785,377,000","17,330,560,000","13,358,015,000","11,062,467,000","11,614,273,000","14,238,589,000","13,321,569,000","13,299,199,000","10,709,135,000","6,932,394,000","3,556,619,000","4,188,553,000","189,100,000","502,500,000","191,400,000",,
		TradingSecurities,,,,,,,"0","101,270,000","54,372,000","62,173,000","38,303,000","55,481,000","130,018,000","178,600,000","146,657,000","593,245,000","832,889,000",,,,,,,,
		AvailableForSaleSecurities,,,,,,,"46,418,000","42,244,000","15,651,493,000","14,805,677,000","13,319,712,000","11,006,986,000","11,484,255,000","14,059,989,000","13,174,912,000","12,705,954,000","9,876,246,000","6,932,394,000","3,556,619,000","4,188,553,000","189,100,000","502,500,000","191,400,000",,
		HeldToMaturitySecurities,"21,969,000,000","21,884,000,000","23,839,000,000","15,751,000,000","13,013,000,000","12,248,000,000","10,180,794,000","9,539,948,000","6,079,512,000","2,462,710,000",,,,,,,,,,,,,,,
