name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013
TotalAssets,"4,715,000,000","4,807,000,000","4,756,000,000","4,697,000,000","4,233,000,000","4,418,000,000","4,606,000,000","4,440,000,000","4,318,000,000","4,365,000,000","6,404,000,000","5,926,000,000","5,707,000,000","6,087,000,000","6,289,000,000","6,144,000,000","6,016,000,000","5,486,000,000","6,505,000,000","6,321,000,000","6,060,000,000","6,523,000,000","6,714,000,000","6,552,000,000","6,324,000,000","6,518,000,000","6,587,000,000","6,459,000,000","7,334,000,000"
	CurrentAssets,"1,663,000,000","1,798,000,000","1,763,000,000","1,676,000,000","1,586,000,000","1,761,000,000","1,929,000,000","1,725,000,000","1,875,000,000","1,850,000,000","2,235,000,000","2,038,000,000","1,847,000,000","2,176,000,000","2,343,000,000","2,113,000,000","1,983,000,000","2,078,000,000","2,787,000,000","2,575,000,000","2,298,000,000","2,621,000,000","2,775,000,000","2,572,000,000","2,303,000,000","2,457,000,000","2,488,000,000","2,309,000,000","3,163,000,000"
		CashCashEquivalentsAndShortTermInvestments,"34,000,000","37,000,000","41,000,000","40,000,000","38,000,000","52,000,000","228,000,000","150,000,000","558,000,000","461,000,000","67,000,000","70,000,000","75,000,000","146,000,000","313,000,000","203,000,000","269,000,000","77,000,000","169,000,000","155,000,000","85,000,000","107,000,000","229,000,000","173,000,000","115,000,000","120,000,000","109,000,000","88,000,000","141,000,000"
			CashAndCashEquivalents,"34,000,000","37,000,000","41,000,000","40,000,000","38,000,000","52,000,000","228,000,000","150,000,000","558,000,000","461,000,000","67,000,000","70,000,000","75,000,000","146,000,000","313,000,000","203,000,000","269,000,000","77,000,000","169,000,000","155,000,000","85,000,000","107,000,000","229,000,000","173,000,000","115,000,000","120,000,000","109,000,000","88,000,000","141,000,000"
		Receivables,"754,000,000","863,000,000","860,000,000","781,000,000","732,000,000","860,000,000","843,000,000","728,000,000","612,000,000","689,000,000","693,000,000","1,015,000,000","904,000,000","1,103,000,000","1,101,000,000","956,000,000","903,000,000","1,092,000,000","1,103,000,000","1,166,000,000","1,088,000,000","1,304,000,000","1,308,000,000","1,152,000,000","1,046,000,000","1,224,000,000","1,221,000,000","1,089,000,000","1,008,000,000"
			AccountsReceivable,"674,000,000","779,000,000","781,000,000","713,000,000","657,000,000","774,000,000","770,000,000","662,000,000","540,000,000","614,000,000","631,000,000","940,000,000","804,000,000","1,006,000,000","1,020,000,000","893,000,000","815,000,000","1,001,000,000","1,032,000,000","1,100,000,000","988,000,000","1,198,000,000","1,215,000,000","1,075,000,000","947,000,000","1,124,000,000","1,136,000,000","1,016,000,000","926,000,000"
				GrossAccountsReceivable,"693,000,000","798,000,000","800,000,000","731,000,000","675,000,000",,,,"552,000,000",,,,,,,,,,,,,,,"1,092,000,000",,,,"1,037,000,000","949,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-19,000,000","-19,000,000","-19,000,000","-18,000,000","-18,000,000",,,,"-12,000,000",,,,,,,,,,,,,,,"-17,000,000",,,,"-21,000,000","-23,000,000"
			OtherReceivables,"80,000,000","84,000,000","79,000,000","68,000,000","75,000,000","86,000,000","73,000,000","66,000,000","72,000,000","75,000,000","62,000,000","75,000,000","100,000,000","97,000,000","81,000,000","63,000,000","88,000,000","91,000,000","71,000,000","66,000,000","100,000,000","106,000,000","93,000,000","77,000,000","99,000,000","100,000,000","85,000,000","73,000,000","82,000,000"
		Inventory,"771,000,000","802,000,000","821,000,000","808,000,000","766,000,000","803,000,000","813,000,000","792,000,000","674,000,000","662,000,000","690,000,000","913,000,000","831,000,000","888,000,000","887,000,000","861,000,000","781,000,000","868,000,000","883,000,000","1,183,000,000","1,069,000,000","1,168,000,000","1,181,000,000","1,181,000,000","1,072,000,000","1,070,000,000","1,108,000,000","1,079,000,000","987,000,000"
