name,ttm,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001
TotalRevenue,"794,470,700,000","794,470,700,000","667,627,800,000","567,757,600,000","462,121,700,000","389,195,400,000","315,997,800,000","263,406,600,000","222,253,900,000","178,987,500,000","155,404,400,000","124,276,500,000","106,484,900,000","75,148,000,000","52,620,206,520","36,115,320,755","24,222,706,164","17,301,519,260","12,004,740,621","8,878,061,222","1,627,100,000"
	NetInterestIncome,"561,862,500,000","561,862,500,000","507,505,600,000","423,150,600,000","351,795,600,000","292,361,500,000","236,176,300,000","192,572,100,000","157,076,500,000","126,392,000,000","108,402,300,000","80,931,300,000","72,881,900,000","54,812,000,000","36,989,672,268","23,950,629,125","15,960,697,860","12,603,037,475","7,492,891,797","5,671,823,964","4,988,100,000"
		InterestIncome,"1,148,126,500,000","1,148,126,500,000","1,041,714,900,000","843,465,300,000","725,554,300,000","625,428,600,000","500,787,200,000","422,211,300,000","353,878,500,000","277,540,000,000","202,252,000,000","158,651,300,000","158,996,800,000","104,200,000,000","70,216,438,142","43,605,740,766","29,200,871,844","24,581,346,070","19,364,930,982","16,411,256,968","12,561,500,000"
			InterestIncomeFromLoansAndLease,"917,878,800,000","917,878,800,000","827,683,000,000","667,458,700,000","552,686,800,000","470,818,500,000","388,264,700,000","326,755,300,000","271,730,500,000","210,315,700,000","153,719,700,000","118,364,500,000","117,281,500,000","72,564,000,000","46,926,164,468","28,905,624,397","16,449,780,804","11,700,651,315","7,781,991,354","6,120,112,456",
				InterestIncomeFromLoans,"917,878,800,000","917,878,800,000","827,683,000,000","667,458,700,000","552,686,800,000","470,818,500,000","388,264,700,000","326,755,300,000","271,730,500,000","210,315,700,000","153,719,700,000","118,364,500,000","117,281,500,000","72,564,000,000","46,926,164,468","28,905,624,397","16,449,780,804","11,700,651,315","7,781,991,354","6,120,112,456",
			InterestIncomeFromSecurities,"206,333,200,000","206,333,200,000","199,885,400,000","162,258,300,000","159,660,400,000","141,722,300,000","99,252,500,000","83,380,500,000","72,334,200,000","60,677,200,000","43,753,600,000","37,749,800,000","39,019,200,000","28,696,000,000","20,603,100,566","13,194,011,691","11,515,283,244","11,774,404,030","10,355,451,345","8,147,156,072","398,500,000"
			InterestIncomeFromDeposits,"18,289,300,000","18,289,300,000",,"5,406,200,000","5,448,600,000","3,751,600,000","5,429,400,000","3,559,900,000","2,816,300,000",,,,,,,,,,,,
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,"1,540,400,000",,,,,,,,,,,
			OtherInterestIncome,"5,625,200,000","5,625,200,000","14,146,500,000","13,748,300,000","13,207,100,000","12,887,800,000","13,270,000,000","12,075,500,000","9,813,800,000","6,547,100,000","4,778,700,000","2,537,000,000","2,696,100,000","2,940,000,000","2,687,173,108","1,506,104,678","1,235,807,796","1,106,290,725","1,227,488,283","2,143,988,440","12,163,000,000"
		InterestExpense,"586,264,000,000","586,264,000,000","534,209,300,000","420,314,700,000","373,758,700,000","333,067,100,000","264,610,900,000","229,639,200,000","196,802,000,000","151,148,000,000","93,849,700,000","77,720,000,000","86,114,900,000","49,388,000,000","33,226,765,874","19,655,111,641","13,240,173,984","11,978,308,595","11,872,039,185","10,739,433,004","7,573,400,000"
			InterestExpenseForDeposit,,,"410,026,400,000","326,717,800,000","308,078,300,000","283,764,700,000","227,321,900,000","187,574,700,000","163,092,700,000","126,783,100,000","80,216,300,000","69,854,000,000","76,748,100,000","42,644,000,000","26,240,979,836","15,618,038,155","11,087,335,668","10,273,319,360","10,601,896,869","9,136,314,375",
			InterestExpenseForShortTermDebt,,,"39,054,300,000","26,004,400,000","21,821,900,000","16,265,200,000","6,944,600,000","18,075,000,000","13,888,400,000","12,233,800,000","5,357,100,000","1,420,400,000","5,799,600,000","4,092,000,000","4,812,718,396","3,502,361,766","1,759,825,236","1,436,008,745","971,564,085","1,325,374,672",
			InterestExpenseForLongTermDebtAndCapitalSecurities,,,"85,081,100,000","67,297,500,000","43,781,100,000","32,811,000,000","29,948,000,000","23,976,600,000","19,556,900,000","11,988,500,000","8,224,900,000","6,052,600,000","3,490,300,000","2,644,000,000","2,168,747,428","534,711,720","393,013,080","268,980,490","298,578,231","277,743,957",
			OtherInterestExpense,,,"47,500,000","295,000,000","77,400,000","226,200,000","396,400,000","12,900,000","264,000,000","142,600,000","51,400,000","393,000,000","76,900,000","8,000,000","4,320,214",,,,,,
	NonInterestIncome,"232,608,200,000","232,608,200,000","160,122,200,000","144,607,000,000","110,326,100,000","96,833,900,000","79,821,500,000","70,834,500,000","65,177,400,000","52,595,500,000","47,002,100,000","43,345,200,000","33,603,000,000","20,336,000,000","15,630,534,252","12,164,691,630","8,262,008,304","4,698,481,785","4,511,848,824","3,206,237,258","-3,361,000,000"
		FeesAndCommissions,,,"134,155,200,000","120,060,900,000","94,120,300,000","83,762,800,000","71,423,600,000","60,314,100,000","53,989,600,000","44,867,200,000","38,718,900,000","30,469,300,000","25,672,100,000","18,436,000,000","13,405,624,042","10,970,502,122","6,131,004,048","3,140,997,980","2,298,578,445","1,617,736,732",
			FeesandCommissionIncome,,,"134,155,200,000","120,060,900,000","94,120,300,000","83,762,800,000","71,423,600,000","60,314,100,000","53,989,600,000","44,867,200,000","38,718,900,000","30,469,300,000","25,672,100,000","18,436,000,000","13,405,624,042","10,970,502,122","6,131,004,048","3,140,997,980","2,298,578,445","1,617,736,732",
				TrustFeesbyCommissions,,,,,,,,,,,,,,"18,436,000,000",,"10,970,502,122","6,131,004,048","3,140,997,980","2,298,578,445","1,617,736,732",
		TradingGainLoss,,,"1,028,400,000","-63,400,000","467,200,000","1,519,300,000","698,100,000","-345,100,000","105,000,000","-154,700,000",,"100,200,000","1,114,200,000",,,,,,,,
		ForeignExchangeTradingGains,,,"1,917,800,000","6,209,500,000","11,282,700,000","-10,145,400,000","9,358,000,000","9,010,500,000","9,727,000,000","7,531,500,000","12,283,400,000","5,091,600,000","4,703,900,000",,,,,,,,
		GainLossonSaleofAssets,,,"13,924,100,000","17,446,700,000","3,854,300,000","20,658,300,000","-2,226,900,000","1,210,500,000","923,400,000","174,400,000","-4,096,400,000","4,574,900,000","763,700,000","412,000,000",,"418,857,514","196,506,540","-47,722,345","720,379,224","341,089,070",
			GainOnSaleOfSecurity,,,"13,924,100,000","17,446,700,000","3,854,300,000","20,658,300,000","-2,226,900,000","1,210,500,000","923,400,000","174,400,000","-4,096,400,000","4,574,900,000","2,827,500,000","244,000,000",,"418,857,514","196,506,540","-47,722,345","720,379,224","341,089,070",
