name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
MarketCap,"30,063,657,754","29,693,018,887","34,718,101,276","30,580,668,408","32,931,977,148","28,664,974,833","24,988,285,841","29,863,237,550","26,001,100,050","25,418,536,548","26,492,359,062","24,614,570,041","23,438,971,242","21,489,375,981","20,780,928,932","22,500,365,245","19,677,544,622","20,341,288,588","19,485,340,428","21,943,311,647","25,991,251,185","29,998,177,941","32,018,994,106","35,608,403,274","31,309,547,152","26,240,248,784","26,471,675,764","21,584,591,358","21,264,245,245","22,688,335,218","17,641,786,275","14,277,844,156","12,353,483,836","12,910,126,066","11,469,102,138","8,252,038,161","10,524,063,961","10,862,102,741","10,930,343,392","10,302,021,709","9,126,603,269","9,467,013,406","9,137,063,718","7,883,637,384","6,690,380,000","4,977,840,000","5,170,756,000","8,283,668,000","10,172,332,000","9,855,657,000","9,907,329,361","10,768,428,000","10,536,342,000","8,761,040,000","8,204,540,720","7,754,466,000","8,068,604,400","7,925,242,000","6,635,490,121","6,757,608,000","5,473,286,000","5,715,633,000","5,463,599,601","4,091,286,000","3,908,781,000","3,837,366,000","4,466,187,878","3,744,546,000","3,582,100,000","3,342,765,000","3,122,450,000","2,892,625,000","3,886,420,000","3,392,928,000","3,088,800,000","5,097,536,220"
EnterpriseValue,"36,996,730,976","36,023,587,679","41,483,946,237","36,997,035,810","39,476,963,525","35,092,006,623","30,961,735,706","36,327,210,025","32,210,663,773","31,485,913,053","32,851,035,858","31,194,257,907","29,907,728,138","27,878,184,468","27,290,088,185","28,957,096,248","25,769,779,920","26,740,917,568","25,261,830,057","26,796,950,162","31,038,334,470","34,389,259,478","35,954,869,233","39,510,985,643","35,611,755,243","30,220,798,371","30,640,651,223","25,871,232,103","25,459,731,828","26,976,231,481","22,021,442,235","19,083,845,797","16,856,776,899","17,649,771,570","15,631,711,918","12,347,248,722","14,581,582,471","14,885,306,487","14,884,010,805","14,336,330,683","12,757,202,379","13,303,980,089","13,018,641,408","11,188,998,035","10,209,656,040","8,474,949,368","9,083,903,082","12,601,540,662","14,524,169,296","14,016,770,726","13,975,591,503","13,467,116,236","13,205,015,363","11,261,259,165","10,659,186,834","10,303,499,430","10,622,213,370","10,456,269,661","9,137,689,936","9,265,403,411","7,917,477,059","8,273,359,884","7,957,914,948","6,596,256,040","6,403,381,401","6,371,408,011","6,955,206,321","6,033,167,188","5,869,149,225","5,385,179,769","5,051,499,864","4,927,127,767","6,042,824,633","5,391,471,700","5,091,809,107","6,541,878,294"
PeRatio,"18.263","17.775","20.147","17.935","21.558","20.339","14.644","17.632","15.241","13.871","18.658","18.728","20.81","18.432","19.058","20.507","16.679","20.504","19.806","20.95","22.248","27.379","35.506","39.653","37.453","33.525","35.256","31.562","39.629","47.533","36.235","21.344","19.123","22.669","22.001","15.893","18.745","18.125","16.836","15.756","13.887","14.7","16.98","13.15","12.388","9.898","10.28","11.612","12.921","11.315","10.528","15.726","14.181","12.955","12.514","10.773","11.097","16.276","14.635","14.954","13.236","14.75","15.91","11.293","14.164","15.778","14.543","14.378","15.012","10.216","9.909","9.089","14.355","13.178","11.986","33.032"
ForwardPeRatio,"19.194","17.094","18.149","15.699","18.727","16.75",,"17.986","18.622","17.483","17.762","16.181","18.248","17.123","15.798","16.26","16.42","13.717","15.244","16.077","15.949","17.953","20.04","21.505","18.349","16.181","19.38","16.026","16.34","18.018","18.018","14.881","13.68","14.728","15.898","10.406","12.331","12.469","14.663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,"0.886","0.99","1.064","0.907","0.799","0.958","0.792","0.807","0.89","0.891","0.735","0.676","0.993","1.496","0.475","0.722","0.771","0.871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"5.457","5.567","6.049","5.449","5.904","5.422","4.965","5.957","5.347","5.09","5.203","4.786","4.985","4.732","4.664","4.826","3.963","4.131","4.313","4.829","5.041","6.102","6.084","6.463","5.558","4.785","4.704","3.747","3.81","4.033","3.075","2.538","2.401","2.495","2.325","1.679","2.049","2.13","2.202","2.246","2.093","2.219","2.142","1.826","1.592","1.211","1.322","1.831","2.194","2.166","2.116","2.342","2.513","2.251","2.155","1.971","2.03","2.079","1.846","1.887","1.638","1.718","1.684","1.339","1.389","1.373","1.584","1.393","1.324","1.341","1.345","1.256","1.593","1.462","1.33","4.811"
PbRatio,"6.2","5.974","6.324","5.658","6.289","5.832","4.769","5.996","5.374","5.091","5.98","5.683","6.065","6.213","6.032","6.324","4.821","5.495","6.786","5.645","5.921","6.771","5.24","5.549","4.598","4.103","4.69","3.892","4.085","4.546","3.45","2.846","2.688","2.783","2.259","1.627","2.043","2.162","2.273","2.096","1.952","2.017","2.018","1.246","1.176","0.966","1.05","1.511","1.827","1.839","1.798","2.152","2.263","2.078","2.006","1.842","1.913","2.074","1.822","1.852","1.627","1.708","1.649","1.325","1.392","1.371","1.576","1.427","1.379","1.413","1.452","1.4","1.907","1.723","1.567","2.258"
EnterprisesValueRevenueRatio,"4.586","17.633","20.05","18.695","19.968","19.86","15.435","19.14","18.406","18.945","19.177","19.558","18.203","17.391","16.671","18.634","17.772","16.808","14.974","15.68","18.8","20.654","20.429","23.659","21.185","20.027","19.067","16.865","17.007","18.044","14.661","13.152","12.34","12.827","11.106","9.203","11.532","12.795","11.5","11.146","10.336","11.402","11.604","10.282","9.986","7.915","6.989","9.964","11.902","12.253","11.76","11.337","10.853","10.087","8.908","8.966","9.42","9.425","7.815","8.393","7.175","8.154","7.887","6.635","6.342","7.172","7.201","6.677","6.383","6.12","5.305","5.375","6.527","6.151","5.372","7.276"
EnterprisesValueEBITDARatio,"8.487","40.026","34.802","32.916","34.538","41.431","29.915","32.816","38.255","41.703","36.219","32.596","33.047","32.229","33.859","39.078","35.742","26.848","34.417","36.508","38.993","50.203","43.008","52.332","49.392","53.583","119.224","39.021","46.039","53.952","132.659","37.2","45.072","45.489","37.289","28.483","40.765","64.161","34.263","31.125","31.829","39.725","41.982","23.551","23.395","31.588","57.529","30.985","37.137","43.833","-7.719","30.439","30.681","32.069","3.801","24.737","26.388","30.057","-7.556","25.318","20.53","28.202","-7.18","20.069","19.268","28.656","-8.45","19.595","20.144","24.796","-5.036","12.022","19.819","19.98","-2.367","20.759"
