name,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005
		NonCurrentAccountsReceivable,"53,845,000","54,199,000","24,005,000","16,438,000","12,116,000","9,454,000","7,612,000","8,025,000",,,,,,,,
		NonCurrentDeferredAssets,"28,942,000","23,772,000","29,862,000","17,052,000","22,745,000","21,448,000","37,813,000","41,916,000","43,712,000","33,742,000","25,184,000","15,584,000","8,055,000","3,101,000","1,308,000","722,000"
			NonCurrentDeferredTaxesAssets,"28,942,000","23,772,000","27,395,000","16,687,000","22,522,000","21,331,000","37,066,000","41,642,000","43,712,000","33,742,000","25,184,000","15,584,000","8,055,000","3,101,000","1,308,000","722,000"
		NonCurrentPrepaidAssets,"9,491,000","9,205,000","8,708,000","7,569,000","6,348,000","6,476,000","6,355,000","6,085,000",,,,,,,,
		OtherNonCurrentAssets,"1,501,000","2,872,000","7,208,000","7,572,000","3,161,000","1,566,000","1,939,000","411,000","6,880,000","10,695,000","17,328,000","17,758,000","8,669,000","3,081,000","2,990,000","1,892,000"
TotalLiabilitiesNetMinorityInterest,"425,219,000","233,211,000","264,607,000","289,057,000","117,262,000","141,195,000","213,455,000","234,296,000","240,894,000","257,200,000","296,009,000","363,930,000","119,355,000","70,353,000","56,639,000","55,028,000"
	CurrentLiabilities,"205,839,000","161,960,000","167,261,000","148,764,000","103,331,000","128,044,000","184,844,000","182,385,000","187,601,000","194,680,000","173,903,000","167,710,000","111,801,000","63,410,000","53,463,000","54,828,000"
		PayablesAndAccruedExpenses,"67,128,000","52,794,000","54,908,000","48,134,000","50,150,000","53,551,000","58,797,000","71,826,000","87,341,000","46,836,000","61,427,000","58,670,000","76,115,000","37,243,000","34,410,000","26,673,000"
			Payables,"38,145,000","25,175,000","26,082,000","20,917,000","25,409,000","28,682,000","35,593,000","45,757,000","87,341,000","46,836,000","30,450,000","34,916,000","15,568,000","18,751,000","23,074,000","22,966,000"
				AccountsPayable,"29,333,000","17,831,000","19,703,000","14,239,000","19,862,000","22,706,000","29,059,000","29,321,000","47,304,000","43,748,000","27,900,000","30,921,000","15,568,000","18,751,000","23,074,000","22,966,000"
				TotalTaxPayable,"8,812,000","7,344,000","6,379,000","6,678,000","5,547,000","5,976,000","6,534,000","8,670,000","8,183,000","3,088,000","2,550,000","3,995,000",,,,
					IncomeTaxPayable,,,,,,,,,"8,200,000","3,088,000","2,550,000","3,995,000",,,,
				OtherPayable,,,,,,,,"7,766,000","31,854,000",,,,,,,
			CurrentAccruedExpenses,"28,983,000","27,619,000","28,826,000","27,217,000","24,741,000","24,869,000","23,204,000","26,069,000",,,"30,977,000","23,754,000","60,547,000","18,492,000","11,336,000","3,707,000"
		CurrentProvisions,"29,000,000","27,600,000","28,800,000","27,200,000","24,700,000","753,000","693,000","674,000",,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"76,857,000","68,121,000","64,617,000","52,933,000","44,814,000","40,424,000","36,302,000","32,749,000","29,027,000","31,034,000",,,,,,
		CurrentDebtAndCapitalLeaseObligation,"40,105,000","27,969,000","27,740,000","27,613,000",,"25,709,000","71,220,000","62,622,000","49,996,000","64,593,000","40,000,000","49,331,000",,"13,000","184,000","10,315,000"
			CurrentDebt,"16,674,000","27,969,000","27,740,000","27,613,000",,"25,709,000","71,220,000","62,622,000","49,996,000","64,593,000","40,000,000","49,331,000",,"13,000","184,000","10,315,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,"10,000,000"
				LineOfCredit,,,,,"0","12,881,000","58,583,000","54,921,000","23,965,000",,"0","4,331,000",,,,
				OtherCurrentBorrowings,"16,674,000","27,969,000","27,740,000","27,613,000",,"12,828,000","12,637,000","7,701,000","26,031,000",,"40,000,000","45,000,000",,,,"315,000"
			CurrentCapitalLeaseObligation,"23,431,000",,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"10,281,000","6,076,000","3,708,000","6,155,000","3,471,000","4,687,000","6,015,000","6,993,000","6,180,000","6,962,000","4,891,000","5,583,000","8,001,000","9,827,000","9,362,000","11,795,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,"0","0","211,000",,"368,000","317,000"
			CurrentDeferredRevenue,"10,281,000","5,427,000","2,908,000","5,478,000","2,924,000","3,881,000","5,371,000","6,508,000","6,180,000","6,962,000","4,891,000","5,583,000","7,790,000","9,827,000","8,994,000","11,478,000"
		OtherCurrentLiabilities,"11,468,000","7,000,000","16,288,000","13,929,000","4,896,000","2,920,000","11,817,000","7,521,000","15,057,000","45,255,000","67,585,000","54,126,000","27,685,000","16,327,000","9,507,000","6,045,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"219,380,000","71,251,000","97,346,000","140,293,000","13,931,000","13,151,000","28,611,000","51,911,000","53,293,000","62,520,000","122,106,000","196,220,000","7,554,000","6,943,000","3,176,000","200,000"
		LongTermDebtAndCapitalLeaseObligation,"172,209,000","33,422,000","61,391,000","89,130,000",,,"13,509,000","33,741,000","36,674,000","43,095,000","95,000,000","155,000,000",,,"2,000","200,000"
			LongTermDebt,"16,748,000","33,422,000","61,391,000","89,130,000",,,"13,509,000","33,741,000","36,674,000","43,095,000","95,000,000","155,000,000",,,,
			LongTermCapitalLeaseObligation,"155,461,000",,,,,,,,,,,,,,"2,000","200,000"
		NonCurrentDeferredLiabilities,"30,128,000","25,095,000","18,927,000","26,470,000","6,207,000","6,276,000","8,235,000","10,139,000","8,169,000","11,929,000","11,858,000","15,474,000","1,834,000","23,000","2,350,000",
			NonCurrentDeferredTaxesLiabilities,"10,055,000","10,706,000","11,812,000","20,800,000","1,789,000","2,273,000","2,949,000","3,606,000","4,097,000","5,953,000","8,343,000","9,946,000","1,834,000","23,000","2,350,000",
			NonCurrentDeferredRevenue,"20,073,000","6,609,000","571,000","378,000","256,000","402,000","1,677,000","3,308,000","4,072,000","5,976,000","3,515,000","5,528,000",,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,"3,921,000","2,570,000",,,,
		EmployeeBenefits,"12,999,000","11,248,000","9,621,000","10,680,000","6,899,000","6,069,000","5,168,000","5,596,000","4,565,000","4,087,000",,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,"11,248,000","9,621,000","10,680,000","6,899,000","6,069,000","5,168,000","5,596,000","4,565,000","4,087,000",,,,,,
		DerivativeProductLiabilities,"3,880,000","307,000","2,289,000","836,000","451,000","390,000","1,399,000","1,265,000","1,210,000","431,000","7,600,000","23,163,000",,,,
		OtherNonCurrentLiabilities,"164,000","1,179,000","5,118,000","13,177,000","374,000","416,000","300,000","1,170,000","2,675,000","2,978,000","3,727,000","13,000","5,720,000","6,920,000","824,000",
TotalEquityGrossMinorityInterest,"587,110,000","552,419,000","494,956,000","415,066,000","408,189,000","389,106,000","324,970,000","300,597,000","284,127,000","271,219,000","253,881,000","187,996,000","227,150,000","205,528,000","78,164,000","42,951,000"
	StockholdersEquity,"587,110,000","552,419,000","494,956,000","415,066,000","408,189,000","389,106,000","324,970,000","300,597,000","284,127,000","271,219,000","253,603,000","187,996,000","227,150,000","205,528,000","78,164,000","42,951,000"
		CapitalStock,"7,874,000","8,056,000","8,533,000","8,333,000","8,211,000","8,141,000","8,044,000","7,922,000","7,842,000","6,955,000","6,848,000","6,667,000","6,622,000","6,519,000","5,290,000","4,585,000"
			CommonStock,"7,874,000","8,056,000","8,533,000","8,333,000","8,211,000","8,141,000","8,044,000","7,922,000","7,842,000","6,955,000","6,848,000","6,667,000","6,622,000","6,519,000","5,290,000","4,585,000"
		AdditionalPaidInCapital,"187,268,000","269,529,000","371,764,000","338,284,000","306,874,000","286,805,000","276,601,000","269,300,000","263,529,000","208,050,000","203,531,000","184,122,000","167,459,000","154,952,000","62,228,000","43,522,000"
		RetainedEarnings,"586,340,000","478,145,000","364,424,000","277,988,000","240,225,000","180,345,000","121,731,000","80,084,000","59,122,000","60,259,000","50,797,000","46,917,000","38,839,000","30,685,000","4,104,000","-14,225,000"
		TreasuryStock,"0","56,417,000","134,231,000","94,685,000","30,461,000",,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,"-146,894,000",,,,,,,,"-4,045,000","-7,573,000","-49,710,000","14,230,000","13,372,000","6,542,000","9,069,000"
			MinimumPensionLiabilities,,"2,347,000",,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,"-155,195,000",,,,,,,,,,,,,,
			OtherEquityAdjustments,,"5,954,000",,,,,,,,,,,,,,
		OtherEquityInterest,"-194,372,000","-146,894,000","-115,534,000","-114,854,000","-116,660,000","-86,185,000","-81,406,000","-56,709,000","-46,366,000",,,,,,,
	MinorityInterest,,,,,,,,,,"0","278,000",,,,,
TotalCapitalization,"603,858,000","585,841,000","556,347,000","504,196,000","408,189,000","389,106,000","338,479,000","334,338,000","320,801,000","314,314,000","348,603,000","342,996,000","227,150,000","205,528,000","78,164,000","42,951,000"
CommonStockEquity,"587,110,000","552,419,000","494,956,000","415,066,000","408,189,000","389,106,000","324,970,000","300,597,000","284,127,000","271,219,000","253,603,000","187,996,000","227,150,000","205,528,000","78,164,000","42,951,000"
CapitalLeaseObligations,"178,892,000",,,,,,,,,,,,,,"2,000","200,000"
NetTangibleAssets,"395,706,000","341,420,000","270,118,000","184,434,000","304,830,000","266,774,000","172,094,000","121,361,000","82,291,000","20,596,000","-25,138,000","-111,055,000","130,287,000","161,081,000","35,677,000","16,250,000"
WorkingCapital,"222,995,000","173,451,000","233,288,000","214,290,000","219,127,000","187,036,000","69,016,000","21,421,000","38,022,000","-9,915,000","3,034,000","-4,169,000","70,277,000","120,012,000","3,932,000","-10,834,000"
InvestedCapital,"620,532,000","613,810,000","584,087,000","531,809,000","408,189,000","414,815,000","409,699,000","396,960,000","370,797,000","378,907,000","388,603,000","392,327,000","227,150,000","205,541,000","78,348,000","53,266,000"
TangibleBookValue,"395,706,000","341,420,000","270,118,000","184,434,000","304,830,000","266,774,000","172,094,000","121,361,000","82,291,000","20,596,000","-25,138,000","-111,055,000","130,287,000","161,081,000","35,677,000","16,250,000"
TotalDebt,"212,314,000","61,391,000","89,131,000","116,743,000",,"25,709,000","84,729,000","96,363,000","86,670,000","107,688,000","135,000,000","204,331,000",,"13,000","186,000","10,515,000"
NetDebt,,,,"46,940,000",,,"51,038,000","68,485,000","39,945,000","80,598,000","102,689,000","165,400,000",,,,"1,216,000"
ShareIssued,"49,733,640","51,153,220","54,834,080","53,312,559","52,406,304","51,950,662","51,347,538","50,588,044","50,078,881","44,443,726","43,743,953","42,607,403","42,363,100","41,842,879","39,801,857","39,801,857"
OrdinarySharesNumber,"49,733,640","50,051,920","50,434,080","50,012,559","51,306,304","51,950,662","51,347,538","50,588,044","50,078,881","44,443,726","43,743,953","42,607,403","42,363,100","41,842,879","39,801,857","39,801,857"
TreasurySharesNumber,,"1,101,300","4,400,000","3,300,000","1,100,000",,,,,,,,,,,
