name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997
	TotalOtherFinanceCost,"7,308,000","8,030,000","8,420,000","6,076,000","10,171,000","4,675,000","18,990,000","8,336,000","7,463,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"64,484,000","58,333,000","27,653,000","79,565,000","14,545,000","16,467,000","-7,691,000","-71,067,000","24,841,000",,"42,074,000","-36,606,000","-11,183,000","5,293,000","5,186,000","39,298,000","-2,708,000","1,384,000",,,,,,,"-1,000,000"
	GainOnSaleOfSecurity,"-31,000","-267,000","-273,000","-879,000","-5,884,000","-11,743,000","-2,070,000","-24,924,000","13,967,000",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"68,019,000","62,104,000","27,926,000","80,444,000","20,429,000","28,210,000","-5,621,000","-46,143,000","10,874,000",,"8,215,000","-42,152,000","2,657,000","5,293,000","5,186,000","43,880,000","-1,072,000","-1,384,000",,,,,,,
		RestructuringAndMergernAcquisition,,"-10,787,000",,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"12,559,000",,,,"27,839,000","63,113,000",,,"0","45,000,000","0",,,,,,,,,,,,
		OtherSpecialCharges,,,"-12,189,000",,,,,"-181,000","-2,069,000",,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,"749,000","1,927,000","574,000",,,,"119,000",,,,"33,908,000",,,,,,,,,
		GainOnSaleOfPPE,"51,633,000","51,317,000","28,296,000","80,444,000","20,429,000","27,461,000","20,291,000","16,215,000","8,805,000",,"8,215,000","2,729,000","2,657,000","5,293,000","5,186,000","9,972,000","-1,072,000","-1,384,000",,,,,,,
	OtherNonOperatingIncomeExpenses,,"-3,504,000",,,,,,,,,"33,859,000","5,546,000","-13,840,000",,,"-4,582,000","-1,636,000","2,768,000",,,,,,,
PretaxIncome,"439,447,000","425,979,000","382,218,000","117,346,000","203,331,000","200,756,000","181,663,000","71,879,000","208,771,000","136,079,000","137,965,000","32,340,000","99,177,000","48,385,000","133,088,000","160,641,000","84,650,000","50,525,000","35,128,000","31,114,000","20,930,000","14,800,000","7,500,000","2,200,000",
TaxProvision,"104,314,000","101,503,000","90,224,000","-40,642,000","46,272,000","55,024,000","53,745,000","9,522,000","54,595,000","33,859,000","33,373,000","21,411,000","19,499,000","3,575,000","1,394,000","10,399,000","6,955,000","4,451,000","8,538,000","12,677,000","8,554,000","4,300,000","900,000","200,000",
NetIncomeCommonStockholders,"320,940,000","310,283,000","291,994,000","157,988,000","639,579,000","163,437,000","127,918,000","62,357,000","154,176,000","102,220,000","104,592,000","10,929,000","79,678,000","44,810,000","151,011,000","147,299,000","64,555,000","46,074,000","26,590,000","17,488,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
	NetIncome,"320,940,000","310,283,000","291,994,000","157,988,000","639,579,000","163,437,000","127,918,000","62,357,000","154,176,000","102,220,000","104,592,000","10,929,000","79,678,000","44,810,000","151,011,000","150,242,000","77,695,000","46,074,000","26,590,000","17,488,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
		NetIncomeIncludingNoncontrollingInterests,"320,940,000","310,283,000","291,994,000","157,988,000","639,579,000","163,437,000","127,918,000","62,357,000","154,176,000","102,220,000","104,592,000","10,929,000","79,678,000","44,810,000","151,011,000","150,242,000","77,695,000","46,074,000","26,590,000","17,488,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
			NetIncomeContinuousOperations,"335,133,000","324,476,000","291,994,000","157,988,000","157,059,000","145,732,000","127,918,000","62,357,000","154,176,000","102,220,000","104,592,000","10,929,000","79,678,000","44,810,000","131,694,000","150,242,000","77,695,000","46,074,000","26,590,000","18,437,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
			NetIncomeDiscontinuousOperations,,"-14,193,000",,"0","482,520,000","17,705,000",,,,,,,,"0","19,317,000",,,,,"-949,000",,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,"2,943,000","13,140,000",,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,,"2,943,000","13,140,000",,,,,,,,
DilutedNIAvailtoComStockholders,"320,940,000","310,283,000","291,994,000","157,988,000","639,579,000","163,437,000","127,918,000","62,357,000","154,176,000","102,220,000","104,592,000","10,929,000","79,678,000","44,810,000","151,011,000","150,242,000","77,695,000","46,074,000","26,590,000","17,488,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
BasicEPS,,"3.72","3.32","1.75","6.83","1.63","1.29","0.67","1.63","1.07","1.1","0.12","0.92","0.52","1.78","2.06","1.26","0.72","0.48","0.44","0.33","0.34","0.21","0.09","-0.25"
DilutedEPS,,"3.63","3.22","1.7","6.7","1.6","1.26","0.66","1.55","1.06","1.09","0.12","0.92","0.52","1.78","2","1.16","0.72","0.47","0.41","0.31","0.28","0.18","0.08","-0.25"
BasicAverageShares,,"83,390,145","87,965,628","90,493,739","93,708,666","100,206,062","99,437,384","92,589,293","94,756,603","95,419,861","95,276,515","90,036,501","86,467,788","85,853,200","84,726,039","71,505,340","51,064,452","63,948,896","55,738,865","39,875,115","37,252,000","30,882,353","31,428,571","22,222,222","13,200,000"
DilutedAverageShares,,"85,364,183","90,803,989","92,777,883","95,520,493","101,993,889","101,365,898","94,209,498","107,545,716","105,224,670","95,874,510","90,036,501","86,467,788","85,853,200","84,726,039","75,260,039","66,818,388","63,948,896","56,237,211","39,875,115","37,252,000","37,500,000","36,666,667","25,000,000","13,200,000"
TotalOperatingIncomeAsReported,"525,164,000","511,620,000","430,524,000","243,724,000","258,213,000","276,461,000","247,612,000","146,240,000","247,149,000","186,350,000","133,521,000","58,942,000","156,957,000","79,337,000","151,565,000","200,615,000","141,236,000","56,658,000","61,574,000","67,288,000",,,,,
TotalExpenses,"4,731,369,000","4,729,348,000","4,708,421,000","4,643,042,000","3,787,424,000","3,780,889,000","3,460,912,000","2,916,508,000","2,901,912,000","2,504,182,000","1,868,597,000","1,742,584,000","2,104,972,000","3,249,320,000","2,920,366,000","1,379,432,000","1,021,999,000","1,221,976,000","383,110,000","378,190,000","414,529,000","256,200,000","175,600,000","136,000,000","115,500,000"
InterestIncome,"2,897,000","3,001,000","2,807,000","2,638,000","2,374,000",,,,,"3,468,000",,,,,,,,,,,,,,,
InterestExpense,"77,786,000","76,841,000","54,609,000","56,758,000","41,201,000","60,036,000","45,413,000","41,856,000","46,951,000","53,739,000","37,630,000","34,996,000","46,597,000",,,"15,333,000","10,879,000",,,,,,,,
NetInterestIncome,"-82,197,000","-81,870,000","-60,222,000","-60,196,000","-48,998,000","-64,711,000","-64,403,000","-50,192,000","-54,414,000","-50,271,000","-37,630,000","-34,996,000","-46,597,000",,,"-15,333,000","-10,879,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"320,940,000","310,283,000","291,994,000","157,988,000","639,579,000","163,437,000","127,918,000","62,357,000","154,176,000","102,220,000","104,592,000","10,929,000","79,678,000","44,810,000","151,011,000","150,242,000","77,695,000","46,074,000","26,590,000","17,488,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
NormalizedIncome,"283,283,693.021","277,418,043","270,867,108","99,507,725","145,815,715","133,793,425","133,332,464","124,043,156","135,843,342","102,220,000","98,364,164.824","40,856,920","77,543,387.681","39,908,081.43","126,562,319.578","109,202,545.813","78,678,922.504","47,336,076.517","26,590,000","18,437,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
EBIT,"517,233,000","502,820,000","436,827,000","174,104,000","244,532,000","260,792,000","227,076,000","113,735,000","255,722,000","189,818,000","175,595,000","67,336,000","145,774,000","-1,309,171,000","-1,125,519,000","175,974,000","95,529,000","-468,302,000","61,574,000","67,288,000","35,484,000","22,000,000","12,900,000","6,000,000","1,100,000"
EBITDA,"915,091,000"
ReconciledCostOfRevenue,"4,524,545,000","4,522,291,000","4,428,564,000","4,103,686,000","3,543,711,000","3,540,655,000","3,230,215,000","2,720,192,000","2,712,129,000","2,209,746,000","1,409,671,000","1,308,830,000","1,629,234,000","1,388,508,000","1,275,228,000","1,127,408,000","806,947,000","524,960,000","299,828,000","294,331,000","364,956,000","224,800,000","154,500,000","122,800,000","108,700,000"
ReconciledDepreciation,"397,858,000","392,292,000","260,593,000","270,757,000","193,086,000","176,226,000","152,874,000","135,896,000","147,631,000","132,593,000","126,659,000","122,602,000","123,006,000","107,668,000","91,960,000","68,521,000","44,635,000","33,554,000","20,120,000","24,272,000","30,460,000","20,400,000","13,800,000","8,200,000","6,800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"335,133,000","324,476,000","291,994,000","157,988,000","157,059,000","145,732,000","127,918,000","62,357,000","154,176,000","102,220,000","104,592,000","10,929,000","79,678,000","44,810,000","131,694,000","150,242,000","77,695,000","46,074,000","26,590,000","18,437,000","12,376,000","10,500,000","6,600,000","2,000,000","-3,300,000"
TotalUnusualItemsExcludingGoodwill,"67,988,000","61,837,000","27,653,000","79,565,000","14,545,000","16,467,000","-7,691,000","-71,067,000","24,841,000",,"8,215,000","-42,152,000","2,657,000","5,293,000","5,186,000","43,880,000","-1,072,000","-1,384,000",,,,,,,
TotalUnusualItems,"67,988,000","61,837,000","27,653,000","79,565,000","14,545,000","16,467,000","-7,691,000","-71,067,000","24,841,000",,"8,215,000","-42,152,000","2,657,000","5,293,000","5,186,000","43,880,000","-1,072,000","-1,384,000",,,,,,,
NormalizedEBITDA,"847,103,000","833,275,000","669,767,000","365,296,000","423,073,000","420,551,000","387,641,000","320,698,000","378,512,000","322,411,000","294,039,000","232,090,000","266,123,000","-1,206,796,000","-1,038,745,000","200,615,000","141,236,000","-433,364,000","81,694,000","91,560,000","65,944,000","42,400,000","26,700,000","14,200,000","7,900,000"
TaxRateForCalcs,"0.237","0.239","0.236","0.265","0.227","0.275","0.296","0.132","0.262","0.249","0.242","0.29","0.197","0.074","0.01","0.065","0.082","0.088","0.243","0.4","0.4","0.291","0.12","0.091","0.4"
TaxEffectOfUnusualItems,"16,138,693.021","14,779,043","6,526,108","21,084,725","3,301,715","4,528,425","-2,276,536","-9,380,844","6,508,342","0","1,987,164.824","-12,224,080","522,387.681","391,081.43","54,319.578","2,840,545.813","-88,077.496","-121,923.483","0","0","0","0","0","0","0"
