name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalRevenue,"25,211,400,000","19,743,500,000","17,619,900,000","16,761,800,000","16,104,800,000","15,270,000,000","13,685,704,000","12,826,500,000","11,505,892,000","6,304,892,000","5,826,732,000","5,721,372,000","6,148,923,000","5,519,811,000","4,438,383,000","3,237,248,000","2,605,468,000","2,055,598,000","1,622,870,000","1,230,078,000","784,219,000"
	OperatingRevenue,"25,211,400,000","19,743,500,000","17,619,900,000","16,761,800,000","16,104,800,000","15,270,000,000","13,685,704,000","12,826,500,000","11,505,892,000","6,304,892,000","5,826,732,000","5,721,372,000","6,148,923,000","5,519,811,000","4,438,383,000","3,237,248,000","2,605,468,000","2,055,598,000","1,622,870,000","1,230,078,000","784,219,000"
CostOfRevenue,"22,281,200,000","17,230,500,000","15,327,100,000","14,637,000,000","14,094,800,000","13,421,700,000","11,988,485,000","11,243,800,000","10,101,919,000","5,480,346,000","5,052,097,000","4,973,966,000","5,229,059,000","4,665,275,000","3,717,445,000","2,780,128,000","2,253,277,000","1,773,632,000","1,409,755,000","1,074,154,000","673,407,000"
GrossProfit,"2,930,200,000","2,513,000,000","2,292,800,000","2,124,800,000","2,010,000,000","1,848,300,000","1,697,219,000","1,582,700,000","1,403,973,000","824,546,000","774,635,000","747,406,000","919,864,000","854,536,000","720,938,000","457,120,000","352,191,000","281,966,000","213,115,000","155,924,000","110,812,000"
OperatingExpense,"2,703,100,000","2,229,700,000","2,039,300,000","1,913,800,000","1,807,800,000","1,688,200,000","1,581,639,000","1,468,000,000","1,293,091,000","737,378,000","699,525,000","676,928,000","806,918,000","715,806,000","595,240,000","381,135,000","302,176,000","242,625,000","183,670,000","132,494,000","92,227,000"
OperatingIncome,"227,100,000","283,300,000","253,500,000","211,000,000","202,200,000","160,100,000","115,580,000","114,700,000","110,882,000","87,168,000","75,110,000","70,478,000","112,946,000","138,730,000","125,698,000","75,985,000","50,015,000","39,341,000","29,445,000","23,430,000","18,585,000"
NetNonOperatingInterestIncomeExpense,"-96,200,000","-65,400,000","-60,400,000","-54,900,000","-83,900,000","-85,700,000","-86,096,000","-93,900,000","-76,330,000",,,,,,,,,,,,
	InterestExpenseNonOperating,"96,200,000","65,400,000","60,400,000","54,900,000","83,900,000","85,700,000","86,096,000","93,900,000","76,330,000",,,,,,,,,,,,
OtherIncomeExpense,"-7,800,000","400,000","500,000","1,600,000","-3,800,000","22,200,000","731,000","-1,300,000","-664,000","-6,726,000","-7,000,000","-4,791,000","-11,441,000","56,000","-573,000","-1,883,000","-66,000","-2,702,000","188,000","105,000","156,000"
	GainOnSaleOfSecurity,,,,"1,600,000","-4,000,000",,,,,,,,,,,,,"768,000",,,
	SpecialIncomeCharges,,,,"0","0","0","0","-2,000,000","0","-6,726,000","-7,000,000","-4,791,000","-11,441,000","56,000","-573,000","-1,883,000","-66,000","-3,470,000","188,000","105,000","156,000"
		OtherSpecialCharges,,,,,,,,"2,000,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-7,800,000","400,000","500,000","1,600,000","200,000","22,200,000","731,000","700,000","-664,000",,,,,,,,,,,,
PretaxIncome,"123,100,000","218,300,000","193,600,000","157,700,000","114,500,000","96,600,000","30,215,000","19,500,000","33,888,000","81,601,000","68,542,000","67,092,000","84,676,000","119,663,000","106,362,000","65,295,000","43,356,000","31,251,000","26,133,000","21,544,000","18,134,000"
TaxProvision,"22,800,000","51,500,000","-5,100,000","61,400,000","46,200,000","40,100,000","14,711,000","11,100,000","12,869,000","30,474,000","25,642,000","25,328,000","32,118,000","45,472,000","39,886,000","24,812,000","16,475,000","12,000,000","9,965,000","8,297,000","7,145,000"
NetIncomeCommonStockholders,"100,300,000","166,800,000","198,700,000","96,300,000","68,300,000","56,500,000","15,504,000","8,400,000","21,019,000","50,856,000","42,786,000","247,138,000","52,558,000","74,191,000","66,476,000","40,483,000","26,881,000","19,251,000","16,168,000","13,247,000","10,989,000"
	NetIncome,"100,300,000","166,800,000","198,700,000","96,300,000","68,300,000","56,500,000","15,504,000","8,400,000","21,019,000","50,856,000","42,786,000","247,138,000","52,558,000","74,191,000","66,476,000","40,483,000","26,881,000","19,251,000","16,168,000","13,247,000","10,989,000"
		NetIncomeIncludingNoncontrollingInterests,"100,300,000","166,800,000","198,700,000","96,300,000","68,300,000","56,500,000","15,504,000","8,400,000","21,019,000","50,856,000","42,786,000","247,138,000","52,558,000","74,191,000","66,476,000","40,483,000","26,881,000","19,251,000","16,168,000","13,247,000","10,989,000"
			NetIncomeContinuousOperations,"100,300,000","166,800,000","198,700,000","96,300,000","68,300,000","56,500,000","15,504,000","8,400,000","21,019,000","51,127,000","42,900,000","41,764,000","52,558,000","74,191,000","66,476,000","40,483,000","26,881,000","19,251,000","16,168,000","13,247,000","10,989,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,"-271,000","-114,000","205,374,000",,,,,,,,,
DilutedNIAvailtoComStockholders,"100,300,000","166,800,000","198,700,000","96,300,000","68,300,000","56,500,000","15,504,000","8,400,000","21,019,000","50,856,000","42,786,000","247,138,000","52,558,000","74,191,000","66,476,000","40,483,000","26,881,000","19,251,000","16,168,000","13,247,000","10,989,000"
BasicEPS,,"1.61","1.95","0.96","0.71","0.66","0.178","0.097","0.242","1.46","1.25","5.72","1.13","1.63","1.5","1.07","1.9","1.4","1.29","1.11","0.94"
DilutedEPS,,"1.59","1.9","0.93","0.7","0.65","0.177","0.096","0.24","1.45","1.23","5.64","1.11","1.54","1.42","1.03","1.82","1.35","1.24","1.06","0.94"
BasicAverageShares,,"103,800,000","102,000,000","100,236,486","96,451,931","85,606,061","86,885,548","86,885,548","86,885,548","34,745,000","34,348,000","43,233,000","46,398,000","45,583,000","44,445,000","37,957,000","14,168,000","13,772,000","12,548,000","11,960,000","11,685,683"
DilutedAverageShares,,"105,200,000","104,600,000","103,036,723","98,128,626","86,923,077","87,653,160","87,653,160","87,653,160","35,156,000","34,769,000","43,795,000","47,181,000","53,002,000","52,047,000","39,328,000","14,769,000","14,219,000","13,075,000","12,491,000","11,685,683"
TotalOperatingIncomeAsReported,"227,100,000","283,300,000","253,500,000","211,000,000","202,200,000","160,100,000","115,580,000","114,700,000","110,882,000","87,168,000","75,110,000","70,478,000","112,946,000","138,730,000","125,698,000","75,985,000","50,015,000","39,341,000","29,445,000","23,430,000","18,585,000"
TotalExpenses,"24,984,300,000","19,460,200,000","17,366,400,000","16,550,800,000","15,902,600,000","15,109,900,000","13,570,124,000","12,711,800,000","11,395,010,000","6,217,724,000","5,751,622,000","5,650,894,000","6,035,977,000","5,381,081,000","4,312,685,000","3,161,263,000","2,555,453,000","2,016,257,000","1,593,425,000","1,206,648,000","765,634,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"100,300,000","166,800,000","198,700,000","96,300,000","68,300,000","56,500,000","15,504,000","8,400,000","21,019,000","50,856,000","42,786,000","247,138,000","52,558,000","74,191,000","66,476,000","40,483,000","26,881,000","19,251,000","16,168,000","13,247,000","10,989,000"
NormalizedIncome,"100,300,000","166,800,000","198,700,000","95,324,000","70,700,000","56,500,000","15,504,000","9,700,000","21,019,000","55,341,166.518","47,281,255.289","44,746,342.515","59,659,375.573","74,156,280.028","66,834,123.653","41,650,462.884","26,921,920.426","20,915,465.201","16,051,687.904","13,182,437.477","10,894,465.755"
InterestExpense,"96,200,000","65,400,000","60,400,000","54,900,000","83,900,000","85,700,000","86,096,000","93,900,000","76,330,000",,,,,,,,,,,,
NetInterestIncome,"-96,200,000","-65,400,000","-60,400,000","-54,900,000","-83,900,000","-85,700,000","-86,096,000","-93,900,000","-76,330,000",,,,,,,,,,,,
EBIT,"219,300,000","283,700,000","254,000,000","212,600,000","198,400,000","182,300,000","116,311,000","113,400,000","110,218,000","87,168,000","75,110,000","70,478,000","112,946,000","138,730,000","125,698,000","75,985,000","50,015,000","39,341,000","29,445,000","23,430,000","18,585,000"
EBITDA,"447,800,000"
ReconciledCostOfRevenue,"22,281,200,000","17,230,500,000","15,327,100,000","14,637,000,000","14,094,800,000","13,421,700,000","11,988,485,000","11,243,800,000","10,101,919,000","5,480,346,000","5,052,097,000","4,973,966,000","5,229,059,000","4,665,275,000","3,717,445,000","2,780,128,000","2,253,277,000","1,773,632,000","1,409,755,000","1,074,154,000","673,407,000"
ReconciledDepreciation,"228,500,000","155,000,000","130,100,000","126,100,000","118,600,000","121,300,000","132,700,000","120,000,000","102,302,000","29,688,000","28,869,000","26,380,000","58,699,000","51,229,000","44,862,000","31,981,000","17,877,000","14,137,000","10,837,000","7,843,000","5,484,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"100,300,000","166,800,000","198,700,000","96,300,000","68,300,000","56,500,000","15,504,000","8,400,000","21,019,000","51,127,000","42,900,000","41,764,000","52,558,000","74,191,000","66,476,000","40,483,000","26,881,000","19,251,000","16,168,000","13,247,000","10,989,000"
TotalUnusualItemsExcludingGoodwill,,,,"1,600,000","-4,000,000","0","0","-2,000,000","0","-6,726,000","-7,000,000","-4,791,000","-11,441,000","56,000","-573,000","-1,883,000","-66,000","-2,702,000","188,000","105,000","156,000"
TotalUnusualItems,,,,"1,600,000","-4,000,000","0","0","-2,000,000","0","-6,726,000","-7,000,000","-4,791,000","-11,441,000","56,000","-573,000","-1,883,000","-66,000","-2,702,000","188,000","105,000","156,000"
