name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalAssets,"28,677,000,000","25,511,000,000","25,351,000,000","24,210,000,000","22,288,000,000","22,256,000,000","20,360,000,000","19,235,000,000","15,381,000,000","13,703,000,000","12,358,000,000","10,032,000,000","9,906,000,000","8,714,900,000","4,120,300,000","3,160,411,000","2,095,631,000","1,666,575,000","1,261,251,000","885,801,000","1,223,000,000","610,200,000","149,619,000"
	CurrentAssets,"4,612,000,000","3,533,000,000","4,000,000,000","4,272,000,000","2,969,000,000","4,179,000,000","4,964,000,000","5,147,000,000","4,351,000,000","4,381,000,000","3,658,000,000","2,596,000,000","3,673,000,000","3,157,600,000","1,805,200,000","1,101,202,000","732,974,000","602,935,000","558,082,000","397,904,000","739,000,000","166,900,000","115,427,000"
		CashCashEquivalentsAndShortTermInvestments,"45,000,000","66,000,000","37,000,000","47,000,000","27,000,000","403,000,000","41,000,000","24,000,000","26,000,000","36,000,000","25,000,000","11,000,000","24,000,000","11,300,000","9,600,000","12,988,000","4,137,000","3,501,000","3,511,000","3,426,000","53,800,000","5,500,000","2,000"
			CashAndCashEquivalents,"45,000,000","66,000,000","37,000,000","47,000,000","27,000,000","403,000,000","41,000,000","24,000,000","26,000,000","36,000,000","25,000,000","11,000,000","24,000,000","11,300,000","9,600,000","12,988,000","4,137,000","3,501,000","3,511,000","3,426,000","53,800,000","5,500,000","2,000"
		Receivables,"3,614,000,000","2,454,000,000","3,029,000,000","2,279,000,000","1,785,000,000","2,615,000,000","3,638,000,000","3,563,000,000","3,190,000,000","2,746,000,000","2,253,000,000","1,525,000,000","2,561,000,000","1,725,400,000","781,000,000","521,785,000","590,645,000","499,909,000","365,697,000","347,698,000","508,900,000","122,500,000","96,319,000"
			AccountsReceivable,"3,614,000,000","2,454,000,000","3,029,000,000","2,279,000,000","1,785,000,000","2,615,000,000","3,638,000,000","3,563,000,000","3,190,000,000","2,746,000,000","2,253,000,000","1,525,000,000","2,561,000,000","1,725,400,000","781,000,000","521,785,000","590,645,000","499,909,000","365,697,000","347,698,000",,,"96,319,000"
				GrossAccountsReceivable,"6,957,000,000","5,009,000,000",,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,343,000,000","-2,555,000,000",,,,,,,,,,,,,,,,,,,,,
		Inventory,"604,000,000","640,000,000","713,000,000","1,343,000,000","916,000,000","891,000,000","1,065,000,000","1,209,000,000","978,000,000","1,491,000,000","1,157,000,000","801,000,000","972,000,000","1,290,000,000","910,300,000","498,200,000","105,967,000","81,849,000","188,874,000","46,780,000","72,700,000","37,700,000","18,909,000"
			RawMaterials,"592,000,000","629,000,000","696,000,000","1,323,000,000","879,000,000","860,000,000","1,042,000,000","1,185,000,000","495,000,000","1,103,000,000","889,000,000",,,,,,,,,,,,
