name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"17,030,791,827","45,663,394,232","41,242,311,782","35,939,951,773","34,151,934,719","15,276,544,136","18,032,784,454","22,845,734,728","27,290,004,230","32,162,444,917","51,124,072,301","50,324,139,012"
PeRatio,"11.733","26.058","34.981","31.705","30.936","12.477","27.794","21.328","20.786","14.408","23.233","28.861"
ForwardPeRatio,"6.978","12.077","11.351",,,"20","16.502","19.342","15.337","8.217","11.481",
PegRatio,,,,,,"0.438","0.379","0.545","1.582","0.582","0.506",
PsRatio,"5.433","7.952","9.687","7.08","5.869","7.205","4.097","4.868","4.745","4.445","6.889","7.237"
PbRatio,"1.873","3.677","3.539","2.669","2.474","1.418","1.283","1.374","1.36","1.461","2.325","2.604"
