name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
TotalAssets,"26,616,000,000","26,024,000,000","14,600,000,000","15,167,000,000","15,658,000,000"
	CurrentAssets,"4,114,000,000","3,435,000,000","2,673,000,000","2,473,000,000","3,450,000,000"
		CashCashEquivalentsAndShortTermInvestments,"300,000,000","636,000,000","1,487,000,000","843,000,000","1,400,000,000"
			CashAndCashEquivalents,"300,000,000","636,000,000","1,487,000,000","843,000,000","1,400,000,000"
		Receivables,"1,365,000,000","1,087,000,000","582,000,000","612,000,000","533,000,000"
			AccountsReceivable,"1,365,000,000","1,087,000,000","582,000,000","612,000,000","533,000,000"
				GrossAccountsReceivable,"1,401,000,000","1,106,000,000","596,000,000","622,000,000","542,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-36,000,000","-19,000,000","-14,000,000","-10,000,000","-9,000,000"
		Inventory,"469,000,000","412,000,000","253,000,000","285,000,000","428,000,000"
			MaterialsAndSupplies,"450,000,000","401,000,000","232,000,000","261,000,000","396,000,000"
			OtherInventories,"19,000,000","11,000,000","21,000,000","24,000,000","32,000,000"
		PrepaidAssets,"298,000,000","152,000,000","72,000,000","0","34,000,000"
		RestrictedCash,"147,000,000","57,000,000","59,000,000","95,000,000","519,000,000"
		HedgingAssetsCurrent,"1,535,000,000","1,091,000,000","220,000,000","563,000,000","471,000,000"
		OtherCurrentAssets,,,,"75,000,000","65,000,000"
	TotalNonCurrentAssets,"22,502,000,000","22,589,000,000","11,927,000,000","12,694,000,000","12,208,000,000"
		NetPPE,"13,960,000,000","14,616,000,000","4,824,000,000","4,447,000,000","9,354,000,000"
			GrossPPE,"16,729,000,000","15,900,000,000","5,106,000,000","4,532,000,000","13,391,000,000"
				NetUtilityPlant,"15,618,000,000","14,795,000,000","4,664,000,000","4,197,000,000","12,517,000,000"
					ElectricUtilityPlant,"15,205,000,000","14,604,000,000","4,506,000,000","4,000,000,000","10,886,000,000"
					CommonUtilityPlant,"413,000,000","191,000,000","158,000,000","197,000,000","1,631,000,000"
				ConstructionInProgress,"220,000,000","277,000,000","318,000,000","224,000,000","323,000,000"
				OtherProperties,"891,000,000","828,000,000","124,000,000","111,000,000","551,000,000"
			AccumulatedDepreciation,"-2,769,000,000","-1,284,000,000","-282,000,000","-85,000,000","-4,037,000,000"
		GoodwillAndOtherIntangibleAssets,"5,299,000,000","4,557,000,000","4,433,000,000","5,108,000,000","1,326,000,000"
			Goodwill,"2,553,000,000","2,068,000,000","1,907,000,000","1,907,000,000","152,000,000"
			OtherIntangibleAssets,"2,746,000,000","2,489,000,000","2,526,000,000","3,201,000,000","1,174,000,000"
		InvestmentsAndAdvances,"1,661,000,000","1,381,000,000","1,240,000,000","1,064,000,000","962,000,000"
			LongTermEquityInvestment,"124,000,000","131,000,000",,,
				InvestmentsinSubsidiariesatCost,"124,000,000","131,000,000",,,
			OtherInvestments,"1,537,000,000","1,250,000,000","1,240,000,000","1,064,000,000","962,000,000"
		FinancialAssets,"136,000,000","109,000,000","58,000,000","64,000,000","10,000,000"
		NonCurrentDeferredAssets,"1,066,000,000","1,336,000,000","710,000,000","1,122,000,000","0"
			NonCurrentDeferredTaxesAssets,"1,066,000,000","1,336,000,000","710,000,000","1,122,000,000","0"
		NonCurrentPrepaidAssets,,,,"0","20,000,000"
		OtherNonCurrentAssets,"380,000,000","590,000,000","662,000,000","889,000,000","536,000,000"
TotalLiabilitiesNetMinorityInterest,"18,656,000,000","18,157,000,000","8,258,000,000","8,570,000,000","38,542,000,000"
	CurrentLiabilities,"4,574,000,000","3,625,000,000","1,351,000,000","1,504,000,000","2,812,000,000"
		PayablesAndAccruedExpenses,"1,299,000,000","1,214,000,000","683,000,000","671,000,000","743,000,000"
			Payables,"1,148,000,000","1,137,000,000","667,000,000","638,000,000","623,000,000"
				AccountsPayable,"947,000,000","945,000,000","473,000,000","479,000,000","514,000,000"
				TotalTaxPayable,"201,000,000","192,000,000","194,000,000","159,000,000","109,000,000"
					IncomeTaxPayable,"1,000,000","10,000,000","58,000,000","31,000,000","11,000,000"
			CurrentAccruedExpenses,"151,000,000","77,000,000","16,000,000","33,000,000","120,000,000"
				InterestPayable,"151,000,000","77,000,000","16,000,000","33,000,000","120,000,000"
		CurrentProvisions,"141,000,000","156,000,000","99,000,000",,
		CurrentDebtAndCapitalLeaseObligation,"1,091,000,000","530,000,000","44,000,000","46,000,000","1,441,000,000"
			CurrentDebt,"1,077,000,000","530,000,000","44,000,000","46,000,000","1,441,000,000"
				LineOfCredit,"450,000,000","339,000,000",,,
				OtherCurrentBorrowings,"627,000,000","191,000,000","44,000,000","46,000,000","1,441,000,000"
			CurrentCapitalLeaseObligation,"14,000,000",,,,
		OtherCurrentLiabilities,"2,043,000,000","1,725,000,000","525,000,000","787,000,000","628,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"14,082,000,000","14,532,000,000","6,907,000,000","7,066,000,000","35,730,000,000"
		TotalDeferredCreditsAndOtherNonCurrentLiabilities,"3,861,000,000","3,658,000,000","2,528,000,000","2,489,000,000","35,727,000,000"
			LongTermProvisions,"2,228,000,000","2,217,000,000","1,837,000,000","1,671,000,000","1,173,000,000"
			NonCurrentDeferredLiabilities,"2,000,000","10,000,000",,"0","213,000,000"
				NonCurrentDeferredTaxesLiabilities,"2,000,000","10,000,000",,"0","213,000,000"
			NonCurrentAccruedExpenses,"148,000,000",,,,
			EmployeeBenefits,"295,000,000",,,,
			DerivativeProductLiabilities,"396,000,000","270,000,000","102,000,000","2,000,000","1,000,000"
			OtherNonCurrentLiabilities,"792,000,000","1,161,000,000","589,000,000","816,000,000","34,340,000,000"
		LongTermDebtAndCapitalLeaseObligation,"10,221,000,000","10,874,000,000","4,379,000,000","4,577,000,000","3,000,000"
			LongTermDebt,"10,102,000,000","10,874,000,000","4,379,000,000","4,577,000,000","3,000,000"
			LongTermCapitalLeaseObligation,"119,000,000",,,,
TotalEquityGrossMinorityInterest,"7,960,000,000","7,867,000,000","6,342,000,000","6,597,000,000","-22,884,000,000"
	StockholdersEquity,"7,959,000,000","7,863,000,000","6,342,000,000","6,597,000,000","-22,884,000,000"
		CapitalStock,"5,000,000","5,000,000","4,000,000","4,000,000","0"
			CommonStock,"5,000,000","5,000,000","4,000,000","4,000,000","0"
		RetainedEarnings,"-764,000,000","-1,449,000,000","-1,410,000,000","-1,155,000,000","0"
		AdditionalPaidInCapital,"9,721,000,000","9,329,000,000","7,765,000,000","7,742,000,000","0"
		TreasuryStock,"973,000,000",,,,
		GainsLossesNotAffectingRetainedEarnings,"-30,000,000","-22,000,000","-17,000,000","6,000,000","0"
		OtherEquityInterest,,,,,"-22,884,000,000"
	MinorityInterest,"1,000,000","4,000,000",,,
TotalCapitalization,"18,061,000,000","18,737,000,000","10,721,000,000","11,174,000,000","-22,881,000,000"
CommonStockEquity,"7,959,000,000","7,863,000,000","6,342,000,000","6,597,000,000","-22,884,000,000"
CapitalLeaseObligations,"133,000,000",,,,
NetTangibleAssets,"2,660,000,000","3,306,000,000","1,909,000,000","1,489,000,000","-24,210,000,000"
WorkingCapital,"-460,000,000","-190,000,000","1,322,000,000","969,000,000","638,000,000"
InvestedCapital,"19,138,000,000","19,267,000,000","10,765,000,000","11,220,000,000","-21,440,000,000"
TangibleBookValue,"2,660,000,000","3,306,000,000","1,909,000,000","1,489,000,000","-24,210,000,000"
TotalDebt,"11,312,000,000","11,404,000,000","4,423,000,000","4,623,000,000","1,444,000,000"
NetDebt,"10,879,000,000","10,768,000,000","2,936,000,000","3,780,000,000","44,000,000"
ShareIssued,"528,741,335","493,215,309","428,398,802","427,580,232","427,500,000"
OrdinarySharesNumber,"487,698,111","493,215,309","428,398,802","427,580,232","427,500,000"
TreasurySharesNumber,"41,043,224",,,,
