name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995
			FinishedGoods,"428,400,000","405,600,000","360,300,000","339,800,000","342,200,000","350,700,000","314,100,000","292,900,000","289,400,000","307,100,000","279,000,000","260,000,000","203,000,000","215,000,000","153,774,000","152,970,000","114,035,000","91,626,000","112,047,000","113,485,000","82,141,000","54,701,000","60,929,000","71,383,000","45,300,000","28,240,000","30,811,000","45,812,000","40,244,000","44,137,000","50,803,000","55,480,000","40,191,000","34,709,000","50,753,000","20,060,000","19,955,000","20,018,000","23,990,000","26,143,000","25,226,000","31,307,000","33,147,000","23,265,000","20,876,000","18,999,000","18,546,000","8,567,000","9,972,000","10,245,000","11,649,000","11,569,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"575,400,000","456,100,000","432,500,000","460,700,000","497,000,000","426,400,000","370,400,000","342,200,000","327,900,000","292,900,000","207,000,000","225,000,000","215,000,000","260,000,000","241,768,000","242,014,000","219,746,000","217,628,000","272,932,000","268,715,000","273,514,000","189,401,000","147,279,000","111,105,000","87,356,000","49,162,000","78,775,000","71,440,000","81,323,000","40,539,000","84,270,000","73,994,000","73,195,000","55,599,000","52,578,000","23,581,000","24,865,000","34,411,000","25,469,000","41,374,000","26,453,000","25,894,000","14,926,000","12,999,000","17,007,000","13,820,000","5,497,000","16,147,000","24,791,000","13,775,000","14,952,000","18,757,000","19,002,000","2,331,000","3,650,000","3,539,000","3,928,000","5,083,000","4,303,000","4,387,000","3,018,000","3,694,000","3,513,000","3,444,000","2,946,000","2,368,000","2,948,000","2,406,000","1,972,000","2,326,000","1,337,000","793,000","1,087,000","362,000","493,000","510,000","534,000","849,000",,,,,"500,000","300,000","500,000","200,000","200,000","400,000","500,000","200,000","200,000","400,000","200,000","400,000",,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"487,000",,,,,,,,,,,,"33,184,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"35,733,000","54,381,000","50,281,000","45,871,000","41,432,000","23,820,000","19,892,000","19,995,000","26,086,000","19,177,000","19,127,000","19,048,000","19,132,000","19,995,000","20,863,000","20,470,000","19,643,000","19,714,000","16,816,000","16,712,000","16,726,000","982,000","979,000",,"972,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,167,000",,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"35,733,000","54,381,000","50,281,000","45,871,000","41,432,000","23,820,000","19,892,000","19,995,000","26,086,000","19,177,000","19,127,000","19,048,000","19,132,000","19,995,000","20,863,000","20,470,000","19,643,000","19,714,000","16,816,000","16,712,000","16,726,000","982,000","979,000",,"972,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,167,000",,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"21,815,000",,,,"17,862,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,"189,401,000","147,279,000","111,105,000","87,356,000","35,243,000","78,775,000","71,440,000","81,323,000","31,493,000","84,270,000","73,994,000","432,583,000",,"497,766,000","391,590,000","373,699,000",,"324,023,000","290,199,000","231,157,000",,,"161,619,000","969,000",,"18,634,000",,,"3,271,000",,,,,,,,,"139,000","120,000","823,000","709,000","826,000","64,000","1,309,000",,"390,000","1,393,000","389,000","297,000","863,000","469,000","935,000",,"6,980,000",,,,"5,551,000","6,221,000","9,300,000","300,000",,,"-100,000",,"100,000",,,,"100,000",,,,"9,600,000","1,000,000","900,000","800,000"
	TotalNonCurrentAssets,"13,278,300,000","12,468,200,000","10,473,800,000","10,399,200,000","10,349,000,000","10,546,900,000","10,595,200,000","10,654,300,000","10,678,200,000","10,629,400,000","10,761,000,000","10,700,000,000","10,702,000,000","10,675,000,000","10,698,928,000","10,668,138,000","10,674,936,000","10,707,881,000","10,672,796,000","10,634,481,000","1,561,938,000","1,405,933,000","1,331,009,000","1,212,504,000","1,133,786,000","1,130,839,000","1,134,293,000","1,136,605,000","1,135,840,000","1,117,960,000","1,095,217,000","1,181,449,000","1,205,530,000","453,481,000","487,686,000","479,180,000","485,283,000","365,481,000","384,020,000","397,809,000","405,682,000","412,945,000","219,862,000","214,755,000","205,276,000","200,450,000","159,923,000","151,059,000","145,869,000","129,003,000","130,403,000","110,030,000","100,762,000","110,696,000","63,503,000","46,009,000","44,725,000","45,491,000","46,960,000","48,543,000","49,878,000","45,605,000","43,242,000","44,463,000","43,715,000","45,658,000","46,317,000","47,309,000","50,293,000","43,622,000","43,285,000","43,021,000","39,854,000","36,988,000","37,512,000","38,290,000","38,545,000","36,657,000","12,622,000","13,188,000","8,700,000","8,600,000","8,700,000","8,100,000","4,300,000","4,300,000","4,300,000","2,500,000","1,400,000","1,300,000","1,300,000","1,500,000","1,500,000","1,400,000","1,400,000","1,500,000","1,800,000","2,000,000"
		NetPPE,"1,363,100,000","1,367,300,000","1,354,900,000","1,333,000,000","1,288,500,000","1,471,500,000","1,443,400,000","1,422,600,000","1,379,300,000","1,325,400,000","1,354,000,000","1,233,000,000","1,138,000,000","1,036,000,000","931,060,000","825,301,000","749,295,000","697,025,000","618,733,000","555,388,000","440,487,000","392,248,000","328,476,000","273,326,000","218,086,000","201,109,000","178,842,000","173,721,000","164,966,000","165,629,000","165,047,000","164,568,000","165,763,000","165,852,000","164,153,000","163,763,000","160,625,000","162,240,000","162,111,000","161,871,000","162,966,000","164,691,000","162,221,000","155,419,000","144,833,000","139,885,000","128,450,000","119,387,000","111,219,000","104,280,000","92,964,000","76,749,000","54,592,000","39,135,000","28,630,000","11,819,000","10,365,000","10,849,000","11,546,000","11,958,000","11,003,000","11,092,000","11,366,000","10,270,000","10,577,000","12,365,000","12,276,000","11,903,000","14,736,000","15,110,000","14,874,000","13,736,000","13,459,000","13,388,000","13,731,000","13,487,000","12,627,000","10,407,000","8,213,000","8,494,000","7,800,000","7,400,000","7,400,000","6,700,000","2,400,000","2,400,000","2,400,000","2,100,000","900,000","800,000","800,000","700,000","700,000","600,000","600,000","700,000","700,000","900,000"
			GrossPPE,"1,363,100,000","1,588,200,000","1,354,900,000","1,333,000,000","1,288,500,000","1,690,800,000","1,443,400,000","1,422,600,000","1,379,300,000","1,485,700,000","1,354,000,000","1,233,000,000","1,138,000,000","1,229,000,000","931,060,000","825,301,000","749,295,000","873,156,000","618,733,000","555,388,000","440,487,000","529,903,000","328,476,000","273,326,000","218,086,000","305,214,000","178,842,000","173,721,000","164,966,000","245,620,000",,,,"226,459,000",,,,"205,291,000",,,,"193,068,000",,,,"161,657,000","144,820,000","135,757,000","127,589,000","120,650,000","108,699,000","92,484,000","70,327,000","54,870,000","42,297,000","25,486,000","24,032,000","23,228,000","23,925,000","24,657,000","23,702,000","23,791,000","24,065,000","22,969,000","23,276,000","25,064,000","24,975,000","21,767,000","24,600,000","24,974,000","24,738,000","20,647,000","20,370,000","20,299,000","20,642,000","18,898,000","18,038,000","15,818,000","13,029,000","12,859,000","11,800,000","11,100,000","10,800,000","9,800,000","5,300,000","5,500,000","5,400,000","4,600,000","3,300,000","3,000,000","3,300,000","3,100,000","2,700,000","2,600,000","2,600,000","22,300,000",,"2,300,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"9,600,000",,,,"9,600,000",,,,"9,600,000",,,,"10,000,000",,,,"9,130,000",,,,"9,130,000",,,,"692,000",,,,"692,000",,,,"692,000",,,,"692,000",,,,"692,000",,,,"692,000",,,,"692,000",,,,"692,000",,,,,,,,,,,,,"364,000",,,,"364,000",,,,"364,000",,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"208,700,000",,,,"520,100,000",,,,"427,900,000",,,,"450,000,000",,,,"252,467,000",,,,"170,355,000",,,,"154,996,000",,,,"147,838,000",,,,"141,157,000",,,,"133,430,000",,,,"132,675,000",,,,"20,585,000",,,,"9,266,000",,,,"10,163,000",,,,,"9,721,000",,,,,,,,"12,185,000",,,,"10,302,000",,,,"9,088,000",,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"304,500,000",,,,"334,000,000",,,,"324,500,000",,,,"274,000,000",,,,"191,525,000",,,,"136,377,000",,,,"107,953,000",,,,"92,094,000",,,,"80,972,000",,,,"67,338,000",,,,"56,407,000",,,,"30,359,000",,,,"19,387,000",,,,"15,188,000",,,,,"14,204,000",,,,,,,,"15,126,000",,,,"14,072,000",,,,"1,852,000",,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"1,363,100,000","331,200,000","1,354,900,000","1,333,000,000","1,288,500,000","1,471,500,000","1,443,400,000","1,422,600,000","1,379,300,000","1,325,400,000","1,354,000,000","1,233,000,000","1,138,000,000","1,036,000,000","931,060,000","825,301,000","749,295,000","697,025,000","618,733,000","555,388,000","440,487,000","392,248,000","328,476,000","273,326,000","218,086,000","201,109,000","178,842,000","173,721,000","164,966,000","165,629,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,700,000",,,,,,,,"9,338,000",,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"734,200,000",,,,"827,100,000",,,,"723,700,000",,,,"495,000,000",,,,"420,034,000",,,,"214,041,000",,,,"41,573,000",,,,"4,996,000",,,,"3,638,000",,,,"3,831,000",,,,"3,294,000",,,,"110,021,000",,,,"91,305,000",,,,"28,827,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-220,900,000",,,,"-219,300,000",,,,"-160,300,000",,,,"-193,000,000",,,,"-176,131,000",,,,"-137,655,000",,,,"-104,105,000",,,,"-79,991,000",,,,"-60,607,000",,,,"-43,051,000",,,,"-28,377,000",,,,"-21,772,000","-16,370,000","-16,370,000","-16,370,000","-16,370,000","-15,735,000","-15,735,000","-15,735,000","-15,735,000","-13,667,000","-13,667,000","-13,667,000","-12,379,000","-12,379,000","-12,699,000","-12,699,000","-12,699,000","-12,699,000","-12,699,000","-12,699,000","-12,699,000","-12,699,000","-9,864,000","-9,864,000","-9,864,000","-9,864,000","-6,911,000","-6,911,000","-6,911,000","-6,911,000","-5,411,000","-5,411,000","-5,411,000","-4,816,000","-4,365,000","-4,000,000","-3,700,000","-3,400,000","-3,100,000","-2,900,000","-3,100,000","-3,000,000","-2,500,000","-2,400,000","-2,200,000","-2,500,000","-2,400,000","-2,000,000","-2,000,000","-2,000,000","-21,600,000",,"-1,400,000"
		GoodwillAndOtherIntangibleAssets,"9,259,700,000","8,381,700,000","8,447,500,000","8,525,000,000","8,598,200,000","8,678,700,000","8,751,000,000","8,831,200,000","8,911,500,000","8,991,800,000","9,069,000,000","9,149,000,000","9,260,000,000","9,340,000,000","9,505,170,000","9,585,206,000","9,677,138,000","9,755,799,000","9,803,420,000","9,831,662,000","841,108,000","841,119,000","851,333,000","853,859,000","857,094,000","863,792,000","900,211,000","897,325,000","899,038,000","900,323,000","902,145,000","931,201,000","941,318,000","171,243,000","172,844,000","174,052,000","174,413,000","44,100,000","45,193,000","46,253,000","47,368,000","48,543,000","49,201,000","50,202,000","51,054,000","52,279,000","29,946,000","30,194,000","30,443,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","20,165,000","20,165,000","20,230,000","20,270,000","21,116,000","21,940,000","22,015,000",,,,,,"300,000","200,000","300,000","300,000","300,000","400,000","400,000","400,000","500,000","500,000","500,000","500,000","500,000","1,100,000","600,000"
			Goodwill,"5,072,100,000","5,037,400,000","5,037,400,000","5,037,400,000","5,037,400,000","5,037,400,000","5,037,400,000","5,037,400,000","5,037,400,000","5,037,400,000","5,037,000,000","5,037,000,000","5,037,000,000","5,037,000,000","5,037,444,000","5,037,444,000","5,049,321,000","5,047,885,000","5,015,519,000","5,007,142,000","254,073,000","254,073,000","254,073,000","254,073,000","254,073,000","254,073,000","254,073,000","254,073,000","254,073,000","253,645,000","253,839,000","255,405,000","264,118,000","79,639,000","80,033,000","80,033,000","79,114,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000",,"19,954,000",,,,,,,,,,,,,,,,"20,165,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"4,187,600,000","3,344,300,000","3,410,100,000","3,487,600,000","3,560,800,000","3,641,300,000","3,713,600,000","3,793,800,000","3,874,100,000","3,954,400,000","4,032,000,000","4,112,000,000","4,223,000,000","4,303,000,000","4,467,726,000","4,547,762,000","4,627,817,000","4,707,914,000","4,787,901,000","4,824,520,000","587,035,000","587,046,000","597,260,000","599,786,000","603,021,000","609,719,000","646,138,000","643,252,000","644,965,000","646,678,000","648,306,000","675,796,000","677,200,000","91,604,000","92,811,000","94,019,000","95,299,000","24,146,000","25,239,000","26,299,000","27,414,000","28,589,000","29,247,000","30,248,000","31,100,000","32,325,000","9,992,000","10,240,000","10,489,000",,,,,,,"19,954,000",,"19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","19,954,000","20,165,000",,"20,230,000","20,270,000","21,116,000","21,940,000","22,015,000",,,,,,"300,000","200,000","300,000","300,000","300,000","400,000","400,000","400,000","500,000","500,000","500,000","500,000","500,000","1,100,000","600,000"
		NonCurrentDeferredAssets,"2,223,500,000","2,290,200,000",,,,,,,,,,,,,,,,,,,,"34,939,000","49,620,000","7,417,000","3,366,000","3,394,000","9,743,000","9,734,000","11,980,000","13,954,000","14,509,000","66,430,000","80,553,000","103,868,000","139,459,000","135,518,000","144,844,000","154,569,000","164,446,000","181,095,000","187,928,000","194,308,000","5,012,000",,"4,147,000","3,397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
