name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995
TotalAssets,"18,148,500,000","17,544,600,000","14,815,000,000","14,567,700,000","13,999,600,000","13,931,900,000","13,843,600,000","13,490,400,000","13,830,200,000","13,583,300,000","13,643,000,000","13,489,000,000","13,435,000,000","13,253,000,000","13,293,462,000","13,029,347,000","12,802,445,000","13,133,230,000","13,153,015,000","13,167,719,000","4,414,925,000","4,201,962,000","3,890,887,000","3,553,810,000","3,379,666,000","3,317,696,000","3,049,795,000","2,815,238,000","2,685,881,000","2,613,560,000","2,505,608,000","2,457,610,000","2,017,464,000","1,394,751,000","1,305,042,000","1,179,575,000","1,154,529,000","1,012,037,000","942,257,000","889,594,000","835,763,000","786,401,000","552,006,000","514,985,000","491,642,000","477,551,000","430,343,000","379,189,000","363,994,000","334,357,000","321,105,000","296,890,000","307,737,000","333,537,000","211,001,000","214,581,000","237,924,000","281,100,000","248,122,000","280,579,000","425,412,000","297,412,000","319,575,000","253,265,000","272,119,000","286,321,000","266,077,000","282,043,000","305,837,000","329,703,000","354,069,000","370,160,000","383,515,000","394,010,000","400,259,000","406,429,000","414,515,000","208,007,000","192,702,000","194,939,000","80,300,000","38,900,000","44,400,000","46,500,000","34,000,000","38,100,000","42,100,000","45,200,000","38,500,000","39,000,000","24,300,000","15,600,000","17,100,000","18,300,000","20,500,000","21,600,000","4,700,000","5,900,000"
	CurrentAssets,"4,870,200,000","5,076,400,000","4,341,200,000","4,168,500,000","3,650,600,000","3,385,000,000","3,248,400,000","2,836,100,000","3,152,000,000","2,953,900,000","2,882,000,000","2,789,000,000","2,733,000,000","2,578,000,000","2,594,534,000","2,361,209,000","2,127,509,000","2,425,349,000","2,480,219,000","2,533,238,000","2,852,987,000","2,796,029,000","2,559,878,000","2,341,306,000","2,245,880,000","2,186,857,000","1,915,502,000","1,678,633,000","1,550,041,000","1,495,600,000","1,410,391,000","1,276,161,000","811,934,000","941,270,000","817,356,000","700,395,000","669,246,000","646,556,000","558,237,000","491,785,000","430,081,000","373,456,000","332,144,000","300,230,000","286,366,000","277,101,000","270,420,000","228,130,000","218,125,000","205,354,000","190,702,000","186,860,000","206,975,000","222,841,000","147,498,000","168,572,000","193,199,000","235,609,000","201,162,000","232,036,000","375,534,000","251,807,000","276,333,000","208,802,000","228,404,000","240,663,000","219,760,000","234,734,000","255,544,000","286,081,000","310,784,000","327,139,000","343,661,000","357,022,000","362,747,000","368,139,000","375,970,000","171,350,000","180,080,000","181,751,000","71,600,000","30,300,000","35,700,000","38,400,000","29,700,000","33,800,000","37,800,000","42,700,000","37,100,000","37,700,000","23,000,000","14,100,000","15,600,000","16,900,000","19,100,000","20,100,000","2,900,000","3,900,000"
		CashCashEquivalentsAndShortTermInvestments,"2,362,800,000","2,749,500,000","2,215,700,000","2,089,600,000","1,655,100,000","1,563,800,000","1,535,100,000","1,177,000,000","1,590,900,000","1,474,100,000","1,529,000,000","1,444,000,000","1,462,000,000","1,293,000,000","1,312,871,000","1,180,051,000","1,027,552,000","1,385,015,000","1,458,492,000","1,494,352,000","1,925,092,000","1,961,566,000","1,781,707,000","1,594,362,000","1,557,478,000","1,514,851,000","1,302,755,000","1,119,390,000","1,022,960,000","989,501,000","905,526,000","806,210,000","359,388,000","540,865,000","445,188,000","368,009,000","348,784,000","361,605,000","298,554,000","248,825,000","204,704,000","176,220,000","165,295,000","145,803,000","139,039,000","138,012,000","125,850,000","107,797,000","106,547,000","105,754,000","111,913,000","142,894,000","183,687,000","216,554,000","110,664,000","164,033,000","189,271,000","230,526,000","195,404,000","226,576,000","370,993,000","246,792,000","266,501,000","204,173,000","223,216,000","237,312,000","215,410,000","230,935,000","253,183,000","283,458,000","308,584,000","325,177,000","340,939,000","349,493,000","355,274,000","363,729,000","369,904,000","166,599,000","174,529,000","175,530,000","62,300,000","21,400,000","28,300,000","33,500,000","29,300,000","33,600,000","37,500,000","42,300,000","36,600,000","37,500,000","22,700,000","13,700,000","15,400,000","16,500,000","9,500,000","19,100,000","2,000,000","3,100,000"
			CashAndCashEquivalents,"2,315,000,000","2,685,500,000","2,171,300,000","1,984,200,000","1,544,800,000","1,365,500,000","1,228,900,000","727,500,000","511,800,000","584,400,000","550,000,000","542,000,000","713,000,000","966,000,000","761,989,000","597,550,000","710,198,000","1,010,111,000","1,163,281,000","1,322,123,000","916,814,000","943,999,000","752,164,000","612,045,000","528,285,000","529,857,000","910,411,000","936,464,000","1,022,960,000","989,501,000","905,526,000","806,210,000","359,388,000","540,865,000","438,154,000","347,868,000","289,430,000","267,145,000","209,956,000","212,104,000","186,062,000","157,172,000","165,295,000","145,803,000","139,039,000","138,012,000","124,150,000","106,101,000","104,854,000","95,321,000","91,500,000","112,764,000","136,992,000","166,826,000","39,981,000","52,642,000","11,947,000","62,992,000","46,951,000","35,141,000","177,019,000","47,484,000","113,224,000","74,560,000","10,525,000","10,920,000","24,844,000","61,208,000","52,301,000","20,204,000","47,574,000","121,427,000","168,794,000","120,158,000","135,188,000","231,575,000","260,669,000","47,693,000","91,858,000","168,764,000","53,300,000","13,300,000","24,200,000","28,000,000","21,700,000","29,600,000","31,500,000","34,800,000","27,900,000","31,500,000","16,700,000","7,400,000","8,600,000","7,300,000","9,500,000","19,100,000","2,000,000","3,100,000"
			OtherShortTermInvestments,"47,800,000","64,000,000","44,400,000","105,400,000","110,300,000","198,300,000","306,200,000","449,500,000","1,079,100,000","889,700,000","979,000,000","902,000,000","749,000,000","327,000,000","550,882,000","582,501,000","317,354,000","374,904,000","295,211,000","172,229,000","1,008,278,000","1,017,567,000","1,029,543,000","982,317,000","1,029,193,000","984,994,000","392,344,000","182,926,000",,,,,,"0","7,034,000","20,141,000","59,354,000","94,460,000","88,598,000","36,721,000","18,642,000","19,048,000",,,,"0","1,700,000","1,696,000","1,693,000","10,433,000","20,413,000","30,130,000","46,695,000","49,728,000","70,683,000","111,391,000","177,324,000","167,534,000","148,453,000","191,435,000","193,974,000","199,308,000","153,277,000","129,613,000","212,691,000","226,392,000","190,566,000","169,727,000","200,882,000","263,254,000","261,010,000","203,750,000","172,145,000","229,335,000","220,086,000","132,154,000","109,235,000","118,906,000","82,671,000","6,766,000","9,000,000","8,100,000","4,100,000","5,500,000","7,600,000","4,000,000","6,000,000","7,500,000","8,700,000","6,000,000","6,000,000","6,300,000","6,800,000","9,200,000",,,,
		Receivables,"1,345,200,000","1,243,200,000","1,116,300,000","1,123,600,000","1,016,300,000","922,300,000","910,200,000","853,700,000","776,700,000","726,500,000","705,000,000","710,000,000","660,000,000","650,000,000","676,837,000","609,297,000","586,249,000","532,832,000","512,253,000","535,824,000","479,883,000","432,888,000","436,467,000","440,699,000","429,021,000","421,752,000","404,956,000","355,284,000","323,907,000","295,598,000","311,369,000","282,722,000","267,397,000","244,288,000","221,293,000","212,720,000","200,729,000","168,732,000","154,088,000","127,023,000","126,660,000","113,731,000","109,455,000","94,954,000","79,991,000","74,476,000","70,715,000","56,138,000","53,702,000","49,647,000","31,625,000","10,265,000","1,173,000","1,642,000",,,,,"1,316,000","953,000","700,000","612,000","5,493,000","1,121,000","933,000","983,000","1,012,000",,,,,"700,000","700,000",,,"3,900,000","5,532,000","3,902,000",,,,"8,600,000","6,900,000","4,600,000",,,,,,,,,,,,,,
			AccountsReceivable,"1,345,200,000","1,243,200,000","1,116,300,000","1,123,600,000","1,016,300,000","922,300,000","910,200,000","853,700,000","776,700,000","726,500,000","705,000,000","710,000,000","660,000,000","650,000,000","676,837,000","609,297,000","586,249,000","532,832,000","512,253,000","535,824,000","479,883,000","432,888,000","436,467,000","440,699,000","429,021,000","421,752,000","404,956,000","355,284,000","323,907,000","295,598,000","311,369,000","282,722,000","267,397,000","244,288,000","221,293,000","212,720,000","200,729,000","168,732,000","154,088,000","127,023,000","126,660,000","113,731,000","109,455,000","94,954,000","79,991,000","74,476,000","70,715,000","56,138,000","53,702,000","46,278,000","31,625,000","10,265,000","1,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,600,000",,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"586,800,000","627,600,000","576,700,000","494,600,000","482,200,000","472,500,000","432,700,000","463,200,000","456,500,000","460,400,000","441,000,000","410,000,000","396,000,000","375,000,000","363,058,000","329,847,000","293,962,000","289,874,000","236,542,000","234,347,000","174,498,000","176,441,000","140,044,000","144,859,000","126,154,000","102,602,000","105,196,000","112,627,000","101,856,000","94,521,000","90,049,000","94,108,000","92,906,000","81,386,000","78,302,000","75,222,000","74,398,000","62,165,000","60,412,000","57,747,000","55,552,000","40,885,000","40,999,000","45,495,000","49,360,000","49,821,000","49,724,000","48,048,000","33,085,000","32,907,000","32,212,000","14,944,000","3,113,000","2,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"49,600,000","41,200,000","36,000,000","38,200,000","39,100,000","31,400,000","10,800,000","5,400,000","5,300,000","4,700,000","12,000,000","19,000,000","22,000,000","17,000,000","17,005,000","19,780,000","16,948,000","17,924,000","17,574,000","21,287,000","14,425,000","14,570,000","13,902,000","16,693,000","12,192,000","12,170,000","12,970,000","14,034,000","4,481,000","6,485,000","8,879,000","7,622,000","8,939,000","9,677,000","7,289,000","4,377,000","4,901,000","4,835,000","2,912,000","1,956,000","4,928,000","2,678,000","2,595,000","4,072,000","3,875,000","3,805,000","6,553,000","5,931,000","6,372,000","4,985,000","3,959,000","710,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"108,800,000","180,800,000","180,400,000","116,600,000","100,900,000","90,400,000","107,800,000","164,900,000","161,800,000","148,600,000","150,000,000","131,000,000","171,000,000","143,000,000","192,279,000","157,097,000","162,979,000","180,324,000","106,921,000","99,575,000","77,932,000","107,170,000","65,213,000","56,783,000","68,662,000","62,192,000","61,415,000","52,781,000","57,131,000","43,899,000","30,367,000","31,006,000","43,776,000","37,000,000","20,260,000","50,785,000","49,542,000","37,312,000","33,510,000","29,648,000","25,398,000","6,900,000","5,257,000","18,158,000","24,609,000","27,017,000","24,625,000","33,550,000","16,741,000","17,677,000","16,604,000","2,665,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
