name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,03/31/1995
MarketCap,"10,257,460,034","25,962,350,000","15,207,290,000","18,706,344,876","17,806,196,459","16,312,110,000","21,625,571,689","21,316,856,253","19,666,521,688","22,586,444,209","23,312,187,951","25,742,480,000","28,267,520,000","27,382,806,222","23,945,700,000","24,422,360,000","25,159,440,000","22,010,810,000","19,102,600,000","26,934,200,000","30,049,850,000","28,090,820,000","27,824,560,000","35,418,240,000","35,538,510,000","37,985,140,000","33,157,790,000","29,983,592,192","28,577,712,872","23,968,490,000","23,256,216,583","21,268,232,599","22,139,896,532","17,784,203,021","13,379,170,000","19,043,360,000","16,880,480,000","12,956,936,000","10,780,451,984","8,785,899,000","9,455,502,000","9,481,976,000","8,131,917,000","4,671,809,000","2,662,038,974","5,599,806,842","9,947,270,915","13,244,896,611","15,050,504,827","17,973,325,000","21,585,708,868","24,518,520,502","22,511,273,638","23,989,448,000","21,633,452,000","20,709,018,000","18,412,400,000","129,962,287,967","135,187,711,804","133,350,791,023","146,408,543,026","162,292,178,860","151,416,695,873","161,671,016,836","176,490,851,406","198,785,757,780","173,015,486,012","196,978,022,490","164,579,761,271","184,491,128,217","183,683,009,399","201,726,973,974","220,098,584,316","201,433,173,204","159,873,088,818","242,377,769,416","203,578,026,640","182,545,678,566","227,750,395,961","119,430,207,616","95,837,491,335","107,990,638,243","77,279,112,207","78,842,565,934","74,432,740,053","33,577,195,810","26,245,021,187","26,701,456,339","24,248,573,481","18,481,080,935","14,213,921,673","13,309,670,705","14,751,045,692","16,381,769,204","16,737,894,622","18,103,516,520","19,468,189,489","21,118,705,757"
EnterpriseValue,"30,253,460,034","36,123,350,000","25,208,290,000","28,430,344,876","27,636,196,459","26,189,110,000","31,223,571,689","30,875,856,253","29,543,521,688","32,131,444,209","32,326,187,951","34,532,480,000","37,044,520,000","36,160,806,222","32,178,700,000","32,260,360,000","33,284,440,000","30,676,810,000","26,882,600,000","34,317,200,000","36,767,850,000","34,871,820,000","33,810,560,000","43,101,240,000","41,577,510,000","44,065,140,000","39,298,790,000","36,041,592,192","33,791,712,872","29,182,490,000","28,169,216,583","26,398,232,599","27,461,896,532","22,828,203,021","18,423,170,000","23,692,360,000","21,902,480,000","18,477,736,000","16,245,651,984","14,489,799,000","15,553,602,000","15,762,176,000","14,644,517,000","11,317,109,000","9,553,638,974","12,176,406,842","16,494,270,915","19,520,396,611","19,918,204,827","23,714,125,000","25,804,208,868","28,865,220,502","26,478,973,638","27,860,648,000","25,607,352,000","24,682,918,000","24,228,300,000","139,850,287,967","145,075,711,804","143,239,091,023","155,851,143,026","171,078,978,860","158,634,895,873","169,740,816,836","185,252,251,406","207,814,557,780","182,302,886,012","206,818,822,490","173,991,161,271","194,263,928,217","193,983,209,399","212,019,973,974","230,493,884,316","211,828,473,204","171,373,688,818","254,467,069,416","215,341,226,640","194,429,878,566","238,349,595,961","130,029,407,616","101,968,191,335","113,301,838,243","82,877,912,207","84,979,065,934","79,795,140,053","37,600,495,810","34,952,221,187","35,408,656,339","32,955,773,481","27,188,280,935","23,988,021,673","23,991,070,705","26,508,745,692","27,291,069,204","28,230,994,622","29,596,616,520","30,961,289,489","32,144,405,757"
PeRatio,"3.674","5.82","5.326","6.232","9.263","11.601","16.398","16.374","15.975","15.984","15.624","18.003","20.335","17.807","16.433","18.707","20.557","16.922","18.945","23.719","25.573","21.961","17.353","20.361","20.63","22.174","20.493","18.63","18.681","15.315","16.405","15.484","18.032","15.727","11.71","16.63","18.336","18.298","22.083","22.772","37.676","42.636","26.217",,,,,"10.587","12.416","15.735","18.756","18.938","17.168",,,,,,,,,,"82.338","91.481","104.638","138.587","70.409","81.882","72.632","84.483","122.461","1,426.61",,,"560.729",,,,,,"254.028","304.205","149.306","144.283",,,"77.144","72.429","65.775","58.949","168.128","157.432","174.481","147.603","110.35","119.353","128.35","234.881"
ForwardPeRatio,"4.525","8.231","6.826","8.921","8.425","7.564","9.99","10.799","9.891","11.933","11.429","14.793","15.873","14.599","12.61","14.556","13.423","13.038","10.741","13.587","14.43","15.198","13.569","15.06","15.129","18.248","15.773","14.045","13.514","12.887","12.469","11.71","12.69","12.195","9.174","13.736","12.837","13.908","12.804",,"12.987",,,,"22.727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.473","0.786","0.669","0.789","0.752","0.541","0.714","0.772","0.707","0.852","0.789","1.021","0.934","0.942","0.901","1.04","0.888","0.913","0.686","1.007","1.033","1.115","0.97","0.962","1.04","1.363","1.183","1.036","0.929","0.846","0.787","0.906","0.943","0.784","0.904","1.269","1.067","1.478","2.091",,"2.057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.432","1.105","1.072","1.269","1.25","1.175","1.589","1.599","1.529","1.863","1.881","2.187","2.394","2.06","1.814","1.956","2.078","1.915","1.683","2.246","2.504","2.193","2.17","2.527","2.527","2.672","2.418","2.219","2.167","1.776","1.673","1.532","1.638","1.327","0.988","1.394","1.25","0.94","0.806","0.656","0.712","0.738","0.627","0.358","0.195","0.396","0.693","0.948","1.098","1.372","1.678","1.785","1.656","1.63","1.481","1.42","1.277","5.694","5.774","5.873","6.658","7.244","5.442","5.886","6.529","7.526","6.73","7.754","6.639","7.556","7.731","8.725","9.302","8.47","6.13","8.722","6.983","7.101","8.408","9.827","7.526","8.56","6.119","6.265","6.021","5.532","2.053","2.099","1.869","1.408","1.037","1.033","1.205","1.347","1.432","1.549","1.691","1.758"
PbRatio,"0.907","5.462","3.418","4.315","6.35","6.506","10.042","10.74","9.908","7.647","8.897","9.053","7.763","4.993","4.492","4.732","4.815","4.105","3.569","4.343","4.377","3.787","3.098","4.181","3.571","3.922","3.464","3.144","2.781","2.343","2.293","2.133","2.244","1.821","1.366","1.932","1.731","1.318","1.134","0.96","1.045","1.053","0.92","0.546","0.314","0.651","1.084","0.604","0.695","0.837","0.954","1.091","0.957","1.032","0.936","0.896","0.832","3.22","3.35","3.262","3.559","3.862","2.385","2.527","2.78","3.145","2.698","3.094","2.617","2.952","2.936","3.278","3.509","3.212","2.525","3.819","4.244","3.788","4.627","2.426","9.186","9.701","7.078","7.03","6.482","2.933","2.154","2.192","1.99","1.517","1.112","1.078","1.3","1.438","1.536","1.662","1.787","1.994"
EnterprisesValueRevenueRatio,"1.088","2.184","7.65","7.464","6.632","6.508","9.569","8.908","7.855","8.195","10.194","10.603","11.081","13.728","9.475","9.815","8.648","7.846","8.254","10.661","10.505","9.473","10.042","13.52","10.783","11.267","10.814","9.744","8.364","8.922","8.241","7.594","6.998","6.033","5.475","6.607","6.24","4.737","4.927","4.35","4.405","4.506","4.371","3.764","3.023","3.452","4.886","5.752","5.451","6.309","7.864","8.553","7.239","7.175","7.579","7.086","6.764","-50.214","24.412","24.377","27.947","27.171","28.924","24.809","27.354","27.648","27.622","32.223","28.755","28.663","30.759","36.246","40.636","35.072","29.993","44.511","37.436","31.649","39.978","26.469","33.7","31.716","24.873","28.295","27.039","11.25","10.628","12.74","12.271","7.531","6.577","7.915","9.085","8.005","8.643","10.627","11.802",
EnterprisesValueEBITDARatio,"6.369","16.45","46.596","38.471","21.692","37.467","42.137","43.796","35.424","88.273","41.604","46.352","47.923","117.025","37.072","40.325","37.44","72.181","32.784","51.76","47.689","45.824","92.127","53.211","44.326","48.054","41.367","38.059","36.891","33.124","33.297","29.364","33.82","29.155","22.522","26.954","37.313","25.434","20.957","27.563","54.651","40.374","25.154","31.924","39.774","23.162","-1.224","25.584","28.997","28.606","34.06","33.588","41.601","34.813","33.877","28.738","38.197","-12.902","91.025","89.002","118.141","-10.353","102.796","99.101","129.457","1,010.771","111.835","132.415","141.687","129.096","127.11","149.679","210.516","179.653","175.426","186.875","187.433","293.125","165.498","133.872","210.591","190.359","135.821","176.195","168.131","97.512","58.273","3,471.437","65.558","54.606","35.302","189.353","67.624","50.661","39.773","62.665","65.086",
