Date,Open,High,Low,Close,Adj Close,Volume
2015-05-12,139.139999,139.860001,138.449997,139.429993,124.524475,804100
2015-05-13,140.000000,140.380005,138.759995,139.020004,124.158318,953300
2015-05-14,140.000000,141.119995,139.899994,140.940002,125.873077,875500
2015-05-15,141.000000,141.419998,139.869995,140.110001,125.131790,1278200
2015-05-18,140.199997,140.729996,139.869995,140.279999,125.283623,1074500
2015-05-19,140.220001,140.800003,139.710007,140.050003,125.078224,881100
2015-05-20,140.539993,140.899994,139.899994,139.949997,124.988884,951500
2015-05-21,139.960007,141.100006,139.850006,140.869995,125.810532,1248100
2015-05-22,139.880005,140.360001,138.770004,139.639999,124.712013,1183800
2015-05-26,139.460007,139.490005,137.509995,137.990005,123.238403,1092200
2015-05-27,138.649994,140.990005,138.529999,140.559998,125.533684,1615600
2015-05-28,139.960007,140.520004,139.350006,140.410004,125.399719,1134600
2015-05-29,140.509995,140.529999,138.770004,140.160004,125.176445,1699000
2015-06-01,140.350006,140.860001,138.789993,140.250000,125.256821,1221600
2015-06-02,139.619995,141.089996,138.550003,140.600006,125.569389,932200
2015-06-03,140.789993,141.850006,140.250000,140.679993,125.640823,1036900
2015-06-04,139.809998,140.979996,138.429993,138.979996,124.122574,1590400
2015-06-05,138.500000,139.619995,137.580002,139.220001,124.336960,873700
2015-06-08,139.169998,140.000000,138.320007,138.339996,123.551010,1027900
2015-06-09,138.339996,139.440002,137.830002,138.679993,123.854668,1284200
2015-06-10,138.679993,141.899994,138.679993,141.539993,126.408897,1335400
2015-06-11,141.679993,142.669998,141.119995,142.250000,127.043060,1425000
2015-06-12,141.759995,142.289993,140.229996,142.050003,126.864418,1203900
2015-06-15,140.740005,142.500000,140.179993,142.020004,126.837616,1414300
2015-06-16,141.710007,144.190002,141.660004,143.229996,127.918251,1888300
2015-06-17,143.520004,144.789993,142.880005,144.500000,129.052490,1395000
2015-06-18,144.660004,147.029999,144.660004,145.990005,130.383194,1717500
2015-06-19,145.589996,146.289993,145.020004,145.089996,129.579407,1469000
2015-06-22,145.699997,146.070007,144.350006,145.369995,129.829514,1223400
2015-06-23,146.020004,146.020004,144.630005,145.369995,129.829514,1293500
2015-06-24,145.250000,146.100006,144.690002,145.520004,129.963470,1583300
2015-06-25,146.000000,146.000000,144.080002,144.130005,128.722061,1140500
2015-06-26,144.559998,146.039993,144.289993,145.740005,130.159912,2906900
2015-06-29,144.369995,144.889999,141.759995,141.839996,126.676834,1627000
2015-06-30,142.410004,142.789993,140.679993,141.690002,127.161461,1363400
2015-07-01,142.429993,144.289993,142.360001,143.169998,129.118515,1217100
2015-07-02,143.800003,144.119995,142.710007,143.149994,129.100449,1098900
2015-07-06,142.240005,144.029999,141.720001,143.339996,129.271820,1307500
2015-07-07,143.559998,143.699997,141.449997,143.649994,129.551376,1539300
2015-07-08,142.729996,143.559998,141.820007,142.259995,128.297791,1566300
2015-07-09,143.800003,144.729996,143.690002,143.880005,129.758789,1790500
