name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"36,336,000,000","37,570,000,000","36,575,000,000","33,967,000,000","27,488,000,000","25,609,000,000","37,539,000,000","46,767,000,000","48,753,000,000","58,990,000,000","45,293,000,000","23,311,000,000","37,426,000,000","32,242,000,000","19,651,000,000","14,549,000,000","8,066,000,000","5,350,000,000","4,123,000,000","3,990,000,000","3,935,000,000"
	OperatingRevenue,"35,953,000,000","37,187,000,000","36,575,000,000","33,967,000,000","27,488,000,000","25,609,000,000","37,539,000,000","46,767,000,000","47,151,000,000","60,389,000,000","46,481,000,000","23,939,000,000","38,509,000,000","33,115,000,000","20,363,000,000","14,549,000,000","8,066,000,000","5,350,000,000","4,123,000,000","3,990,000,000","3,935,000,000"
	ExciseTaxes,,,,,,,,,,"1,399,000,000","1,188,000,000","628,000,000","1,083,000,000","873,000,000","712,000,000",,,,,,"134,000,000"
CostOfRevenue,"20,764,000,000","21,187,000,000","22,109,000,000","21,039,000,000","17,650,000,000","20,513,000,000","25,064,000,000","24,245,000,000","27,650,000,000","23,573,000,000","18,814,000,000","13,621,000,000","17,641,000,000","16,463,000,000","10,147,000,000","6,981,000,000","4,081,000,000","3,128,000,000","2,263,000,000","2,327,000,000","2,429,000,000"
GrossProfit,"15,572,000,000","16,383,000,000","14,466,000,000","12,928,000,000","9,838,000,000","5,096,000,000","12,475,000,000","22,522,000,000","21,103,000,000","35,417,000,000","26,479,000,000","9,690,000,000","19,785,000,000","15,779,000,000","9,504,000,000","7,568,000,000","3,985,000,000","2,222,000,000","1,860,000,000","1,663,000,000","1,506,000,000"
OperatingExpense,"2,603,000,000","2,541,000,000","1,612,000,000","1,687,000,000","1,787,000,000","2,514,000,000","3,868,000,000","4,922,000,000","5,676,000,000","4,008,000,000","2,579,000,000","2,111,000,000","2,833,000,000","1,978,000,000","1,297,000,000","1,338,000,000","862,000,000","578,000,000","431,000,000","734,000,000","580,000,000"
	SellingGeneralAndAdministration,"356,000,000","362,000,000","399,000,000","391,000,000","301,000,000","291,000,000","710,000,000","643,000,000","2,240,000,000","2,334,000,000","1,701,000,000","1,130,000,000","1,748,000,000","1,245,000,000","816,000,000","693,000,000","709,000,000","297,000,000","381,000,000","691,000,000","225,000,000"
		GeneralAndAdministrativeExpense,"268,000,000","270,000,000","399,000,000","391,000,000","293,000,000","279,000,000","590,000,000","514,000,000","871,000,000",,,,,,,,,,,,
			SalariesAndWages,"268,000,000","270,000,000","399,000,000","383,000,000","285,000,000","267,000,000","566,000,000","495,000,000","806,000,000",,,,,,,,,,,,
			OtherGandA,,,,"8,000,000","8,000,000","12,000,000","24,000,000","19,000,000","65,000,000",,,,,,,,,,,,
		SellingAndMarketingExpense,"88,000,000","92,000,000","95,000,000",,"8,000,000","12,000,000","120,000,000","129,000,000","389,000,000",,,,,,,,,,,,
	ResearchAndDevelopment,"467,000,000","443,000,000","373,000,000","340,000,000","319,000,000","477,000,000","734,000,000","801,000,000","1,478,000,000","1,674,000,000","878,000,000","981,000,000","1,085,000,000","733,000,000","481,000,000","288,000,000","153,000,000","82,000,000","50,000,000","43,000,000","48,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"60,000,000","56,000,000","62,000,000","91,000,000","120,000,000","133,000,000","223,000,000","192,000,000","240,000,000",,,,,,,"95,000,000",,,,,
		DepreciationAndAmortizationInIncomeStatement,"60,000,000","56,000,000","62,000,000","91,000,000","120,000,000","133,000,000","223,000,000","192,000,000","240,000,000",,,,,,,"95,000,000",,,,,
			Amortization,,,,,,,,,,,,,,,,"95,000,000",,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,"95,000,000",,,,,
	OtherTaxes,,,,"12,000,000","13,000,000","16,000,000","54,000,000","192,000,000","28,000,000",,,,,,,,,,,,
	OtherOperatingExpenses,"1,720,000,000","1,680,000,000","778,000,000","853,000,000","1,034,000,000","1,597,000,000","2,147,000,000","3,094,000,000","1,958,000,000","1,297,000,000",,"1,869,887,474.276",,,,"262,000,000",,"199,000,000",,,"307,000,000"
OperatingIncome,"12,969,000,000","13,842,000,000","12,854,000,000","11,241,000,000","8,051,000,000","2,582,000,000","8,607,000,000","17,600,000,000","15,427,000,000","31,409,000,000","23,900,000,000","7,579,000,000","16,952,000,000","13,801,000,000","8,207,000,000","6,230,000,000","3,123,000,000","1,644,000,000","1,429,000,000","929,000,000","926,000,000"
NetNonOperatingInterestIncomeExpense,"-3,594,000,000","-3,943,000,000","-2,621,000,000","-2,971,000,000","-2,599,000,000","-1,001,000,000","-2,728,000,000","-4,359,000,000","-1,766,000,000","-1,747,000,000","-2,356,000,000","-1,177,000,000","-1,163,000,000","-1,297,000,000","-1,011,000,000",,,,,,
	InterestIncomeNonOperating,,"527,000,000","423,000,000","481,000,000",,,"401,000,000",,"401,000,000","718,000,000","290,000,000","381,000,000","602,000,000","295,000,000","327,000,000",,,,,,
	InterestExpenseNonOperating,"2,175,000,000","2,554,000,000","1,743,000,000","1,952,000,000","1,532,000,000","74,000,000","1,463,000,000","1,716,000,000","2,414,000,000","2,465,000,000","2,646,000,000","1,558,000,000","1,765,000,000","1,592,000,000","1,338,000,000",,,,,,
	TotalOtherFinanceCost,"1,419,000,000","1,389,000,000","878,000,000","1,019,000,000","1,067,000,000","1,075,000,000","1,265,000,000","2,643,000,000","-247,000,000","1,672,000,000",,,,,,,,,,,
OtherIncomeExpense,"-10,332,000,000","-12,674,000,000","-3,417,000,000","-441,000,000","2,532,000,000","-19,301,000,000","-4,326,000,000","-6,000,000,000","-8,239,000,000","-2,863,000,000","-1,230,000,000","721,000,000","-2,572,000,000","2,729,000,000","633,000,000","-34,000,000","1,011,000,000","366,000,000","-667,000,000","338,000,000","54,000,000"
	GainOnSaleOfSecurity,"-1,398,000,000","530,000,000","-2,336,000,000","-48,000,000","4,442,000,000","-9,800,000,000","-3,341,000,000","-3,973,000,000","-2,035,000,000","-1,566,000,000","975,000,000","2,203,000,000","-368,000,000","3,336,000,000","1,203,000,000",,,,,,"54,000,000"
	EarningsFromEquityInterest,"-931,000,000","-681,000,000","-182,000,000","98,000,000","309,000,000","-439,000,000","505,000,000","469,000,000","645,000,000",,,"-66,495,078.791",,,,,"542,000,000","306,000,000","-87,000,000","-49,000,000",
	SpecialIncomeCharges,"-8,003,000,000","-12,523,000,000","-899,000,000","-491,000,000","-2,219,000,000","-9,062,000,000","-1,471,000,000","-2,472,000,000","-5,273,000,000","-1,297,000,000","-2,205,000,000","-1,482,000,000","-2,204,000,000","-607,000,000","-570,000,000","-34,000,000","469,000,000","60,000,000","-580,000,000","387,000,000",
		ImpairmentOfCapitalAssets,"4,899,000,000","5,074,000,000","899,000,000","294,000,000","1,174,000,000",,"1,152,000,000","2,298,000,000",,"0","0","0","950,000,000",,,,,,,,
		WriteOff,,,"487,000,000","180,000,000","1,220,000,000","9,372,000,000","31,000,000","0","4,023,000,000",,,,,,,,,,,,
		OtherSpecialCharges,"3,057,000,000","7,402,000,000",,,,,,,"759,000,000",,"2,205,000,000","1,482,000,000","1,254,000,000",,,,,,,,
		GainOnSaleOfBusiness,,,,,,"97,000,000","-30,000,000","41,000,000",,,,,,,,,,,,,
		GainOnSaleOfPPE,,"-47,000,000",,"-17,000,000","175,000,000","213,000,000","-258,000,000","-215,000,000","-491,000,000",,,"-53,310,709.72",,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,"-19,000,000","-24,000,000","-931,000,000",,,,,,,,,,,,
PretaxIncome,"-957,000,000","-2,775,000,000","6,816,000,000","7,829,000,000","7,984,000,000","-17,720,000,000","1,553,000,000","7,241,000,000","5,422,000,000","26,799,000,000","20,314,000,000","7,123,000,000","13,217,000,000","15,233,000,000","7,829,000,000","5,927,000,000","3,003,000,000","1,654,000,000","601,000,000","1,120,000,000","731,000,000"
TaxProvision,"-612,000,000","-595,000,000","-172,000,000","1,495,000,000","2,781,000,000","-5,100,000,000","1,200,000,000","6,833,000,000","-833,000,000","5,282,000,000","3,705,000,000","2,100,000,000","535,000,000","3,201,000,000","1,432,000,000","1,014,000,000","749,000,000","297,000,000","-149,000,000","-218,000,000","-32,000,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,"-1,001,000,000","1,135,000,000","987,000,000","433,000,000","794,000,000","595,000,000","710,000,000",,,,,,
NetIncomeCommonStockholders,"198,000,000","-1,683,000,000","6,860,000,000","5,507,000,000","3,982,000,000","-12,129,000,000","657,000,000","584,000,000","5,511,000,000","22,885,000,000","17,264,000,000","5,349,000,000","13,218,000,000","11,772,000,000","6,528,000,000","4,470,000,000","2,573,000,000","1,548,000,000","680,000,000","1,287,000,000","1,086,000,000"
	NetIncome,"198,000,000","-1,683,000,000","6,860,000,000","5,507,000,000","3,982,000,000","-12,129,000,000","657,000,000","584,000,000","5,511,000,000","22,885,000,000","17,264,000,000","5,349,000,000","13,218,000,000","11,825,000,000","6,528,000,000","4,470,000,000","2,573,000,000","1,548,000,000","680,000,000","1,287,000,000","1,086,000,000"
		NetIncomeIncludingNoncontrollingInterests,"-344,000,000","-2,180,000,000","6,896,000,000","5,521,000,000","3,976,000,000","-12,620,000,000","353,000,000","406,000,000","5,254,000,000","22,652,000,000","17,453,000,000","5,456,000,000","13,476,000,000","12,627,000,000","7,107,000,000","4,913,000,000","2,796,000,000","1,653,000,000","663,000,000","1,285,000,000","1,085,000,000"
			NetIncomeContinuousOperations,"-345,000,000","-2,180,000,000","6,988,000,000","6,334,000,000","5,203,000,000","-12,620,000,000","353,000,000","408,000,000","5,254,000,000","22,652,000,000","17,596,000,000","5,456,000,000","13,476,000,000","12,627,000,000","7,107,000,000","4,470,000,000","2,573,000,000","1,558,000,000","680,000,000","1,287,000,000","1,085,000,000"
			NetIncomeDiscontinuousOperations,,"0","-92,000,000","-813,000,000","-1,227,000,000","0","0","-2,000,000","0","0","-143,000,000",,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,"-10,000,000",,,
		MinorityInterests,"542,000,000","497,000,000","-36,000,000","-14,000,000","6,000,000","491,000,000","304,000,000","178,000,000","257,000,000","233,000,000","-189,000,000","-107,000,000","-258,000,000","-802,000,000","-579,000,000","-443,000,000","-223,000,000","-105,000,000","17,000,000","2,000,000","1,000,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,"53,000,000",,,,,,,
DilutedNIAvailtoComStockholders,"198,000,000","-1,683,000,000","6,860,000,000","5,507,000,000","3,982,000,000","-12,129,000,000","657,000,000","584,000,000","5,511,000,000","22,885,000,000","17,264,000,000","5,349,000,000","13,218,000,000","11,772,000,000","6,528,000,000","4,470,000,000","2,573,000,000","1,548,000,000","680,000,000","1,287,000,000","1,086,000,000"
BasicEPS,,"-0.33","1.32","1.06","0.77","-2.35","0.13","0.11","0.99","4.33","3.23","1.129","2.58","2.41","1.345","1.05","0.558","0.336","0.148","0.835","0.705"
