name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
MarketCap,"2,375,130,900","2,870,591,031","4,906,882,435","4,922,629,810","5,630,657,300","6,188,796,570","6,476,718,554","5,763,499,505","5,977,178,998","6,957,659,816","6,778,008,090","6,618,135,180","5,982,665,500","5,621,023,670","4,249,441,350","5,237,800,200","6,129,831,690","5,531,192,900","5,780,534,673","6,265,821,920","7,408,613,290","7,223,008,650","7,486,743,288","8,005,638,810","9,159,442,630","10,198,266,000","9,921,498,280","8,853,078,810","7,211,646,940","7,873,459,200","8,522,611,375","9,474,780,000"
EnterpriseValue,"7,917,130,900","8,371,591,031","10,566,882,435","9,935,629,810","10,720,657,300","10,240,796,570","9,362,718,554","8,874,499,505","9,222,178,998","10,122,659,816","10,135,008,090","10,106,135,180","9,293,665,500","8,876,023,670","7,825,441,350","8,865,800,200","9,532,831,690","9,928,992,900","10,178,334,673","10,670,821,920","11,504,613,290","11,358,008,650","7,486,743,288","11,993,638,810","12,703,442,630","13,415,266,000","12,272,498,280","11,278,078,810","9,369,646,940","9,958,459,200","10,607,611,375","11,199,176,000"
PeRatio,"27.326","30.87",,,,"209.759","48.227","75.224","146.875","494.286",,,,,,,,,,"93.373","21.014","2.753","2.892","3.329","3.933","44.348","38.367","21.627","13.081","15.784","17.086","12.017"
ForwardPeRatio,"7.628","10.071","18.762","18.939","34.364","19.646","18.832","18.215","32.154","36.232","25.907","27.248","40.486","25.189","22.624","24.39","40","25.063","40.161","19.194","20.202","18.484","15.291","14.599","16.475","20.576","19.763","16.051","12.674","9.251","12.469","11.682"
PegRatio,"0.212","0.279",,,,"0.344","0.326","0.332","0.581","0.813","0.763","0.757","1.157","0.614",,,,"2.088",,"14.007","8.528","11.844","0.471","0.353","0.445","1.686","1.436","1.087","0.859","0.875","2.061","1.436"
PsRatio,"0.586","0.662","1.134","1.173","1.361","1.505","1.534","1.357","1.413","1.681","1.543","1.512","1.36","1.283","0.841","0.943","1.001","0.798","0.836","0.901","1.106","1.13","1.338","1.362","1.666","1.974","1.969","1.795","1.492","1.666","1.803","2.03"
PbRatio,"1.054","1.191","2.259","2.101","2.2","2.419","2.221","2.008","1.853","2.274","2.293","2.27","1.86","1.775","1.262","1.571","1.729","3.469","3.625","3.578","3.411","3.084","2.265","3.479","3.837","5.287","5.181","4.547","3.284","3.895","4.211","4.302"
EnterprisesValueRevenueRatio,"1.804","7.694","9.197","9.057","10.162","9.616","9.261","8.709","8.692","9.715","9.481","9.746","8.868","8.51","6.993","8.067","8.666","9.402","6.071","6.504","6.752","6.646","4.027","7.165","8.779","9.548","8.991","8.743","7.448","7.992","8.379","9.34"
EnterprisesValueEBITDARatio,"4.741","31.591","14.8","33.119","27.279","24.325","39.011","24.928","28.91","26.709","28.469","26.595","29.692","23.297","34.78","23.028","22.751","26.908","61.874","21.453","24.902","23.37","26.362","18.283","19.277","4.998","35.064","125.312","23.601","20.491","36.96","25.395"
