name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
MarketCap,"4,113,846,100","5,670,020,011","4,910,903,662","4,717,432,902","4,818,802,882","3,863,457,267","4,752,621,032","6,040,303,710","5,322,692,864","3,759,444,070","3,722,109,194","2,746,905,531","2,242,396,407","2,025,565,893","2,000,396,139","1,743,496,557","1,841,732,003","1,736,508,829","1,609,634,399","1,976,029,116","1,911,881,740","2,115,321,076","1,767,165,101","1,962,208,520","2,118,220,569","2,303,660,942","2,118,904,993","1,966,568,494","1,716,553,299","1,350,763,621","1,290,291,094","1,310,947,288","1,619,979,524","1,193,866,241","1,137,788,118","1,594,184,530","1,808,634,647","1,390,670,994","1,050,050,980","574,906,414","494,680,987","490,075,020","385,487,238","329,093,819","192,937,727","173,644,668","260,574,935","518,834,152","459,317,592","509,240,433","545,561,315","534,961,588","455,509,877","478,982,160","358,543,719","582,298,581","412,673,638","393,915,745","351,844,472","340,321,766","453,941,002","1,392,639,544","556,037,532"
EnterpriseValue,"2,728,664,924","5,670,020,011","4,910,903,662","4,717,432,902","4,818,802,882","3,863,457,267","4,752,621,032","6,040,303,710","5,322,692,864","3,759,444,070","3,722,109,194","2,746,905,531","2,242,396,407","2,025,565,893","2,000,396,139","1,743,496,557","1,841,732,003","1,736,508,829","1,609,634,399","1,976,029,116","1,911,881,740","2,115,321,076","1,767,165,101","1,962,208,520","2,118,220,569","2,303,660,942","2,118,904,993","1,966,568,494","1,716,553,299","1,350,763,621","1,290,291,094","1,310,947,288","1,619,979,524","1,193,866,241","1,137,788,118","1,594,184,530","1,808,634,647","1,390,670,994","1,050,050,980","574,906,414","494,680,987","490,075,020","385,487,238","329,093,819","192,937,727","173,644,668","260,574,935","518,834,152","459,317,592","509,240,433","545,561,315","534,961,588","455,509,877","478,982,160","358,543,719","582,298,581","412,673,638","393,915,745","351,844,472","340,321,766","453,941,002","1,392,639,544","556,037,532"
PeRatio,"54.428","33.316","20.339","21.756","26.484","38.18",,,"89.108","87.369","43.959","27.75","26.095","26.921","22.861","21.171","19.269","21.907","18.853","27.677","27.254","26.101","25.114","24.251","26.537","30.224","28.341","26.929","23.31","18.422","18.753","20.658","27.456","23.082","22.27","34.852","44.018","39.547","32.668","21.086","22.28","30.05","36.802","22.227","20.866","15.569","21.557","81.372","34.811","35.962","37.432","38.993","35.675","38.028","34.478","56.607","44.382","68.131","60.993","45.885","61.471","170.687","114.494"
ForwardPeRatio,,,,,,,,,,,,,,,,,"18.868",,"15.337","19.531","15.65","20.877",,"19.342","29.851","32.787","28.409","18.519","18.248","15.198","13.021","13.072","17.986","14.881","14.085","21.231","26.596","34.483",,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,"0.759","1.013",,"0.938","1.451","1.592","1.379","0.899","0.886","0.738","0.632","0.635","0.873","0.664","0.704","1.061",,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"7.241","9.853","8.69","8.578","8.867","7.75","9.978","13.05","11.63","8.969","9.453","7.36","6.317","6.184","6.165","5.626","6.1","5.979","5.538","6.685","6.525","7.555","6.482","7.443","8.254","9.197","8.803","8.524","7.574","5.985","6.032","6.318","8.161","6.355","6.131","9.126","11.034","8.99","7.295","4.323","4.044","4.374","3.793","3.196","1.755","1.462","2.02","3.999","3.663","4.409","5.395","5.637","5.075","5.403","4.56","7.487","5.617","3.788","3.391","5.216","5.89","17.677","8.991"
PbRatio,"2.654","3.756","3.425","4.514","4.333","4.073","5.72","6.983","5.672","4.464","4.475","3.471","3.11","3.007","2.981","2.714","2.887","2.865","2.647","3.322","3.397","3.828","3.294","3.494","3.946","4.443","4.351","4.338","4.034","3.162","3.404","3.684","4.909","3.823","3.685","5.537","6.757","5.574","4.496","2.708","2.464","2.527","2.069","1.796","1.07","0.966","1.452","3.005","2.776","3.297","3.84","3.963","3.567","3.896","3.207","5.196","3.83","3.701","3.355","3.314","4.516","14.045","22.803"
EnterprisesValueRevenueRatio,"0.682","4.993","4.966","4.896","5.285","3.485","5.035","6.819","6.642","4.356","5.167","4.127","3.739","2.948","3.395","3.167","3.6","2.903","3.136","3.973","4.283","4.116","3.859","4.449","5.049","5.084","5.26","5.069","4.706","3.549","3.607","3.796","4.455","3.388","3.49","5.055","5.913","4.869","4.078","2.313","2.057","2.291","1.853","1.796","1.143","1.191","1.236","2.373","1.942","2.374","2.476","2.551","2.273","2.802","1.984","3.349","2.391","2.308","2.321","2.445","3.376","12.568","4.339"
EnterprisesValueEBITDARatio,"2.035","14.344","19.127","17.458","16.996","9.08","17.567","27.69","22.55","11.85","18.524","14.602","13.636","9.658","13.625","13.601","14.491","9.288","11.935","16.138","15.49","13.771","13.828","16.026","17.686","17.28","18.53","15.674","14.86","11.317","11.03","11.068","12.389","10.654","10.14","14.65","16.729","17.892","15.239","8.919","8.099","11.74","9.622","12.295","16.436","-5.941","7.755","12.741","9.02","15.952","11.563","9.947","8.605","16.326","8.793","14.966","9.43","7.255","11.788","18.513","56.172","90.623","16.077"
