name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalAssets,"3,905,000,000","3,907,000,000","3,806,700,000","4,050,200,000","3,305,800,000","3,462,500,000","3,665,800,000","3,610,895,000","3,119,291,000","1,740,184,000","1,614,494,000","1,610,483,000","1,856,068,091","1,449,479,515","1,221,547,903"
	CurrentAssets,"1,291,000,000","1,293,000,000","1,094,200,000","1,315,500,000","1,274,700,000","1,456,600,000","1,731,700,000","1,761,079,000","1,356,783,000","599,357,000","425,976,000","373,411,000","557,881,374","342,453,054","336,308,451"
		CashCashEquivalentsAndShortTermInvestments,"652,000,000","668,000,000","481,800,000","735,800,000","765,100,000","753,700,000","842,100,000","895,965,000","388,328,000","200,049,000","36,905,000","8,923,000","30,508,737","41,919,260","64,703,524"
			CashAndCashEquivalents,"652,000,000","668,000,000","481,800,000","735,800,000","765,100,000","753,700,000","842,100,000","895,965,000","388,328,000","200,049,000","36,905,000","8,923,000","30,508,737","41,919,260","64,703,524"
		Receivables,"182,000,000","169,000,000","193,500,000","162,100,000","114,300,000","192,300,000","252,700,000","225,135,000","214,725,000","80,169,000","66,587,000","74,170,000","185,678,998","101,688,324","71,560,052"
			AccountsReceivable,"182,000,000","169,000,000","178,700,000","151,900,000","95,800,000","136,700,000","241,900,000","210,579,000","182,619,000","80,169,000","45,729,000","33,316,000","86,545,870","69,589,161","71,560,052"
				GrossAccountsReceivable,,,"179,800,000","152,400,000","96,100,000","137,100,000","242,800,000","212,578,000","183,901,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,"-1,100,000","-500,000","-300,000","-400,000","-900,000","-1,999,000","-1,282,000",,,,,,
			TaxesReceivable,,,"9,700,000","10,200,000","6,900,000","11,100,000","10,800,000","4,134,000","30,167,000","0","20,858,000",,,,
			DuefromRelatedPartiesCurrent,,,"5,100,000","0","11,600,000","44,500,000","0","9,162,000",,,,,,,
			OtherReceivables,,,,,,,,"1,260,000","1,939,000",,,"40,854,000","99,133,128","32,099,163",
		Inventory,"390,000,000","380,000,000","385,200,000","349,200,000","289,900,000","329,600,000","526,600,000","528,070,000","636,221,000","247,172,000","274,838,000","148,424,000","249,243,198","161,432,793","154,275,818"
			RawMaterials,"195,000,000","182,000,000","190,800,000","173,600,000","139,600,000","132,800,000","221,500,000","210,134,000","197,534,000","113,453,000","131,889,000","73,040,000",,,
			WorkInProcess,"18,000,000","12,000,000","22,400,000","23,900,000","35,800,000","20,600,000","36,900,000","42,767,000","115,372,000","22,931,000","19,401,000","14,376,000",,,
			FinishedGoods,"177,000,000","186,000,000","172,000,000","151,700,000","114,500,000","176,200,000","268,200,000","275,169,000","323,315,000","110,788,000","123,548,000","61,008,000",,,
		PrepaidAssets,"67,000,000","76,000,000","33,700,000","68,400,000","105,400,000","174,700,000","82,500,000","54,486,000","117,509,000","28,616,000","26,141,000","37,583,000","14,185,531","18,524,017","14,709,309"
		RestrictedCash,,,,,,,,,,,"0","34,560,000",,,
		CurrentDeferredAssets,,,,,"0","6,300,000","27,800,000","57,423,000","0","43,351,000","21,505,000","25,365,000","78,264,910","18,888,660","31,059,748"
			CurrentDeferredTaxesAssets,,,,,"0","6,300,000","27,800,000","57,423,000","0","43,351,000","21,505,000","25,365,000","78,264,910","18,888,660","31,059,748"
