name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
		CurrentDebtAndCapitalLeaseObligation,"45,744,000","46,115,000","45,100,000","42,109,000","42,056,000","33,387,000","33,387,000","33,387,000","45,117,000","40,605,000","36,094,000","36,094,000","136,094,000","36,094,000","36,094,000","37,500,000","37,592,000","37,587,000","117,589,000","28,478,000","9,388,000","9,428,000","9,444,000","9,473,000","9,513,000","5,572,000","5,572,000","5,572,000","32,656,000","29,688,000","26,719,000","23,750,000",,,,"36,693,000","20,131,000","23,414,000","15,925,000","40,731,000","33,158,000","3,000,000","14,638,000","123,970,000","122,409,000","3,265,000","6,099,000","3,180,000","3,459,000","2,597,000","3,134,000","3,104,000","2,191,000",
			CurrentDebt,"33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","45,117,000","40,605,000","36,094,000","36,094,000","136,094,000","36,094,000","36,094,000","37,500,000","37,592,000","37,587,000","117,589,000","28,478,000","9,388,000","9,428,000","9,444,000","9,473,000","9,513,000","5,572,000","5,572,000","5,572,000","32,656,000","29,688,000","26,719,000","23,750,000",,,,"36,693,000","20,131,000","23,414,000","15,925,000","40,731,000","33,158,000","3,000,000","14,638,000","123,970,000","122,409,000","3,265,000","6,099,000","3,180,000","3,459,000","2,597,000","3,134,000","3,104,000","2,191,000",
				LineOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","4,000,000","4,000,000","7,350,000",,"7,840,000","9,399,000","3,000,000","0","0","3,875,000",,,,,,,,,
				OtherCurrentBorrowings,"33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","33,387,000","45,117,000","40,605,000",,,,,,,,,,,,,,,,,,,,,,,,,,"32,693,000","16,131,000","16,064,000",,"32,891,000","23,759,000",,"14,638,000","123,970,000","118,534,000",,,,,,,,,
			CurrentCapitalLeaseObligation,"12,357,000","12,728,000","11,713,000","8,722,000","8,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"4,176,000","4,720,000","4,720,000","4,720,000","4,720,000","5,414,000","5,935,000","6,456,000","6,977,000","8,618,000","8,618,000","8,575,000","8,590,000","1,123,000","1,499,000","1,432,000","1,378,000","1,370,000","10,747,000","10,768,000","10,568,000","10,568,000","7,397,000","7,397,000","7,397,000","7,397,000","1,413,000","1,397,000","1,397,000","1,413,000","1,943,000","2,011,000","1,138,000","1,138,000","1,138,000","1,366,000","1,561,000","1,273,000","3,424,000","3,208,000","2,675,000","2,500,000","2,349,000","12,605,000","12,322,000","12,400,000","3,430,000","1,494,000","1,494,000","1,999,000","2,027,000","1,659,000","1,422,000",
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,"0","9,417,000","9,438,000","9,430,000","9,430,000","6,259,000","6,259,000","6,259,000","6,259,000","275,000","259,000","259,000","275,000",,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"4,176,000","4,720,000","4,720,000","4,720,000","4,720,000","5,414,000","5,935,000","6,456,000","6,977,000","8,618,000","8,618,000","8,575,000","8,590,000","1,123,000","1,499,000","1,432,000","1,378,000","1,370,000","1,330,000","1,330,000","1,138,000","1,138,000","1,138,000","1,138,000","1,138,000","1,138,000","1,138,000","1,138,000","1,138,000","1,138,000","1,943,000","2,011,000","1,138,000","1,138,000","1,138,000","1,366,000","1,561,000","1,273,000","3,424,000","3,208,000","2,675,000","2,500,000","2,349,000","12,605,000","12,322,000","12,400,000","3,430,000","1,494,000","1,494,000","1,999,000","2,027,000","1,659,000","1,422,000",
		OtherCurrentLiabilities,"8,663,000","1,037,000","2,427,000","270,000","1,713,000","1,460,000","1,258,000","5,400,000","1,120,000","5,409,000",,,,,,,,,,,,,,,,"50,000,000","47,700,000","42,700,000","39,300,000",,,,,"7,320,000","7,225,000","7,130,000","8,202,000","4,128,000","14,315,000","6,719,000","6,954,000","6,000,000","7,000,000","6,000,000","14,000,000","21,000,000","21,000,000","31,000,000",,,,,"8,521,000","7,429,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,010,672,000","2,063,426,000","2,083,006,000","2,135,734,000","2,135,789,000","2,100,582,000","2,117,184,000","2,131,265,000","2,124,938,000","2,116,628,000","2,261,550,000","2,352,599,000","2,439,065,000","2,665,482,000","2,981,719,000","1,528,915,000","1,528,708,000","1,534,375,000","1,560,631,000","1,721,287,000","1,711,681,000","1,750,946,000","1,783,180,000","1,677,894,000","1,691,917,000","738,659,000","738,439,000","734,081,000","604,065,000","653,663,000","662,040,000","674,167,000","8,944,000","7,915,000","8,949,000","10,496,000","32,664,000","45,242,000","57,281,000","105,793,000","120,985,000","146,504,000","147,264,000","33,703,000","36,885,000","151,532,000","151,907,000","151,854,000","115,706,000","115,717,000","116,166,000","101,090,000","360,347,000","259,693,000"
		LongTermDebtAndCapitalLeaseObligation,"1,724,094,000","1,725,096,000","1,724,215,000","1,724,131,000","1,719,343,000","1,563,025,000","1,560,582,000","1,558,314,000","1,537,044,000","1,540,433,000","1,543,819,000","1,635,800,000","1,739,594,000","1,993,531,000","2,147,379,000","1,141,652,000","1,146,433,000","1,166,916,000","1,172,103,000","1,337,986,000","1,334,661,000","1,333,000,000","1,331,340,000","1,186,960,000","1,189,096,000","544,404,000","545,564,000","546,724,000","418,506,000","427,073,000","435,631,000","444,190,000",,,,,"20,569,000","24,629,000","32,694,000","79,818,000","91,107,000","115,363,000","114,845,000","10,658,000",,"113,614,000","113,704,000","113,367,000","75,116,000","74,862,000","74,622,000","74,429,000","74,283,000","73,629,000"
			LongTermDebt,"1,576,984,000","1,573,870,000","1,570,781,000","1,567,842,000","1,565,277,000","1,563,025,000","1,560,582,000","1,558,314,000","1,537,044,000","1,540,433,000","1,543,819,000","1,635,800,000","1,739,594,000","1,993,531,000","2,147,379,000","1,141,652,000","1,146,433,000","1,166,916,000","1,172,103,000","1,337,986,000","1,334,661,000","1,333,000,000","1,331,340,000","1,186,960,000","1,189,096,000","544,404,000","545,564,000","546,724,000","418,506,000","427,073,000","435,631,000","444,190,000",,,,,"20,569,000","24,629,000","32,694,000","79,818,000","91,107,000","115,363,000","114,845,000","10,658,000",,"113,614,000","113,704,000","113,367,000","75,116,000","74,862,000","74,622,000","74,429,000","74,283,000","73,629,000"
			LongTermCapitalLeaseObligation,"147,110,000","151,226,000","153,434,000","156,289,000","154,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"169,320,000","228,956,000","256,208,000","290,890,000","304,549,000","318,678,000","347,955,000","367,220,000","395,713,000","399,587,000","559,234,000","572,109,000","570,662,000","559,334,000","728,239,000","293,067,000","303,068,000","298,206,000","328,862,000","330,637,000","331,898,000","379,553,000","418,244,000","461,759,000","477,426,000","174,215,000","176,128,000","174,027,000","175,742,000","185,169,000","188,048,000","193,062,000","7,630,000","7,915,000","8,199,000","8,496,000","8,845,000","9,135,000","9,695,000","9,958,000","10,220,000","10,483,000","10,761,000","11,045,000","11,330,000",,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"165,095,000","224,095,000","250,167,000","283,669,000","296,148,000","309,097,000","337,021,000","354,932,000","382,072,000","383,472,000","540,964,000","551,639,000","548,038,000","556,733,000","725,358,000","289,906,000","299,627,000","294,485,000","325,216,000","326,707,000","327,683,000","375,054,000","413,460,000","456,611,000","471,993,000","168,497,000","170,127,000","167,744,000","169,176,000","178,393,000","180,919,000","185,706,000",,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"4,225,000","4,861,000","6,041,000","7,221,000","8,401,000","9,581,000","10,934,000","12,288,000","13,641,000","16,115,000","18,270,000","20,470,000","22,624,000","2,601,000","2,881,000","3,161,000","3,441,000","3,721,000","3,646,000","3,930,000","4,215,000","4,499,000","4,784,000","5,148,000","5,433,000","5,718,000","6,001,000","6,283,000","6,566,000","6,776,000","7,129,000","7,356,000","7,630,000","7,915,000","8,199,000","8,496,000","8,845,000","9,135,000","9,622,000","9,907,000","10,191,000","10,483,000","10,761,000","11,045,000","11,330,000",,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,174,000","12,954,000","272,035,000","169,786,000"
		RestrictedCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","12,492,000",,,,,,,,,
		OtherNonCurrentLiabilities,"117,258,000","109,374,000","102,583,000","120,713,000","111,897,000","218,879,000","208,647,000","205,731,000","192,181,000","176,608,000","158,497,000","144,690,000","128,809,000","112,617,000","106,101,000","94,196,000","79,207,000","69,253,000","59,666,000","52,664,000","45,122,000","38,393,000","33,596,000","29,175,000","25,395,000","20,040,000","16,747,000","13,330,000","9,817,000","41,421,000","38,361,000","36,915,000","1,314,000",,"750,000","2,000,000","3,250,000","11,478,000","14,892,000","16,017,000","19,658,000","20,658,000","21,658,000","12,000,000","13,063,000","37,918,000","38,203,000","38,487,000","40,590,000","40,855,000","28,370,000","13,707,000","14,029,000","16,278,000"
TotalEquityGrossMinorityInterest,"2,808,500,000","3,110,981,000","3,054,405,000","2,983,434,000","2,730,447,000","2,757,422,000","3,027,317,000","2,869,752,000","2,786,571,000","2,713,097,000","2,469,297,000","2,201,032,000","1,983,986,000","1,877,339,000","1,716,003,000","1,692,458,000","1,607,440,000","1,598,646,000","1,563,477,000","1,446,823,000","1,305,330,000","1,371,208,000","1,340,613,000","1,280,087,000","1,266,508,000","1,295,534,000","1,243,701,000","1,175,453,000","1,161,900,000","1,121,292,000","886,087,000","831,459,000","781,832,000","192,788,000","141,329,000","101,596,000","60,073,000","30,551,000","-16,301,000","-68,998,000","-72,830,000","-82,442,000","-88,898,000","-92,296,000","-92,878,000","-38,179,000","-35,619,000","12,442,000","54,992,000","111,690,000","129,077,000","75,815,000","-176,296,000","-118,248,000"
	StockholdersEquity,"2,808,500,000","3,110,981,000","3,054,405,000","2,983,434,000","2,730,447,000","2,757,422,000","3,027,317,000","2,869,752,000","2,786,571,000","2,713,097,000","2,469,297,000","2,201,032,000","1,983,986,000","1,877,339,000","1,716,003,000","1,692,458,000","1,607,440,000","1,598,646,000","1,563,463,000","1,446,768,000","1,305,276,000","1,371,144,000","1,340,523,000","1,279,691,000","1,248,893,000","1,295,534,000","1,243,701,000","1,175,453,000","1,161,900,000","1,121,292,000","886,087,000","831,459,000","781,832,000","192,788,000","141,329,000","101,596,000","60,073,000","30,551,000","-16,301,000","-68,998,000","-72,830,000","-82,442,000","-88,898,000","-92,296,000","-92,878,000","-38,179,000","-35,619,000","12,442,000","54,992,000","111,690,000","129,077,000","75,815,000","-176,296,000","-118,248,000"
		CapitalStock,"61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","6,000","6,000","6,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","2,000","2,000","2,000","2,000","0","2,000","0",
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,"0",,,,"0",,,,,,,,,
			CommonStock,"61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","61,000","6,000","6,000","6,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","2,000","2,000","2,000","2,000","0","2,000","0",
		AdditionalPaidInCapital,"2,294,946,000","2,266,498,000","2,209,628,000","2,171,930,000","2,131,210,000","2,114,102,000","2,078,504,000","2,037,563,000","1,956,228,000","1,935,958,000","1,900,100,000","1,721,056,000","1,682,246,000","1,665,704,000","1,635,903,000","1,617,541,000","1,587,222,000","1,563,371,000","1,534,503,000","1,512,921,000","1,488,733,000","1,458,476,000","1,432,261,000","1,273,630,000","1,252,058,000","1,220,788,000","1,201,692,000","1,185,436,000","1,169,104,000","1,151,481,000","1,133,542,000","1,126,371,000","1,103,498,000","542,697,000","528,682,000","521,429,000","513,108,000","505,413,000","496,263,000","437,179,000","434,811,000","430,852,000","422,724,000","421,497,000","407,923,000","405,689,000","379,437,000","375,607,000","371,440,000","368,136,000","366,165,000","273,040,000","1,335,000",
		RetainedEarnings,"770,929,000","1,067,815,000","1,104,158,000","1,021,879,000","819,850,000","841,050,000","1,128,218,000","1,000,356,000","929,050,000","917,956,000","728,123,000","690,164,000","601,522,000","528,907,000","315,415,000","324,844,000","242,441,000","302,686,000","260,176,000","181,828,000","95,066,000","34,704,000","-34,666,000","-53,946,000","-74,118,000","18,532,000","-2,674,000","-29,264,000","-17,871,000","-61,296,000","-261,847,000","-295,056,000","-322,201,000","-349,882,000","-387,355,000","-419,837,000","-453,039,000","-474,866,000","-512,568,000","-506,180,000","-507,644,000","-513,297,000","-511,625,000","-513,796,000","-500,808,000","-443,868,000","-415,058,000","-363,179,000","-316,469,000","-256,449,000","-237,090,000","-197,227,000","-177,643,000","-118,252,000"
		GainsLossesNotAffectingRetainedEarnings,"-257,436,000","-223,393,000","-259,442,000","-210,436,000","-220,674,000","-197,791,000","-179,466,000","-168,228,000","-98,768,000","-140,878,000","-158,987,000","-210,249,000","-299,843,000","-317,333,000","-235,376,000","-249,988,000","-222,284,000","-267,472,000","-231,277,000","-248,042,000","-278,584,000","-122,097,000","-57,133,000","59,946,000","70,892,000","56,153,000","44,622,000","19,220,000","10,606,000","31,046,000","13,860,000","-388,000","3,000","-31,000","-2,000",,,,,,"0","0","0","0","4,000","-3,000",,"12,000","19,000","1,000",,,"12,000","4,000"
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000",,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"526,000","526,000","526,000",,,,,,,,,,,,,,,,,,"2,000",,,
	MinorityInterest,,,,,,,,,,,,,,,,,,"0","14,000","55,000","54,000","64,000","90,000","396,000","17,615,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"4,385,484,000","4,684,851,000","4,625,186,000","4,551,276,000","4,295,724,000","4,320,447,000","4,587,899,000","4,428,066,000","4,323,615,000","4,253,530,000","4,013,116,000","3,836,832,000","3,723,580,000","3,870,870,000","3,863,382,000","2,834,110,000","2,753,873,000","2,765,562,000","2,735,566,000","2,784,754,000","2,639,937,000","2,704,144,000","2,671,863,000","2,466,651,000","2,437,989,000","1,839,938,000","1,789,265,000","1,722,177,000","1,580,406,000","1,548,365,000","1,321,718,000","1,275,649,000","781,832,000","192,788,000","141,329,000","101,596,000","80,642,000","55,180,000","16,393,000","10,820,000","18,277,000","32,921,000","25,947,000","-81,638,000","-92,878,000","75,435,000","78,085,000","125,809,000","130,108,000","186,552,000","203,699,000","150,244,000","-102,013,000","-44,619,000"
CommonStockEquity,"2,808,500,000","3,110,981,000","3,054,405,000","2,983,434,000","2,730,447,000","2,757,422,000","3,027,317,000","2,869,752,000","2,786,571,000","2,713,097,000","2,469,297,000","2,201,032,000","1,983,986,000","1,877,339,000","1,716,003,000","1,692,458,000","1,607,440,000","1,598,646,000","1,563,463,000","1,446,768,000","1,305,276,000","1,371,144,000","1,340,523,000","1,279,691,000","1,248,893,000","1,295,534,000","1,243,701,000","1,175,453,000","1,161,900,000","1,121,292,000","886,087,000","831,459,000","781,832,000","192,788,000","141,329,000","101,596,000","60,073,000","30,551,000","-16,301,000","-68,998,000","-72,830,000","-82,442,000","-88,898,000","-92,296,000","-92,878,000","-38,179,000","-35,619,000","12,442,000","54,992,000","111,690,000","129,077,000","75,815,000","-176,296,000","-118,248,000"
CapitalLeaseObligations,"159,467,000","163,954,000","165,147,000","165,011,000","162,735,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-339,384,000","-250,014,000","-445,350,000","-629,497,000","-868,918,000","-901,542,000","-692,386,000","-909,018,000","-1,127,084,000","-1,213,567,000","-1,491,166,000","-1,758,361,000","-1,914,084,000","-2,028,472,000","-2,322,429,000","-270,148,000","-411,711,000","-244,099,000","-376,343,000","-500,202,000","-633,502,000","-769,004,000","-934,489,000","-1,160,627,000","-1,270,731,000","32,682,000","-26,846,000","-86,537,000","-109,458,000","-191,260,000","-428,524,000","-542,186,000","216,023,000","139,990,000","86,669,000","45,074,000","1,689,000","-29,695,000","-80,271,000","-135,013,000","-140,901,000","-152,570,000","-161,083,000","-166,303,000","-163,617,000","-142,055,000","-144,906,000","-100,690,000","-19,261,000","14,813,000","29,912,000","-25,637,000","-283,649,000","-235,871,000"
WorkingCapital,"1,121,514,000","1,265,778,000","1,130,117,000","1,000,573,000","891,618,000","888,518,000","1,123,102,000","958,981,000","750,702,000","674,330,000","562,767,000","412,111,000","360,080,000","490,663,000","511,370,000","1,004,169,000","871,787,000","1,031,025,000","974,751,000","1,019,746,000","882,353,000","799,044,000","654,777,000","347,144,000","279,311,000","660,589,000","606,708,000","549,830,000","403,647,000","360,034,000","206,440,000","108,124,000","222,556,000","146,261,000","94,605,000","54,771,000","33,399,000","14,522,000","-24,201,000","-31,169,000","-22,287,000","-8,966,000","-17,483,000","-134,986,000","-129,492,000","3,264,000","-107,000","44,523,000","79,235,000","113,618,000","129,528,000","58,261,000","61,043,000","8,048,000"
InvestedCapital,"4,418,871,000","4,718,238,000","4,658,573,000","4,584,663,000","4,329,111,000","4,353,834,000","4,621,286,000","4,461,453,000","4,368,732,000","4,294,135,000","4,049,210,000","3,872,926,000","3,859,674,000","3,906,964,000","3,899,476,000","2,871,610,000","2,791,465,000","2,803,149,000","2,853,155,000","2,813,232,000","2,649,325,000","2,713,572,000","2,681,307,000","2,476,124,000","2,447,502,000","1,845,510,000","1,794,837,000","1,727,749,000","1,613,062,000","1,578,053,000","1,348,437,000","1,299,399,000","781,832,000","192,788,000","141,329,000","138,289,000","100,773,000","78,594,000","32,318,000","51,551,000","51,435,000","35,921,000","40,585,000","42,332,000","29,531,000","78,700,000","84,184,000","128,989,000","133,567,000","189,149,000","206,833,000","153,348,000","-99,822,000","-44,619,000"
TangibleBookValue,"-339,384,000","-250,014,000","-445,350,000","-629,497,000","-868,918,000","-901,542,000","-692,386,000","-909,018,000","-1,127,084,000","-1,213,567,000","-1,491,166,000","-1,758,361,000","-1,914,084,000","-2,028,472,000","-2,322,429,000","-270,148,000","-411,711,000","-244,099,000","-376,343,000","-500,202,000","-633,502,000","-769,004,000","-934,489,000","-1,160,627,000","-1,270,731,000","32,682,000","-26,846,000","-86,537,000","-109,458,000","-191,260,000","-428,524,000","-542,186,000","216,023,000","139,990,000","86,669,000","45,074,000","1,689,000","-29,695,000","-80,271,000","-135,013,000","-140,901,000","-152,570,000","-161,083,000","-166,303,000","-163,617,000","-142,055,000","-144,906,000","-100,690,000","-19,261,000","14,813,000","29,912,000","-25,637,000","-283,649,000","-235,871,000"
TotalDebt,"1,769,838,000","1,771,211,000","1,769,315,000","1,766,240,000","1,761,399,000","1,596,412,000","1,593,969,000","1,591,701,000","1,582,161,000","1,581,038,000","1,579,913,000","1,671,894,000","1,875,688,000","2,029,625,000","2,183,473,000","1,179,152,000","1,184,025,000","1,204,503,000","1,289,692,000","1,366,464,000","1,344,049,000","1,342,428,000","1,340,784,000","1,196,433,000","1,198,609,000","549,976,000","551,136,000","552,296,000","451,162,000","456,761,000","462,350,000","467,940,000",,,,"36,693,000","40,700,000","48,043,000","48,619,000","120,549,000","124,265,000","118,363,000","129,483,000","134,628,000","122,409,000","116,879,000","119,803,000","116,547,000","78,575,000","77,459,000","77,756,000","77,533,000","76,474,000","73,629,000"
NetDebt,"908,769,000","969,913,000","808,993,000","963,490,000","1,051,198,000","1,286,790,000","1,094,951,000","1,106,620,000","1,128,992,000","1,195,003,000","1,327,298,000","1,432,681,000","1,528,693,000","1,663,662,000","1,816,906,000","311,186,000","204,245,000","215,718,000","290,833,000","444,821,000","561,446,000","658,386,000","765,744,000","928,178,000","952,735,000",,,"47,989,000","651,000","69,565,000","272,557,000","313,397,000",,,,,,"3,249,000","39,045,000","101,551,000","108,670,000","106,133,000","113,711,000","117,613,000","97,506,000","66,972,000","68,601,000","15,776,000",,,,"9,866,000",,"53,015,000"
ShareIssued,"55,368,000","56,140,000","56,619,000","56,626,000","56,903,000","57,504,000","59,988,602","59,988,602","59,988,602","59,898,000","59,988,162","59,988,162","59,988,162","59,820,000","60,492,763","60,492,763","60,492,763","61,305,000","61,031,694","61,031,694","61,031,694","60,643,000","59,499,197","59,499,197","59,499,197","57,854,000","58,840,354","58,840,354","58,840,354","58,014,000","57,888,180","56,977,061","56,614,232","42,468,000","40,671,360","40,671,360","40,671,360","39,959,255","39,959,255","31,538,547","31,255,274","30,988,262","28,925,352","28,925,352","28,925,117","28,775,217","28,747,953","24,622,636","24,620,829","24,550,554","24,550,554","24,550,554","24,550,554","24,550,554"
OrdinarySharesNumber,"55,368,000","56,140,000","56,619,000","56,626,000","56,903,000","57,504,000","59,988,602","59,988,602","59,988,602","59,898,000","59,988,162","59,988,162","59,988,162","59,820,000","60,492,763","60,492,763","60,492,763","61,305,000","61,031,694","61,031,694","61,031,694","60,643,000","59,499,197","59,499,197","59,499,197","57,854,000","58,840,354","58,840,354","58,840,354","58,014,000","57,888,180","56,977,061","56,614,232","42,468,000","40,671,360","40,671,360","40,671,360","39,959,255","39,959,255","31,538,547","31,255,274","30,988,262","28,925,352","28,925,352","28,925,117","28,775,217","28,747,953","24,622,636","24,620,829","24,550,554","24,550,554","24,550,554","24,550,554","24,550,554"
