name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalAssets,"4,684,151,000","4,268,094,000","4,296,236,000","4,218,644,000","4,643,762,000","4,663,655,000","4,767,608,000","4,416,431,000","3,871,583,000","3,372,836,000","3,203,134,000","2,567,215,000","1,986,319,000","1,871,202,000","1,640,568,000","1,361,372,000","1,363,476,000","1,322,294,000","1,413,428,000","1,415,792,000","1,426,095,000","1,409,500,000","1,209,400,000","1,184,200,000","924,500,000","680,100,000"
	CurrentAssets,"2,682,166,000","2,399,596,000","2,466,261,000","2,335,066,000","2,696,845,000","2,511,818,000","2,455,049,000","2,246,734,000","1,956,413,000","1,695,263,000","1,745,131,000","1,339,414,000","903,954,000","845,875,000","742,783,000","575,450,000","534,470,000","486,555,000","542,237,000","512,052,000","528,256,000","511,100,000","459,900,000","599,900,000","507,300,000","375,300,000"
		CashCashEquivalentsAndShortTermInvestments,"1,074,219,000","847,856,000","991,379,000","798,829,000","1,144,526,000","1,008,008,000","908,505,000","568,514,000","614,253,000","600,830,000","545,437,000","323,920,000","164,212,000","183,943,000","145,576,000","66,753,000","67,083,000","64,047,000","135,686,000","47,615,000","44,848,000","60,700,000","72,500,000","152,800,000","125,500,000","71,600,000"
			CashAndCashEquivalents,"588,530,000","556,066,000","630,438,000","514,669,000","527,259,000","354,566,000","476,622,000","324,353,000","444,992,000","524,652,000","545,437,000","158,231,000","164,212,000","183,943,000","13,273,000","66,753,000","15,251,000","19,729,000","121,536,000","32,725,000","29,502,000","60,700,000","72,500,000","152,800,000","125,500,000","71,600,000"
				CashFinancial,"112,198,000","102,483,000","51,727,000","81,600,000","41,106,000","29,492,000","33,415,000","42,464,000",,,,"21,618,000",,,,,,,,,,,,,,
				CashEquivalents,"476,332,000","453,583,000","578,711,000","433,069,000","486,153,000","325,074,000","443,207,000","281,889,000",,,,"136,613,000",,,,,,,,,,,,,,
			OtherShortTermInvestments,"485,689,000","291,790,000","360,941,000","284,160,000","617,267,000","653,442,000","431,883,000","244,161,000","169,261,000","76,178,000",,"165,689,000",,,"132,303,000",,"51,832,000","44,318,000","14,150,000","14,890,000","15,346,000",,,,,
		Receivables,"571,639,000","593,137,000","543,695,000","516,577,000","492,544,000","543,436,000","533,472,000","649,384,000","533,966,000","444,890,000","463,382,000","422,892,000","323,057,000","280,733,000","222,032,000","204,212,000","183,012,000","152,521,000","164,510,000","202,423,000","233,035,000","184,000,000","179,200,000","146,500,000","145,100,000","126,300,000"
			AccountsReceivable,"428,810,000","473,704,000","471,453,000","427,098,000","379,497,000","456,737,000","442,177,000","608,934,000","529,201,000","412,117,000","394,479,000","385,811,000","224,444,000","247,903,000","155,836,000","195,869,000","175,539,000","138,909,000","155,488,000","202,423,000",,,,,,
				GrossAccountsReceivable,"429,166,000","473,704,000","471,453,000","427,098,000","394,432,000","456,737,000","442,177,000","608,934,000",,,,,,,,,,,,,,,,,,
