name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
	DepreciationAmortizationDepletionIncomeStatement,"131,928,000","30,880,000","35,422,000",,,"33,345,000","11,591,000",,,"37,298,000","47,492,000",,,,"12,630,000",,,,"12,662,000",,,"12,254,000","11,213,000",,,"13,302,000",,,,"12,282,000",,,,"13,686,000",,,,"17,007,000",,,,"16,675,000",,,,,,,,"18,613,000",,,,,"8,596,000",,,,,,"5,796,000",
		DepreciationAndAmortizationInIncomeStatement,"131,928,000","30,880,000","35,422,000",,,"33,345,000","11,591,000",,,"37,298,000","47,492,000",,,,"12,630,000",,,,"12,662,000",,,"12,254,000","11,213,000",,,"13,302,000",,,,"12,282,000",,,,"13,686,000",,,,"17,007,000",,,,"16,675,000",,,,,,,,"18,613,000",,,,,"8,596,000",,,,,,"5,796,000",
			DepreciationIncomeStatement,"15,894,000","4,057,000","4,084,000",,,"4,214,000","3,718,000",,,"2,870,000","3,200,000",,,,"3,197,000",,,,"3,468,000",,,"3,459,000","-68,000",,,"4,071,000",,,,"3,124,000",,,,"3,600,000",,,,"3,538,000",,,,"4,272,000",,,,,,,,"2,941,000",,,,,"7,057,000",,,,,,"5,340,000",
			Amortization,"116,034,000","26,823,000","31,338,000",,,"29,131,000","7,873,000",,,"34,428,000","44,292,000",,,,"9,433,000",,,,"9,194,000",,,"8,795,000","11,281,000",,,"9,231,000",,,,"9,158,000",,,,"10,086,000",,,,"13,469,000",,,,"12,403,000",,,,,,,,"15,672,000",,,,,"1,539,000",,,,,,"456,000",
				AmortizationOfIntangiblesIncomeStatement,"116,034,000","26,823,000","31,338,000",,,"29,131,000","7,873,000",,,"34,428,000","44,292,000",,,,"9,433,000",,,,"9,194,000",,,"8,795,000","11,281,000",,,"9,231,000",,,,"9,158,000",,,,"10,086,000",,,,"13,469,000",,,,"12,403,000",,,,,,,,"15,672,000",,,,,"1,539,000",,,,,,"456,000",
	ProvisionForDoubtfulAccounts,"-73,000","204,000","42,000",,,"-16,000","576,000",,,"291,000","711,000",,,,"-307,000",,,,"57,000",,,"-353,000","403,000",,,"660,000",,,,"-128,000",,,,"509,000",,,,,,,,"-182,000",,,,,,,,,,,,,,,,,,,,
	OtherTaxes,"103,679,000","22,008,000","30,948,000",,,"22,407,000","36,747,000",,,"27,105,000","30,582,000",,,,"18,971,000",,,,"32,644,000",,,"32,861,000","34,510,000",,,"31,731,000",,,,"31,591,000",,,,"26,880,000",,,,"29,992,000",,,,"18,714,000",,,,,,,,"25,087,000",,,,,"12,268,000",,,,,,"2,119,000",
	OtherOperatingExpenses,"-12,499,000","3,611,000","-8,362,000","-7,258,000","-352,000","-5,558,000","-8,579,000","-4,833,000","5,584,000","-5,767,000","-5,065,000","1,476,000","12,609,000","7,220,000","10,841,000","-2,817,000","-420,000","2,321,000","-134,000","-4,032,000","-1,548,000","-3,740,000","-3,481,000","-62,104,000","-3,595,000","-2,571,000","-214,000","-11,300,000","-11,100,000","-338,000","19,700,000",,"-826,000","387,000","-5,709,000","1,700,000","17,207,000","1,907,000","6,693,000","-8,587,000","256,000","2,590,000","-32,055,000","24,000","700,000","20,400,000","15,331,000","3,773,000","-1,468,000","-11,024,000","-6,220,000","-15,511,000",,"-5,561,000",,"204,000","-1,057,000","-1,819,000",,,"98,076,000",
OperatingIncome,"692,957,000","135,676,000","97,629,000","224,369,000","238,251,000","307,284,000","407,344,000","689,296,000","650,348,000","523,071,000","349,966,000","349,845,000","392,822,000","364,151,000","246,700,000","399,148,000","293,514,000","202,356,000","191,622,000","140,502,000","103,069,000","204,146,000","191,280,000","314,544,000","231,348,000","318,989,000","295,623,000","266,000,000","275,900,000","271,806,000","130,451,000","248,871,000","257,577,000","283,187,000","277,688,000","352,000,000","348,645,000","291,024,000","133,684,000","267,567,000","359,187,000","293,499,000","243,101,000","158,878,000","-52,100,000","-26,483,000","158,833,000","524,882,000","610,357,000","434,855,000","291,748,000","432,561,000","450,626,000","415,416,000","259,159,000","508,205,000","476,680,000","392,524,000","-1,745,602,000","1,309,918,000","270,273,000","913,923,000"
NetNonOperatingInterestIncomeExpense,"16,305,000","-20,540,000","8,182,000","-32,100,000","-5,490,000","12,078,000","68,994,000","-112,580,000","-149,193,000","-23,102,000","-39,540,000","-28,826,000","-67,073,000","-17,572,000","-21,373,000","-12,197,000","-186,000","-10,255,000","-16,028,000","-19,919,000","-20,198,000","-22,585,000","-27,246,000","-22,584,000","-31,189,000","-22,620,000","-18,359,000","-25,800,000","-38,600,000","-32,738,000","-19,930,000","-31,780,000","-37,710,000","-28,104,000","-25,933,000","-21,100,000","-8,734,000","-4,969,000","-4,223,000","3,980,000","3,195,000","12,438,000","25,202,000","18,422,000","254,100,000","-187,615,000",,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"31,136,000","7,948,000","7,907,000","8,890,000","6,647,000","5,889,000","6,095,000","5,035,000","5,468,000","5,136,000","5,062,000","5,251,000","4,500,000","4,595,000","3,650,000","3,363,000","4,097,000","3,019,000","2,057,000","1,939,000","1,858,000","2,127,000","-1,581,000","3,124,000","2,283,000","3,859,000","4,347,000","3,000,000","2,900,000","3,684,000","4,319,000","3,418,000","2,678,000","8,811,000","6,079,000","7,200,000","16,319,000","10,417,000","13,497,000","21,848,000","21,656,000","31,358,000","45,587,000","44,011,000","286,200,000","5,096,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"84,815,000","16,293,000","22,031,000","25,353,000","21,667,000","19,769,000","36,641,000","36,701,000","33,294,000","33,782,000","39,865,000","29,235,000","24,101,000","21,382,000","26,675,000","28,746,000","23,870,000","12,008,000","17,006,000","23,413,000","24,445,000","23,541,000","27,426,000","34,228,000","29,439,000","23,379,000","26,854,000","29,600,000","30,400,000","33,370,000","31,938,000","35,198,000","40,388,000","36,915,000","32,012,000","28,300,000","25,053,000","15,386,000","17,720,000","17,868,000","18,461,000","18,920,000","20,385,000","25,589,000","32,100,000","192,711,000",,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"-69,984,000","12,195,000","-22,306,000","15,637,000","-9,530,000","-25,958,000","-99,540,000","80,914,000","121,367,000","-5,544,000","4,737,000","4,842,000","47,472,000","785,000","-1,652,000","-13,186,000","-19,587,000","1,266,000","1,079,000","-1,555,000","-2,389,000","1,171,000","-1,761,000","-8,520,000","4,033,000","3,100,000","-4,148,000","-800,000","11,100,000","3,052,000","-7,689,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"69,988,000","132,781,000","-20,969,000","1,872,000","20,329,000","-24,072,000","44,207,000","22,594,000","12,366,000","-36,656,000","26,294,000","15,535,000","15,163,000","-956,000","24,229,000","783,000","4,884,000","-9,146,000","-250,919,000","-48,802,000","-1,055,000","-115,914,000","-709,140,000","-8,999,000","-394,000","935,000","-16,525,000","-900,000","-10,300,000","-23,899,000","-330,658,000","-2,655,000","-8,844,000","13,624,000","-45,373,000","-292,100,000","24,610,000","69,896,000","25,996,000","29,610,000","-34,818,000","-223,000","40,963,000","-44,641,000","100,000","541,000","-642,645,000","-160,682,000","117,401,000","-44,479,000","-61,161,000","-117,582,000","-88,446,000","-71,564,000","-56,579,000","4,563,000","1,964,000","-98,316,000",,,"143,924,000",
	GainOnSaleOfSecurity,"17,813,000","126,695,000","-44,857,000",,,"-38,950,000","-3,622,000",,,"-56,639,000","10,287,000",,,"-22,366,000","17,714,000",,,"-11,588,000","-37,486,000",,,"16,786,000","35,904,000",,,"-1,715,000",,,,"-8,015,000","14,635,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"52,175,000","6,086,000","23,888,000","1,872,000","20,329,000","14,878,000","47,829,000","22,594,000","12,366,000","19,983,000","16,007,000","15,535,000","15,163,000","21,410,000","6,515,000","783,000","4,884,000","2,442,000","-213,433,000","-48,802,000","-1,055,000","-132,700,000","-745,044,000","-8,999,000","-394,000","2,650,000","-4,509,000","-900,000","-10,300,000","-15,884,000","-337,500,000",,,"1,423,000","1,193,000","-400,000","313,000","140,000","2,501,000","71,000","-661,000","-223,000","182,000","270,000",,,"1,081,000","-120,000","445,000","295,000","-3,653,000","-2,021,000","-388,000","-1,003,000","689,000","4,767,000","907,000","-1,828,000",,,"9,562,000",
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,655,000","-8,844,000","12,201,000","-46,566,000","-291,700,000","24,297,000","69,756,000","23,495,000","29,539,000","-34,157,000",,"40,781,000","-44,911,000","100,000","541,000","-643,726,000","-160,562,000","116,956,000","-44,774,000","-57,508,000","-115,561,000","-88,058,000","-70,561,000","-57,268,000","-204,000","1,057,000","-96,488,000",,,"134,362,000",
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","541,000",,,,,,,,,,,,,,,,
PretaxIncome,"779,250,000","247,917,000","84,842,000","194,141,000","253,090,000","295,290,000","520,545,000","599,310,000","513,521,000","463,313,000","336,720,000","336,554,000","340,912,000","345,623,000","249,556,000","387,734,000","298,212,000","182,955,000","-75,325,000","71,781,000","81,816,000","65,647,000","-545,106,000","282,961,000","199,765,000","297,304,000","260,639,000","239,300,000","227,200,000","215,169,000","-243,556,000","212,432,000","206,531,000","268,707,000","206,582,000","38,800,000","364,521,000","355,951,000","155,457,000","301,157,000","327,564,000","401,949,000","309,266,000","132,659,000","202,000,000","-213,557,000","-502,983,000","341,097,000","708,213,000","351,688,000","189,993,000","267,534,000","363,302,000","332,160,000","196,000,000","425,781,000","369,375,000","267,166,000",,,"416,829,000",
TaxProvision,"393,517,000","267,282,000","-2,002,000","83,504,000","47,350,000","70,362,000","69,183,000","75,950,000","175,742,000","41,218,000","138,702,000","103,823,000","59,123,000","35,234,000","104,795,000","123,401,000","123,959,000","59,373,000","51,193,000","31,767,000","31,324,000","87,808,000","87,787,000","122,790,000","19,448,000","109,080,000","89,526,000","103,300,000","92,800,000","63,750,000","31,448,000","65,882,000","81,415,000","78,214,000","70,174,000","15,400,000","117,625,000","112,796,000","52,608,000","100,321,000","96,896,000","156,832,000","114,467,000","28,002,000","45,400,000","-96,539,000","-148,550,000","91,105,000","209,333,000","-30,510,000","-19,776,000","53,535,000","48,349,000","80,532,000","37,762,000","71,747,000","80,194,000","72,653,000",,,"52,859,000",
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,492,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"334,457,000","-11,582,000","66,660,000","94,502,000","181,122,000","218,222,000","369,293,000","488,527,000","326,570,000","366,724,000","180,241,000","194,938,000","249,705,000","261,335,000","118,419,000","228,854,000","153,982,000","94,389,000","-126,174,000","24,822,000","41,024,000","-42,787,000","-589,553,000","111,694,000","129,112,000","149,996,000","125,625,000","97,800,000","102,700,000","129,265,000","-253,781,000","122,640,000","110,793,000","159,583,000","104,741,000","6,400,000","197,716,000","204,690,000","77,507,000","151,684,000","187,647,000","205,238,000","159,284,000","88,480,000","562,800,000","-117,018,000","-333,993,000","211,653,000","415,634,000","422,125,000","165,612,000","159,819,000","236,928,000","222,133,000","140,402,000","257,378,000","232,601,000","194,513,000","-70,805,000","297,602,000","238,805,000","238,805,000"
	NetIncome,"334,457,000","-11,582,000","66,660,000","94,502,000","181,122,000","218,222,000","369,293,000","488,527,000","326,570,000","366,724,000","180,241,000","194,938,000","249,705,000","261,335,000","118,419,000","228,854,000","153,982,000","94,389,000","-126,174,000","24,822,000","41,024,000","-42,787,000","-589,553,000","111,694,000","129,112,000","149,996,000","125,625,000","97,800,000","102,700,000","129,265,000","-253,781,000","122,640,000","110,793,000","159,583,000","104,741,000","6,400,000","197,716,000","204,690,000","77,507,000","151,684,000","187,647,000","205,238,000","159,284,000","88,480,000","584,700,000","-117,018,000","-333,993,000","211,653,000","415,634,000","422,125,000","165,612,000","159,819,000","236,928,000","222,133,000","140,402,000","257,378,000","232,601,000","194,513,000","-70,805,000","297,602,000","238,805,000","238,805,000"
		NetIncomeIncludingNoncontrollingInterests,"385,733,000","-19,365,000","86,844,000","110,637,000","205,741,000","224,928,000","451,362,000","523,360,000","337,779,000","422,095,000","198,018,000","232,731,000","281,789,000","310,389,000","144,761,000","264,333,000","174,253,000","123,582,000","-126,518,000","40,014,000","50,492,000","-22,161,000","-632,893,000","160,171,000","180,317,000","188,224,000","171,013,000","136,000,000","134,400,000","151,419,000","-275,005,000","146,550,000","125,116,000","190,493,000","136,408,000","23,400,000","246,896,000","243,155,000","102,849,000","200,836,000","230,668,000","245,117,000","194,799,000","104,657,000","606,600,000","-117,018,000","-354,433,000","247,150,000","498,880,000","483,567,000","220,587,000","213,999,000","314,953,000","251,628,000","158,238,000","354,034,000","289,181,000","194,513,000","297,602,000","297,602,000","363,971,000","238,805,000"
			NetIncomeContinuousOperations,"385,733,000","-19,365,000","86,844,000","110,637,000","205,741,000","224,928,000","451,362,000","523,360,000","337,779,000","422,095,000","198,018,000","232,731,000","281,789,000","310,389,000","144,761,000","264,333,000","174,253,000","123,582,000","-126,518,000","40,014,000","50,492,000","-22,161,000","-632,893,000","160,171,000","180,317,000","188,224,000","171,013,000","136,000,000","134,400,000","151,419,000","-275,005,000","146,550,000","125,116,000","190,493,000","136,408,000","23,400,000","246,896,000","243,155,000","102,849,000","200,836,000","230,668,000","245,117,000","194,799,000","104,657,000","178,600,000","-117,018,000","-174,247,000","214,495,000","415,634,000","320,756,000","154,794,000","159,819,000","236,928,000","222,133,000","140,402,000","257,378,000","232,601,000","194,513,000","-70,805,000","297,602,000","238,805,000","238,805,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","428,000,000","0","0","-2,842,000",,"101,369,000",,,,,,,,,,,,
		MinorityInterests,"-51,276,000","7,783,000","-20,184,000","-16,135,000","-24,619,000","-6,706,000","-82,069,000","-34,833,000","-11,209,000","-55,371,000","-17,777,000","-37,793,000","-32,084,000","-49,054,000","-26,342,000","-35,479,000","-20,271,000","-29,193,000","344,000","-15,192,000","-9,468,000","-20,626,000","43,340,000","-48,477,000","-51,205,000","-38,228,000","-45,488,000","-38,200,000","-31,700,000","-22,154,000","21,224,000","-23,910,000","-14,323,000","-30,910,000","-31,667,000","-17,000,000","-49,180,000","-38,465,000","-25,342,000","-49,152,000","-43,021,000","-39,879,000","-35,515,000","-16,177,000","-21,900,000",,"20,440,000","-35,497,000","-83,246,000","-61,442,000","-54,975,000","-54,180,000","-78,025,000","-29,495,000","-17,836,000","-96,656,000","-56,580,000",,,,"-125,166,000",
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,900,000",,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"334,457,000","-11,582,000","66,660,000","94,502,000","181,122,000","218,222,000","369,293,000","488,527,000","326,570,000","366,724,000","180,241,000","194,938,000","249,705,000","261,335,000","118,419,000","228,854,000","153,982,000","94,389,000","-126,174,000","24,822,000","41,024,000","-42,787,000","-589,553,000","111,694,000","129,112,000","149,996,000","125,625,000","97,800,000","102,700,000","129,265,000","-253,781,000","122,640,000","110,793,000","159,583,000","104,741,000","6,400,000","197,716,000","204,690,000","77,507,000","151,684,000","187,647,000","205,238,000","159,284,000","88,480,000","562,800,000","-117,018,000","-333,993,000","211,653,000","415,634,000","422,125,000","165,612,000","159,819,000","236,928,000","222,133,000","140,402,000","257,378,000","232,601,000","194,513,000","-70,805,000","297,602,000","238,805,000","238,805,000"
BasicEPS,,"-0.1",,"0.5","0.9","1.1","1.786","2.5","1.7","1.9",,"1","1.3","1.3","0.603","1.2","0.8","0.5","-0.63","0.1","0.2","-0.2","0.314","0.6","0.7","0.8","0.64","0.488","0.512","0.7","-1.266","0.6","0.6","0.8",,"0.03","1","1",,"0.8","0.9","1",,"0.4","2.81","-0.5",,"1.1","2.1","2.1",,"0.8","1.2","1.1",,"0.13","1.2","1",,"0.85","2.05","2.05"
DilutedEPS,,"-0.1",,"0.5","0.9","1.1","1.786","2.5","1.7","1.9",,"1","1.3","1.3","0.603","1.2","0.8","0.5","-0.63","0.1","0.2","-0.2","0.314","0.6","0.7","0.8","0.64","0.488","0.512","0.7","-1.266","0.6","0.6","0.8",,"0.03","1","1",,"0.8","0.9","1",,"0.4","2.81","-0.5",,"1.1","2.1","2.1",,"0.8","1.2","1.1",,"0.13","1.2","1",,"0.85","2.05","2.05"
BasicAverageShares,,"196,307,678",,"196,307,678","196,307,678","196,307,678","196,307,678","196,307,678","196,307,678","196,307,678",,"196,307,678","196,307,678","196,307,678","196,307,677","196,307,678","196,307,678","196,307,678","200,474,344","196,307,678","196,307,678","196,307,678","196,307,677","196,307,678","196,307,678","196,307,678","196,307,677","200,474,344","200,474,344","196,307,678","200,474,344","196,307,678","196,307,678","196,307,678",,"196,307,678","196,307,678","198,437,307",,"200,474,344","200,474,344","200,474,344",,"200,474,344","200,474,344","200,474,344",,"200,474,344","200,474,344","200,474,344",,"200,474,344","200,474,344","200,474,344",,"2,004,743,442","200,474,344","172,932,912",,"350,120,000","116,894,363","116,490,244"
DilutedAverageShares,,"196,307,678",,"196,307,678","196,307,678","196,307,678","196,307,678","196,307,678","196,307,678","196,307,678",,"196,307,678","196,307,678","196,307,678","196,307,677","196,307,678","196,307,678","196,307,678","200,474,344","196,307,678","196,307,678","196,307,678","196,307,677","196,307,678","196,307,678","196,307,678","196,307,677","200,474,344","200,474,344","196,307,678","200,474,344","196,307,678","196,307,678","196,307,678",,"196,307,678","196,307,678","198,437,307",,"200,474,344","200,474,344","200,474,344",,"200,474,344","200,474,344","200,474,344",,"200,474,344","200,474,344","200,474,344",,"200,474,344","200,474,344","200,474,344",,"2,004,743,442","200,474,344","172,932,912",,"350,120,000","116,894,363","116,490,244"
TotalOperatingIncomeAsReported,"692,957,000","135,676,000","97,629,000","224,368,000","238,251,000","307,284,000","407,344,000","689,296,000","650,348,000","523,071,000","349,966,000","349,845,000","392,822,000","364,151,000","246,700,000","399,148,000","293,514,000","202,356,000","191,622,000","140,502,000","103,069,000","204,146,000","191,280,000","314,544,000","231,348,000","318,989,000","295,523,000","266,100,000","276,000,000","271,806,000","122,669,000","252,470,000","257,577,000","283,187,000","273,619,000","352,000,000","348,645,000","291,024,000","133,684,000","267,567,000","359,187,000","293,499,000","216,079,000","158,878,000","-52,100,000","-26,483,000","177,545,000","524,882,000","610,357,000","434,855,000","287,806,000","432,561,000","450,626,000","415,416,000","259,159,000","508,205,000","476,680,000","392,524,000",,,"364,451,000",
TotalExpenses,"9,035,388,000","2,135,679,000","2,241,741,000","2,195,131,000","2,575,138,000","2,430,272,000","2,495,531,000","2,213,754,000","2,483,609,000","2,438,242,000","2,568,069,000","2,129,688,000","1,869,825,000","1,675,930,000","1,602,881,000","1,456,903,000","1,569,327,000","1,453,146,000","1,618,326,000","1,804,853,000","1,893,002,000","1,921,929,000","1,963,296,000","1,903,802,000","1,972,394,000","1,830,404,000","1,820,389,000","1,877,800,000","1,858,500,000","1,863,924,000","1,940,501,000","1,949,084,000","1,899,639,000","1,898,744,000","1,919,910,000","2,115,100,000","1,996,983,000","1,855,849,000","1,793,847,000","1,609,667,000","1,567,453,000","1,357,100,000","1,122,099,000","1,119,957,000","1,192,400,000","1,201,138,000","1,530,903,000","1,922,793,000","1,764,435,000","1,992,823,000","1,789,926,000","1,910,789,000","1,510,438,000","1,382,877,000","1,328,369,000","1,235,286,000","1,232,392,000","1,136,359,000",,,"643,650,000",
