name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"3,498,494,702","8,741,797,043","6,071,145,110","8,135,555,519","9,271,359,532","7,944,584,300","13,184,947,914","8,648,561,797","6,555,920,674"
EnterpriseValue,"11,450,059,702","16,472,299,043","10,532,732,110","11,354,405,519","12,060,406,532","10,456,931,300","15,189,642,914","10,109,588,797","7,301,642,674"
PeRatio,"4.956","14.372","16.216","22.521","41.931","29.504","61.459",,"2,995"
ForwardPeRatio,"4.69","9.662","10.672","24.45","30.212","33.003","62.112","59.88",
PsRatio,"1.193","2.918","2.941","3.825","6.102","5.488","10.644","9.274","7.718"
PbRatio,"1.095","2.746","6.186","7.623","8.655","6.285","14.053","10.482","7.186"
EnterprisesValueRevenueRatio,"4.02","5.998","5.292","5.05","6.684","6.697","11.925","9.596","8.596"
EnterprisesValueEBITDARatio,"10.106","10.246","10.802","11.203","12.122","35.463","23.393","20.945","25.898"
