name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalRevenue,"27,347,000,000","6,216,000,000","7,068,000,000","6,892,000,000","7,171,000,000","6,847,000,000","889,000,000","9,257,000,000","8,889,000,000","8,627,000,000","9,280,000,000","8,724,000,000","8,454,000,000","7,854,000,000","8,993,000,000","8,255,000,000","8,677,000,000","7,903,000,000","9,242,000,000","8,519,000,000","9,165,000,000","8,555,000,000","10,346,000,000","9,823,000,000","10,190,000,000","9,471,000,000","11,373,000,000","10,535,000,000","10,225,000,000","9,715,000,000","11,021,000,000","9,745,000,000","9,663,000,000","8,907,000,000","10,571,000,000","9,337,000,000","9,680,000,000","8,402,000,000","9,179,000,000","7,903,000,000","7,573,000,000","6,934,000,000","8,761,000,000","7,910,000,000","7,915,000,000","7,209,000,000","9,140,000,000","8,791,000,000","9,025,000,000","7,956,000,000","8,713,000,000","7,190,000,000","7,143,000,000","6,215,000,000","7,021,000,000","6,025,000,000","6,001,000,000","4,157,000,000","5,999,000,000","5,648,000,000","5,724,000,000","5,088,000,000","6,656,000,000","4,796,000,000","4,913,000,000","4,356,000,000","4,451,000,000","4,798,000,000","5,061,000,000","4,495,000,000","2,253,000,000","5,457,000,000","5,781,000,000","5,149,000,000","6,849,000,000","5,778,000,000","5,719,000,000","5,380,000,000"
	OperatingRevenue,"27,347,000,000","6,216,000,000","7,068,000,000","6,892,000,000","7,171,000,000","6,847,000,000","889,000,000","9,257,000,000","8,889,000,000","8,627,000,000","9,280,000,000","8,724,000,000","8,454,000,000","7,854,000,000","8,993,000,000","8,255,000,000","8,677,000,000","7,903,000,000","9,242,000,000","8,519,000,000","9,165,000,000","8,555,000,000","10,346,000,000","9,823,000,000","10,190,000,000","9,471,000,000","11,373,000,000","10,535,000,000","10,225,000,000","9,715,000,000","11,021,000,000","9,745,000,000","9,663,000,000","8,907,000,000","10,571,000,000","9,337,000,000","9,680,000,000","8,402,000,000","9,179,000,000","7,903,000,000","7,573,000,000","6,934,000,000","8,761,000,000","7,910,000,000","7,915,000,000","7,209,000,000","9,140,000,000","8,791,000,000","9,025,000,000","7,956,000,000","8,713,000,000","7,190,000,000","7,143,000,000","6,215,000,000","7,021,000,000","6,025,000,000","6,001,000,000","4,157,000,000","5,999,000,000","5,648,000,000","5,724,000,000","5,088,000,000","6,656,000,000","4,796,000,000","4,913,000,000","4,356,000,000","4,451,000,000","4,798,000,000","5,061,000,000","4,495,000,000","2,253,000,000","5,457,000,000","5,781,000,000","5,149,000,000","6,849,000,000","5,778,000,000","5,719,000,000","5,380,000,000"
CostOfRevenue,"18,740,000,000","4,306,000,000","4,861,000,000","4,702,000,000","4,871,000,000","4,638,000,000","449,000,000","6,590,000,000","6,160,000,000","5,919,000,000","6,655,000,000","6,055,000,000","5,855,000,000","5,481,000,000","6,478,000,000","5,796,000,000","6,262,000,000","5,545,000,000","6,847,000,000","6,001,000,000","6,445,000,000","6,054,000,000","7,505,000,000","7,061,000,000","7,305,000,000","6,744,000,000","8,431,000,000","7,361,000,000","7,200,000,000","6,864,000,000","8,098,000,000","6,822,000,000","6,821,000,000","6,217,000,000","7,578,000,000","6,490,000,000","6,659,000,000","5,829,000,000","6,550,000,000","5,399,000,000","5,263,000,000","4,848,000,000","6,291,000,000","5,603,000,000","5,486,000,000","5,090,000,000","6,543,000,000","6,085,000,000","6,073,000,000","5,271,000,000","6,090,000,000","4,968,000,000","4,926,000,000","4,295,000,000","5,065,000,000","4,280,000,000","4,316,000,000","3,019,000,000","4,473,000,000","4,258,000,000","4,327,000,000","3,783,000,000","5,247,000,000","3,625,000,000","3,680,000,000","3,205,000,000","3,362,000,000","3,605,000,000","3,720,000,000","3,395,000,000","1,393,000,000","4,299,000,000","4,428,000,000","3,913,000,000","5,812,000,000","4,566,000,000","4,348,000,000","3,982,000,000"
GrossProfit,"8,607,000,000","1,910,000,000","2,207,000,000","2,190,000,000","2,300,000,000","2,209,000,000","440,000,000","2,667,000,000","2,729,000,000","2,708,000,000","2,625,000,000","2,669,000,000","2,599,000,000","2,373,000,000","2,515,000,000","2,459,000,000","2,415,000,000","2,358,000,000","2,395,000,000","2,518,000,000","2,720,000,000","2,501,000,000","2,841,000,000","2,762,000,000","2,885,000,000","2,727,000,000","2,942,000,000","3,174,000,000","3,025,000,000","2,851,000,000","2,923,000,000","2,923,000,000","2,842,000,000","2,690,000,000","2,993,000,000","2,847,000,000","3,021,000,000","2,573,000,000","2,629,000,000","2,504,000,000","2,310,000,000","2,086,000,000","2,470,000,000","2,307,000,000","2,429,000,000","2,119,000,000","2,597,000,000","2,706,000,000","2,952,000,000","2,685,000,000","2,623,000,000","2,222,000,000","2,217,000,000","1,920,000,000","1,956,000,000","1,745,000,000","1,685,000,000","1,138,000,000","1,526,000,000","1,390,000,000","1,397,000,000","1,305,000,000","1,409,000,000","1,171,000,000","1,233,000,000","1,151,000,000","1,089,000,000","1,193,000,000","1,341,000,000","1,100,000,000","860,000,000","1,158,000,000","1,353,000,000","1,236,000,000","1,037,000,000","1,212,000,000","1,371,000,000","1,398,000,000"
OperatingExpense,"6,516,000,000","1,511,000,000","1,697,000,000","1,581,000,000","1,727,000,000","1,640,000,000","960,000,000","1,881,000,000","1,778,000,000","1,823,000,000","1,931,000,000","1,753,000,000","1,686,000,000","1,602,000,000","1,743,000,000","1,583,000,000","1,748,000,000","1,575,000,000","1,988,000,000","1,629,000,000","1,724,000,000","1,639,000,000","1,884,000,000","1,845,000,000","1,965,000,000","1,872,000,000","2,085,000,000","1,827,000,000","1,842,000,000","1,810,000,000","1,960,000,000","1,777,000,000","1,841,000,000","1,642,000,000","1,870,000,000","1,653,000,000","1,684,000,000","1,560,000,000","1,631,000,000","1,366,000,000","1,337,000,000","1,377,000,000","1,227,000,000","1,333,000,000","1,382,000,000","1,257,000,000","1,502,000,000","1,432,000,000","1,526,000,000","1,362,000,000","1,446,000,000","1,201,000,000","1,193,000,000","1,140,000,000","1,248,000,000","1,086,000,000","1,105,000,000","765,000,000","1,001,000,000","940,000,000","1,019,000,000","966,000,000","1,070,000,000","905,000,000","942,000,000","914,000,000","855,000,000","963,000,000","1,073,000,000","983,000,000","846,000,000","1,068,000,000","1,205,000,000","1,019,000,000","1,312,000,000","1,097,000,000","1,112,000,000","1,112,000,000"
	SellingGeneralAndAdministration,"5,344,000,000","1,252,000,000","1,365,000,000","1,298,000,000","1,429,000,000","1,355,000,000","840,000,000","1,553,000,000","1,432,000,000","1,470,000,000","1,533,000,000","1,396,000,000","1,367,000,000","1,311,000,000","1,394,000,000","1,280,000,000","1,405,000,000","1,270,000,000","1,580,000,000","1,307,000,000","1,378,000,000","1,309,000,000","1,497,000,000","1,488,000,000","1,575,000,000","1,507,000,000","1,670,000,000","1,476,000,000","1,499,000,000","1,449,000,000","1,576,000,000","1,393,000,000","1,465,000,000","1,322,000,000","1,437,000,000","1,317,000,000","1,356,000,000","1,263,000,000","535,000,000","1,366,000,000","1,337,000,000","1,377,000,000","1,556,000,000","1,333,000,000","1,362,000,000","1,277,000,000","1,502,000,000","1,432,000,000","1,526,000,000","1,362,000,000","1,446,000,000","1,201,000,000","1,193,000,000","1,140,000,000","1,248,000,000","1,086,000,000","1,105,000,000","765,000,000","1,034,000,000","929,000,000","1,008,000,000","955,000,000","1,055,000,000","895,000,000","932,000,000","904,000,000","846,000,000","953,000,000","1,062,000,000","973,000,000","838,000,000","1,057,000,000","1,195,000,000","1,007,000,000","1,251,000,000","1,038,000,000","1,054,000,000","1,054,000,000"
	ResearchAndDevelopment,"1,172,000,000","259,000,000","332,000,000","283,000,000","298,000,000","285,000,000","120,000,000","328,000,000","346,000,000","353,000,000","398,000,000","357,000,000","319,000,000","291,000,000","349,000,000","303,000,000","343,000,000","305,000,000","408,000,000","322,000,000","346,000,000","330,000,000","387,000,000","357,000,000","390,000,000","365,000,000","415,000,000","351,000,000","343,000,000","361,000,000","390,000,000","358,000,000","370,000,000","346,000,000","399,000,000","332,000,000","334,000,000","306,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","11,000,000","11,000,000","15,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","11,000,000","10,000,000","8,000,000","11,000,000","10,000,000","12,000,000","61,000,000","59,000,000","58,000,000","58,000,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","11,000,000","11,000,000","15,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","11,000,000","10,000,000","8,000,000","11,000,000","10,000,000","12,000,000","61,000,000","59,000,000","58,000,000","58,000,000"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","11,000,000","11,000,000","15,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","11,000,000","10,000,000","8,000,000","11,000,000","10,000,000","12,000,000","61,000,000","59,000,000","58,000,000","58,000,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000","11,000,000","11,000,000","15,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","11,000,000","10,000,000","8,000,000","11,000,000","10,000,000","12,000,000","61,000,000","59,000,000","58,000,000","58,000,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,000,000","6,000,000","-26,000,000","34,000,000","4,000,000","-6,000,000","-9,000,000",,,,,,,"20,000,000","-20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"2,091,000,000","399,000,000","510,000,000","609,000,000","573,000,000","569,000,000","-520,000,000","786,000,000","951,000,000","885,000,000","694,000,000","916,000,000","913,000,000","771,000,000","772,000,000","876,000,000","667,000,000","783,000,000","407,000,000","889,000,000","996,000,000","862,000,000","957,000,000","917,000,000","920,000,000","855,000,000","857,000,000","1,347,000,000","1,183,000,000","1,041,000,000","963,000,000","1,146,000,000","1,001,000,000","1,048,000,000","1,123,000,000","1,194,000,000","1,337,000,000","1,013,000,000","998,000,000","1,138,000,000","973,000,000","709,000,000","1,243,000,000","974,000,000","1,047,000,000","862,000,000","1,095,000,000","1,274,000,000","1,426,000,000","1,323,000,000","1,177,000,000","1,021,000,000","1,024,000,000","780,000,000","708,000,000","659,000,000","580,000,000","373,000,000","525,000,000","450,000,000","378,000,000","339,000,000","339,000,000","266,000,000","291,000,000","237,000,000","234,000,000","230,000,000","268,000,000","117,000,000","14,000,000","90,000,000","148,000,000","217,000,000","-275,000,000","115,000,000","259,000,000","286,000,000"
NetNonOperatingInterestIncomeExpense,"-109,000,000","-4,000,000","-26,000,000","-36,000,000","-43,000,000","-43,000,000","-10,000,000","-78,000,000","-17,000,000","-85,000,000","-31,000,000","-54,000,000","-56,000,000","-62,000,000","-12,000,000","-68,000,000","-54,000,000","-54,000,000","-42,000,000","-46,000,000","-69,000,000","-52,000,000","-84,000,000","-64,000,000","-67,000,000","-67,000,000","-72,000,000","-107,000,000","-63,000,000","-79,000,000","-37,000,000","-77,000,000","-68,000,000","-38,000,000","-10,000,000","-58,000,000","-16,000,000","-33,000,000","-10,000,000","-31,000,000","-19,000,000","-18,000,000","-3,000,000","-38,000,000","-25,000,000","16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"66,000,000","18,000,000","10,000,000","20,000,000","18,000,000","19,000,000","8,000,000","13,000,000","28,000,000","23,000,000","19,000,000","20,000,000","18,000,000","17,000,000","19,000,000","16,000,000","20,000,000","18,000,000","21,000,000","18,000,000","19,000,000","19,000,000","23,000,000","19,000,000","21,000,000","17,000,000","19,000,000","15,000,000","17,000,000","18,000,000","18,000,000","17,000,000","19,000,000","19,000,000","25,000,000","22,000,000","25,000,000","18,000,000","25,000,000","20,000,000","26,000,000","24,000,000","28,000,000","25,000,000","30,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"175,000,000","22,000,000","36,000,000","56,000,000","61,000,000","62,000,000","18,000,000","91,000,000","45,000,000","108,000,000","50,000,000","74,000,000","74,000,000","79,000,000","31,000,000","84,000,000","74,000,000","72,000,000","63,000,000","64,000,000","88,000,000","71,000,000","107,000,000","83,000,000","88,000,000","84,000,000","91,000,000","122,000,000","80,000,000","97,000,000","55,000,000","94,000,000","87,000,000","57,000,000","35,000,000","80,000,000","41,000,000","51,000,000","35,000,000","51,000,000","45,000,000","42,000,000","31,000,000","63,000,000","55,000,000","22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-285,000,000","10,000,000","143,000,000","-9,000,000","-429,000,000","44,000,000","-23,000,000","151,000,000","39,000,000","40,000,000","-82,000,000","-8,000,000","-29,000,000","259,000,000","-94,000,000","2,000,000","-20,000,000","1,000,000","-60,000,000","-7,000,000","-35,000,000","-3,000,000","92,000,000","305,000,000","132,000,000",,"-34,000,000","-23,000,000","5,000,000","11,000,000","-94,000,000",,,,,,,,,"18,000,000","2,000,000",,,"445,000,000",,,"-636,000,000","17,000,000","23,000,000","30,000,000","-32,000,000","14,000,000","6,000,000","42,000,000","40,000,000","27,000,000","60,000,000","17,000,000","-1,000,000","8,000,000","-7,000,000","52,000,000","-31,000,000","-11,000,000","-3,000,000","-4,000,000","-98,000,000","32,000,000","-97,000,000","-25,000,000","-25,000,000","-43,000,000","-21,000,000","18,000,000","-212,000,000","25,000,000","33,000,000","48,000,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000","2,000,000","0",,"445,000,000",,,"-636,000,000","17,000,000","23,000,000","30,000,000","-32,000,000","14,000,000","6,000,000","42,000,000","40,000,000","27,000,000","60,000,000","17,000,000","-1,000,000","8,000,000","-7,000,000","52,000,000","-31,000,000","-11,000,000","-3,000,000","-4,000,000","-98,000,000","32,000,000","-97,000,000","-25,000,000","-25,000,000","-43,000,000","-21,000,000","18,000,000","-212,000,000","25,000,000","33,000,000","48,000,000"
	OtherNonOperatingIncomeExpenses,"38,000,000","10,000,000","466,000,000","-9,000,000","-429,000,000","44,000,000","-147,000,000","151,000,000","39,000,000","40,000,000","-82,000,000","-8,000,000","-29,000,000","259,000,000","-21,000,000","2,000,000","-20,000,000","1,000,000",,"-7,000,000","-35,000,000","-3,000,000","92,000,000","305,000,000","132,000,000",,"-34,000,000","-23,000,000","5,000,000","11,000,000","-94,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,697,000,000","405,000,000","627,000,000","564,000,000","101,000,000","570,000,000","-553,000,000","859,000,000","973,000,000","840,000,000","581,000,000","854,000,000","828,000,000","968,000,000","666,000,000","810,000,000","593,000,000","730,000,000","305,000,000","836,000,000","892,000,000","807,000,000","965,000,000","1,158,000,000","985,000,000","788,000,000","751,000,000","1,217,000,000","1,125,000,000","973,000,000","826,000,000","1,069,000,000","933,000,000","1,010,000,000","1,113,000,000","1,136,000,000","1,321,000,000","980,000,000","968,000,000","1,125,000,000","956,000,000","691,000,000","795,000,000","1,381,000,000","1,022,000,000","922,000,000","314,000,000","1,304,000,000","1,490,000,000","1,410,000,000","1,173,000,000","1,019,000,000","1,031,000,000","797,000,000","722,000,000","657,000,000","576,000,000","364,000,000","470,000,000","403,000,000","276,000,000","350,000,000","231,000,000","230,000,000","243,000,000","142,000,000","46,000,000","109,000,000","59,000,000","-48,000,000","74,000,000","-55,000,000","-6,000,000","165,000,000","-562,000,000","62,000,000","187,000,000","288,000,000"
TaxProvision,"696,000,000","79,000,000","320,000,000","142,000,000","155,000,000","155,000,000","-178,000,000","223,000,000","264,000,000","235,000,000","158,000,000","246,000,000","248,000,000","208,000,000","194,000,000","237,000,000","149,000,000","201,000,000","66,000,000","229,000,000","263,000,000","230,000,000","264,000,000","397,000,000","316,000,000","225,000,000","178,000,000","336,000,000","331,000,000","277,000,000","202,000,000","274,000,000","256,000,000","298,000,000","247,000,000","318,000,000","395,000,000","284,000,000","228,000,000","304,000,000","285,000,000","201,000,000","170,000,000","297,000,000","294,000,000","240,000,000","5,000,000","331,000,000","430,000,000","353,000,000","-113,000,000","226,000,000","260,000,000","224,000,000","184,000,000","192,000,000","170,000,000","115,000,000","133,000,000","129,000,000","101,000,000","115,000,000","75,000,000","84,000,000","90,000,000","62,000,000","19,000,000","45,000,000","27,000,000","-13,000,000","21,000,000","3,000,000","7,000,000","57,000,000","-80,000,000","39,000,000","59,000,000","87,000,000"
NetIncomeCommonStockholders,"1,280,000,000","376,000,000","325,000,000","515,000,000","64,000,000","535,000,000","317,000,000","603,000,000","681,000,000","572,000,000","393,000,000","571,000,000","525,000,000","724,000,000","425,000,000","568,000,000","406,000,000","500,000,000","204,000,000","577,000,000","588,000,000","564,000,000","680,000,000","734,000,000","636,000,000","544,000,000","525,000,000","835,000,000","763,000,000","664,000,000","604,000,000","759,000,000","656,000,000","685,000,000","830,000,000","790,000,000","893,000,000","655,000,000","700,000,000","774,000,000","623,000,000","464,000,000","540,000,000","1,034,000,000","675,000,000","652,000,000","213,000,000","927,000,000","975,000,000","1,003,000,000","1,753,000,000","738,000,000","729,000,000","537,000,000","422,000,000","397,000,000","367,000,000","156,000,000","222,000,000","188,000,000","126,000,000","199,000,000","-223,000,000","98,000,000","86,000,000","4,000,000","-388,000,000","-279,000,000","-55,000,000","-45,000,000","-701,000,000","-183,000,000","-13,000,000","114,000,000","-980,000,000","23,000,000","128,000,000","138,000,000"
	NetIncome,"1,280,000,000","376,000,000","325,000,000","515,000,000","64,000,000","535,000,000","317,000,000","603,000,000","681,000,000","572,000,000","393,000,000","571,000,000","525,000,000","724,000,000","425,000,000","568,000,000","406,000,000","500,000,000","204,000,000","577,000,000","588,000,000","564,000,000","680,000,000","734,000,000","636,000,000","544,000,000","525,000,000","835,000,000","763,000,000","664,000,000","604,000,000","759,000,000","656,000,000","685,000,000","830,000,000","790,000,000","893,000,000","655,000,000","700,000,000","774,000,000","623,000,000","464,000,000","540,000,000","1,034,000,000","675,000,000","652,000,000","213,000,000","927,000,000","975,000,000","1,003,000,000","1,753,000,000","738,000,000","729,000,000","537,000,000","422,000,000","397,000,000","367,000,000","156,000,000","222,000,000","188,000,000","126,000,000","199,000,000","-223,000,000","98,000,000","86,000,000","4,000,000","-388,000,000","-279,000,000","-55,000,000","-45,000,000","-701,000,000","-183,000,000","-13,000,000","114,000,000","-980,000,000","23,000,000","128,000,000","138,000,000"
