name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
		NetIncomeIncludingNoncontrollingInterests,"1,344,000,000","380,000,000","357,000,000","519,000,000","88,000,000","564,000,000","345,000,000","636,000,000","717,000,000","600,000,000","423,000,000","603,000,000","581,000,000","758,000,000","474,000,000","589,000,000","443,000,000","528,000,000","240,000,000","607,000,000","627,000,000","581,000,000","715,000,000","773,000,000","668,000,000","562,000,000","551,000,000","878,000,000","786,000,000","692,000,000","624,000,000","794,000,000","682,000,000","712,000,000","874,000,000","820,000,000","925,000,000","696,000,000","753,000,000","819,000,000","669,000,000","491,000,000","616,000,000","1,088,000,000","739,000,000","693,000,000","289,000,000","979,000,000","1,043,000,000","1,067,000,000","1,840,000,000","796,000,000","789,000,000","577,000,000","482,000,000","437,000,000","416,000,000","180,000,000","270,000,000","224,000,000","153,000,000","219,000,000","-186,000,000","122,000,000","112,000,000","19,000,000","-361,000,000","-254,000,000","-35,000,000","-35,000,000","-717,000,000","-144,000,000","14,000,000","135,000,000","-947,000,000","38,000,000","142,000,000","146,000,000"
			NetIncomeContinuousOperations,"1,001,000,000","326,000,000","307,000,000","422,000,000","-54,000,000","415,000,000","-375,000,000","636,000,000","709,000,000","605,000,000","423,000,000","608,000,000","580,000,000","760,000,000","472,000,000","573,000,000","444,000,000","529,000,000","239,000,000","607,000,000","629,000,000","577,000,000","701,000,000","761,000,000","669,000,000","563,000,000","573,000,000","881,000,000","794,000,000","696,000,000","624,000,000","795,000,000","677,000,000","712,000,000","866,000,000","818,000,000","926,000,000","696,000,000","740,000,000","821,000,000","671,000,000","490,000,000","625,000,000","1,084,000,000","728,000,000","682,000,000","233,000,000","921,000,000","992,000,000","993,000,000","1,199,000,000","735,000,000","711,000,000","533,000,000","478,000,000","425,000,000","357,000,000","225,000,000","289,000,000","238,000,000","148,000,000","215,000,000","119,000,000","122,000,000","127,000,000","80,000,000","27,000,000","64,000,000","32,000,000","-35,000,000","53,000,000","-58,000,000","-13,000,000","108,000,000","-482,000,000","23,000,000","128,000,000","201,000,000"
			NetIncomeDiscontinuousOperations,"343,000,000","54,000,000","50,000,000","97,000,000","142,000,000","149,000,000","720,000,000","0","8,000,000","-5,000,000","0","-5,000,000","1,000,000","-2,000,000","2,000,000","16,000,000","-1,000,000","-1,000,000","1,000,000",,"-2,000,000","4,000,000","14,000,000","12,000,000","-1,000,000","-1,000,000","-22,000,000","-3,000,000","-8,000,000","-4,000,000","0","-1,000,000","5,000,000",,"8,000,000","2,000,000","-1,000,000","0","13,000,000","-2,000,000","-2,000,000","1,000,000","-9,000,000","4,000,000","11,000,000","11,000,000","-20,000,000","6,000,000","-17,000,000","10,000,000","554,000,000","3,000,000","18,000,000","4,000,000","-56,000,000","-28,000,000","10,000,000","-69,000,000","-62,000,000","-50,000,000","-22,000,000","-16,000,000","-342,000,000","-24,000,000","-41,000,000","-76,000,000","-415,000,000","-343,000,000","-87,000,000","-10,000,000","-754,000,000","-125,000,000",,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-63,000,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000",,,,
		MinorityInterests,"-64,000,000","-4,000,000","-32,000,000","-4,000,000","-24,000,000","-29,000,000","-28,000,000","-33,000,000","-36,000,000","-28,000,000","-30,000,000","-32,000,000","-56,000,000","-34,000,000","-49,000,000","-21,000,000","-37,000,000","-28,000,000","-36,000,000","-30,000,000","-39,000,000","-17,000,000","-35,000,000","-39,000,000","-32,000,000","-18,000,000","-26,000,000","-43,000,000","-23,000,000","-28,000,000","-20,000,000","-35,000,000","-26,000,000","-27,000,000","-44,000,000","-30,000,000","-32,000,000","-41,000,000","-53,000,000","-45,000,000","-46,000,000","-27,000,000","-76,000,000","-54,000,000","-64,000,000","-41,000,000","-76,000,000","-52,000,000","-68,000,000","-64,000,000","-87,000,000","-58,000,000","-60,000,000","-40,000,000","-60,000,000","-40,000,000","-49,000,000","-24,000,000","-48,000,000","-36,000,000","-27,000,000","-20,000,000","-37,000,000","-24,000,000","-26,000,000","-15,000,000","-27,000,000","-25,000,000","-20,000,000","-10,000,000","16,000,000","-39,000,000","-27,000,000","-21,000,000","-33,000,000","-15,000,000","-14,000,000","-8,000,000"
DilutedNIAvailtoComStockholders,"1,280,000,000","376,000,000","325,000,000","515,000,000","64,000,000","535,000,000","317,000,000","603,000,000","681,000,000","572,000,000","393,000,000","571,000,000","525,000,000","724,000,000","425,000,000","568,000,000","406,000,000","500,000,000","204,000,000","577,000,000","588,000,000","564,000,000","680,000,000","734,000,000","636,000,000","544,000,000","525,000,000","835,000,000","763,000,000","664,000,000","604,000,000","759,000,000","656,000,000","685,000,000","830,000,000","790,000,000","893,000,000","655,000,000","700,000,000","774,000,000","623,000,000","464,000,000","540,000,000","1,034,000,000","675,000,000","652,000,000","213,000,000","927,000,000","975,000,000","1,003,000,000","1,753,000,000","738,000,000","729,000,000","537,000,000","422,000,000","397,000,000","367,000,000","156,000,000","222,000,000","188,000,000","126,000,000","199,000,000","-223,000,000","98,000,000","86,000,000","4,000,000","-388,000,000","-279,000,000","-55,000,000","-45,000,000","-701,000,000","-183,000,000","-13,000,000","114,000,000","-980,000,000","23,000,000","128,000,000","138,000,000"
BasicEPS,,"0.18","0.15","0.24","0.03","0.25","0.15","0.28","0.32","0.27","0.18","0.27","0.25","0.34","0.23","0.27","0.19","0.23",,"0.26","0.26","0.25","0.3","0.32","0.28","0.24","0.23","0.36","0.33","0.29","0.26","0.33","0.29","0.3",,"0.34","0.39","0.29",,"0.34","0.27","0.2",,"0.45","0.3","0.29",,"0.41","0.43","0.44",,"0.32","0.32","0.25",,"0.18","0.17","0.077",,"0.09","0.06","0.1",,"0.05","0.04","0.04",,"-0.23","-0.02","-0.04",,"-0.16","-0.01","0.1",,"0.02","0.11","0.47"
DilutedEPS,,"0.18","0.15","0.24","0.03","0.25","0.15","0.28","0.32","0.27","0.18","0.27","0.24","0.34","0.23","0.27","0.19","0.23",,"0.26","0.26","0.25","0.3","0.32","0.28","0.24","0.23","0.36","0.33","0.29","0.26","0.33","0.29","0.3",,"0.34","0.39","0.29",,"0.34","0.27","0.2",,"0.45","0.3","0.29",,"0.4","0.42","0.43",,"0.32","0.32","0.24",,"0.18","0.17","0.077",,"0.09","0.06","0.1",,"0.05","0.04","0.04",,"-0.23","-0.02","-0.04",,"-0.16","-0.01","0.1",,"0.02","0.11","0.47"
BasicAverageShares,,"2,134,000,000","2,133,000,000","2,133,000,000","2,132,000,000","2,132,000,000","2,132,000,000","2,132,000,000","2,130,000,000","2,134,000,000","2,136,000,000","2,134,000,000","2,140,000,000","2,140,000,000","2,137,000,000","2,135,000,000","2,149,000,000","2,181,000,000",,"2,219,000,000","2,232,000,000","2,251,000,000","2,266,000,000","2,290,000,000","2,295,000,000","2,301,000,000","2,299,000,000","2,297,000,000","2,297,000,000","2,296,000,000","2,295,000,000","2,293,000,000","2,293,000,000","2,292,000,000",,"2,290,000,000","2,288,000,000","2,284,000,000",,"2,284,000,000","2,288,000,000","2,290,000,000",,"2,283,000,000","2,283,000,000","2,283,000,000",,"2,285,000,000","2,286,000,000","2,295,000,000",,"2,279,000,000","2,269,000,000","2,190,000,000",,"2,173,000,000","2,124,000,000","2,076,941,497",,"2,028,000,000","2,028,000,000","2,028,000,000",,"2,028,000,000","2,028,000,000","2,028,000,000",,"1,193,000,000","1,193,000,000","1,127,000,000",,"1,113,000,000","1,113,000,000","1,113,000,000",,"1,116,000,000","1,130,000,000","293,000,000"
DilutedAverageShares,,"2,138,000,000","2,137,000,000","2,135,000,000","2,132,000,000","2,134,000,000","2,134,000,000","2,138,000,000","2,138,000,000","2,145,000,000","2,150,000,000","2,142,000,000","2,151,000,000","2,148,000,000","2,141,000,000","2,139,000,000","2,154,000,000","2,184,000,000",,"2,223,000,000","2,238,000,000","2,256,000,000","2,272,000,000","2,296,000,000","2,302,000,000","2,311,000,000","2,308,000,000","2,305,000,000","2,304,000,000","2,303,000,000","2,298,000,000","2,295,000,000","2,294,000,000","2,294,000,000",,"2,291,000,000","2,292,000,000","2,289,000,000",,"2,288,000,000","2,293,000,000","2,295,000,000",,"2,289,000,000","2,286,000,000","2,285,000,000",,"2,294,000,000","2,300,000,000","2,308,000,000",,"2,307,000,000","2,310,000,000","2,304,000,000",,"2,292,000,000","2,243,000,000","2,076,941,497",,"2,138,000,000","2,031,000,000","2,133,000,000",,"2,028,000,000","2,029,000,000","2,029,000,000",,"1,193,000,000","1,193,000,000","1,127,000,000",,"1,113,000,000","1,113,000,000","1,113,000,000",,"1,116,000,000","1,136,000,000","295,000,000"
TotalOperatingIncomeAsReported,"1,721,000,000","373,000,000","648,000,000","577,000,000","123,000,000","590,000,000","-539,000,000","908,000,000","962,000,000","895,000,000","612,000,000","908,000,000","884,000,000","1,030,000,000","678,000,000","878,000,000","647,000,000","784,000,000","347,000,000","882,000,000","961,000,000","859,000,000","1,049,000,000","1,222,000,000","1,052,000,000","855,000,000","823,000,000","1,324,000,000","1,188,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"25,256,000,000","5,817,000,000","6,558,000,000","6,283,000,000","6,598,000,000","6,278,000,000","1,409,000,000","8,471,000,000","7,938,000,000","7,742,000,000","8,586,000,000","7,808,000,000","7,541,000,000","7,083,000,000","8,221,000,000","7,379,000,000","8,010,000,000","7,120,000,000","8,835,000,000","7,630,000,000","8,169,000,000","7,693,000,000","9,389,000,000","8,906,000,000","9,270,000,000","8,616,000,000","10,516,000,000","9,188,000,000","9,042,000,000","8,674,000,000","10,058,000,000","8,599,000,000","8,662,000,000","7,859,000,000","9,448,000,000","8,143,000,000","8,343,000,000","7,389,000,000","8,181,000,000","6,765,000,000","6,600,000,000","6,225,000,000","7,518,000,000","6,936,000,000","6,868,000,000","6,347,000,000","8,045,000,000","7,517,000,000","7,599,000,000","6,633,000,000","7,536,000,000","6,169,000,000","6,119,000,000","5,435,000,000","6,313,000,000","5,366,000,000","5,421,000,000","3,784,000,000","5,474,000,000","5,198,000,000","5,346,000,000","4,749,000,000","6,317,000,000","4,530,000,000","4,622,000,000","4,119,000,000","4,217,000,000","4,568,000,000","4,793,000,000","4,378,000,000","2,239,000,000","5,367,000,000","5,633,000,000","4,932,000,000","7,124,000,000","5,663,000,000","5,460,000,000","5,094,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,280,000,000","376,000,000","325,000,000","515,000,000","64,000,000","535,000,000","317,000,000","603,000,000","681,000,000","572,000,000","393,000,000","571,000,000","525,000,000","724,000,000","425,000,000","568,000,000","406,000,000","500,000,000","204,000,000","577,000,000","588,000,000","564,000,000","680,000,000","734,000,000","636,000,000","544,000,000","525,000,000","835,000,000","763,000,000","664,000,000","604,000,000","759,000,000","656,000,000","685,000,000","830,000,000","790,000,000","893,000,000","655,000,000","700,000,000","774,000,000","623,000,000","464,000,000","540,000,000","1,034,000,000","675,000,000","652,000,000","213,000,000","927,000,000","975,000,000","1,003,000,000","1,753,000,000","738,000,000","729,000,000","537,000,000","422,000,000","397,000,000","367,000,000","156,000,000","227,000,000","188,000,000","126,000,000","199,000,000","-223,000,000","98,000,000","86,000,000","4,000,000","-388,000,000","-279,000,000","-55,000,000","-45,000,000","-701,000,000","-183,000,000","-13,000,000","108,000,000","-992,000,000","23,000,000","128,000,000","201,000,000"
NormalizedIncome,"937,000,000","322,000,000","275,000,000","418,000,000","-78,000,000","386,000,000","-403,000,000","603,000,000","673,000,000","577,000,000","393,000,000","576,000,000","524,000,000","726,000,000","423,000,000","552,000,000","407,000,000","501,000,000","203,000,000","577,000,000","590,000,000","560,000,000","666,000,000","722,000,000","637,000,000","545,000,000","547,000,000","838,000,000","771,000,000","668,000,000","604,000,000","760,000,000","651,000,000","685,000,000","822,000,000","788,000,000","894,000,000","655,000,000","687,000,000","762,864,000","623,596,234.31","463,000,000","549,000,000","680,702,389.573","664,000,000","641,000,000","858,872,611.465","908,315,184.049","975,637,583.893","970,510,638.298","1,228,280,000","724,105,004.907","706,513,094.083","502,804,265.997","448,193,905.817","405,890,410.959","314,708,333.333","213,370,879.121","289,717,021.277","232,560,794.045","152,438,405.797","180,085,714.286","139,935,064.935","128,982,608.696","128,888,888.889","82,400,000","85,800,000","44,800,000","90,200,000","-16,770,833.333","70,905,405.405","-32,200,000","-400,000","96,218,181.818","-300,177,935.943","8,000,000","105,411,764.706","167,500,000"
InterestIncome,"66,000,000","18,000,000","10,000,000","20,000,000","18,000,000","19,000,000","8,000,000","13,000,000","28,000,000","23,000,000","19,000,000","20,000,000","18,000,000","17,000,000","19,000,000","16,000,000","20,000,000","18,000,000","21,000,000","18,000,000","19,000,000","19,000,000","23,000,000","19,000,000","21,000,000","17,000,000","19,000,000","15,000,000","17,000,000","18,000,000","18,000,000","17,000,000","19,000,000","19,000,000","25,000,000","22,000,000","25,000,000","18,000,000","25,000,000","20,000,000","26,000,000","24,000,000","28,000,000","25,000,000","30,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"175,000,000","22,000,000","36,000,000","56,000,000","61,000,000","62,000,000","18,000,000","91,000,000","45,000,000","108,000,000","50,000,000","74,000,000","74,000,000","79,000,000","31,000,000","84,000,000","74,000,000","72,000,000","63,000,000","64,000,000","88,000,000","71,000,000","107,000,000","83,000,000","88,000,000","84,000,000","91,000,000","122,000,000","80,000,000","97,000,000","55,000,000","94,000,000","87,000,000","57,000,000","35,000,000","80,000,000","41,000,000","51,000,000","35,000,000","51,000,000","45,000,000","42,000,000","31,000,000","63,000,000","55,000,000","22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-109,000,000","-4,000,000","-26,000,000","-36,000,000","-43,000,000","-43,000,000","-10,000,000","-78,000,000","-17,000,000","-85,000,000","-31,000,000","-54,000,000","-56,000,000","-62,000,000","-12,000,000","-68,000,000","-54,000,000","-54,000,000","-42,000,000","-46,000,000","-69,000,000","-52,000,000","-84,000,000","-64,000,000","-67,000,000","-67,000,000","-72,000,000","-107,000,000","-63,000,000","-79,000,000","-37,000,000","-77,000,000","-68,000,000","-38,000,000","-10,000,000","-58,000,000","-16,000,000","-33,000,000","-10,000,000","-31,000,000","-19,000,000","-18,000,000","-3,000,000","-38,000,000","-25,000,000","16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,872,000,000","427,000,000","663,000,000","620,000,000","162,000,000","632,000,000","-535,000,000","950,000,000","1,018,000,000","948,000,000","631,000,000","928,000,000","902,000,000","1,047,000,000","697,000,000","894,000,000","667,000,000","802,000,000","368,000,000","900,000,000","980,000,000","878,000,000","1,072,000,000","1,241,000,000","1,073,000,000","872,000,000","842,000,000","1,339,000,000","1,205,000,000","1,070,000,000","881,000,000","1,163,000,000","1,020,000,000","1,067,000,000","1,148,000,000","1,216,000,000","1,362,000,000","1,031,000,000","1,003,000,000","1,176,000,000","1,001,000,000","733,000,000","826,000,000","1,444,000,000","1,077,000,000","944,000,000","1,095,000,000","1,274,000,000","1,426,000,000","1,323,000,000","1,177,000,000","1,021,000,000","1,024,000,000","780,000,000","708,000,000","659,000,000","580,000,000","373,000,000","525,000,000","450,000,000","378,000,000","339,000,000","339,000,000","266,000,000","291,000,000","237,000,000","234,000,000","230,000,000","268,000,000","117,000,000","14,000,000","90,000,000","148,000,000","217,000,000","-275,000,000","115,000,000","259,000,000","286,000,000"
EBITDA,"2,829,000,000"
ReconciledCostOfRevenue,"18,740,000,000","4,306,000,000","4,861,000,000","4,702,000,000","4,871,000,000","4,638,000,000","449,000,000","6,590,000,000","6,160,000,000","5,919,000,000","6,655,000,000","6,055,000,000","5,855,000,000","5,481,000,000","6,478,000,000","5,796,000,000","6,262,000,000","5,545,000,000","6,847,000,000","6,001,000,000","6,445,000,000","6,054,000,000","7,505,000,000","7,061,000,000","7,305,000,000","6,744,000,000","8,431,000,000","7,361,000,000","7,200,000,000","6,864,000,000","8,098,000,000","6,822,000,000","6,821,000,000","6,217,000,000","7,578,000,000","6,490,000,000","6,659,000,000","5,829,000,000","6,550,000,000","5,399,000,000","5,263,000,000","4,848,000,000","6,291,000,000","5,603,000,000","5,486,000,000","5,090,000,000","6,543,000,000","6,085,000,000","6,073,000,000","5,271,000,000","6,090,000,000","4,968,000,000","4,926,000,000","4,295,000,000","5,065,000,000","4,280,000,000","4,316,000,000","3,019,000,000","4,473,000,000","4,113,000,000","4,193,000,000","3,652,000,000","5,067,000,000","3,493,000,000","3,542,000,000","3,067,000,000","3,221,000,000","3,470,000,000","3,585,000,000","3,261,000,000","1,232,000,000","4,159,000,000","4,299,000,000","3,773,000,000","5,669,000,000","4,426,000,000","4,212,000,000","3,850,000,000"
ReconciledDepreciation,"957,000,000","227,000,000","246,000,000","235,000,000","249,000,000","231,000,000","48,000,000","303,000,000","280,000,000","285,000,000","293,000,000","287,000,000","258,000,000","263,000,000","282,000,000","286,000,000","287,000,000","280,000,000","288,000,000","284,000,000","293,000,000","295,000,000","317,000,000","322,000,000","333,000,000","333,000,000","352,000,000","327,000,000","318,000,000","321,000,000","341,000,000","307,000,000","281,000,000","253,000,000","265,000,000","257,000,000","242,000,000","231,000,000","180,000,000","186,000,000","167,000,000","169,000,000","188,000,000","169,000,000","150,000,000","148,000,000","178,000,000","166,000,000","167,000,000","150,000,000","167,000,000","149,000,000","139,000,000","147,000,000","156,000,000","140,000,000","139,000,000","135,000,000","154,000,000","156,000,000","145,000,000","142,000,000","195,000,000","142,000,000","148,000,000","148,000,000","150,000,000","145,000,000","146,000,000","144,000,000","169,000,000","151,000,000","139,000,000","152,000,000","204,000,000","199,000,000","194,000,000","190,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"937,000,000","322,000,000","275,000,000","418,000,000","-78,000,000","386,000,000","-403,000,000","603,000,000","673,000,000","577,000,000","393,000,000","576,000,000","524,000,000","726,000,000","423,000,000","552,000,000","407,000,000","501,000,000","203,000,000","577,000,000","590,000,000","560,000,000","666,000,000","722,000,000","637,000,000","545,000,000","547,000,000","838,000,000","771,000,000","668,000,000","604,000,000","760,000,000","651,000,000","685,000,000","822,000,000","788,000,000","894,000,000","655,000,000","687,000,000","776,000,000","625,000,000","463,000,000","549,000,000","1,030,000,000","664,000,000","641,000,000","233,000,000","921,000,000","992,000,000","993,000,000","1,199,000,000","735,000,000","711,000,000","533,000,000","478,000,000","425,000,000","357,000,000","225,000,000","289,000,000","238,000,000","148,000,000","215,000,000","119,000,000","122,000,000","127,000,000","80,000,000","27,000,000","64,000,000","32,000,000","-35,000,000","53,000,000","-58,000,000","-13,000,000","108,000,000","-482,000,000","23,000,000","128,000,000","201,000,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000","2,000,000","0",,"445,000,000",,,"-636,000,000","17,000,000","23,000,000","30,000,000","-32,000,000","14,000,000","6,000,000","42,000,000","40,000,000","27,000,000","60,000,000","17,000,000","-1,000,000","8,000,000","-7,000,000","52,000,000","-31,000,000","-11,000,000","-3,000,000","-4,000,000","-98,000,000","32,000,000","-97,000,000","-25,000,000","-25,000,000","-43,000,000","-21,000,000","18,000,000","-212,000,000","25,000,000","33,000,000","48,000,000"
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000","2,000,000","0",,"445,000,000",,,"-636,000,000","17,000,000","23,000,000","30,000,000","-32,000,000","14,000,000","6,000,000","42,000,000","40,000,000","27,000,000","60,000,000","17,000,000","-1,000,000","8,000,000","-7,000,000","52,000,000","-31,000,000","-11,000,000","-3,000,000","-4,000,000","-98,000,000","32,000,000","-97,000,000","-25,000,000","-25,000,000","-43,000,000","-21,000,000","18,000,000","-212,000,000","25,000,000","33,000,000","48,000,000"
NormalizedEBITDA,"2,829,000,000","654,000,000","909,000,000","855,000,000","411,000,000","863,000,000","-487,000,000","1,253,000,000","1,298,000,000","1,233,000,000","924,000,000","1,215,000,000","1,160,000,000","1,310,000,000","979,000,000","1,180,000,000","954,000,000","1,082,000,000","656,000,000","1,184,000,000","1,273,000,000","1,173,000,000","1,389,000,000","1,563,000,000","1,406,000,000","1,205,000,000","1,194,000,000","1,666,000,000","1,523,000,000","1,391,000,000","1,222,000,000","1,470,000,000","1,301,000,000","1,320,000,000","1,413,000,000","1,473,000,000","1,604,000,000","1,262,000,000","1,183,000,000","1,344,000,000","1,166,000,000","902,000,000","1,014,000,000","1,168,000,000","1,227,000,000","1,092,000,000","1,909,000,000","1,423,000,000","1,570,000,000","1,443,000,000","1,376,000,000","1,156,000,000","1,157,000,000","885,000,000","824,000,000","772,000,000","659,000,000","491,000,000","680,000,000","598,000,000","530,000,000","429,000,000","565,000,000","419,000,000","442,000,000","389,000,000","482,000,000","343,000,000","511,000,000","286,000,000","208,000,000","284,000,000","308,000,000","351,000,000","141,000,000","289,000,000","420,000,000","428,000,000"
TaxRateForCalcs,"0.148","0.195","0.18","0.252","0.18","0.272","0.322","0.26","0.271","0.28","0.272","0.288","0.3","0.215","0.291","0.293","0.251","0.275","0.216","0.274","0.295","0.285","0.274","0.343","0.321","0.286","0.237","0.276","0.294","0.285","0.245","0.256","0.274","0.295","0.222","0.28","0.299","0.29","0.236","0.27","0.298","0.291","0.214","0.215","0.288","0.26","0.016","0.254","0.289","0.25","0.085","0.222","0.252","0.281","0.255","0.292","0.295","0.316","0.283","0.32","0.366","0.329","0.325","0.365","0.37","0.4","0.4","0.4","0.4","0.271","0.284","0.4","0.4","0.345","0.142","0.4","0.316","0.302"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,864,000","596,234.31","0","0","95,702,389.573","0","0","-10,127,388.535","4,315,184.049","6,637,583.893","7,510,638.298","-2,720,000","3,105,004.907","1,513,094.083","11,804,265.997","10,193,905.817","7,890,410.959","17,708,333.333","5,370,879.121","-282,978.723","2,560,794.045","-2,561,594.203","17,085,714.286","-10,064,935.065","-4,017,391.304","-1,111,111.111","-1,600,000","-39,200,000","12,800,000","-38,800,000","-6,770,833.333","-7,094,594.595","-17,200,000","-8,400,000","6,218,181.818","-30,177,935.943","10,000,000","10,411,764.706","14,500,000"
