name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"291,190,000,000","297,202,000,000","293,012,000,000","286,009,000,000","282,359,000,000","271,827,000,000","270,737,000,000","273,401,000,000","269,720,000,000","269,112,000,000","260,994,000,000","263,821,000,000","261,099,000,000","258,238,000,000","259,707,000,000","250,916,000,000","246,644,000,000","246,853,000,000","239,902,000,000","235,972,000,000","238,392,000,000","223,357,000,000","215,681,000,000","211,714,000,000","208,225,000,000","199,531,000,000","192,906,000,000","230,416,000,000","230,556,000,000","225,782,000,000","223,561,000,000","222,335,000,000","220,893,000,000","218,027,000,000","215,694,000,000","210,734,000,000","210,484,000,000","120,859,000,000","125,493,000,000","124,915,000,000","119,265,000,000","201,387,000,000","119,507,000,000","120,647,000,000","121,337,000,000","119,833,000,000","113,211,000,000","113,575,000,000","114,952,485,700","114,291,000,000","113,343,409,400","116,241,281,250","122,328,431,400","117,831,000,000","113,208,352,450","110,239,136,700","112,321,414,600","110,866,000,000","107,835,988,400","111,144,476,000","110,534,315,700","164,321,000,000","111,532,921,500","114,190,336,750","111,527,255,000","174,238,000,000","110,555,040,700","112,211,010,000","115,921,156,650","186,859,000,000","122,568,846,400","118,333,624,500","81,550,466,400","136,677,000,000","58,886,476,900","56,652,008,000","57,822,461,200","104,543,000,000","54,628,601,410","53,583,113,880","52,907,588,860"
TotalLiabilitiesNetMinorityInterest,"265,922,000,000","272,694,000,000","268,814,000,000","261,351,000,000","257,647,000,000","247,257,000,000","247,101,000,000","249,668,000,000","246,441,000,000","246,141,000,000","238,063,000,000","240,877,000,000","238,288,000,000","235,870,000,000","237,752,000,000","229,825,000,000","225,721,000,000","225,435,000,000","219,129,000,000","215,836,000,000","218,489,000,000","204,485,000,000","197,392,000,000","193,942,000,000","190,274,000,000","182,177,000,000","176,180,000,000","212,797,000,000","213,357,000,000","209,031,000,000","207,106,000,000","206,052,000,000","204,618,000,000","202,297,000,000","199,184,000,000","194,349,000,000","194,313,000,000","102,446,000,000","107,018,000,000","106,806,000,000","101,884,000,000","183,931,000,000","102,133,000,000","102,624,000,000","104,258,000,000","102,380,000,000","96,550,000,000","95,952,000,000","97,451,150,850","96,976,000,000","96,218,977,300","98,757,486,250","104,158,443,900","100,568,000,000","96,997,957,950","94,382,814,900","96,217,668,200","95,270,000,000","92,514,907,800","95,994,924,800","95,330,130,750","148,571,000,000","95,476,888,650","97,909,609,500","95,810,139,250","156,953,000,000","95,059,306,350","96,857,135,000","100,045,193,300","168,157,000,000","106,584,709,000","103,025,766,000","72,711,950,400","125,914,000,000","51,512,437,300","49,724,164,000","50,873,751,400","97,846,000,000","48,098,507,210","47,231,194,590","47,001,544,420"
TotalEquityGrossMinorityInterest,"25,268,000,000","24,508,000,000","24,198,000,000","24,658,000,000","24,712,000,000","24,570,000,000","23,636,000,000","23,733,000,000","23,279,000,000","22,971,000,000","22,931,000,000","22,944,000,000","22,811,000,000","22,368,000,000","21,955,000,000","21,091,000,000","20,923,000,000","21,418,000,000","20,773,000,000","20,136,000,000","19,903,000,000","18,872,000,000","18,289,000,000","17,772,000,000","17,951,000,000","17,354,000,000","16,726,000,000","17,619,000,000","17,199,000,000","16,751,000,000","16,455,000,000","16,283,000,000","16,275,000,000","15,730,000,000","16,510,000,000","16,385,000,000","16,171,000,000","18,413,000,000","18,475,000,000","18,109,000,000","17,381,000,000","17,456,000,000","17,374,000,000","18,023,000,000","17,079,000,000","17,453,000,000","16,661,000,000","17,623,000,000","17,501,334,850","17,315,000,000","17,124,432,100","17,483,795,000","18,169,987,500","17,263,000,000","16,210,394,500","15,856,321,800","16,103,746,400","15,596,000,000","15,321,080,600","15,149,551,200","15,204,184,950","15,750,000,000","16,056,032,850","16,280,727,250","15,717,115,750","17,285,000,000","15,495,734,350","15,353,875,000","15,875,963,350","18,702,000,000","15,984,137,400","15,307,858,500","8,838,516,000","10,763,000,000","7,374,039,600","6,927,844,000","6,948,709,800","6,697,000,000","6,530,094,200","6,351,919,290","5,906,044,440"
	StockholdersEquity,"24,178,000,000","23,398,000,000","23,153,000,000","23,684,000,000","23,782,000,000","23,706,000,000","22,834,000,000","23,216,000,000","22,804,000,000","22,321,000,000","22,298,000,000","22,316,000,000","22,225,000,000","21,956,000,000","21,604,000,000","20,898,000,000","20,737,000,000","21,418,000,000","20,773,000,000","20,136,000,000","19,903,000,000","18,872,000,000","18,289,000,000","17,772,000,000","17,951,000,000","17,354,000,000","16,726,000,000","17,619,000,000","17,199,000,000","16,751,000,000","16,455,000,000","16,283,000,000","16,275,000,000","15,730,000,000","16,491,000,000","16,368,000,000","16,157,000,000","18,359,000,000","18,422,000,000","18,058,000,000","17,342,000,000","17,414,000,000","17,338,000,000","17,990,000,000","17,052,000,000","17,409,000,000","16,619,000,000","17,582,000,000","17,455,162,600","17,217,000,000","17,042,948,700","17,407,205,000","18,107,690,400","17,184,000,000","16,149,033,750","15,808,501,500","16,068,748,400","15,546,000,000","15,289,744,400","15,125,055,200","15,033,596,100","14,412,000,000","14,715,815,400","14,942,658,750","14,391,037,500","15,949,000,000","14,150,332,700","14,012,788,750","14,541,811,700","17,346,000,000","14,621,591,600","13,932,964,900","7,820,650,800","9,720,000,000","7,374,039,600","6,927,844,000","6,948,709,800","6,697,000,000","6,530,094,200","6,351,919,290","5,906,044,440"
		CapitalStock,"10,505,000,000","10,546,000,000","10,540,000,000","10,585,000,000","10,632,000,000","10,676,000,000","10,750,000,000","10,800,000,000","10,806,000,000","10,839,000,000","10,852,000,000","10,875,000,000","10,875,000,000","10,871,000,000","10,841,000,000","10,839,000,000","10,832,000,000","10,824,000,000","10,782,000,000","10,756,000,000","10,724,000,000","10,722,000,000","10,682,000,000","10,634,000,000","10,848,000,000","10,807,000,000","10,729,000,000","10,688,000,000","10,606,000,000","10,511,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,210,000,000","2,015,000,000","2,015,000,000","2,015,000,000","2,015,000,000","2,015,000,000","8,939,000,000","8,478,000,000","1,741,000,000","1,741,000,000","1,495,000,000",,,,"0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","0",,"0","0","0",,"0","0","0",,,,,,"0","0","0"
			PreferredStock,"2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,257,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,503,000,000","2,210,000,000","2,015,000,000","2,015,000,000","2,015,000,000","2,015,000,000","2,015,000,000","1,741,000,000","1,495,000,000","1,741,000,000","1,741,000,000","1,495,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"8,248,000,000","8,289,000,000","8,283,000,000","8,328,000,000","8,375,000,000","8,419,000,000","8,493,000,000","8,543,000,000","8,549,000,000","8,582,000,000","8,595,000,000","8,618,000,000","8,618,000,000","8,614,000,000","8,584,000,000","8,582,000,000","8,575,000,000","8,567,000,000","8,525,000,000","8,499,000,000","8,467,000,000","8,465,000,000","8,425,000,000","8,377,000,000","8,345,000,000","8,304,000,000","8,226,000,000","8,185,000,000","8,103,000,000","8,008,000,000","0","0","0","0","0","0","0","0","0","0","7,198,000,000","6,983,000,000","0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","0",,"0","0","0",,"0","0","0",,,,,,"0","0","0"
		AdditionalPaidInCapital,"74,000,000","73,000,000","73,000,000","74,000,000","74,000,000","73,000,000","72,000,000","73,000,000","72,000,000","72,000,000","74,000,000","74,000,000","73,000,000","72,000,000","76,000,000","76,000,000","77,000,000","76,000,000","79,000,000","79,000,000","80,000,000","83,000,000","88,000,000","92,000,000","93,000,000","95,000,000","104,000,000","104,000,000","106,000,000","110,000,000","8,046,000,000","7,982,000,000","7,914,000,000","7,837,000,000","7,738,000,000","7,680,000,000","7,614,000,000","7,556,000,000","7,475,000,000","7,393,000,000","135,000,000","118,000,000","7,193,000,000","7,130,000,000","7,103,000,000",,,,"7,086,927,350","7,050,770,800","7,119,860,500","7,151,591,250","7,166,473,800","7,146,281,700","7,139,044,350","7,146,354,600","7,238,753,000","7,271,733,750","7,240,983,400",,"7,219,174,950",,"7,313,613,450","7,351,332,250","7,324,315,250",,"7,378,792,600","7,466,331,250","7,509,199,750",,"7,461,484,800","7,487,390,700","1,100,826,000",,,,,,"6,530,094,200","6,351,919,290","5,906,044,440"
		RetainedEarnings,"11,236,000,000","11,318,000,000","10,915,000,000","11,559,000,000","11,423,000,000","11,267,000,000","11,142,000,000","11,008,000,000","10,620,000,000","10,305,000,000","10,435,000,000","9,947,000,000","9,653,000,000","9,360,000,000","8,866,000,000","8,377,000,000","8,145,000,000","7,891,000,000","7,588,000,000","7,338,000,000","6,905,000,000","6,762,000,000","6,507,000,000","6,280,000,000","6,079,000,000","5,899,000,000","5,568,000,000","6,295,000,000","6,113,000,000","5,843,000,000","5,844,000,000","5,656,000,000","5,693,000,000","5,343,000,000","6,216,000,000","7,039,000,000","6,836,000,000","11,663,000,000","11,357,000,000","11,102,000,000","11,161,000,000","10,959,000,000","10,864,000,000","11,191,000,000","10,798,000,000",,,,"11,611,807,850","11,211,752,000","11,148,320,300","10,858,760,000","10,567,434,000","10,105,570,800","9,786,481,800","9,471,755,700","9,339,799,600","9,136,101,150","8,814,757,000",,"8,418,136,300",,"8,065,350,150","7,844,728,250","7,538,538,000",,"7,223,605,850","7,057,347,500","6,873,749,350",,"6,468,523,600","6,145,956,900","6,121,549,800",,"6,002,860,000","5,851,865,600","5,665,410,800",,,,
		GainsLossesNotAffectingRetainedEarnings,"2,363,000,000","1,461,000,000","1,625,000,000","1,466,000,000","1,653,000,000","1,690,000,000","870,000,000","1,335,000,000","1,306,000,000","1,105,000,000","937,000,000","1,420,000,000","1,624,000,000","1,653,000,000","1,821,000,000","1,606,000,000","1,683,000,000","2,459,000,000","2,160,000,000","1,824,000,000","2,052,000,000","1,164,000,000","879,000,000","635,000,000","798,000,000","426,000,000","199,000,000","408,000,000","250,000,000","159,000,000","62,000,000","142,000,000","41,000,000","47,000,000",,"-366,000,000","-308,000,000","-2,875,000,000","-2,425,000,000","-2,452,000,000","-2,893,000,000","-2,545,000,000","-2,460,000,000","-2,072,000,000","-2,344,000,000",,,,"-2,549,734,250","-2,638,117,350",,,,"-1,335,927,600","-1,730,373,150","-1,763,790,600","-1,466,416,200","-1,506,913,500","-1,477,443,800",,"-1,063,458,150",,"-736,550,100","-327,143,000","-546,728,000",,"-452,065,750","-510,890,000","160,333,550",,"689,997,000","299,617,300","598,275,000",,"576,590,500","279,238,400","489,700,600",,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,549,734,250","-2,638,117,350",,,,"-1,335,927,600","-1,730,373,150","-1,763,790,600","-1,466,416,200","-1,506,913,500","-1,477,443,800",,"-1,063,458,150",,"-736,550,100","-327,143,000","-546,728,000",,"-452,065,750","-510,890,000","160,333,550",,"689,997,000","299,617,300","598,275,000",,"576,590,500","279,238,400","489,700,600",,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,"168,000,000","164,000,000","139,000,000","142,000,000","141,000,000","133,000,000","131,000,000","133,000,000","127,000,000","126,000,000","124,000,000","124,000,000","128,000,000",,,"124,000,000",,"327,000,000",,,,,,,"404,000,000",,,,,,,"1,306,161,650","1,592,594,550","-1,225,232,100","-603,146,250","373,782,600","1,268,075,100","953,880,750","954,181,800","956,612,000","645,078,600","711,447,800",,"459,743,000",,"73,401,900","73,741,250","74,912,250",,,,"-1,470,950",,"1,586,200",,,,"794,589,100","796,740,000","793,598,400",,,,
