name,ttm,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,08/31/1992,08/31/1991
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,"5,200,000",,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,"29,000",,,,,,,,,,,,,,,,
OperatingIncome,"1,212,000,000","1,212,000,000","1,465,000,000","1,416,000,000","1,369,000,000","1,553,000,000","1,689,000,000","1,742,000,000","1,890,000,000","2,158,000,000","1,914,000,000","1,712,000,000","1,536,000,000","1,804,477,000","1,814,772,000","1,416,181,000","1,236,702,000","1,023,304,000","1,090,383,000","849,975,000","651,315,000","448,275,000","337,700,000","258,500,000","188,800,000","149,800,000","123,900,000","102,400,000","64,600,000","51,600,000","59,500,000"
NetNonOperatingInterestIncomeExpense,"-207,000,000","-207,000,000","-256,000,000","-299,000,000","-308,000,000","-327,000,000","-340,000,000","-338,000,000","-329,000,000","-299,000,000","-132,000,000","-124,000,000",,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,"4,000,000","9,000,000","10,000,000",,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,"303,000,000","141,000,000","134,000,000",,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"207,000,000","207,000,000","256,000,000","299,000,000","308,000,000","327,000,000","340,000,000","338,000,000","329,000,000",,"-132,000,000","-124,000,000",,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-104,000,000","-104,000,000","-167,000,000",,"-186,000,000","-169,000,000",,,,,,,,,,,,,,,,,"1,800,000","800,000","300,000","-13,700,000","1,000,000","900,000","-2,100,000","-900,000","-4,400,000"
	SpecialIncomeCharges,"-104,000,000","-104,000,000","-167,000,000","0","-186,000,000","-169,000,000",,,,,,"0",,,,,,,,,,,"1,800,000","800,000","300,000","-13,700,000","1,000,000","900,000","-2,100,000","-900,000","-4,400,000"
		ImpairmentOfCapitalAssets,"113,000,000","113,000,000","104,000,000","0","186,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"-9,000,000","-9,000,000","63,000,000",,,"169,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"901,000,000","901,000,000","1,042,000,000","1,117,000,000","875,000,000","1,057,000,000","1,349,000,000","1,404,000,000","1,561,000,000","1,859,000,000","1,782,000,000","1,588,000,000","1,425,000,000","1,742,061,000","1,774,445,000","1,345,790,000","1,174,250,000","950,373,000","1,034,374,000","799,864,000","605,114,000","421,112,000","316,800,000","235,100,000","171,400,000","122,800,000","117,400,000","96,700,000","48,000,000","31,700,000","28,000,000"
TaxProvision,"210,000,000","210,000,000","241,000,000","258,000,000","319,000,000","384,000,000","482,000,000","515,000,000","575,000,000","692,000,000","668,000,000","597,000,000","540,000,000","658,210,000","665,764,000","503,830,000","443,870,000","359,221,000","390,993,000","304,188,000","232,966,000","162,970,000","124,500,000","93,800,000","68,900,000","50,100,000","48,900,000","41,000,000","21,400,000","14,200,000","13,000,000"
NetIncomeCommonStockholders,"691,000,000","691,000,000","801,000,000","859,000,000","556,000,000","673,000,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","192,300,000","141,300,000","102,500,000","72,700,000","68,500,000","53,900,000","26,600,000","16,700,000","15,000,000"
	NetIncome,"691,000,000","691,000,000","801,000,000","859,000,000","556,000,000","673,000,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","192,300,000","141,300,000","102,500,000","72,700,000","68,500,000","53,900,000","26,600,000","16,700,000","15,000,000"
		NetIncomeIncludingNoncontrollingInterests,"691,000,000","691,000,000","801,000,000","859,000,000","556,000,000","673,000,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","192,300,000","141,300,000","102,500,000","72,700,000","68,500,000","53,900,000","26,600,000","16,700,000","15,000,000"
			NetIncomeContinuousOperations,"691,000,000","691,000,000","801,000,000","859,000,000","556,000,000","673,000,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","192,300,000","141,300,000","102,500,000","72,700,000","68,500,000","55,700,000","26,600,000","17,500,000","15,000,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,800,000",,"-800,000",
DilutedNIAvailtoComStockholders,"691,000,000","691,000,000","801,000,000","859,000,000","556,000,000","673,000,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","192,300,000","141,300,000","102,500,000","72,700,000","68,500,000","53,900,000","26,600,000","16,700,000","15,000,000"
BasicEPS,,,"4.88","5.14","3.12","3.48","4.28","4.08","4.19","4.33","3.67","3.25","2.89","3.41","3.34","2.45","2.14","1.74","1.91","1.48","1.13","0.8","0.61","0.465","0.35","0.25","0.24","0.17","0.11","0.07","0.07"
DilutedEPS,,,"4.84","5.12","3.11","3.46","4.24","4.05","4.17","4.3","3.65","3.23","2.89","3.39","3.31","2.43","2.12","1.72","1.87","1.45","1.1","0.77","0.59","0.455","0.34","0.25","0.23","0.16","0.11","0.07","0.07"
BasicAverageShares,,,"164,000,000","167,000,000","178,000,000","193,000,000","203,000,000","218,000,000","235,000,000","270,000,000","304,000,000","305,000,000","306,000,000","317,844,868","332,323,000","344,172,000","341,724,000","339,199,000","336,676,000","335,138,497","333,112,720","324,628,000","315,245,902","304,942,000","292,857,143","290,800,000","285,416,667","317,058,824","241,818,182","238,571,429","214,285,714"
DilutedAverageShares,,,"165,000,000","168,000,000","179,000,000","195,000,000","204,000,000","220,000,000","237,000,000","271,000,000","306,000,000","306,000,000","307,000,000","319,720,059","334,771,000","346,772,000","344,773,000","344,907,000","346,728,000","335,138,497","333,112,720","333,856,000","325,932,203","312,154,000","301,470,588","290,800,000","297,826,087","336,875,000","241,818,182","238,571,429","214,285,714"
TotalOperatingIncomeAsReported,"1,099,000,000","1,099,000,000","1,361,000,000","1,416,000,000","1,183,000,000","1,553,000,000","1,689,000,000","1,742,000,000","1,890,000,000",,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"18,762,000,000","18,762,000,000","18,764,000,000","17,679,000,000","17,317,000,000","17,651,000,000","17,334,000,000","17,289,000,000","17,389,000,000","16,646,000,000","16,477,000,000","15,466,000,000","14,853,000,000","14,669,257,000","13,729,412,000","11,986,036,000","10,463,917,000","9,258,790,000","8,029,904,000","6,638,679,000","5,500,681,000","4,108,837,000","3,344,100,000","2,801,600,000","2,199,400,000","1,775,900,000","1,430,200,000","1,203,300,000","1,032,300,000","954,200,000","803,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"691,000,000","691,000,000","801,000,000","859,000,000","556,000,000","673,000,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","192,300,000","141,300,000","102,500,000","72,700,000","68,500,000","55,700,000","26,600,000","17,500,000","15,000,000"
NormalizedIncome,"770,768,000","770,768,000","929,256,000","859,000,000","674,110,000","780,653,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","191,207,386.364","140,819,183.326","102,320,000","80,920,000","67,900,000","55,160,000","27,860,000","18,040,000","17,640,000"
InterestIncome,,,,,,,,,,"4,000,000","9,000,000","10,000,000",,,,,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,"303,000,000","141,000,000","134,000,000",,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-207,000,000","-207,000,000","-256,000,000","-299,000,000","-308,000,000","-327,000,000","-340,000,000","-338,000,000","-329,000,000","-299,000,000","-132,000,000","-124,000,000",,,,,,,,,,,,,,,,,,,
EBIT,"1,212,000,000","1,212,000,000","1,465,000,000","1,416,000,000","1,369,000,000","1,553,000,000","1,689,000,000","1,742,000,000","1,890,000,000","2,162,000,000","1,923,000,000","1,722,000,000","1,536,000,000","1,804,477,000","1,814,772,000","1,416,181,000","1,236,702,000","1,023,304,000","1,090,383,000","849,975,000","651,315,000","448,275,000","337,700,000","258,500,000","188,800,000","149,800,000","123,900,000","102,400,000","64,600,000","51,600,000","59,500,000"
EBITDA,"2,129,000,000"
ReconciledCostOfRevenue,"12,140,000,000","12,140,000,000","12,199,000,000","12,176,000,000","11,944,000,000","12,265,000,000","12,098,000,000","12,087,000,000","12,289,000,000","11,625,000,000","11,359,000,000","10,679,000,000","10,332,000,000","10,458,523,000","9,889,672,000","8,638,368,000","7,586,057,000","6,876,421,000","5,970,867,000","4,913,643,000","4,049,852,000","3,013,759,000","2,447,300,000","2,046,500,000","1,608,700,000","1,294,700,000","1,037,700,000","868,400,000","722,600,000","659,900,000","572,700,000"
ReconciledDepreciation,"917,000,000","917,000,000","964,000,000","991,000,000","938,000,000","934,000,000","886,000,000","889,000,000","833,000,000","778,000,000","656,000,000","591,000,000","543,000,000","453,171,000","388,515,000","339,826,000","289,108,000","247,476,000","201,791,000","167,049,000","133,273,000","88,837,000","70,200,000","57,700,000","44,200,000","34,000,000","27,400,000","24,000,000","19,800,000","19,900,000","18,700,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"691,000,000","691,000,000","801,000,000","859,000,000","556,000,000","673,000,000","867,000,000","889,000,000","986,000,000","1,167,000,000","1,114,000,000","991,000,000","885,000,000","1,083,851,000","1,108,681,000","841,960,000","730,380,000","591,152,000","643,381,000","495,676,000","372,148,000","258,142,000","192,300,000","141,300,000","102,500,000","72,700,000","68,500,000","55,700,000","26,600,000","17,500,000","15,000,000"
TotalUnusualItemsExcludingGoodwill,"-104,000,000","-104,000,000","-167,000,000","0","-186,000,000","-169,000,000",,,,,,"0",,,,,,,,,,,"1,800,000","800,000","300,000","-13,700,000","1,000,000","900,000","-2,100,000","-900,000","-4,400,000"
TotalUnusualItems,"-104,000,000","-104,000,000","-167,000,000","0","-186,000,000","-169,000,000",,,,,,"0",,,,,,,,,,,"1,800,000","800,000","300,000","-13,700,000","1,000,000","900,000","-2,100,000","-900,000","-4,400,000"
NormalizedEBITDA,"2,233,000,000","2,233,000,000","2,596,000,000","2,407,000,000","2,493,000,000","2,656,000,000","2,575,000,000","2,631,000,000","2,723,000,000","2,940,000,000","2,579,000,000","2,313,000,000","2,079,000,000","2,257,648,000","2,203,287,000","1,756,007,000","1,525,810,000","1,270,780,000","1,292,174,000","1,017,024,000","784,588,000","537,112,000","406,100,000","315,400,000","232,700,000","197,500,000","150,300,000","125,500,000","86,500,000","72,400,000","82,600,000"
TaxRateForCalcs,"0.233","0.233","0.232","0.231","0.365","0.363","0.357","0.367","0.368","0.372","0.375","0.376","0.379","0.378","0.375","0.374","0.378","0.378","0.378","0.38","0.385","0.387","0.393","0.399","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-24,232,000","-24,232,000","-38,744,000","0","-67,890,000","-61,347,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","707,386.364","319,183.326","120,000","-5,480,000","400,000","360,000","-840,000","-360,000","-1,760,000"
