name,ttm,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,08/31/1992,08/31/1991
TotalRevenue,"19,974,000,000","19,974,000,000","20,229,000,000","19,095,000,000","18,686,000,000","19,204,000,000","19,023,000,000","19,031,000,000","19,279,000,000","18,804,000,000","18,391,000,000","17,178,000,000","16,389,000,000","16,473,734,000","15,544,184,000","13,402,217,000","11,700,619,000","10,282,094,000","9,120,287,000","7,488,654,000","6,151,996,000","4,557,112,000","3,681,800,000","3,060,100,000","2,388,200,000","1,925,700,000","1,554,100,000","1,305,700,000","1,096,900,000","1,005,800,000","862,900,000"
	OperatingRevenue,"18,885,000,000","18,885,000,000","19,167,000,000","19,095,000,000","18,686,000,000","19,204,000,000","19,023,000,000","19,031,000,000","19,279,000,000","18,804,000,000","18,391,000,000","17,178,000,000","16,389,000,000","16,473,734,000","15,544,184,000","13,402,217,000","11,700,619,000","10,282,094,000","9,120,287,000","7,488,654,000","6,151,996,000","4,557,112,000","3,681,800,000","3,060,100,000","2,388,200,000","1,925,700,000","1,554,100,000","1,305,700,000","1,096,900,000","1,005,800,000","862,900,000"
CostOfRevenue,"12,140,000,000","12,140,000,000","12,199,000,000","12,176,000,000","11,944,000,000","12,265,000,000","12,098,000,000","12,087,000,000","12,289,000,000","11,625,000,000","11,359,000,000","10,680,000,000","10,334,000,000","10,459,549,000","9,890,513,000","8,639,278,000","7,586,992,000","6,887,033,000","5,981,219,000","4,923,527,000","4,049,852,000","3,013,759,000","2,447,300,000","2,046,500,000","1,608,700,000","1,294,700,000","1,037,700,000","868,400,000","722,600,000","659,900,000","572,700,000"
GrossProfit,"7,834,000,000","7,834,000,000","8,030,000,000","6,919,000,000","6,742,000,000","6,939,000,000","6,925,000,000","6,944,000,000","6,990,000,000","7,179,000,000","7,032,000,000","6,498,000,000","6,055,000,000","6,014,185,000","5,653,671,000","4,762,939,000","4,113,627,000","3,395,061,000","3,139,068,000","2,565,127,000","2,102,144,000","1,543,353,000","1,234,500,000","1,013,600,000","779,500,000","631,000,000","516,400,000","437,300,000","374,300,000","345,900,000","290,200,000"
OperatingExpense,"6,622,000,000","6,622,000,000","6,565,000,000","5,503,000,000","5,373,000,000","5,386,000,000","5,236,000,000","5,202,000,000","5,100,000,000","5,021,000,000","5,118,000,000","4,786,000,000","4,519,000,000","4,209,708,000","3,838,899,000","3,346,758,000","2,876,925,000","2,371,757,000","2,048,685,000","1,715,152,000","1,450,829,000","1,095,078,000","896,800,000","755,100,000","590,700,000","481,200,000","392,500,000","334,900,000","309,700,000","294,300,000","230,700,000"
	SellingGeneralAndAdministration,"5,705,000,000","5,705,000,000","5,601,000,000","4,512,000,000","4,435,000,000","4,452,000,000","4,350,000,000","4,313,000,000","4,267,000,000","4,243,000,000","4,462,000,000","4,196,000,000","3,978,000,000","3,757,563,000","3,451,196,000","3,007,842,000","2,588,752,000","2,134,893,000","1,857,246,000","1,557,987,000","1,317,556,000","1,006,241,000","826,600,000","697,400,000","546,500,000","447,200,000","365,100,000","310,900,000","289,900,000","274,400,000","212,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"917,000,000","917,000,000","964,000,000","991,000,000","938,000,000","934,000,000","886,000,000","889,000,000","833,000,000","778,000,000","656,000,000","590,000,000","541,000,000","452,145,000","387,674,000","338,916,000","288,173,000","236,864,000","191,439,000","157,165,000","133,273,000","88,837,000","70,200,000","57,700,000","44,200,000","34,000,000","27,400,000","24,000,000","19,800,000","19,900,000","18,700,000"
		DepreciationAndAmortizationInIncomeStatement,"917,000,000","917,000,000","964,000,000","991,000,000","938,000,000","934,000,000","886,000,000","889,000,000","833,000,000","778,000,000","656,000,000","590,000,000","541,000,000","452,145,000","387,674,000","338,916,000","288,173,000","236,864,000","191,439,000","157,165,000","133,273,000","88,837,000","70,200,000","57,700,000","44,200,000","34,000,000","27,400,000","24,000,000","19,800,000","19,900,000","18,700,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,"151,965,000",,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,"5,200,000",,,,,,,,,,,
