name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2002,12/31/2001
TotalAssets,"15,032,047,000","15,302,438,000","14,449,760,000","9,808,465,000","9,289,122,000","7,403,272,000","6,811,861,000","4,242,130,000","3,604,117,000","3,762,646,000","2,684,865,000","2,580,093,000","2,291,630,000","2,190,648,000","1,911,491,000","805,186,000","368,983,000","322,036,000"
	CashCashEquivalentsAndFederalFundsSold,"490,601,000","658,264,000","660,042,000","218,199,000","257,373,000","112,778,000","169,809,000","249,003,000","185,404,000","315,380,000","185,250,000","62,033,000","55,097,000","68,703,000","51,734,000","22,033,000",,
		CashAndCashEquivalents,"490,601,000","657,939,000","635,933,000","216,649,000","255,823,000","112,528,000","165,534,000","231,855,000","184,304,000","287,532,000","173,490,000","54,168,000","55,021,000","59,700,000","44,679,000","19,813,000",,
			CashFinancial,"168,914,000","175,024,000","166,915,000","123,758,000","111,258,000","105,438,000","104,005,000","101,972,000",,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,"46,765,000","51,468,000","53,004,000","39,248,000","19,444,000",,
			CashAndDueFromBanks,"321,687,000","482,915,000","469,018,000","92,891,000","144,565,000","7,090,000","61,529,000","129,883,000","184,304,000","287,532,000","173,490,000","7,403,000","3,553,000","6,696,000","5,431,000","369,000",,
		MoneyMarketInvestments,,"325,000","24,109,000","1,550,000","1,550,000","250,000","4,275,000","17,148,000","1,100,000","27,848,000","11,760,000","7,865,000","76,000","9,003,000","7,055,000","2,220,000",,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"0","325,000","24,109,000","1,550,000","1,550,000","250,000","4,275,000","17,148,000","1,100,000","27,848,000","11,760,000","7,865,000","76,000","9,003,000","7,055,000","2,220,000",,
				FederalFundsSold,"0","325,000","24,109,000","1,550,000","1,550,000","250,000","4,275,000","17,148,000","1,100,000","27,848,000","11,760,000",,,,,,,
	ForeclosedAssets,"9,143,000","13,236,000","18,867,000","15,951,000","19,140,000","24,822,000","50,868,000","51,919,000","51,838,000","33,194,000","16,484,000",,,,,,,
	BankOwnedLifeInsurance,"102,562,000","148,621,000","146,866,000","86,491,000","85,146,000","74,444,000","63,501,000","59,219,000","52,700,000","51,970,000","52,176,000",,,,,,,
	SecuritiesAndInvestments,"2,083,838,000","1,978,638,000","1,888,273,000","1,357,096,000","1,515,622,000","1,424,077,000","1,290,105,000","726,223,000","671,221,000","469,864,000","322,115,000","356,668,000","445,483,000","544,340,000","530,302,000","190,466,000",,
		AvailableForSaleSecurities,,,,,,,,,"671,221,000","469,864,000","322,115,000","356,668,000","445,483,000","544,340,000","530,302,000","190,466,000",,
		HeldToMaturitySecurities,"0","192,776,000","224,756,000","284,176,000","309,042,000","356,790,000","114,621,000",,,,,,,,,,,
		OtherShortTermInvestments,"2,083,838,000","1,785,862,000","1,663,517,000","1,072,920,000","1,206,580,000","1,067,287,000","1,175,484,000","726,223,000",,,,,,,,,,
	LongTermEquityInvestment,,,,,,,,,,,"1,424,000",,,,,,,
	NetLoan,"10,767,588,000","10,963,088,000","10,220,922,000","7,307,697,000","6,572,347,000","5,002,491,000","4,433,138,000","2,665,451,000","2,189,696,000","2,414,802,000","1,907,317,000","1,915,847,000","1,577,588,000","1,390,184,000","1,180,414,000","500,310,000","-5,706,000","-3,847,000"
		GrossLoan,"10,869,710,000","11,071,879,000","10,331,188,000","7,387,699,000","6,641,571,000","5,057,502,000","4,476,953,000","2,716,083,000","2,241,825,000","2,468,150,000","1,950,285,000","1,956,232,000","1,606,994,000","1,416,295,000","1,204,589,000","516,655,000",,
			CommercialLoan,"1,528,003,000","1,476,331,000","1,347,212,000","1,123,213,000","850,587,000","678,775,000","517,273,000","271,576,000","176,276,000","226,457,000",,,,,,,,
			ConsumerLoan,"511,909,000","443,105,000","46,148,000","41,745,000","52,258,000","56,736,000","69,590,000","37,501,000","37,923,000","52,140,000","1,950,285,000",,,,,,,
			MortgageLoan,"8,585,357,000","8,965,213,000","8,794,451,000","6,063,762,000","5,608,684,000","4,205,246,000","3,786,082,000","2,354,273,000","1,495,819,000",,,,,,,,,
			OtherLoanAssets,"244,441,000","187,230,000","143,377,000","158,979,000","130,042,000","116,745,000","104,008,000","52,733,000","531,807,000","2,189,553,000",,"1,956,232,000","1,606,994,000","1,416,295,000","1,204,589,000","516,655,000",,
		AllowanceForLoansAndLeaseLosses,"102,122,000","108,791,000","110,266,000","80,002,000","69,224,000","55,011,000","43,815,000","50,632,000","52,129,000","53,348,000","42,968,000","40,385,000","29,406,000","26,111,000","24,175,000","16,345,000","5,706,000","3,847,000"
	Receivables,"45,086,000","48,945,000","45,708,000","30,838,000","29,132,000","24,075,000","22,944,000","16,305,000","15,551,000","16,176,000","13,137,000","13,115,000","14,321,000","13,736,000","11,158,000","4,215,000",,
		AccountsReceivable,"45,086,000","48,945,000","45,708,000","30,838,000","29,132,000","24,075,000","22,944,000","16,305,000","15,551,000","16,176,000","13,137,000","13,115,000","14,321,000","13,736,000","11,158,000","4,215,000",,
			GrossAccountsReceivable,,,,,,,,,"15,551,000","16,176,000","13,137,000","13,115,000","14,321,000","13,736,000","11,158,000","4,215,000",,
	NetPPE,"280,103,000","233,261,000","237,439,000","205,301,000","212,163,000","206,912,000","197,224,000","113,883,000","88,465,000","81,939,000","70,810,000","73,610,000","67,702,000","57,339,000","51,762,000","26,066,000",,
	GoodwillAndOtherIntangibleAssets,"994,980,000","1,001,304,000","977,300,000","396,294,000","399,426,000","346,348,000","324,034,000","97,742,000","68,283,000","71,110,000","58,827,000","58,476,000","45,229,000","46,985,000","48,727,000","22,816,000",,"0"
		Goodwill,"958,408,000","958,408,000","927,949,000","377,983,000","377,983,000","325,423,000","301,736,000","85,681,000","59,663,000","59,663,000","53,039,000",,,,,,,
		OtherIntangibleAssets,"36,572,000","42,896,000","49,351,000","18,311,000","21,443,000","20,925,000","22,298,000","12,061,000","8,620,000","11,447,000","5,788,000",,,,,,,
	DeferredAssets,"44,301,000","73,275,000","76,564,000","61,298,000","71,565,000","65,227,000","89,412,000","46,998,000","22,850,000","18,586,000","14,777,000",,,,,,,
		DeferredTaxAssets,"44,301,000","73,275,000","76,564,000","61,298,000","71,565,000","65,227,000","89,412,000","46,998,000","22,850,000","18,586,000","14,777,000",,,,,,,
	OtherAssets,"213,845,000","183,806,000","177,779,000","129,300,000","127,208,000","122,098,000","170,826,000","215,387,000","258,109,000","289,625,000","42,548,000","100,344,000","86,210,000","69,361,000","37,394,000","39,280,000","374,689,000","325,883,000"
TotalLiabilitiesNetMinorityInterest,"12,520,516,000","12,952,552,000","12,245,469,000","8,480,975,000","8,089,365,000","6,387,980,000","5,970,906,000","3,726,657,000","3,130,051,000","3,285,721,000","2,219,892,000","2,297,049,000","2,038,574,000","1,959,229,000","1,745,634,000","689,338,000","322,230,000","286,039,000"
	TotalDeposits,"11,278,383,000","10,899,778,000","10,388,502,000","6,942,427,000","6,438,509,000","5,423,971,000","5,393,046,000","3,483,452,000","2,858,031,000","2,961,798,000","1,835,423,000","1,847,908,000","1,592,206,000","1,607,194,000","1,427,108,000","552,878,000","279,228,000","237,343,000"
		InterestBearingDepositsLiabilities,"8,911,292,000","8,498,546,000","8,003,250,000","5,247,243,000","4,981,885,000","4,220,665,000","4,401,885,000","2,817,038,000","2,393,450,000","2,569,176,000","1,533,195,000","1,598,559,000","1,380,213,000","1,392,052,000","1,217,134,000","466,692,000",,
			CustomerAccounts,"8,911,292,000","8,498,546,000","8,003,250,000","5,247,243,000","4,981,885,000","4,220,665,000","4,401,885,000","2,817,038,000","2,393,450,000","2,569,176,000","1,533,195,000","1,598,559,000","1,380,213,000","1,392,052,000","1,217,134,000","466,692,000",,
		NonInterestBearingDeposits,"2,367,091,000","2,401,232,000","2,385,252,000","1,695,184,000","1,456,624,000","1,203,306,000","991,161,000","666,414,000","464,581,000","392,622,000","302,228,000","249,349,000","211,993,000","215,142,000","209,974,000","86,186,000",,
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,"148,727,000","143,679,000","147,789,000","121,290,000","128,389,000","176,465,000","160,984,000","66,278,000","62,319,000","74,459,000","62,000,000","113,389,000","136,979,000","144,095,000","148,213,000","29,209,000",,
		FederalFundsPurchased,"5,000,000","0","0","0","0",,,,"0","0","0",,,,,,,
		FinancialInstrumentsSoldUnderAgreementsToRepurchase,"143,727,000","143,679,000","147,789,000","121,290,000","128,389,000","176,465,000","160,984,000","66,278,000","62,319,000","74,459,000","62,000,000",,,,,,,
	PayablesAndAccruedExpenses,"102,410,000","67,912,000","41,959,000","51,234,000","55,696,000","28,761,000","5,389,000","17,672,000","22,593,000","27,863,000","10,625,000","5,202,000","13,067,000","11,509,000","8,504,000","8,163,000",,
		Payables,"102,410,000","67,912,000","41,959,000","51,234,000","55,696,000","28,761,000","5,389,000","17,672,000","22,593,000","27,863,000","10,625,000","5,202,000","13,067,000","11,509,000","8,504,000","8,163,000",,
			AccountsPayable,"102,410,000","67,912,000","41,959,000","51,234,000","55,696,000","28,761,000","5,389,000","17,672,000","22,593,000","27,863,000","10,625,000","5,202,000","13,067,000","11,509,000","8,504,000","8,163,000",,
	LongTermDebtAndCapitalLeaseObligation,"990,996,000","1,841,183,000","1,667,219,000","1,366,024,000","1,466,771,000","758,783,000","411,487,000","159,255,000","187,108,000","221,601,000","311,844,000","330,550,000","296,322,000","196,431,000","161,809,000","99,088,000",,
