name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2002,12/31/2001
		LongTermDebt,"990,996,000","1,841,183,000","1,667,219,000","1,366,024,000","1,466,771,000","758,783,000","411,487,000","159,255,000","187,108,000","221,601,000","311,844,000","330,550,000","296,322,000","196,431,000","161,809,000","99,088,000",,
			AdvanceFromFederalHomeLoanBanks,"621,439,000","1,472,393,000","1,299,188,000","1,305,198,000","1,405,945,000","697,957,000","350,661,000","130,388,000","142,777,000","177,270,000","264,360,000",,,,,,,
	OtherLiabilities,,,,,,,,,,,,,,,,,"43,002,000","48,696,000"
TotalEquityGrossMinorityInterest,"2,511,531,000","2,349,886,000","2,204,291,000","1,327,490,000","1,199,757,000","1,015,292,000","840,955,000","515,473,000","474,066,000","476,925,000","464,973,000","283,044,000","253,056,000","231,419,000","165,857,000","115,848,000","46,753,000","35,997,000"
	StockholdersEquity,"2,511,531,000","2,349,886,000","2,204,291,000","1,327,490,000","1,199,757,000","1,015,292,000","840,955,000","515,473,000","474,066,000","476,925,000","464,973,000","283,044,000","253,056,000","231,419,000","165,857,000","106,610,000","46,753,000","35,997,000"
		CapitalStock,"1,664,000","1,707,000","1,736,000","1,405,000","701,000","676,000","651,000","281,000","283,000","49,741,000","49,532,000","199,000","173,000","172,000","144,000","287,000",,
			PreferredStock,,,,,,,,,"0","49,456,000","49,275,000",,,,"23,000","21,000",,
			CommonStock,"1,664,000","1,707,000","1,736,000","1,405,000","701,000","676,000","651,000","281,000","283,000","285,000","257,000","199,000","173,000","172,000","121,000","266,000",,
		RetainedEarnings,"956,555,000","752,184,000","530,658,000","455,948,000","326,898,000","226,279,000","136,386,000","86,837,000","40,130,000","-6,079,000","51,746,000","32,639,000","59,489,000","41,544,000","27,331,000","17,295,000",,
		AdditionalPaidInCapital,"1,537,091,000","1,609,810,000","1,675,318,000","869,737,000","867,981,000","781,328,000","708,058,000","416,354,000","425,649,000","432,962,000","363,519,000","253,581,000","195,649,000","194,595,000","146,285,000","90,455,000",,
		TreasuryStock,,,,,,,,,,,,,,,,"569,000",,
		GainsLossesNotAffectingRetainedEarnings,"16,221,000","-13,815,000","-3,421,000","400,000","4,177,000","7,009,000","-4,140,000","12,001,000","8,004,000","301,000","176,000","-3,375,000","-2,255,000","-4,892,000","-7,903,000","-858,000",,
	MinorityInterest,,,,,,,,,,,,,,,,"9,238,000",,
TotalCapitalization,"3,502,527,000","4,191,069,000","3,871,510,000","2,693,514,000","2,666,528,000","1,774,075,000","1,252,442,000","674,728,000","661,174,000","698,526,000","776,817,000","613,594,000","549,378,000","427,850,000","327,666,000","205,698,000",,
PreferredStockEquity,,,,,,,,,,"49,456,000","49,275,000",,,,"23,000","21,000",,
CommonStockEquity,"2,511,531,000","2,349,886,000","2,204,291,000","1,327,490,000","1,199,757,000","1,015,292,000","840,955,000","515,473,000","474,066,000","427,469,000","415,698,000","283,044,000","253,056,000","231,419,000","165,834,000","106,589,000","46,753,000","35,997,000"
NetTangibleAssets,"1,516,551,000","1,348,582,000","1,226,991,000","931,196,000","800,331,000","668,944,000","516,921,000","417,731,000","405,783,000","405,815,000","406,146,000","224,568,000","207,827,000","184,434,000","117,130,000","83,794,000","46,753,000","35,997,000"
InvestedCapital,"3,502,527,000","4,191,069,000","3,871,510,000","2,693,514,000","2,666,528,000","1,774,075,000","1,252,442,000","674,728,000","661,174,000","649,070,000","727,542,000","613,594,000","549,378,000","427,850,000","327,643,000","205,677,000",,
TangibleBookValue,"1,516,551,000","1,348,582,000","1,226,991,000","931,196,000","800,331,000","668,944,000","516,921,000","417,731,000","405,783,000","356,359,000","356,871,000","224,568,000","207,827,000","184,434,000","117,107,000","83,773,000","46,753,000","35,997,000"
TotalDebt,"990,996,000","1,841,183,000","1,667,219,000","1,366,024,000","1,466,771,000","758,783,000","411,487,000","159,255,000","187,108,000","221,601,000","311,844,000","330,550,000","296,322,000","196,431,000","161,809,000","99,088,000",,
NetDebt,"500,395,000","1,183,244,000","1,031,286,000","1,149,375,000","1,210,948,000","646,255,000","245,953,000",,"2,804,000",,"138,354,000","276,382,000","241,301,000","136,731,000","117,130,000","79,275,000",,
ShareIssued,"166,373,346","170,720,072","173,632,983","140,472,205","140,241,004","135,141,220","130,163,706","112,426,108","113,102,028","113,809,644","113,036,602","87,571,937","81,972,171","81,761,244","69,518,699","69,518,699","69,518,699","69,518,699"
OrdinarySharesNumber,"166,373,346","170,720,072","173,632,983","140,472,205","140,241,004","135,141,220","130,163,706","112,426,108","113,102,028","113,809,644","113,036,602","87,571,937","81,972,171","81,761,244","69,518,699","69,518,699","69,518,699","69,518,699"
PreferredSharesNumber,,,,,,,,,,"50,000","50,000",,,,,,,
