name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,364,000","93,087,000","89,028,000","89,832,000","90,135,000","98,855,000","98,322,000","93,833,000","89,946,000","86,597,000","63,377,000","60,843,000","55,663,000","53,243,000","51,247,000","46,061,000","45,329,000","39,527,000","38,475,000","34,815,000","35,143,000","37,223,000","33,968,000","30,040,000","24,116,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,364,000","93,087,000","89,028,000","89,832,000","90,135,000","98,855,000","98,322,000","93,833,000","89,946,000","86,597,000","63,377,000","60,843,000","55,663,000","53,243,000","51,247,000","46,061,000","45,329,000","39,527,000","38,475,000","34,815,000","35,143,000","37,223,000","33,968,000","30,040,000","24,116,000",,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,364,000","93,087,000","89,028,000","89,832,000","90,135,000","98,855,000","98,322,000","93,833,000","89,946,000","86,597,000","63,377,000","60,843,000","55,663,000","53,243,000","51,247,000",,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,024,000","0","2,391,000","1,643,000","137,000","514,000","-224,000","740,000","555,000","55,000","-879,000","1,232,000",,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-13,673,000","-4,638,000","-4,293,000","-2,345,000","-2,397,000","-3,410,000","-5,702,000","-2,337,000","-3,386,000","-3,114,000","-3,300,000","-2,923,000","-3,695,000","-3,508,000","-3,572,000","-5,675,000","-4,495,000","-4,556,000","-31,852,000","-10,365,000","-31,515,000","-12,454,000","-34,989,000","-13,132,000","-9,566,000","-4,442,000","-5,087,000","-4,818,000","-5,110,000","-5,636,000","-4,915,000",,,,,,,,,,,,,"1,900,000",,,,,,,,,,,,,,,,,,
OperatingIncome,"2,468,160,000","586,038,000","625,018,000","617,424,000","639,680,000","581,060,000","536,488,000","573,860,000","528,052,000","482,445,000","538,294,000","554,283,000","505,274,000","516,038,000","550,837,000","536,194,000","500,832,000","573,180,000","615,691,000","572,243,000","541,524,000","601,555,000","595,350,000","657,426,000","410,886,000","128,280,000","139,014,000","150,547,000","117,218,000","120,172,000","118,576,000","128,649,000","119,504,000","130,923,000","144,018,000","136,965,000","120,969,000","145,853,000","128,430,000","142,738,000","139,181,000","100,261,000","98,434,000","73,197,000","83,709,000","69,890,000","63,815,000","104,900,000","97,210,000","104,839,000","101,470,000","116,314,000","108,583,000","120,788,000","34,013,000","78,645,000","200,932,000","200,932,000","-128,704,000","123,270,000","123,270,000","123,270,000"
NetNonOperatingInterestIncomeExpense,"-1,233,553,000","-308,523,000","-306,874,000","-300,274,000","-317,882,000","-316,196,000","-302,859,000","-280,354,000","-275,805,000","-268,031,000","-258,153,000","-274,366,000","-242,050,000","-256,650,000","-167,247,000","-255,766,000","-261,361,000","-279,799,000","-274,410,000","-282,855,000","-255,014,000","-287,605,000","-278,011,000","-266,964,000","-172,369,000","-61,625,000","-55,623,000","-62,357,000","-45,725,000","-57,099,000","-61,181,000","-65,692,000","-93,330,000","-63,345,000","-61,883,000","-87,406,000","-85,311,000","-62,184,000","-37,531,000","-74,396,000","-73,982,000","-50,080,000","-21,384,000","-30,411,000","-5,989,000","-26,865,000",,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"45,905,000","10,094,000","9,215,000","12,037,000","14,559,000","17,983,000","19,819,000","11,728,000","9,060,000","6,418,000","13,347,000","5,829,000","32,968,000","29,028,000","85,432,000","18,139,000","19,354,000","4,763,000",,,,,,,,"1,380,000","1,364,000","1,297,000","1,394,000","1,470,000","1,120,000","405,000","324,000","622,000","912,000","668,000","736,000","689,000","652,000","748,000","1,547,000","1,322,000","2,449,000","2,433,000",,"2,621,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,279,458,000","318,617,000","316,089,000","312,311,000","332,441,000","334,179,000","322,678,000","292,082,000","284,865,000","274,449,000","271,500,000","280,195,000","275,018,000","285,678,000","252,679,000","273,905,000","280,715,000","284,562,000","274,410,000","282,855,000","255,014,000","287,605,000","278,011,000","266,964,000","172,369,000","63,005,000","56,987,000","63,654,000","47,119,000","58,569,000","62,301,000","66,097,000","93,654,000","63,967,000","62,795,000","88,074,000","86,047,000","62,873,000","38,183,000","75,144,000","75,529,000","51,402,000","23,833,000","32,844,000","5,989,000","29,486,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"146,595,000","44,419,000","32,487,000","9,351,000","60,338,000","16,510,000","25,549,000","7,149,000","37,247,000","87,192,000","38,142,000","18,112,000","59,495,000","37,453,000","38,981,000","-21,656,000","24,398,000","-38,197,000","-31,078,000","56,218,000","67,888,000","41,542,000","-14,085,000","-2,436,000","-67,551,000","-11,972,000","-15,651,000","1,948,000","10,605,000","7,742,000","-51,736,000","-7,489,000",,,"-4,011,000","-3,834,000","-4,984,000","-7,749,000","-8,955,000","-2,761,000","-2,721,000","274,000","-14,207,000","-382,000","-13,733,000","-7,217,000","-11,100,000",,,,,,,,,"6,005,000",,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,"-1,012,000","-2,259,000","-187,000","-300,000","-24,000","392,000","79,000","-562,000","-89,000","-90,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,"-22,729,000","15,177,000","17,120,000","16,922,000","12,894,000","13,007,000","14,936,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"146,595,000","44,419,000","32,487,000","9,351,000","60,338,000","16,510,000","25,549,000","7,149,000","37,247,000","87,192,000","38,142,000","18,112,000","59,495,000","37,453,000","38,981,000","-21,656,000","24,398,000","-38,197,000","-8,349,000","41,041,000","50,768,000","24,620,000","-25,967,000","-13,184,000","-82,300,000","-11,672,000","-15,627,000","1,556,000","10,526,000","8,304,000","-51,647,000","-7,399,000","0","0","-4,011,000","-3,834,000","-4,984,000","-7,749,000","-8,955,000","-2,761,000","-2,721,000","274,000","-14,207,000","-382,000","-13,733,000","-7,217,000","-11,100,000",,,,,,,,,"6,005,000",,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,"0","0","0","4,730,000","9,875,000","8,272,000","28,976,000","3,539,000","12,602,000","50,814,000","2,623,000","1,091,000","4,385,000","11,929,000","14,386,000","100,999,000","21,478,000","10,447,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"79,065,000","13,947,000","16,131,000","31,168,000","17,819,000","5,031,000","15,257,000","12,843,000","13,978,000","2,108,000","10,383,000","45,603,000","5,300,000","0","11,428,000","15,077,000","10,474,000","44,628,000","980,000","7,912,000","2,747,000","4,696,000","19,957,000","1,584,000","287,000","0","14,301,000","9,193,000","0","2,661,000","5,226,000","7,399,000","0","0","4,011,000","3,834,000","4,984,000","7,749,000","8,955,000","2,761,000","2,721,000","0","11,242,000","382,000","13,733,000","7,217,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-274,000",,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"225,660,000","58,366,000","48,618,000","40,519,000","78,157,000","21,541,000","40,806,000","19,992,000","51,225,000","89,300,000","48,525,000","63,715,000","69,525,000","47,328,000","58,681,000","22,397,000","38,411,000","19,033,000","43,445,000","51,576,000","54,606,000","33,701,000","5,919,000","2,786,000","18,986,000","9,806,000","9,633,000","10,749,000","10,526,000","10,965,000","-47,456,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,,,,"27,961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,381,202,000","321,934,000","350,631,000","326,501,000","382,136,000","281,374,000","259,178,000","300,655,000","289,494,000","301,606,000","318,283,000","298,029,000","322,719,000","296,841,000","422,571,000","258,772,000","263,869,000","255,184,000","310,203,000","345,606,000","354,398,000","355,492,000","303,254,000","388,026,000","170,966,000","54,652,000","67,740,000","90,138,000","82,098,000","70,815,000","5,659,000","55,468,000","26,174,000","67,578,000","78,124,000","45,725,000","30,674,000","75,920,000","81,944,000","65,581,000","62,478,000","48,859,000","70,499,000","39,971,000","63,987,000","35,808,000","-30,854,000","53,942,000","77,582,000","55,243,000","43,814,000","58,046,000","40,221,000","70,304,000","-20,774,000","41,502,000",,,,,,
TaxProvision,"174,596,000","43,461,000","39,013,000","42,445,000","49,677,000","36,579,000","28,147,000","39,089,000","37,615,000","39,228,000","50,019,000","34,158,000","41,956,000","38,585,000","60,712,000","42,711,000","35,624,000","34,449,000","47,311,000","46,658,000","47,846,000","47,990,000","29,985,000","66,777,000","35,964,000","4,647,000","5,367,000","7,661,000","7,333,000","5,665,000","-162,000","732,000","1,619,000","5,878,000","5,374,000","2,532,000","2,483,000","6,045,000","6,698,000","6,144,000","4,862,000","4,886,000","423,000","784,000","827,000","1,860,000","-15,852,000","3,896,000","6,955,000","4,570,000","152,000","9,288,000","5,657,000","10,019,000","-3,770,000","6,698,000",,,,,,
EarningsFromEquityInterestNetOfTax,"-6,922,000","1,331,000","1,877,000","-12,065,000","1,935,000","2,102,000","2,123,000","2,711,000","2,468,000","3,341,000","1,880,000","2,232,000","2,107,000","2,980,000","3,556,000","4,317,000","2,337,000","2,406,000","1,820,000","-4,550,000","2,140,000","1,868,000","1,773,000","21,037,000","2,465,000","3,698,000","3,487,000","3,042,000","1,694,000","2,414,000","3,261,000","1,907,000","3,725,000","2,737,000","2,393,000","3,340,000","2,517,000","2,654,000",,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,188,332,000","276,824,000","309,758,000","270,290,000","331,460,000","234,186,000","232,642,000","263,351,000","254,240,000","265,399,000","266,251,000","265,847,000","282,880,000","261,173,000","364,650,000","225,627,000","233,273,000","223,080,000","264,209,000","293,917,000","309,109,000","311,495,000","276,490,000","340,945,000","138,301,000","54,711,000","65,623,000","83,648,000","75,689,000","67,450,000","11,153,000","57,911,000","29,581,000","65,010,000","76,388,000","-7,095,000","30,842,000","72,089,000","72,441,000","51,878,000","48,855,000","34,399,000","43,164,000","35,452,000","56,596,000","29,954,000","-18,997,000","51,331,000","68,596,000","50,876,000","45,115,000","48,606,000","34,166,000","60,537,000","-17,146,000","35,047,000","35,047,000","35,047,000","20,841,000","20,841,000","20,841,000","20,841,000"
	NetIncome,"1,188,332,000","276,824,000","309,758,000","270,290,000","331,460,000","234,186,000","232,642,000","263,351,000","254,240,000","265,399,000","266,251,000","265,847,000","282,880,000","261,173,000","364,650,000","225,627,000","233,273,000","223,080,000","264,209,000","293,917,000","309,109,000","311,495,000","276,490,000","340,945,000","138,301,000","54,711,000","65,623,000","83,648,000","75,689,000","67,450,000","11,153,000","57,911,000","29,581,000","65,010,000","76,388,000","-7,095,000","30,842,000","72,089,000","72,441,000","51,878,000","48,855,000","34,399,000","43,164,000","35,452,000","56,596,000","29,954,000","-18,997,000","51,331,000","68,596,000","50,876,000","45,115,000","48,606,000","34,166,000","60,537,000","-17,146,000","35,047,000","35,047,000","35,047,000","20,841,000","20,841,000","20,841,000","20,841,000"
		NetIncomeIncludingNoncontrollingInterests,"1,199,684,000","279,804,000","313,495,000","271,991,000","334,394,000","246,897,000","233,154,000","264,277,000","254,347,000","265,719,000","270,144,000","266,103,000","282,870,000","261,236,000","365,415,000","220,378,000","230,582,000","223,141,000","264,712,000","294,398,000","308,692,000","309,370,000","275,042,000","342,286,000","137,467,000","53,703,000","65,860,000","85,519,000","76,459,000","67,564,000","9,082,000","56,643,000","28,280,000","64,437,000","76,461,000","-6,948,000","30,708,000","72,529,000","75,520,000","59,437,000","57,616,000","44,247,000","70,076,000","39,187,000","63,160,000","33,948,000","-30,423,000","50,046,000","70,627,000","50,673,000","43,662,000","48,758,000","34,564,000","60,285,000","-17,004,000","34,804,000","35,047,000","35,047,000","20,841,000","20,841,000","20,841,000","20,841,000"
			NetIncomeContinuousOperations,"1,199,684,000","279,804,000","313,495,000","271,991,000","334,394,000","246,897,000","233,154,000","264,277,000","254,347,000","265,719,000","270,144,000","266,103,000","282,870,000","261,236,000","365,415,000","220,378,000","230,582,000","223,141,000","264,712,000","294,398,000","308,692,000","309,370,000","275,042,000","342,286,000","137,467,000","53,703,000","65,860,000","85,519,000","76,459,000","67,564,000","9,082,000","56,643,000","28,280,000","64,437,000","75,143,000","46,533,000","30,708,000","72,529,000","75,246,000","59,437,000","57,616,000","44,247,000","70,076,000","39,187,000","63,160,000","33,948,000","-29,880,000","51,331,000","68,596,000","50,876,000","45,115,000","48,606,000","34,166,000","60,537,000","-17,146,000","35,047,000","35,047,000","35,047,000","20,841,000","20,841,000","20,841,000","20,841,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,318,000","-53,481,000",,"0",,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-11,352,000","-2,980,000","-3,737,000","-1,701,000","-2,934,000","-12,711,000","-512,000","-926,000","-107,000","-320,000","-3,893,000","-256,000","10,000","-63,000","-765,000","5,249,000","2,691,000","-61,000","-503,000","-481,000","417,000","2,125,000","1,448,000","-1,341,000","834,000","1,008,000","-237,000","-1,871,000","-770,000","-114,000","2,071,000","1,268,000","1,301,000","573,000","-73,000","-147,000","134,000","-440,000","-3,079,000","-7,559,000","-8,761,000","-9,848,000","-26,912,000","-3,735,000","-6,564,000","-3,994,000","11,426,000","1,285,000","-2,031,000","203,000","1,453,000","-152,000","-398,000","252,000","-142,000","243,000",,,,,,
DilutedNIAvailtoComStockholders,"1,188,332,000","276,824,000","309,758,000","270,290,000","331,460,000","234,186,000","232,642,000","263,351,000","254,240,000","265,399,000","266,251,000","265,847,000","282,880,000","261,173,000","364,650,000","225,627,000","233,273,000","223,080,000","264,209,000","293,917,000","309,109,000","311,495,000","276,490,000","340,945,000","138,301,000","54,711,000","65,623,000","83,648,000","75,689,000","67,450,000","11,153,000","57,911,000","29,581,000","65,010,000","76,388,000","-7,095,000","30,842,000","72,089,000","72,441,000","51,878,000","48,855,000","34,399,000","43,164,000","35,452,000","56,596,000","29,954,000","-18,997,000","51,331,000","68,596,000","50,876,000","45,115,000","48,606,000","34,166,000","60,537,000","-17,146,000","35,047,000","35,047,000","35,047,000","20,841,000","20,841,000","20,841,000","20,841,000"
BasicEPS,,"2.16",,"2.03","2.44","1.7",,"1.81","1.75","1.8",,"1.68","1.73","1.54",,"1.24","1.24","1.14",,"1.49","1.48","1.47","1.41","1.61","0.84","0.48","0.58","0.74","0.67","0.59","0.09","0.45","0.21","0.46",,"-0.05","0.21","0.48","0.53","0.43","0.41","0.4",,"0.42","0.67","0.35",,"0.6","0.81","0.6",,"0.57","0.4","0.71",,"0.43","0.43","0.43",,"11.445","11.445","11.445"
DilutedEPS,,"2.14",,"2.01","2.42","1.68",,"1.79","1.7","1.72",,"1.62","1.67","1.48",,"1.22","1.22","1.13",,"1.48","1.46","1.45","1.39","1.59","0.83","0.47","0.57","0.73","0.66","0.59","0.09","0.45","0.21","0.46",,"-0.05","0.21","0.48","0.53","0.43","0.41","0.4",,"0.42","0.67","0.35",,"0.6","0.81","0.6",,"0.57","0.4","0.71",,"0.43","0.43","0.43",,"11.445","11.445","11.445"
BasicAverageShares,,"128,299,745",,"133,182,744","135,917,192","138,153,456",,"145,669,773","145,272,520","147,194,589",,"158,372,466","163,150,532","169,911,481",,"181,710,294","188,601,172","196,022,650",,"197,264,160","208,944,833","212,119,050","212,086,151","212,070,104","164,371,369","113,644,703","113,580,722","113,508,375","113,399,744","113,363,535","119,152,475","128,369,027","138,717,200","139,899,444",,"147,430,663","149,211,244","149,232,426","136,000,708","119,386,445","119,386,445","85,036,957",,"85,036,957","85,036,957","85,036,957",,"85,036,957","85,036,957","85,036,957",,"85,036,957","85,036,957","85,036,957",,"78,236,957","78,236,957","78,236,957",,"736,203","736,203","736,203"
DilutedAverageShares,,"129,340,501",,"134,175,597","137,072,268","139,618,644",,"147,123,818","149,474,890","154,146,803",,"164,411,228","169,263,392","175,903,060",,"185,326,517","190,528,697","197,743,117",,"199,215,352","211,486,227","214,823,708","214,580,092","214,398,654","166,632,714","116,213,907","115,335,886","114,921,601","114,602,663","113,363,535","119,152,475","128,369,027","138,717,200","139,899,444",,"147,430,663","149,211,244","149,232,426","136,000,708","119,386,445","119,386,445","85,036,957",,"85,036,957","85,036,957","85,036,957",,"85,036,957","85,036,957","85,036,957",,"85,036,957","85,036,957","85,036,957",,"78,236,957","78,236,957","78,236,957",,"736,203","736,203","736,203"
TotalOperatingIncomeAsReported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,054,000","119,828,000","131,545,000","-151,567,000","133,799,000","116,721,000","138,793,000","129,082,000",,"140,728,000",,,,,"35,808,000",,"104,900,000","97,210,000","104,839,000","101,470,000","116,314,000","108,583,000","120,788,000","34,013,000","78,645,000",,,,,,
RentExpenseSupplemental,"299,526,000","103,297,000","86,905,000","44,080,000","65,244,000","91,721,000","125,896,000","84,814,000","103,309,000","132,468,000","141,164,000","137,834,000","136,345,000","122,409,000","143,306,000","128,675,000","143,146,000","167,403,000","126,309,000","132,951,000","173,426,000","92,685,000","126,028,000","28,939,000","22,551,000","12,783,000","17,698,000","5,529,000","10,330,000","15,466,000","18,584,000","23,314,000","17,866,000","18,477,000",,,,,"15,093,000","20,379,000","15,926,000","13,641,000","3,424,000","13,916,000","25,349,000","22,475,000",,,,,,,,,,,,,,,,
TotalExpenses,"2,217,092,000","579,041,000","569,808,000","521,760,000","546,483,000","581,033,000","616,870,000","558,600,000","602,929,000","637,849,000","659,543,000","647,158,000","652,288,000","640,924,000","670,035,000","643,655,000","676,404,000","716,486,000","669,755,000","673,446,000","692,755,000","627,540,000","668,496,000","564,681,000","352,400,000","120,926,000","122,736,000","111,961,000","112,791,000","107,578,000","101,637,000","140,464,000","133,051,000","126,355,000","39,817,000","200,210,000","242,644,000","215,730,000","268,582,000","334,602,000","453,945,000","263,775,000","179,021,000","139,313,000","210,986,000","135,991,000","262,617,000","197,034,000","236,143,000","189,694,000","183,089,000","219,560,000","138,033,000","188,684,000","177,610,000","122,287,000",,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,188,332,000","276,824,000","309,758,000","270,290,000","331,460,000","234,186,000","232,642,000","263,351,000","254,240,000","265,399,000","266,251,000","265,847,000","282,880,000","261,173,000","364,650,000","225,627,000","233,273,000","223,080,000","264,209,000","293,917,000","309,109,000","311,495,000","276,490,000","340,945,000","138,301,000","54,711,000","65,623,000","83,648,000","75,689,000","67,450,000","11,153,000","57,911,000","29,581,000","65,010,000","76,388,000","-7,095,000","30,842,000","72,089,000","72,441,000","51,878,000","48,855,000","34,399,000","43,164,000","35,452,000","56,596,000","29,954,000","-18,997,000","51,331,000","68,596,000","50,876,000","45,115,000","48,606,000","34,166,000","60,537,000","-17,146,000","35,047,000","35,047,000","35,047,000","20,841,000","20,841,000","20,841,000","20,841,000"
