name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
MarketCap,"19,787,678,809","18,738,823,702","26,887,700,000","25,404,800,000","27,620,957,495","28,012,571,115","27,466,560,000","29,988,976,813","31,079,292,474","33,605,285,475","29,001,957,475","27,580,398,968","22,698,720,000","20,518,080,000","23,000,860,760","18,536,240,000","15,006,325,000","16,679,370,000","18,639,270,000","17,098,080,000","19,993,260,000","20,232,180,000","19,428,540,000","18,186,650,000","17,211,150,000","18,706,450,000","16,882,640,000","14,399,000,000","13,363,761,607","11,322,576,463","9,195,070,000","8,399,765,465","9,321,714,567","10,829,228,603","8,582,183,417","8,150,771,453","11,071,065,272","11,941,523,573","10,893,319,933","9,304,579,022","8,824,709,979","11,243,431,197","11,414,255,906","11,524,959,426","10,286,115,336","8,138,488,844","8,432,415,768","9,887,485,785","10,721,735,417","9,789,466,575","11,933,839,996","10,835,215,924","11,918,748,820","8,882,232,482","9,708,992,659","11,453,750,854","9,032,646,265","12,614,306,757","9,767,878,248","8,718,086,085","7,528,250,503","4,106,144,091","5,748,765,401","4,890,595,222","4,656,123,586","6,459,241,758","5,949,423,819","4,916,734,840","3,157,219,301","2,097,326,585","2,435,238,636","1,603,115,085","991,939,487","1,399,497,233","1,278,194,552","875,774,911","1,506,507,936","959,120,016","1,237,199,390","3,130,496,003","2,033,913,952","3,645,607,411","3,787,050,120","3,205,279,875","6,161,969,201","3,590,416,188","915,327,000","522,990,000","392,377,500","403,276,439","425,133,564","359,741,814","228,974,070","227,040,156"
PeRatio,"10.398","9.655","12.551","12.42","14.062","15.92","18.903","24.234","29.929","33.846","31.177","30.5","26.702","24.288","27.595","21.62","18.49","21.161","23.295","21.66","25.393","25.521","25.197","23.836","22.554","26.115","25.115","23.375","22.701","19.453","15.858","14.101","15.741","17.469","14.099","13.248","19.127","19.876","18.618","16.15","14.299","17.981","19","17.845","15.811","11.905","11.492","12.534","13.109","12.7","16.443","19.591","22.472","15.184","17.032","19.433","15.268","21.74","29.268","26.183","25.847","14.797","20.609","18.766","18.016","25.667","32.066","35.75",,,,,,,,,,,,,,,,"262.5","809.517","787.203","470.979","2,615.519",,,"157.453","275.067","262.6","260.4"
ForwardPeRatio,"12.674","11.933","17.391","11.862","12.121","12.658",,"13.245","14.409","19.724","22.124","24.876","23.095","23.202","26.11","20.534","16","16.667","20.921","18.416","20.921","19.646","22.321","21.008","19.157","20.964","22.523","19.881","19.802","16.584","13.21","12.903","13.405","14.837","11.614","11.877","14.164","14.837","14.451","13.477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,"1.214","1.275","0.721",,"0.549","0.519","0.81","1.081","1.361","1.22","1.529","2.345","1.623","1.013","1.024","1.195","1.003","1.101","0.994","1.058","0.965","0.852","1.151","1.193","1.052","2.176","3.073","0.93","0.909","0.944","1.31","0.979","0.792","0.944","1.414","2.407","2.246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.672","3.517","4.888","4.75","5.2","5.247","5.406","6.247","6.997","8.371","7.856","7.792","7.048","6.501","7.42","6.056","4.988","5.619","6.199","5.726","6.712","6.784","6.665","6.316","5.991","6.778","6.317","5.425","5.136","4.369","3.562","3.212","3.567","6.187","3.304","3.104","4.355","4.667","4.384","3.8","3.546","4.512","4.764","4.791","4.337","3.501","3.518","4.087","4.601","4.381","5.59","5.39","5.969","4.255","4.768","5.91","4.643","7.051","9.885","8.843","8.424","4.692","6.571","5.844","5.53","7.654","8.099","6.986","4.574","3.177","3.192","1.981","2.223","2.931","2.674","1.505","2.686","1.584","2.17","6.153","4.03","8.404","11.574","11.247","26.412","18.422","5.682","3.88","3.303","4.065","4.853","4.66","4.209","4.174"
PbRatio,"2.162","2.142","3.091","2.991","3.299","3.314","3.432","3.748","4.096","4.518","4","5.068","4.263","3.947","4.558","3.728","3.08","3.353","3.802","3.424","4.102","4.25","4.092","3.871","3.688","4.131","3.61","3.164","3.028","2.651","2.149","1.93","2.189","2.618","2.085","1.98","2.652","2.89","2.71","2.467","2.303","2.898","3.081","3.245","3.045","2.924","2.739","3.38","3.899","3.835","5","5.483","6.448","5.068","5.611","6.945","5.477","8.709","6.431","5.74","5.369","3.138","4.547","4.039","3.921","5.212","4.954","3.979","2.707","1.912","2.168","1.46","2.581","3.493","3.19","3.561","7.62","6.903","4.683","14.532","9.441","11.76","13.41","14.536","18.188","17.574","7.85","6.182","6.401","7.279","7.633","5.369","3.778","4.106"
