name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalAssets,"9,214,000,000","9,018,000,000","2,906,193,000","2,391,419,000","2,395,026,000","2,540,000,000","2,632,000,000","2,604,000,000","2,846,000,000","3,642,000,000","3,036,000,000"
	CurrentAssets,"4,116,000,000","3,840,000,000","2,480,950,000","2,059,682,000","1,970,236,000","2,257,000,000","2,235,000,000","2,208,000,000","2,404,000,000","2,858,000,000","1,958,000,000"
		CashCashEquivalentsAndShortTermInvestments,"287,000,000","231,000,000","409,059,000","147,102,000","177,061,000","347,000,000","200,000,000","103,000,000","110,000,000","26,000,000","32,000,000"
			CashAndCashEquivalents,"287,000,000","231,000,000","409,059,000","147,102,000","177,061,000","347,000,000","200,000,000","103,000,000","110,000,000","26,000,000","32,000,000"
		Receivables,"2,556,000,000","2,363,000,000","1,273,805,000","1,134,044,000","1,052,481,000","1,027,000,000","1,079,000,000","1,156,000,000","1,254,000,000","1,354,000,000","515,000,000"
			AccountsReceivable,"323,000,000","324,000,000","154,174,000","161,733,000","131,850,000","110,000,000","109,000,000","100,000,000","105,000,000","100,000,000","101,000,000"
			NotesReceivable,"2,233,000,000","2,039,000,000","1,119,631,000","972,311,000","920,631,000","917,000,000","970,000,000","1,056,000,000","1,149,000,000","1,254,000,000","414,000,000"
		Inventory,"859,000,000","863,000,000","716,533,000","712,536,000","669,243,000","773,000,000","870,000,000","881,000,000","959,000,000","1,412,000,000","1,377,000,000"
			RawMaterials,,"11,000,000","5,022,000","4,373,000","5,313,000","5,000,000","6,000,000","7,000,000","6,000,000",,
			WorkInProcess,,,,,,,,,"215,000,000","203,000,000","267,000,000"
			FinishedGoods,"846,000,000","852,000,000","711,511,000","708,163,000","663,930,000","768,000,000","864,000,000","874,000,000","448,000,000","652,000,000","761,000,000"
			OtherInventories,"13,000,000",,,,,,,,"290,000,000","557,000,000","349,000,000"
		RestrictedCash,"414,000,000","383,000,000","81,553,000","66,000,000","71,451,000","110,000,000","86,000,000","68,000,000","81,000,000","66,000,000","34,000,000"
	TotalNonCurrentAssets,"5,098,000,000","5,178,000,000","425,243,000","331,737,000","424,790,000","283,000,000","397,000,000","396,000,000","442,000,000","784,000,000","1,078,000,000"
		NetPPE,"751,000,000","951,000,000","252,727,000","202,802,000","288,803,000","147,000,000","254,000,000","261,000,000","285,000,000","310,000,000","358,000,000"
			GrossPPE,"1,157,000,000","1,287,000,000","580,999,000","526,786,000","614,610,000","473,000,000","596,000,000","604,000,000","659,000,000","646,000,000","664,000,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"280,000,000","466,000,000","60,174,000","54,975,000","87,751,000","64,000,000","144,000,000","145,000,000","152,000,000","148,000,000","165,000,000"
				BuildingsAndImprovements,"389,000,000","404,000,000","258,919,000","213,190,000","267,965,000","168,000,000","204,000,000","204,000,000","227,000,000","219,000,000","233,000,000"
				MachineryFurnitureEquipment,"406,000,000","385,000,000","239,029,000","231,128,000","232,425,000","229,000,000","237,000,000","246,000,000","271,000,000","261,000,000","250,000,000"
				ConstructionInProgress,"82,000,000","32,000,000","22,877,000","27,493,000","26,469,000","12,000,000","11,000,000","9,000,000","9,000,000","18,000,000","16,000,000"
			AccumulatedDepreciation,"-406,000,000","-336,000,000","-328,272,000","-323,984,000","-325,807,000","-326,000,000","-342,000,000","-343,000,000","-374,000,000","-336,000,000","-306,000,000"
		GoodwillAndOtherIntangibleAssets,"3,919,000,000","3,935,000,000",,,,,,,,,
			Goodwill,"2,892,000,000","2,828,000,000",,,,,,,,,
