name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
			OtherIntangibleAssets,"1,027,000,000","1,107,000,000",,,,,,,,,
		NonCurrentNoteReceivables,"2,233,000,000","2,039,000,000","1,119,631,000","972,311,000","920,631,000","917,000,000","970,000,000","1,056,000,000",,,
		NonCurrentDeferredAssets,,,,,,,,,"0","333,000,000","318,000,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,"0","333,000,000","318,000,000"
		OtherNonCurrentAssets,"428,000,000","292,000,000","172,516,000","128,935,000","135,987,000","136,000,000","143,000,000","135,000,000","157,000,000","141,000,000","402,000,000"
TotalLiabilitiesNetMinorityInterest,"6,183,000,000","5,552,000,000","1,861,173,000","1,483,600,000","1,418,759,000","1,460,000,000","1,423,000,000","1,453,000,000","1,712,000,000","1,738,000,000","813,000,000"
	CurrentLiabilities,"869,000,000","879,000,000","425,881,000","367,424,000","408,242,000","373,000,000","396,000,000","376,000,000","396,000,000","355,000,000","365,000,000"
		PayablesAndAccruedExpenses,"869,000,000","879,000,000","425,881,000","367,424,000","408,242,000","373,000,000","396,000,000","376,000,000","266,000,000","179,000,000","231,000,000"
			Payables,"286,000,000","245,000,000","145,405,000","124,439,000","139,120,000","114,000,000","129,000,000","113,000,000","145,000,000","87,000,000","81,000,000"
				AccountsPayable,"286,000,000","245,000,000","145,405,000","124,439,000","139,120,000","114,000,000","129,000,000","113,000,000","145,000,000","87,000,000","81,000,000"
			CurrentAccruedExpenses,"583,000,000","634,000,000","280,476,000","242,985,000","269,122,000","259,000,000","267,000,000","263,000,000","121,000,000","92,000,000","150,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"55,000,000","72,000,000","56,000,000"
		CurrentDeferredLiabilities,,,,,,,,,"75,000,000","104,000,000","78,000,000"
			CurrentDeferredRevenue,,,,,,,,,"75,000,000","104,000,000","78,000,000"
		OtherCurrentLiabilities,"187,000,000","113,000,000","63,062,000","55,542,000","69,064,000","60,000,000","48,000,000","42,000,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,314,000,000","4,673,000,000","1,435,292,000","1,116,176,000","1,010,517,000","1,087,000,000","1,027,000,000","1,077,000,000","1,316,000,000","1,383,000,000","448,000,000"
		LongTermDebtAndCapitalLeaseObligation,"4,087,000,000","3,818,000,000","1,095,213,000","737,224,000","678,793,000","711,000,000","678,000,000","678,000,000","850,000,000","1,022,000,000","59,000,000"
			LongTermDebt,"4,073,000,000","3,801,000,000","1,087,992,000","730,003,000","678,793,000","711,000,000","678,000,000","678,000,000","850,000,000","1,022,000,000","59,000,000"
			LongTermCapitalLeaseObligation,"14,000,000","17,000,000","7,221,000","7,221,000",,,,,,,
		NonCurrentDeferredLiabilities,"843,000,000","730,000,000","263,862,000","307,537,000","190,691,000","160,000,000","116,000,000","120,000,000","125,000,000","64,000,000","61,000,000"
			NonCurrentDeferredTaxesLiabilities,"300,000,000","318,000,000","90,725,000","149,168,000","104,384,000","79,000,000","60,000,000","43,000,000","78,000,000",,
			NonCurrentDeferredRevenue,"433,000,000","319,000,000","98,286,000","95,495,000","35,276,000","39,000,000","19,000,000","32,000,000",,,
		PreferredSecuritiesOutsideStockEquity,,,,"0","38,989,000","40,000,000","40,000,000","40,000,000","40,000,000",,
		OtherNonCurrentLiabilities,"384,000,000","125,000,000","76,217,000","71,415,000","102,044,000","176,000,000","193,000,000","239,000,000","301,000,000","297,000,000","328,000,000"
TotalEquityGrossMinorityInterest,"3,031,000,000","3,466,000,000","1,045,020,000","907,819,000","976,267,000","1,080,000,000","1,209,000,000","1,151,000,000","1,134,000,000","1,904,000,000","2,223,000,000"
	StockholdersEquity,"3,019,000,000","3,461,000,000","1,045,020,000","907,819,000","976,267,000","1,080,000,000","1,209,000,000","1,151,000,000","1,134,000,000","1,904,000,000","2,223,000,000"
		CapitalStock,"1,000,000","1,000,000","369,000","366,000","364,000","0","0","0","0",,
			PreferredStock,"0","0","0","0","0","0","0","0","0",,
			CommonStock,"1,000,000","1,000,000","369,000","366,000","364,000","0","0","0","0",,
		AdditionalPaidInCapital,"3,738,000,000","3,721,000,000","1,188,538,000","1,162,283,000","1,150,731,000","1,137,000,000","1,130,000,000","1,116,000,000","1,117,000,000",,
		RetainedEarnings,"569,000,000","523,000,000","533,601,000","346,341,000","243,781,000","155,000,000","82,000,000","14,000,000","-2,000,000",,
		TreasuryStock,"1,253,000,000","790,000,000","694,233,000","606,631,000","429,990,000","229,000,000","26,000,000",,,,
		GainsLossesNotAffectingRetainedEarnings,"-36,000,000","6,000,000","16,745,000","5,460,000","11,381,000","17,000,000","23,000,000","21,000,000","19,000,000","28,000,000","20,000,000"
		OtherEquityInterest,,,,,,,,,,"1,876,000,000","2,203,000,000"
	MinorityInterest,"12,000,000","5,000,000",,,,,,,,,
TotalCapitalization,"7,092,000,000","7,262,000,000","2,133,012,000","1,637,822,000","1,655,060,000","1,791,000,000","1,887,000,000","1,829,000,000","1,984,000,000","2,926,000,000","2,282,000,000"
CommonStockEquity,"3,019,000,000","3,461,000,000","1,045,020,000","907,819,000","976,267,000","1,080,000,000","1,209,000,000","1,151,000,000","1,134,000,000","1,904,000,000","2,223,000,000"
CapitalLeaseObligations,"14,000,000","17,000,000","7,221,000","7,221,000",,,,,,,
NetTangibleAssets,"-900,000,000","-474,000,000","1,045,020,000","907,819,000","976,267,000","1,080,000,000","1,209,000,000","1,151,000,000","1,134,000,000","1,904,000,000","2,223,000,000"
WorkingCapital,"3,247,000,000","2,961,000,000","2,055,069,000","1,692,258,000","1,561,994,000","1,884,000,000","1,839,000,000","1,832,000,000","2,008,000,000","2,503,000,000","1,593,000,000"
InvestedCapital,"7,092,000,000","7,262,000,000","2,133,012,000","1,637,822,000","1,655,060,000","1,791,000,000","1,887,000,000","1,829,000,000","1,984,000,000","2,926,000,000","2,282,000,000"
TangibleBookValue,"-900,000,000","-474,000,000","1,045,020,000","907,819,000","976,267,000","1,080,000,000","1,209,000,000","1,151,000,000","1,134,000,000","1,904,000,000","2,223,000,000"
TotalDebt,"4,087,000,000","3,818,000,000","1,095,213,000","737,224,000","678,793,000","711,000,000","678,000,000","678,000,000","850,000,000","1,022,000,000","59,000,000"
NetDebt,"3,786,000,000","3,570,000,000","678,933,000","582,901,000","501,732,000","364,000,000","478,000,000","575,000,000","740,000,000","996,000,000","27,000,000"
ShareIssued,"75,020,272","57,626,462","36,861,843","36,633,868","36,393,800","36,089,513","35,637,765","35,026,533","33,845,700","33,632,000","33,632,000"
OrdinarySharesNumber,"41,582,096","45,992,731","26,461,296","26,990,306","29,549,544","32,092,788","35,132,742","35,026,533","33,845,700","33,632,000","33,632,000"
TreasurySharesNumber,"33,438,176","11,633,731","10,400,547","9,643,562","6,844,256","3,996,725","505,023",,,,
