name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"18,094,144,000","16,784,737,000","15,640,186,000","14,520,769,000","13,254,126,000","11,516,846,000","10,989,286,000","10,694,089,000","10,644,864,000","10,801,986,000","11,588,232,000","11,582,639,000","10,402,532,000","8,026,508,000","6,397,503,000","6,098,005,000","5,541,915,000","2,753,998,000","2,453,114,000","2,206,834,000","1,995,900,000","1,780,900,000","1,622,500,000","1,504,300,000","1,087,400,000","941,100,000","877,500,000","832,800,000","750,000,000","660,000,000"
	CashCashEquivalentsAndFederalFundsSold,"593,778,000","600,290,000","539,801,000","1,185,084,000","717,010,000","666,444,000","670,685,000","556,892,000","412,844,000","403,668,000","354,850,000","357,609,000","750,257,000","167,146,000","138,973,000","86,133,000","193,699,000","89,777,000","86,514,000","84,687,000","64,100,000","81,700,000","124,700,000","75,200,000","71,300,000","55,800,000","53,000,000","60,800,000","35,900,000","41,400,000"
		CashAndCashEquivalents,"593,778,000","600,290,000","539,801,000","1,185,084,000","717,010,000","666,444,000","670,685,000","556,892,000","412,844,000","293,668,000","354,850,000","84,818,000","168,437,000","114,798,000","109,275,000","86,133,000","111,699,000","70,777,000","73,514,000","65,687,000","64,100,000","81,700,000","124,700,000","75,200,000","71,300,000","55,800,000","53,000,000","60,800,000","35,900,000","41,400,000"
			CashFinancial,"177,240,000","225,333,000","247,056,000","218,017,000","180,130,000","176,830,000","153,747,000","144,909,000",,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,"416,538,000","374,957,000","292,745,000","967,067,000","536,880,000","489,614,000","516,938,000","411,983,000",,,,,"118,437,000",,,,,,,,,,,,,,,,,
			CashAndDueFromBanks,,,,,,,,,"412,844,000","293,668,000","354,850,000","84,818,000","50,000,000","114,798,000","109,275,000","86,133,000","111,699,000","70,777,000","73,514,000","65,687,000","64,100,000","81,700,000","124,700,000","75,200,000","71,300,000","55,800,000","53,000,000","60,800,000","35,900,000","41,400,000"
		MoneyMarketInvestments,,,,,,,,,,"110,000,000",,"272,791,000","581,820,000","52,348,000","29,698,000",,"82,000,000","19,000,000","13,000,000","19,000,000",,,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,"0",,,,,"0",,"110,000,000",,"272,791,000","581,820,000","52,348,000","29,698,000",,"82,000,000","19,000,000","13,000,000","19,000,000",,,,,,,,,,
				FederalFundsSold,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,
				SecurityAgreeToBeResell,,,,,,,,"0",,"110,000,000",,,,,,,,,,,,,,,,,,,,
	FederalHomeLoanBankStock,"18,090,000","17,250,000","23,085,000","17,250,000","17,250,000","30,785,000","25,000,000","41,272,000","52,989,000","63,873,000","71,791,000",,,,,,,,,,,,,,,,,,,
	CustomerAcceptances,"10,694,000","22,709,000","13,482,000","12,182,000","40,335,000","35,656,000","32,194,000","41,271,000","37,300,000","14,014,000","26,554,000","39,117,000","53,148,000","27,040,000","16,153,000","14,368,000","11,731,000","10,608,000","12,729,000","20,355,000","13,700,000","10,800,000","10,300,000","6,700,000","3,700,000","3,200,000","3,900,000","4,000,000","5,400,000","5,200,000"
	OtherRealEstateOwned,"10,244,000","12,674,000","9,442,000","20,070,000","24,701,000","31,477,000","52,985,000","46,384,000","92,713,000","77,740,000","71,014,000",,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"1,788,528,000","1,550,341,000","1,606,497,000","1,565,422,000","1,769,295,000","1,423,514,000","1,675,712,000","2,154,988,000","2,452,524,000","2,847,487,000","3,550,132,000","3,212,391,000","2,449,168,000","1,631,200,000","1,217,438,000","1,817,942,000","1,707,962,000","707,725,000","623,314,000","570,609,000","587,300,000","658,100,000","566,500,000","593,500,000","402,600,000","255,200,000","190,200,000","112,000,000","110,500,000","86,700,000"
		TradingSecurities,,,,,,"0","4,936,000","4,703,000","4,542,000","3,818,000","18,000","12,000","5,225,000","5,309,000",,,,,,,,,,,,,,,,
		AvailableForSaleSecurities,"336,686,000","307,832,000","272,871,000","251,077,000","182,943,000","104,579,000","84,108,000","85,037,000","1,294,478,000","2,003,567,000","2,915,099,000","3,212,379,000","2,443,943,000","1,625,891,000","1,217,438,000","1,817,942,000","1,707,962,000","707,725,000","623,314,000","570,609,000","587,300,000","658,100,000","566,500,000","593,500,000","402,600,000","255,200,000","190,200,000","112,000,000","110,500,000","86,700,000"
		HeldToMaturitySecurities,,,,,,,"0","773,768,000","1,153,504,000","840,102,000","635,015,000",,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"1,451,842,000","1,242,509,000","1,333,626,000","1,314,345,000","1,586,352,000","1,318,935,000","1,586,668,000","1,291,480,000",,,,,,,,,,,,,,,,,,,,,,
