name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalAssets,"7,031,000,000","6,383,000,000","6,374,000,000","6,352,000,000","6,024,000,000","6,269,000,000","6,225,000,000","6,392,000,000","6,001,000,000"
	CurrentAssets,"1,785,000,000","1,745,000,000","2,195,000,000","2,142,000,000","2,284,000,000","2,546,000,000","2,676,000,000","2,484,000,000","2,268,000,000"
		CashCashEquivalentsAndShortTermInvestments,"75,000,000","240,000,000","701,000,000","720,000,000","894,000,000","990,000,000","1,043,000,000","1,057,000,000","915,000,000"
			CashAndCashEquivalents,"75,000,000","240,000,000","701,000,000","720,000,000","894,000,000","990,000,000","1,043,000,000","1,057,000,000","915,000,000"
		Receivables,"1,455,000,000","1,255,000,000","1,188,000,000","1,164,000,000","1,074,000,000","1,038,000,000","1,123,000,000","905,000,000","711,000,000"
			AccountsReceivable,"318,000,000","261,000,000","444,000,000","318,000,000","236,000,000","244,000,000","171,000,000","191,000,000","711,000,000"
				GrossAccountsReceivable,"321,000,000","261,000,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,000,000",,,,,,,,
			TaxesReceivable,"148,000,000",,,,,,,,
			OtherReceivables,"989,000,000","1,003,000,000","759,000,000","850,000,000","842,000,000","801,000,000","959,000,000","718,000,000",
			ReceivablesAdjustmentsAllowances,,"-9,000,000","-15,000,000","-4,000,000","-4,000,000","-7,000,000","-7,000,000","-4,000,000",
		Inventory,"136,000,000","128,000,000","183,000,000","210,000,000","285,000,000","339,000,000","311,000,000","288,000,000","380,000,000"
		PrepaidAssets,"24,000,000","122,000,000","123,000,000","48,000,000","31,000,000","50,000,000","29,000,000","21,000,000","30,000,000"
		CurrentDeferredAssets,,,,,,"129,000,000","170,000,000","213,000,000","232,000,000"
			CurrentDeferredTaxesAssets,,,,,,"129,000,000","170,000,000","213,000,000","232,000,000"
		AssetsHeldForSaleCurrent,"95,000,000",,,,,,,,
	TotalNonCurrentAssets,"5,246,000,000","4,638,000,000","4,179,000,000","4,210,000,000","3,740,000,000","3,723,000,000","3,549,000,000","3,908,000,000","3,733,000,000"
		NetPPE,"3,033,000,000","2,517,000,000","2,215,000,000","1,986,000,000","1,827,000,000","1,792,000,000","1,897,000,000","2,034,000,000","2,033,000,000"
