name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
	NetIncome,"397,555,000","-88,311,000","-72,865,000","-61,403,000","620,134,000","68,711,000","-34,314,000","-31,833,000","-31,963,000","-13,684,000","-32,353,000","-23,317,000","-22,053,000","38,572,000","-12,357,000","-27,183,000","-21,548,000","-30,459,000","-26,418,000","-26,807,000","-24,295,000","-32,061,000","-10,672,000","7,480,000","-25,255,000","-23,459,000","-17,200,000","40,100,000","-18,876,000","-21,280,000","-15,521,000","-22,099,000","-26,577,000","-23,682,000","-22,736,000","-22,908,000","-39,898,000","-28,241,000","-36,266,000","-28,757,000","-31,270,000","-29,772,000","-34,835,000","-37,983,000","-50,614,000","-62,213,000","-55,627,000","-65,269,000","-54,465,000","-40,386,000","-32,278,000","-38,608,000","-31,895,000","-35,889,000","-19,624,000","-18,509,000","-12,226,000","-19,070,328","-15,637,417","-15,891,764","-17,301,536","-17,364,434","-12,799,380","-16,138,364","-11,689,592","-14,610,054","-11,875,635","-11,762,315","-8,811,435","-8,778,543","-10,268,023","-7,313,638","-6,469,734","-2,802,484","-2,019,554","-3,145,680","1,084,994","1,064,906","-1,418,594","-2,886,082","-3,122,200"
		NetIncomeIncludingNoncontrollingInterests,"397,555,000","-88,311,000","-72,865,000","-61,403,000","620,134,000","68,711,000","-34,314,000","-31,833,000","-31,963,000","-13,955,000","-32,664,000","-23,616,000","-22,497,000","38,314,000","-12,479,000","-27,218,000","-21,524,000","-30,504,000","-26,390,000","-26,763,000","-24,256,000","-32,022,000","-10,643,000","7,512,000","-25,218,000","-23,492,000","-17,240,000","40,103,000","-18,925,000","-21,254,000","-15,521,000","-22,099,000","-26,577,000","-23,682,000","-22,736,000","-22,908,000","-39,898,000","-28,241,000","-36,266,000","-28,757,000","-31,270,000","-29,772,000","-34,835,000","-37,983,000","-50,614,000","-62,213,000","-55,627,000","-65,269,000","-54,465,000","-40,386,000","-32,278,000","-38,608,000","-31,895,000","-35,889,000","-19,624,000","-18,509,000","-12,226,000","-19,070,328","-15,637,417","-15,891,764","-17,301,536","-16,428,903","-12,799,380","-16,138,364","-11,689,592","-13,471,446","-11,875,635","-11,762,315","-8,811,435","-7,745,880","-10,268,023","-7,313,638","-6,469,734","-2,598,882","-2,019,554","-3,145,680","1,084,994","1,064,906","-1,418,594","-2,886,082","-3,122,200"
			NetIncomeContinuousOperations,"397,555,000","-88,311,000","-72,865,000","-61,403,000","620,134,000","68,711,000","-34,314,000","-31,833,000","-31,133,000","-17,068,000","-32,673,000","-23,580,000","-22,533,000","38,378,000","-12,489,000","-27,218,000","-21,524,000","-30,504,000","-26,390,000","-26,763,000","-24,256,000","-32,022,000","-10,643,000","7,512,000","-25,218,000","-23,492,000","-17,240,000","40,103,000","-18,925,000","-21,254,000","-15,521,000","-22,099,000","-26,577,000","-23,682,000","-22,736,000","-22,908,000","-39,898,000","-28,241,000","-36,266,000","-28,757,000","-31,270,000","-29,772,000","-34,835,000","-37,983,000","-50,614,000","-62,213,000","-55,627,000","-65,269,000","-54,465,000","-40,386,000","-32,278,000","-38,608,000","-31,895,000","-35,889,000","-19,624,000","-18,509,000","-12,226,000","-19,070,328","-15,637,417","-15,891,764","-17,301,536","-17,364,434","-12,799,380","-16,138,364","-11,689,592","-14,610,054","-11,875,635","-11,762,315","-8,811,435","-8,778,543","-10,268,023","-7,313,638","-6,469,734","-2,802,484","-2,019,554","-3,145,680","1,084,994","1,064,906","-1,418,594","-2,886,082","-3,122,200"
			NetIncomeDiscontinuousOperations,"0","0","0",,,"0","0",,"-830,000","315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"0",,,,,"0","0",,"0","271,000","311,000","299,000","444,000","258,000","122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268,000","557,000","546,000","540,000","540,000","535,000","524,000","514,000","520,000","514,000","504,000","493,000","499,301","494,303","457,618","7,733,421","828,743","825,074","817,565","817,885",,,,,,,,,,,,,"0",,"8,203,505","14,187,563"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,824,000","0",,,"2,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"397,555,000","-88,311,000","-72,865,000","-61,403,000","620,134,000","68,711,000","-34,314,000","-31,833,000","-31,963,000","-13,684,000","-32,353,000","-23,317,000","-22,053,000","38,572,000","-12,357,000","-27,183,000","-21,548,000","-30,459,000","-26,418,000","-26,807,000","-24,295,000","-32,061,000","-10,672,000","7,480,000","-25,255,000","-23,459,000","-17,200,000","40,100,000","-18,876,000","-21,280,000","-15,521,000","-22,099,000","-29,401,000","-23,682,000","-22,736,000","-22,908,000","-42,158,000","-28,241,000","-36,266,000","-28,757,000","-31,270,000","-29,772,000","-34,835,000","-37,983,000","-50,614,000","-62,481,000","-56,184,000","-65,815,000","-55,005,000","-40,926,000","-32,813,000","-39,132,000","-32,409,000","-36,409,000","-20,138,000","-19,013,000","-12,719,000","-19,569,629","-16,131,720","-16,349,382","-25,034,957","-18,193,177","-13,624,454","-16,955,929","-12,507,477","-14,610,054","-11,875,635","-11,762,315","-8,811,435","-8,778,543","-10,268,023","-7,313,638","-6,469,734","-2,802,484","-2,019,554","-3,145,680","1,084,994","1,064,906","-1,418,594","-11,089,587","-17,309,763"
BasicEPS,,"-1.76","-1.46","-1.24","12.53","1.39","-0.7","-0.65","-0.8","-0.35","-0.86","-0.77","-0.9","1.6","-0.5","-1.1","-0.9","-1.3","-1.1","-1.1","-1","-1.5","-0.5","0.3","-1.2","-1.1","-0.8","1.8","-0.9","-1","-0.7","-1.2","-1.8",,"-1.6","-1.6","-3.5",,"-3.1","-2.8","-3.3",,"-3.8","-4.8","-6.8",,"-7.6","-8.9","-7.5",,"-5.4","-6.4","-5.3",,"-4.3","-4","-3",,"-4.6","-4.6","-7.9",,"-5.4","-6.7","-4.9",,"-4.3","-4.2","-3.2",,"-3.7","-2.7","-2.4",,"-0.7","-1.4","0.5",,"-0.9","-84.7","-17.6"
DilutedEPS,,"-1.76","-1.46","-1.24","12.1","1.35","-0.7","-0.65","-0.8","-0.35","-0.86","-0.77","-0.9","1.6","-0.5","-1.1","-0.9","-1.3","-1.1","-1.1","-1","-1.5","-0.5","0.3","-1.2","-1.1","-0.8","1.8","-0.9","-1","-0.7","-1.2","-1.8",,"-1.6","-1.6","-3.5",,"-3.1","-2.8","-3.3",,"-3.8","-4.8","-6.8",,"-7.6","-8.9","-7.5",,"-5.4","-6.4","-5.3",,"-4.3","-4","-3",,"-4.6","-4.6","-7.9",,"-5.4","-6.7","-4.9",,"-4.3","-4.2","-3.2",,"-3.7","-2.7","-2.4",,"-0.7","-1.4","0.5",,"-0.9","-84.7","-17.6"
BasicAverageShares,,"50,113,000","49,864,000","49,653,000","49,478,000","49,409,000","49,368,000","49,263,000","39,996,000","39,268,000","37,776,000","30,229,000","24,482,200","24,332,500","24,325,400","24,307,600","24,287,600","24,256,600","24,225,700","24,206,700","23,570,300","22,015,200","21,986,600","21,968,200","21,922,200","21,864,300","21,831,600","21,794,000","21,750,300","21,730,900","21,388,100","19,027,200","16,421,300",,"14,596,500","14,269,300","12,165,400",,"11,740,900","10,413,600","9,495,500",,"9,099,500","7,921,200","7,418,900",,"7,392,300","7,381,500","7,360,500",,"6,100,700","6,091,400","6,073,400",,"4,724,200","4,711,500","4,236,346",,"3,524,105","3,516,666","3,184,695",,"2,536,264","2,531,876","2,528,640",,"2,776,467","2,771,823","2,765,596",,"2,751,408","2,744,528","2,736,344",,"2,723,632","2,281,936","2,227,247",,"1,570,659","130,996","982,710"
DilutedAverageShares,,"50,113,000","49,864,000","49,653,000","51,255,000","50,826,000","49,368,000","49,263,000","39,996,000","39,268,000","37,776,000","30,229,000","24,482,200","24,349,500","24,325,400","24,307,600","24,287,600","24,256,600","24,225,700","24,206,700","23,570,300","22,015,200","21,986,600","22,534,100","21,922,200","21,864,300","21,831,600","22,452,800","21,750,300","21,730,900","21,388,100","19,027,200","16,421,300",,"14,596,500","14,269,300","12,165,400",,"11,740,900","10,413,600","9,495,500",,"9,099,500","7,921,200","7,418,900",,"7,392,300","7,381,500","7,360,500",,"6,100,700","6,091,400","6,073,400",,"4,724,200","4,711,500","4,236,346",,"3,524,105","3,516,666","3,184,695",,"2,536,264","2,531,876","2,528,640",,"2,776,467","2,771,823","2,765,596",,"2,751,408","2,744,528","2,736,344",,"2,723,632","2,324,774","2,324,774",,"1,570,659","982,710","982,710"
TotalOperatingIncomeAsReported,"482,746,000","-93,873,000","-79,335,000","-68,556,000","724,510,000","-44,644,000","-36,004,000","-33,166,000","-30,969,000","-18,142,000","-32,086,000","-21,237,000","-20,502,000","38,129,000","-9,857,000","-26,223,000","-19,195,000","-29,294,000","-25,181,000","-26,979,000","-21,744,000","-30,160,000","-26,209,000","-25,366,000","-23,538,000","-21,971,000","-19,866,000","39,906,000","-21,004,000","-20,280,000","-19,090,000","1,860,000","-19,603,000","-18,329,000","-19,302,000","-19,984,000","-25,184,000","-22,431,000","-21,743,000","-26,964,000","-25,217,000","-28,648,000","-27,238,000","-32,977,000","-49,524,000","-59,942,000","-53,865,000","-63,592,000","59,140,000","-43,428,000","-35,448,000","-43,273,000","41,062,000","-39,008,000","-22,596,000","-16,862,000","-14,356,000","-20,017,854","-16,419,348","-17,020,226","-17,678,159","-17,300,075","-12,818,941","-16,197,772","-11,466,815","-15,120,235","-12,853,590","-13,473,396","-10,015,134","-9,781,651","-11,725,049","-7,310,376","-7,510,367","-4,404,406","-5,677,302","-4,699,821","-933,738","-1,803,449","-3,074,975","-3,307,595","-3,232,664"
TotalExpenses,"323,669,000","96,832,000","80,657,000","69,611,000","76,569,000","53,290,000","39,611,000","37,155,000","32,773,000","18,365,000","28,068,000","27,693,000","27,162,000","25,415,000","28,878,000","29,655,000","29,018,000","33,118,000","34,291,000","36,116,000","33,961,000","39,312,000","34,344,000","38,135,000","30,315,000","28,520,000","23,484,000","29,018,000","23,426,000","22,190,000","20,575,000","20,117,000","21,792,000","20,405,000","22,761,000","23,243,000","25,642,000","26,443,000","29,372,000","29,423,000","27,730,000","31,330,000","29,857,000","32,081,000","52,182,000","62,640,000","55,722,000","66,237,000","-56,531,000","47,997,000","40,489,000","48,084,000","-36,151,000","43,707,000","27,012,000","26,190,000","26,482,000","25,894,321","23,851,235","22,524,993","22,098,384","19,420,897","17,202,273","17,596,106","17,250,149","16,736,629","15,722,265","16,447,166","15,390,574","16,145,875","14,712,790","13,139,872","11,750,671","10,269,477","9,149,640","8,030,076","6,326,073","5,883,448","5,389,101","4,596,866","3,232,665"
NetIncomeFromContinuingAndDiscontinuedOperation,"397,555,000","-88,311,000","-72,865,000","-61,403,000","620,134,000","68,711,000","-34,314,000","-31,833,000","-31,963,000","-13,684,000","-32,353,000","-23,317,000","-22,053,000","38,572,000","-12,357,000","-27,183,000","-21,548,000","-30,459,000","-26,418,000","-26,807,000","-24,295,000","-32,061,000","-10,672,000","7,480,000","-25,255,000","-23,459,000","-17,200,000","40,100,000","-18,876,000","-21,280,000","-15,521,000","-22,099,000","-26,577,000","-23,682,000","-22,736,000","-22,908,000","-39,898,000","-28,241,000","-36,266,000","-28,757,000","-31,270,000","-29,772,000","-34,835,000","-37,983,000","-50,614,000","-62,213,000","-55,627,000","-65,269,000","-54,465,000","-40,386,000","-32,278,000","-38,608,000","-31,895,000","-35,889,000","-19,624,000","-18,509,000","-12,226,000","-19,070,328","-15,637,417","-15,891,764","-17,301,536","-17,364,434","-12,799,380","-16,138,364","-11,689,592","-14,610,054","-11,875,635","-11,762,315","-8,811,435","-8,778,543","-10,268,023","-7,313,638","-6,469,734","-2,802,484","-2,019,554","-3,145,680","1,084,994","1,064,906","-1,418,594","-2,886,082","-3,122,200"
NormalizedIncome,"397,555,000","-88,311,000","-72,865,000","-61,403,000","620,134,000","68,711,000","-34,314,000","-31,833,000","-31,133,000","-16,806,000","-20,378,000","-23,317,000","-22,053,000","51,631,600","-12,126,000","-21,068,000","-21,548,000","-30,459,000","-27,270,000","-27,978,000","-22,746,000","-32,990,000","-29,541,000","-14,803,950","-25,145,000","-23,508,000","-21,300,000","38,707,700","-22,735,000","-30,238,950","-18,986,800","-8,127,250","-24,004,300","-22,287,100","-22,578,050","-23,054,250","-26,362,000","-31,100,350","-27,903,000","-29,014,400","-32,728,000","-33,246,900","-34,830,450","-33,796,350","-50,911,050","-62,340,400","-54,525,250","-64,018,400","-54,519,600","-40,428,900","-32,311,800","-38,606,700","-31,839,750","-35,939,400","-19,679,800","-15,798,800","-12,226,000","-19,070,328","-15,637,417","-15,891,764","-17,301,536","-17,364,434","-12,799,380","-16,138,364","-11,689,592","-14,610,054","-11,875,635","-11,762,315","-8,811,435","-9,360,398.4","-10,215,944.8","-6,293,638","-6,469,734","-3,011,655.4","-2,658,561.8","-3,204,658.2","1,026,645.2","709,476.8","-1,427,072.6","-2,894,260","-3,129,749.8"
InterestIncome,"26,872,000","5,901,000","6,889,000","7,595,000","6,487,000","2,972,000","2,524,000","2,502,000","774,000","429,000","13,000","16,000","34,000","43,000","54,000","105,000","88,000","53,000","37,000","34,000","34,000","14,000","16,000","24,000","29,000","21,000","28,000","16,000","24,000","38,000","41,000","25,000","15,000","15,000","20,000","33,000","49,000","131,000","107,000","92,000","139,000","398,000","75,000","46,000","170,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"4,791,000","1,125,000","1,203,000","1,222,000","1,241,000","1,351,000","1,423,000","1,448,000","1,472,000","1,495,000","1,516,000","1,538,000","1,570,000","1,605,000","1,609,000","1,619,000","1,679,000","1,695,000","1,683,000","1,754,000","1,696,000","1,710,000","1,723,000","1,735,000","1,747,000","1,758,000","1,768,000","1,778,000","1,787,000","1,796,000","1,804,000","2,489,000","3,031,000","3,222,000","3,211,000","3,182,000","4,694,000","5,483,000","6,267,000","2,281,000","7,650,000","7,727,000","7,339,000","1,935,000","1,717,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"22,081,000","4,776,000","5,686,000","6,373,000","5,246,000","1,621,000","1,101,000","1,054,000","-698,000","-1,066,000","-1,503,000","-1,522,000","-1,536,000","-1,562,000","-1,555,000","-1,514,000","-1,591,000","-1,642,000","-1,646,000","-1,720,000","-1,662,000","-1,696,000","-1,707,000","-1,711,000","-1,718,000","-1,737,000","-1,740,000","-1,762,000","-1,763,000","-1,758,000","-1,763,000","-2,464,000","-3,016,000","-3,207,000","-3,191,000","-3,149,000","-4,645,000","-5,352,000","-6,160,000","-2,189,000","-7,511,000","-7,329,000","-7,264,000","-1,889,000","-1,547,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"512,679,000","-87,186,000","-71,662,000","-60,181,000","731,708,000","-40,225,000","-32,925,000","-30,380,000","-29,710,000","-15,532,000","-31,157,000","-22,042,000","-20,963,000","39,983,000","-10,880,000","-25,599,000","-19,845,000","-28,809,000","-24,707,000","-25,009,000","-22,560,000","-30,312,000","-8,920,000","9,247,000","-23,471,000","-21,734,000","-15,472,000","41,881,000","-17,138,000","-39,498,000","-19,090,000","1,860,000","-19,603,000","-18,329,000","-19,302,000","-19,984,000","-35,204,000","-16,260,000","-29,999,000","-26,964,000","-23,620,000","-28,648,000","-27,238,000","-29,653,000","-49,524,000","-59,942,000","-53,865,000","-63,592,000","59,140,000","-43,428,000","-35,448,000","-43,273,000","41,062,000","-39,008,000","-22,596,000","-16,862,000","-14,356,000","-20,017,854","-16,419,348","-17,020,226","-17,678,159","-17,300,075","-12,818,941","-16,197,772","-11,466,815","-15,120,235","-12,853,590","-13,473,396","-10,015,134","-9,781,651","-11,725,049","-7,310,376","-7,510,367","-4,404,406","-5,677,302","-4,699,821","-933,738","-1,803,449","-3,074,975","-3,307,595","-3,232,664"
EBITDA,"515,912,000"
ReconciledCostOfRevenue,,,,,,,,,,,"2,961,000","2,571,000","3,451,000","6,304,000","2,812,000","2,609,000","3,616,000","3,248,000","3,219,000","3,115,000","3,593,000","2,586,000","1,836,000","2,010,000","1,327,000","1,380,000","1,092,000","1,590,000","69,000","832,000","1,396,000","652,000","791,000","1,885,000","1,557,000","2,277,000","2,381,000","2,105,000","1,814,000","1,630,000","1,865,000","1,834,000","1,705,000","1,643,000","1,354,000","2,153,000","1,743,000","2,290,000","2,330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"225,599","213,508","1,419,565","165,963"
ReconciledDepreciation,"3,233,000","884,000","794,000","791,000","764,000","896,000","961,000","953,000","949,000","-1,157,000","1,795,000","1,809,000","1,831,000","2,246,000","2,296,000","2,390,000","2,423,000","2,494,000","2,509,000","2,587,000","2,452,000","2,333,000","2,338,000","2,317,000","2,173,000","2,134,000","1,997,000","2,022,000","2,049,000","2,169,000","2,504,000","2,492,000","2,581,000","2,611,000","2,755,000","2,636,000","3,122,000","2,939,000","3,231,000","3,200,000","3,182,000","4,495,000","3,309,000","3,326,000","3,396,000","4,212,000","3,167,000","3,756,000","3,510,000","2,339,000","2,211,000","2,080,000","2,301,000","2,157,000","2,109,000","1,988,000","1,927,000","1,998,845","2,069,882","2,419,162","2,490,065","3,036,932","2,721,028","2,902,832","3,030,781","3,003,136","2,975,429","3,144,051","3,146,746","2,284,640","2,264,556","2,137,794","2,094,722","1,807,857","1,872,526","1,833,480","1,688,656","1,616,093","1,336,866","1,602,324","575,442"
NetIncomeFromContinuingOperationNetMinorityInterest,"397,555,000","-88,311,000","-72,865,000","-61,403,000","620,134,000","68,711,000","-34,314,000","-31,833,000","-31,133,000","-16,806,000","-32,353,000","-23,317,000","-22,053,000","38,572,000","-12,357,000","-27,183,000","-21,548,000","-30,459,000","-26,418,000","-26,807,000","-24,295,000","-32,061,000","-10,672,000","7,480,000","-25,255,000","-23,459,000","-17,200,000","40,100,000","-18,876,000","-21,280,000","-15,521,000","-22,099,000","-26,577,000","-23,682,000","-22,736,000","-22,908,000","-39,898,000","-28,241,000","-36,266,000","-28,757,000","-31,270,000","-29,772,000","-34,835,000","-37,983,000","-50,614,000","-62,213,000","-55,627,000","-65,269,000","-54,465,000","-40,386,000","-32,278,000","-38,608,000","-31,895,000","-35,889,000","-19,624,000","-18,509,000","-12,226,000","-19,070,328","-15,637,417","-15,891,764","-17,301,536","-17,364,434","-12,799,380","-16,138,364","-11,689,592","-14,610,054","-11,875,635","-11,762,315","-8,811,435","-8,778,543","-10,268,023","-7,313,638","-6,469,734","-2,802,484","-2,019,554","-3,145,680","1,084,994","1,064,906","-1,418,594","-2,886,082","-3,122,200"
TotalUnusualItemsExcludingGoodwill,"0",,,,,"0","0",,,"0","-11,975,000","0",,"-21,766,000","-231,000","-6,115,000",,"0","852,000","1,171,000","-1,549,000","929,000","18,869,000","34,283,000","-110,000","49,000","4,100,000","2,142,000","3,859,000","13,783,000","5,332,000","-21,495,000","-3,958,000","-2,146,000","-243,000","225,000","-13,536,000","4,399,000","-8,363,000","396,000","1,458,000","5,346,000","-7,000","-6,441,000","457,000","196,000","-1,695,000","-1,924,000","84,000","66,000","52,000","-2,000","-85,000","84,000","93,000","-4,517,000",,,,,,,,,,,,,,"969,759","-86,797","-1,700,000",,"348,619","1,065,013","98,297","97,248","592,382","14,131","13,630","12,583"
TotalUnusualItems,"0",,,,,"0","0",,,"0","-11,975,000","0",,"-21,766,000","-231,000","-6,115,000",,"0","852,000","1,171,000","-1,549,000","929,000","18,869,000","34,283,000","-110,000","49,000","4,100,000","2,142,000","3,859,000","13,783,000","5,332,000","-21,495,000","-3,958,000","-2,146,000","-243,000","225,000","-13,536,000","4,399,000","-8,363,000","396,000","1,458,000","5,346,000","-7,000","-6,441,000","457,000","196,000","-1,695,000","-1,924,000","84,000","66,000","52,000","-2,000","-85,000","84,000","93,000","-4,517,000",,,,,,,,,,,,,,"969,759","-86,797","-1,700,000",,"348,619","1,065,013","98,297","97,248","592,382","14,131","13,630","12,583"
NormalizedEBITDA,"515,912,000","-86,302,000","-70,868,000","-59,390,000","732,472,000","-39,329,000","-31,964,000","-29,427,000","-28,761,000","-15,532,000","-17,387,000","-20,233,000","-19,132,000","63,995,000","-8,353,000","-17,094,000","-17,422,000","-26,315,000","-23,050,000","-23,593,000","-18,559,000","-28,908,000","-25,451,000","-22,719,000","-21,188,000","-19,649,000","-17,575,000","41,761,000","-18,948,000","-51,112,000","-21,918,000","25,847,000","-13,064,000","-13,572,000","-16,304,000","-17,573,000","-18,546,000","-17,720,000","-18,405,000","-24,160,000","-21,896,000","-29,499,000","-23,922,000","-19,886,000","-46,585,000","-55,926,000","-49,003,000","-57,912,000","62,566,000","-41,155,000","-33,289,000","-41,191,000","43,448,000","-36,935,000","-20,580,000","-10,357,000","-12,429,000","-18,019,009","-14,349,466","-14,601,064","-15,188,094","-14,263,143","-10,097,913","-13,294,940","-8,436,034","-12,117,099","-9,878,161","-10,329,345","-6,868,388","-8,466,770","-9,373,696","-3,472,582","-5,415,645","-2,945,168","-4,869,789","-2,964,638","657,670","-779,738","-1,752,240","-1,718,901","-2,669,805"
TaxRateForCalcs,"0.217","0","0","0","0.151","0","0","0","0","0","0","0","0","0.4","0","0","0","0","0","0","0","0","0","0.35","0","0","0","0.35","0","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0","0.35","0","0.35","0","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","-8,706,400","0","0","0","0","0","0","0","0","0","11,999,050","0","0","0","749,700","0","4,824,050","1,866,200","-7,523,250","-1,385,300","-751,100","-85,050","78,750","0","1,539,650","0","138,600","0","1,871,100","-2,450","-2,254,350","159,950","68,600","-593,250","-673,400","29,400","23,100","18,200","-700","-29,750","33,600","37,200","-1,806,800","0","0","0","0","0","0","0","0","0","0","0","0","0","387,903.6","-34,718.8","-680,000","0","139,447.6","426,005.2","39,318.8","38,899.2","236,952.8","5,652.4","5,452","5,033.2"
