name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"124,365,383,889","130,942,820,845","136,332,821,251","154,390,720,155","101,763,700,131","95,370,057,469","104,140,517,820","83,828,511,279","53,972,800,000"
EnterpriseValue,"151,169,383,889","158,696,820,845","168,055,821,251","182,631,720,155","131,123,700,131","118,248,057,469","111,204,517,820","89,041,511,279","61,668,800,000"
PeRatio,"14.906","39.004","19.127","23.473","16.924","34.643","28.452","18.505","10.197"
ForwardPeRatio,"8.726","8.961","10.246","14.577","11.377","11.723","14.993","16.313",
PegRatio,"1.279","1.414","0.706","1.656","1.986","0.972","1.198","2.068",
PsRatio,"3.67","4.007","4.503","5.701","4.057","4.406","5.368","4.449","2.931"
PbRatio,,,,"23.026","15.416","19.611","22.42","23.435","16.049"
EnterprisesValueRevenueRatio,"4.439","4.771","5.131","6.473","5.114","5.173","5.571","4.739","3.355"
EnterprisesValueEBITDARatio,"13.991","12.979","20.223","17.598","12.957","14.42","31.028","13.64","8.836"
