name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"44,196,096,000","41,042,356,000","37,150,249,000","34,788,840,000","32,350,922,000","28,738,049,000","24,730,068,000","22,536,110,000","21,968,667,000","20,700,537,000","20,559,212,000","12,422,816,000","11,852,212,000","10,823,711,000","8,278,256,000","6,028,880,000","4,055,433,000","3,321,489,000","2,825,303,000","2,485,971,000","2,152,600,000","2,058,200,000"
	CashCashEquivalentsAndFederalFundsSold,"4,317,310,000","4,407,377,000","3,623,014,000","4,201,651,000","2,960,887,000","2,310,194,000","2,242,740,000","2,829,391,000","2,217,619,000","1,833,949,000","1,062,585,000","1,043,171,000","417,008,000","287,858,000","259,184,000","147,580,000","159,305,000","304,589,000","233,318,000","77,893,000","70,500,000","194,000,000"
		CashAndCashEquivalents,"3,457,310,000","3,372,377,000","2,573,014,000","2,201,651,000","1,360,887,000","1,085,194,000","942,740,000","1,379,391,000","1,431,185,000","1,333,949,000","835,141,000","878,853,000","160,347,000","192,559,000","151,192,000","93,175,000","142,183,000","295,272,000","224,334,000","63,048,000","43,500,000","161,100,000"
			CashFinancial,"536,221,000","516,291,000","457,181,000","460,559,000","1,177,889,000","944,118,000","693,387,000","933,050,000",,,,,,,,,,,,,,
			CashEquivalents,,,,,"114,998,000","95,767,000","201,828,000","386,530,000",,,,,,,,"93,075,000","141,589,000",,,,,
			CashAndDueFromBanks,"2,921,089,000","2,856,086,000","2,115,833,000","1,741,092,000","68,000,000","1,039,885,000","605,000","3,526,000","1,431,185,000","1,333,949,000","835,141,000","878,853,000","160,347,000","192,559,000","151,192,000","100,000","594,000","295,272,000","224,334,000","63,048,000","43,500,000","161,100,000"
			InterestBearingDepositsAssets,,,,,,"45,309,000","46,920,000","56,285,000",,,,,,,,,,,,,,
		MoneyMarketInvestments,"860,000,000","1,035,000,000","1,050,000,000","2,000,000,000","1,600,000,000","1,225,000,000","1,300,000,000","1,450,000,000","786,434,000","500,000,000","227,444,000","164,318,000","256,661,000","95,299,000","107,992,000","54,405,000","17,122,000","9,317,000","8,984,000","14,845,000","27,000,000","32,900,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"860,000,000","1,035,000,000","1,050,000,000","2,000,000,000","1,600,000,000","1,225,000,000","1,300,000,000","1,450,000,000","786,434,000","500,000,000","227,444,000","164,318,000","256,661,000","95,299,000","107,992,000","54,405,000","17,122,000","9,317,000","8,984,000","14,845,000","27,000,000","32,900,000"
				SecurityAgreeToBeResell,"860,000,000","1,035,000,000","1,050,000,000","2,000,000,000","1,600,000,000","1,225,000,000","1,300,000,000","1,450,000,000","786,434,000","500,000,000","227,444,000",,,,,,,,,,,
	FederalHomeLoanBankStock,"78,580,000","74,069,000","73,521,000","72,775,000","83,702,000","85,690,000","110,663,000","155,278,000","184,409,000","210,090,000","217,002,000",,,,,,,,,,,
