name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,06/30/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
TotalAssets,"323,969,000,000","291,408,000,000","286,336,000,000","264,225,000,000","256,281,000,000","233,961,000,000","199,168,000,000","195,935,000,000","192,720,000,000","184,577,000,000","178,183,000,000","165,996,000,000","159,826,000,000","159,837,000,000","156,543,000,000","152,791,000,000","139,514,000,000","135,414,000,000","130,998,000,000","129,292,000,000","129,480,000,000","118,232,000,000","118,538,000,000","115,282,000,000","112,745,000,000","108,120,000,000","108,220,000,000","110,550,000,000","108,644,000,000","100,139,000,000","97,194,000,000","95,165,000,000","91,030,000,000","84,635,000,000","86,214,000,000","82,736,000,000","78,131,000,000","69,319,000,000","65,397,000,000","66,126,000,000","61,902,000,000","55,972,000,000","53,611,000,000","52,580,000,000","59,586,000,000","57,791,334,813.951","55,597,000,000","46,516,975,288.074","43,954,519,067.168","41,278,409,381.935","40,708,000,000","31,550,000,000","30,047,000,000","26,915,000,000","26,058,000,000","22,546,514,423.085","24,927,856,404.689","22,601,464,442.424","20,010,000,000","18,895,981,138.449","17,237,731,231.81","16,985,535,110.05","16,315,000,000","15,989,665,162.664","15,651,304,240.597","15,094,315,510.499","14,474,417,775.406","14,724,333,806.748","14,796,075,317.507","13,948,619,926.014","13,774,872,719.507","7,502,915,159.797","7,546,803,928.642","7,298,504,847.081","7,737,032,120.04","7,464,261,970.181","7,524,881,857.341","7,542,296,868.245","7,468,891,054.525","7,448,966,263.091","7,232,194,594.925","7,183,160,335.458","7,111,668,589.069","7,426,062,039.306","7,432,245,819.209","7,705,240,332.511","7,372,741,535.989","7,294,017,923.845","7,825,583,079.82"
	CurrentAssets,"42,517,000,000","33,871,000,000","34,705,000,000","30,695,000,000","37,544,000,000","29,020,000,000","24,623,000,000","19,019,000,000","27,206,000,000","22,643,000,000","20,710,000,000","20,004,000,000","22,055,000,000","19,618,000,000","18,830,000,000","17,163,000,000","17,335,000,000","14,214,000,000","13,993,000,000","14,953,000,000","21,220,000,000","12,025,000,000","13,054,000,000","13,581,000,000","17,562,000,000","12,690,000,000","15,664,000,000","11,592,000,000","16,748,000,000","30,910,000,000","29,849,000,000","29,515,000,000","27,984,000,000","26,325,000,000","31,033,000,000","29,166,000,000","19,850,000,000","17,805,000,000","16,914,000,000","17,526,000,000","16,073,000,000","9,835,000,000","12,290,000,000","9,887,000,000","12,357,000,000","13,906,898,813.757","11,149,000,000","12,348,673,942.385","11,049,277,000.47","10,071,951,881.068","9,595,000,000","8,841,000,000","8,470,000,000","7,982,000,000","7,865,000,000","6,294,443,393.111","5,615,004,915.758","4,321,176,895.098","2,924,000,000","5,476,487,898.731","5,182,127,979.387","2,823,920,236.879","4,862,000,000","2,365,287,800.351","2,350,654,010.453","2,548,247,947.24","3,020,043,932.898","1,957,310,233.452","1,887,606,286.185","1,745,325,813.531","1,764,855,571.05","3,392,222,244.769","3,396,561,555.996","3,338,145,651.65","3,701,493,779.26","3,482,055,201.677","3,538,123,310.941","64,882,119.597","0","0","0","0","0","0","0","0","0","0","0"
		CashCashEquivalentsAndShortTermInvestments,"10,383,000,000","7,595,000,000","10,800,000,000","10,134,000,000","11,772,000,000","11,070,000,000","9,051,000,000","6,044,000,000","7,707,000,000","8,266,000,000","7,886,000,000","9,708,000,000","7,528,000,000","6,382,000,000","7,755,000,000","6,006,000,000","3,968,000,000","5,080,000,000","4,874,000,000","4,411,000,000","4,394,000,000","4,737,000,000","5,289,000,000","5,800,000,000","4,605,000,000","4,290,000,000","3,698,000,000","3,378,000,000","3,224,000,000","17,321,000,000","16,521,000,000","16,241,000,000","15,201,000,000","13,821,000,000","11,689,000,000","10,569,000,000","6,132,000,000","1,831,000,000","1,418,000,000","6,477,000,000","5,672,000,000","2,269,000,000","2,919,000,000","2,460,000,000","2,565,000,000","2,598,486,304.284","2,913,000,000","4,596,345,200.443","2,349,019,586.66","1,956,213,758.669","1,979,000,000","2,965,000,000","2,848,000,000","3,702,000,000","1,546,000,000","3,126,743,028.426","2,409,722,844.968","1,404,407,480.367","1,400,000,000","4,099,873,464.744","2,968,364,539.89","1,155,376,505.087","2,385,000,000","307,647,230.748","264,749,427.608","466,411,446.538","913,710,743.119","384,060,873.949","373,724,060.666","354,659,796.225","380,968,823.101","1,665,090,800.888","1,790,241,832.838","1,615,554,458.756","1,812,241,753.251","1,760,533,512.38","1,725,596,994.227","64,882,119.597",,,,,,,,,,,
			CashAndCashEquivalents,"6,778,000,000","7,595,000,000","7,447,000,000","6,740,000,000","8,390,000,000","7,839,000,000","5,913,000,000","6,044,000,000","5,139,000,000","4,538,000,000","4,429,000,000","6,427,000,000","4,299,000,000","4,372,000,000","4,020,000,000","3,563,000,000","2,774,000,000","3,057,000,000","2,923,000,000","2,643,000,000","3,160,000,000","3,312,000,000","3,917,000,000","3,555,000,000","3,663,000,000","3,799,000,000","3,264,000,000","2,926,000,000","2,844,000,000","2,760,000,000","2,539,000,000","2,299,000,000","2,027,000,000","1,956,000,000","1,997,000,000","2,034,000,000","1,713,000,000","1,831,000,000","1,418,000,000","1,279,000,000","1,375,000,000","1,532,000,000","1,242,000,000","1,569,000,000","1,532,000,000","1,566,087,707.18","1,561,000,000","2,340,212,342.869","1,332,741,669.328","1,220,509,453.017","1,204,000,000","727,000,000","676,000,000","910,000,000","951,000,000","1,069,885,553.692","675,323,574.74","543,770,582.789","404,000,000","538,458,040.422","429,342,005.461","373,121,589.817","382,000,000","307,647,230.748","264,749,427.608","466,411,446.538","333,894,297.819","384,060,873.949","373,724,060.666","354,659,796.225","380,968,823.101","69,045,231.452","170,927,612.157","126,043,258.249","231,030,819.607","89,026,978.834","70,942,319.819","64,882,119.597",,,,,,,,,,,
			OtherShortTermInvestments,"3,605,000,000",,"3,353,000,000","3,394,000,000","3,382,000,000","3,231,000,000","3,138,000,000",,"2,568,000,000","3,728,000,000","3,457,000,000","3,281,000,000","3,229,000,000","2,010,000,000","3,735,000,000","2,443,000,000","1,194,000,000","2,023,000,000","1,951,000,000","1,768,000,000","1,234,000,000","1,425,000,000","1,372,000,000","2,245,000,000","942,000,000","491,000,000","434,000,000","452,000,000","380,000,000","14,561,000,000","13,982,000,000","13,942,000,000","13,174,000,000","11,865,000,000","9,692,000,000","8,535,000,000","4,419,000,000",,,"5,198,000,000","4,297,000,000","737,000,000","1,677,000,000","891,000,000","1,033,000,000","1,032,398,597.105","1,352,000,000","2,256,132,857.575","1,016,277,917.332","735,704,305.652","775,000,000","2,238,000,000","2,172,000,000","2,792,000,000","595,000,000","2,056,857,474.734","1,734,399,270.228","860,636,897.578","996,000,000","3,561,415,424.321","2,539,022,534.429","782,254,915.27","2,003,000,000",,,,"579,816,445.3",,,,,"1,596,045,569.436","1,619,314,220.681","1,489,511,200.508","1,581,210,933.645","1,671,506,533.546","1,654,654,674.408",,,,,,,,,,,,
		Receivables,"11,129,000,000","16,084,000,000","12,984,000,000","11,648,000,000","9,167,000,000","11,392,000,000","9,343,000,000","8,880,000,000","7,209,000,000","8,148,000,000","7,952,000,000","6,395,000,000","4,294,000,000","6,185,000,000","6,091,000,000","5,839,000,000","3,384,000,000","5,116,000,000","4,873,000,000","4,724,000,000","3,110,000,000","4,512,000,000","4,491,000,000","4,833,000,000","4,299,000,000","5,424,000,000","4,757,000,000","5,225,000,000","4,372,000,000","7,071,000,000","6,974,000,000","6,796,000,000","4,149,000,000","6,462,000,000","8,855,000,000","8,024,000,000","7,869,000,000","5,537,000,000","5,147,000,000","5,461,000,000","10,401,000,000","7,566,000,000","9,371,000,000","6,452,000,000","9,792,000,000","9,839,268,330.904","3,801,000,000","2,633,489,596.092","6,506,973,932.363","5,810,664,577.843","5,951,000,000","5,876,000,000","5,622,000,000","4,280,000,000","4,148,000,000","3,167,700,364.684","3,205,282,070.79","2,916,769,414.731","1,524,000,000","1,376,614,433.194","1,250,996,518.797","1,668,543,731.792","1,623,000,000","1,530,245,316.787","1,425,033,852.025","1,342,184,013.272","2,106,333,189.778","1,574,249,518.289","1,512,882,962.743","1,390,666,017.305","1,382,886,830.237","1,727,131,443.881","1,605,320,146.68","1,721,590,850.254","1,889,252,026.009","1,721,521,689.963","1,812,526,316.713",,,,,,,,,,,,
			AccountsReceivable,"11,129,000,000","14,485,000,000","12,984,000,000","11,648,000,000","9,167,000,000","11,392,000,000","9,343,000,000","8,880,000,000","7,209,000,000","8,148,000,000","7,952,000,000","6,395,000,000","4,294,000,000","6,185,000,000","6,091,000,000","5,839,000,000","3,384,000,000","5,116,000,000","4,873,000,000","4,724,000,000","3,110,000,000","4,512,000,000","4,491,000,000","4,833,000,000","4,299,000,000","5,424,000,000","4,757,000,000","5,225,000,000","4,372,000,000",,,,"4,149,000,000",,,,"7,869,000,000","5,537,000,000","5,147,000,000","5,461,000,000","8,605,000,000","7,566,000,000","7,310,000,000","6,452,000,000","7,534,000,000","7,409,683,637.423","2,892,000,000","1,969,862,229.049","6,506,973,932.363","5,810,664,577.843","5,951,000,000",,,,"4,148,000,000","3,167,700,364.684","3,205,282,070.79","2,916,769,414.731","1,524,000,000","1,376,614,433.194","1,250,996,518.797","1,668,543,731.792","1,623,000,000","1,530,245,316.787","1,425,033,852.025","1,342,184,013.272","1,352,571,811.143","1,574,249,518.289","1,512,882,962.743","1,390,666,017.305","1,382,886,830.237","1,727,131,443.881","1,605,320,146.68","1,721,590,850.254","1,889,252,026.009",,,,,,,,,,,,,,
			LoansReceivable,,"1,599,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,796,000,000",,"2,061,000,000",,"2,258,000,000","2,429,584,694.453","909,000,000","663,627,367.043",,,,,,,,,,,,,,,,,,,"753,761,378.636",,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"10,272,000,000","6,433,000,000","6,936,000,000","4,888,000,000","6,989,000,000","4,831,000,000","3,786,000,000","3,793,000,000","6,311,000,000","3,925,000,000","3,588,000,000","2,953,000,000","5,349,000,000","3,291,000,000","3,299,000,000","3,413,000,000","5,281,000,000","3,137,000,000","2,747,000,000","2,749,000,000","5,620,000,000","2,776,000,000","3,274,000,000","2,948,000,000","6,291,000,000","2,976,000,000","2,809,000,000","2,989,000,000","6,579,000,000","6,518,000,000","6,354,000,000","6,478,000,000","6,060,000,000","6,042,000,000","6,548,000,000","6,317,000,000","5,849,000,000","5,602,000,000","5,342,000,000","5,588,000,000",,,,,,,,"714,675,625.504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"8,602,000,000",,,,"6,989,000,000",,,,"6,311,000,000",,,,"5,349,000,000",,,,"5,281,000,000",,,,"5,620,000,000",,,,"5,769,000,000",,,,"5,853,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,"1,670,000,000",,,,,,,,,,,,,,,,,,,,"457,000,000",,,,"522,000,000",,,,"726,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"5,636,000,000",,,,"5,508,000,000",,,,"3,350,000,000",,,,"3,448,000,000",,,,"2,361,000,000",,,,"2,644,000,000",,,,"1,490,000,000",,,,"1,727,000,000",,,,"1,855,000,000",,,,,,,,,,,,,,"3,808,000,000","3,562,367,719.581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"1,595,000,000",,,,"1,923,000,000",,,,"1,024,000,000",,,,"1,004,000,000",,,,"944,000,000",,,,"2,645,000,000",,,,"877,000,000",,,,"846,000,000",,,,"719,000,000",,,,,,,,,,,,,,"627,000,000","841,795,799.758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"3,502,000,000","3,759,000,000","3,985,000,000","4,025,000,000","2,185,000,000","1,727,000,000","2,443,000,000","302,000,000","1,605,000,000","2,304,000,000","1,284,000,000","948,000,000","432,000,000","3,760,000,000","1,685,000,000","1,905,000,000","1,397,000,000","881,000,000","1,499,000,000","3,069,000,000","2,807,000,000",,,,,,"4,400,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,941,000,000","4,256,000,000",,"4,835,000,000","5,007,000,000",,,,,"975,000,000",,"1,469,144,178.568",,"1.007","2,193,283,481.447","2,305,073,544.556","1,665,000,000",,,,"2,171,000,000",,,,,"0.793","962,766,920.7",,"854,000,000","527,395,252.816","660,870,730.82","739,652,487.43",,"-1,000,158.785","999,262.776",,"999,917.713",,"999,576.478","1,000,342.64",,"-0.666",,,,,,,,,,,,,
	TotalNonCurrentAssets,"281,452,000,000","257,537,000,000","251,631,000,000","233,530,000,000","218,737,000,000","204,941,000,000","174,545,000,000","176,916,000,000","165,514,000,000","161,934,000,000","157,473,000,000","145,992,000,000","137,771,000,000","140,219,000,000","137,713,000,000","135,628,000,000","122,179,000,000","121,200,000,000","117,005,000,000","114,339,000,000","108,260,000,000","106,207,000,000","105,484,000,000","101,701,000,000","95,183,000,000","95,430,000,000","92,556,000,000","98,958,000,000","91,896,000,000","69,229,000,000","67,345,000,000","65,650,000,000","63,046,000,000","58,310,000,000","55,181,000,000","53,570,000,000","58,281,000,000","51,514,000,000","48,483,000,000","48,600,000,000","45,829,000,000","46,137,000,000","41,321,000,000","42,693,000,000","47,229,000,000","43,884,435,999.223","44,448,000,000","34,168,301,345.689","32,905,242,067.637","31,206,457,500.867","31,113,000,000","22,709,000,000","21,577,000,000","18,933,000,000","18,193,000,000","16,252,071,029.975","19,312,851,489.747","18,280,287,546.499","17,086,000,000","13,419,493,239.718","12,055,603,252.423","14,161,614,873.934","11,453,000,000","13,624,377,362.314","13,300,650,230.144","12,546,067,563.94","11,454,373,843.144","12,767,023,573.296","12,908,469,031.982","12,203,294,111.857","12,010,017,148.457","4,110,692,915.029","4,150,242,372.646","3,960,359,195.431","4,035,538,340.78","3,982,206,767.838","3,986,758,545.725","7,477,414,748.647","7,468,891,054.525","7,448,966,263.091","7,232,194,594.925","7,183,160,335.458","7,111,668,589.069","7,426,062,039.306","7,432,245,819.209","7,705,240,332.511","7,372,741,535.989","7,294,017,923.845","7,825,583,079.82"
		NetPPE,"89,264,000,000","77,413,000,000","79,127,000,000","72,902,000,000","67,294,000,000","59,688,000,000","55,698,000,000","54,431,000,000","53,005,000,000","47,130,000,000","46,034,000,000","45,653,000,000","45,346,000,000","45,203,000,000","44,420,000,000","43,561,000,000","37,273,000,000","37,476,000,000","34,599,000,000","34,174,000,000","34,617,000,000","32,512,000,000","32,378,000,000","31,042,000,000","31,019,000,000","30,937,000,000","30,294,000,000","32,075,000,000","31,114,000,000","26,486,000,000","29,291,000,000","27,728,000,000","22,832,000,000","21,908,000,000","22,534,000,000","21,796,000,000","18,148,000,000","40,944,000,000","19,744,000,000","19,305,000,000","41,664,000,000","38,542,000,000","36,375,000,000","35,701,000,000","39,989,000,000","38,513,564,693.481","37,790,000,000","30,756,075,564.061","29,247,440,212.306","28,114,700,139.563","28,082,000,000","20,278,000,000","19,292,000,000","16,243,000,000","15,776,000,000","8,596,045,928.697","13,313,092,490.041","12,954,534,482.103","11,887,000,000","11,773,150,289.013","12,055,603,252.423","10,643,468,408.047","11,453,000,000","12,065,165,261.025","11,952,834,961.915","11,290,960,365.995","9,544,978,307.957","11,438,813,051.889","11,500,508,599.407","10,867,575,387.172","10,659,127,699.469","1,388,909,875.079","1,426,395,921.374","1,361,467,255.711","1,346,179,580.527","1,313,398,011.848","1,331,917,077.946","1,292,651,461.578",,,,,,,,,,,
			GrossPPE,"102,398,000,000",,,,"77,258,000,000",,,,"61,267,000,000",,,,"52,566,000,000",,,,"42,828,000,000",,,,"39,315,000,000",,,,"35,065,000,000",,,,"34,221,000,000",,"29,291,000,000","27,728,000,000","24,801,000,000","21,908,000,000","22,534,000,000","21,796,000,000",,,"19,744,000,000","19,305,000,000","45,443,000,000",,"37,812,000,000","35,701,000,000","39,989,000,000","38,513,564,693.481","37,790,000,000","30,756,075,564.061","29,247,440,212.306","28,114,700,139.563","28,082,000,000",,,,"15,776,000,000","8,977,648,432.46","13,683,819,081.826","13,324,378,445.069","12,257,000,000","12,585,332,824.555","12,869,251,388.43","11,456,733,428.41","12,266,000,000","12,701,435,670.071","12,591,643,240.434","11,928,522,794.288","10,181,776,714.243","11,972,897,704.546","12,033,115,349.159","10,867,575,387.172","11,192,084,084.599","1,610,054,746.988","1,647,302,367.36","1,573,540,039.34","2,692,359,161.054","1,540,466,823.083","1,558,732,664.484","1,519,239,787.545",,,,,,,,,,,
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,131,000,000","3,162,000,000",,"4,027,000,000","3,276,000,000","3,216,000,000",,,"2,931,000,000","2,936,000,000","30,674,000,000",,"27,993,000,000",,,,,"0",,"0","0",,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,013,592,617.025",,,,,"1,018,000,000",,,,,,,,,,,,,,,"6,715,558,167.91",,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"926,000,000",,,,,,,,,,,,,,"19,150,103,741.942",,,"1,011,000,000",,,,"10,874,000,000",,,,,,,,,,,,,,,"1,102,942,013.919",,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,886,000,000",,,,,,,"7,743,000,000",,"1,986,000,000",,,,,"1,054,997,351.934",,"627,747,695.908",,,,,"3,884,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,160,000,000","24,566,000,000",,"15,069,000,000","19,258,000,000","18,580,000,000",,,"16,813,000,000","16,369,000,000","7,026,000,000",,"7,833,000,000",,,,,"8,131,687,373.086",,"26,473,359,826.63","27,071,000,000",,,,,,,,,,,,,"11,133,233,876.658","11,164,603,711.265",,"8,764,225,474.017",,,"1,963,116,900.119",,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,419,287,097.099",,,,,,,,,,,,,,,,"1,568,201,793.414","1,427,039,529.169",,"1,417,551,240.226",,,"1,085,958,305.223",,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-13,134,000,000",,,,"-9,964,000,000",,,,"-8,262,000,000",,,,"-7,220,000,000",,,,"-5,555,000,000",,,,"-4,698,000,000",,,,"-4,046,000,000",,,,"-3,107,000,000",,,,"-1,969,000,000",,,,,,,,"-3,779,000,000",,"-1,437,000,000",,,,,,,,,,,,,"-381,602,503.763","-370,726,591.785","-369,843,962.966","-370,000,000","-812,182,535.542","-813,648,136.008","-813,265,020.363","-813,000,000","-636,270,409.046","-638,808,278.519","-637,562,428.293","-636,798,406.286","-534,084,652.657","-532,606,749.753",,"-532,956,385.13","-221,144,871.909","-220,906,445.986","-212,072,783.629","-1,346,179,580.527","-227,068,811.235","-226,815,586.537","-226,588,325.967",,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"42,260,000,000","36,193,000,000","37,312,000,000","27,649,000,000","27,577,000,000","23,158,000,000","19,699,000,000","19,747,000,000","19,559,000,000","19,938,000,000","19,151,000,000","10,177,000,000","9,856,000,000","10,226,000,000","9,805,000,000","8,922,000,000","7,713,000,000","5,953,000,000","5,804,000,000","5,779,000,000","5,733,000,000","6,167,000,000","6,621,000,000","6,508,000,000","6,632,000,000","6,944,000,000","6,860,000,000","8,167,000,000","8,254,000,000","6,747,000,000","6,696,000,000","6,538,000,000","6,575,000,000","6,077,000,000","6,643,000,000","6,454,000,000","6,351,000,000","3,460,000,000","2,141,000,000","3,739,000,000","4,165,000,000","3,794,000,000","3,643,000,000","3,428,000,000","3,952,000,000","3,475,975,140.387","3,301,000,000","777,735,239.726","666,869,988.727","668,731,223.128","669,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"14,550,000,000","11,594,000,000","11,816,000,000","8,929,000,000","8,815,000,000","7,012,000,000","6,276,000,000","5,516,000,000","5,317,000,000","5,310,000,000","4,984,000,000","3,906,000,000","3,783,000,000","3,932,000,000","3,594,000,000","3,515,000,000","2,543,000,000","1,473,000,000","1,478,000,000","1,480,000,000","1,406,000,000","1,594,000,000","1,712,000,000","1,638,000,000","1,588,000,000","1,688,000,000","1,676,000,000","2,478,000,000","2,490,000,000","2,561,000,000","2,549,000,000","2,609,000,000","2,607,000,000","2,444,000,000","2,676,000,000","2,605,000,000","2,546,000,000","2,315,000,000","2,141,000,000","2,248,000,000","2,343,000,000","2,194,000,000","2,011,000,000","1,701,000,000","2,017,000,000","1,726,993,974.546","1,528,000,000","777,735,239.726","666,869,988.727","668,731,223.128","669,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"27,710,000,000","24,599,000,000","25,496,000,000","18,720,000,000","18,762,000,000","16,146,000,000","13,423,000,000","14,231,000,000","14,242,000,000","14,628,000,000","14,167,000,000","6,271,000,000","6,073,000,000","6,294,000,000","6,211,000,000","5,407,000,000","5,170,000,000","4,480,000,000","4,326,000,000","4,299,000,000","4,327,000,000","4,573,000,000","4,909,000,000","4,870,000,000","5,044,000,000","5,256,000,000","5,184,000,000","5,689,000,000","5,764,000,000","4,186,000,000","4,147,000,000","3,929,000,000","3,968,000,000","3,633,000,000","3,967,000,000","3,849,000,000","3,805,000,000","1,145,000,000",,"1,491,000,000","1,822,000,000","1,600,000,000","1,632,000,000","1,727,000,000","1,935,000,000","1,748,981,165.841","1,773,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"96,686,000,000","85,993,000,000","84,895,000,000","85,006,000,000","84,309,000,000","79,217,000,000","58,437,000,000","58,309,000,000","56,870,000,000","56,923,000,000","56,827,000,000","57,092,000,000","54,172,000,000","50,374,000,000","49,647,000,000","49,110,000,000","47,164,000,000","49,062,000,000","46,652,000,000","45,547,000,000","46,083,000,000","41,051,000,000","41,029,000,000","39,287,000,000","38,336,000,000","33,858,000,000","33,134,000,000","33,478,000,000","33,161,000,000","30,984,000,000","29,612,000,000","29,293,000,000","28,366,000,000","28,320,000,000","23,918,000,000","23,331,000,000","22,163,000,000",,"19,250,000,000","19,564,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"49,561,000,000","42,618,000,000","39,572,000,000","37,983,000,000","36,492,000,000","34,336,000,000","32,476,000,000","36,021,000,000","34,226,000,000","30,287,000,000","27,834,000,000","26,348,000,000","26,448,000,000","27,539,000,000","27,249,000,000","27,953,000,000","28,178,000,000","23,044,000,000","23,802,000,000","22,445,000,000","19,967,000,000","19,368,000,000","18,514,000,000","18,201,000,000","17,282,000,000","16,429,000,000","14,558,000,000","14,470,000,000","14,420,000,000",,,,,,,,"6,629,000,000","5,571,000,000","5,055,000,000","4,504,000,000",,"1,733,000,000",,,,,,,,,,"1,696,000,000","1,830,000,000","1,939,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"40,698,000,000","40,008,000,000","35,418,000,000","34,373,000,000","33,647,000,000","31,994,000,000","30,025,000,000","30,750,000,000","31,994,000,000","28,155,000,000","26,293,000,000","24,936,000,000","24,977,000,000","24,453,000,000","23,680,000,000","23,182,000,000","23,216,000,000","20,536,000,000","20,167,000,000","18,497,000,000","14,916,000,000","14,528,000,000","14,017,000,000","13,836,000,000","13,277,000,000","12,868,000,000","11,478,000,000","11,642,000,000","11,689,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"8,863,000,000","2,610,000,000","4,154,000,000","3,610,000,000","2,845,000,000","2,342,000,000","2,451,000,000","5,271,000,000","2,232,000,000","2,132,000,000","1,541,000,000","1,412,000,000","1,471,000,000","3,086,000,000","3,569,000,000","4,771,000,000","4,962,000,000","2,508,000,000","3,635,000,000","3,948,000,000","5,051,000,000","4,840,000,000","4,497,000,000","4,365,000,000","4,005,000,000","3,561,000,000","3,080,000,000","2,828,000,000","2,731,000,000",,,,,,,,,,,,,"782,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
