name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
					IncomeTaxPayable,"2,638,000","3,671,000","9,071,000",,,"0","622,000",,,,,,"0","1,937,000","0"
				DuetoRelatedPartiesCurrent,,,,,,,,,"5,526,000",,,,,,
				OtherPayable,,,,,,,"37,000","1,078,000",,"5,299,000","1,905,000","5,709,000","15,072,000","12,886,000","12,175,000"
			CurrentAccruedExpenses,"532,794,000","485,874,000","416,488,000","392,059,000","338,095,000","253,272,000","252,509,000","268,356,000","172,449,000","251,895,000","224,457,000","240,111,000","223,070,000","186,512,000","193,978,000"
				InterestPayable,"33,853,000","12,137,000","19,885,000","22,325,000","9,401,000","10,674,000","12,297,000","22,016,000","15,096,000","30,937,000","32,919,000","37,032,000","36,781,000","36,759,000","36,028,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"82,888,000",,,,,,
		CurrentDebtAndCapitalLeaseObligation,"233,117,000","68,948,000","51,650,000","53,018,000","262,185,000","32,620,000","30,071,000","29,482,000","27,457,000","168,171,000","4,145,000","30,176,000","28,873,000","43,401,000","51,613,000"
			CurrentDebt,"25,167,000","68,948,000","51,650,000","53,018,000","262,185,000","32,620,000","30,071,000","29,482,000","27,457,000","168,171,000","4,145,000","30,176,000","28,873,000","43,401,000","51,613,000"
				LineOfCredit,"0","25,083,000","29,463,000","39,362,000","28,615,000","21,746,000","12,506,000","17,836,000",,,,,,,
				OtherCurrentBorrowings,"25,167,000","43,865,000","22,187,000","13,656,000","233,570,000","10,874,000","17,565,000","11,646,000","27,457,000",,,,,,
			CurrentCapitalLeaseObligation,"207,950,000",,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,"13,656,000","233,570,000","10,874,000","17,565,000","11,646,000",,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,496,973,000","4,342,839,000","3,589,159,000","3,466,859,000","2,780,460,000","1,755,145,000","1,627,456,000","1,627,420,000","1,532,883,000","1,407,114,000","1,528,737,000","2,397,378,000","2,314,312,000","2,031,764,000","2,090,393,000"
		LongTermDebtAndCapitalLeaseObligation,"4,272,840,000","3,249,516,000","2,677,715,000","2,685,333,000","2,190,314,000","1,542,102,000","1,427,710,000","1,458,597,000","1,385,950,000","1,281,390,000","1,401,426,000","1,770,879,000","1,747,886,000","1,532,294,000","1,622,373,000"
			LongTermDebt,"3,419,943,000","3,249,516,000","2,677,715,000","2,685,333,000","2,190,314,000","1,542,102,000","1,427,710,000","1,458,597,000","1,385,950,000","1,281,390,000","1,401,426,000","1,770,879,000","1,747,886,000","1,532,294,000","1,622,373,000"
			LongTermCapitalLeaseObligation,"852,897,000",,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"148,258,000","153,895,000","124,917,000","222,847,000","218,705,000","109,203,000","96,287,000","89,510,000","82,028,000","59,074,000","66,768,000","42,918,000","22,966,000","32,075,000","19,438,000"
			NonCurrentDeferredTaxesLiabilities,"148,258,000","153,895,000","124,917,000","222,847,000","218,705,000","109,203,000","96,287,000","89,510,000","82,028,000","59,074,000","66,768,000","42,918,000","22,966,000","32,075,000","19,438,000"
		PreferredSecuritiesOutsideStockEquity,"974,541,000","780,488,000","640,818,000","422,159,000","238,221,000","10,985,000","11,584,000","10,811,000",,,"0","515,872,000","491,194,000","467,395,000","444,765,000"
		OtherNonCurrentLiabilities,"101,334,000","158,940,000","145,709,000","136,520,000","133,220,000","92,855,000","91,875,000","68,502,000","64,905,000","66,650,000","60,543,000","67,709,000","52,266,000",,"3,817,000"
TotalEquityGrossMinorityInterest,"929,035,000","916,240,000","932,604,000","905,901,000","908,517,000","775,240,000","818,642,000","745,478,000","855,326,000","815,414,000","769,555,000","-166,401,000","-160,128,000","-166,573,000","-240,302,000"
	StockholdersEquity,"770,972,000","803,042,000","823,368,000","815,725,000","859,253,000","739,515,000","786,234,000","717,048,000","822,855,000","783,880,000","738,988,000","-174,204,000","-165,889,000","-169,139,000","-244,658,000"
		CapitalStock,"134,000","135,000","134,000","132,000","131,000","131,000","140,000","141,000","145,000","155,000","160,000","205,000","205,000","205,000","205,000"
			CommonStock,"134,000","135,000","134,000","132,000","131,000","131,000","140,000","141,000","145,000","155,000","160,000","205,000","205,000","205,000","205,000"
		AdditionalPaidInCapital,"491,038,000","482,556,000","463,499,000","443,908,000","424,506,000","413,706,000","474,729,000","473,697,000","493,828,000","535,628,000","578,648,000","-289,382,000","-291,247,000","-295,256,000","-299,028,000"
		RetainedEarnings,"279,800,000","320,351,000","359,735,000","371,685,000","434,616,000","325,678,000","311,365,000","243,210,000","328,882,000","248,097,000","169,094,000","128,185,000","130,716,000","121,024,000","48,808,000"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,"0","-8,914,000","-13,212,000","-5,563,000","4,888,000","5,357,000"
	MinorityInterest,"158,063,000","113,198,000","109,236,000","90,176,000","49,264,000","35,725,000","32,408,000","28,430,000","32,471,000","31,534,000","30,567,000","7,803,000","5,761,000","2,566,000","4,356,000"
TotalCapitalization,"4,190,915,000","4,052,558,000","3,501,083,000","3,501,058,000","3,049,567,000","2,281,617,000","2,213,944,000","2,175,645,000","2,208,805,000","2,065,270,000","2,140,414,000","1,596,675,000","1,581,997,000","1,363,155,000","1,377,715,000"
CommonStockEquity,"770,972,000","803,042,000","823,368,000","815,725,000","859,253,000","739,515,000","786,234,000","717,048,000","822,855,000","783,880,000","738,988,000","-174,204,000","-165,889,000","-169,139,000","-244,658,000"
CapitalLeaseObligations,"1,060,847,000",,,,,,,,,,,,,,
NetTangibleAssets,"-3,030,051,000","-2,955,377,000","-2,285,963,000","-2,275,837,000","-1,774,046,000","-975,087,000","-928,306,000","-995,231,000","-880,984,000","-927,491,000","-874,578,000","-1,754,943,000","-1,744,546,000","-1,571,941,000","-1,636,657,000"
WorkingCapital,"298,712,000","287,338,000","315,423,000","236,433,000","11,465,000","133,220,000","82,878,000","65,200,000","99,472,000","-70,232,000","170,772,000","118,370,000","14,730,000","27,904,000","77,556,000"
InvestedCapital,"4,216,082,000","4,121,506,000","3,552,733,000","3,554,076,000","3,311,752,000","2,314,237,000","2,244,015,000","2,205,127,000","2,236,262,000","2,233,441,000","2,144,559,000","1,626,851,000","1,610,870,000","1,406,556,000","1,429,328,000"
TangibleBookValue,"-3,030,051,000","-2,955,377,000","-2,285,963,000","-2,275,837,000","-1,774,046,000","-975,087,000","-928,306,000","-995,231,000","-880,984,000","-927,491,000","-874,578,000","-1,754,943,000","-1,744,546,000","-1,571,941,000","-1,636,657,000"
TotalDebt,"4,505,957,000","3,318,464,000","2,729,365,000","2,738,351,000","2,452,499,000","1,574,722,000","1,457,781,000","1,488,079,000","1,413,407,000","1,449,561,000","1,405,571,000","1,801,055,000","1,776,759,000","1,575,695,000","1,673,986,000"
NetDebt,"3,109,228,000","3,143,286,000","2,606,816,000","2,639,322,000","2,438,064,000","1,571,368,000","1,453,462,000","1,447,935,000","1,401,364,000","1,445,196,000","1,321,891,000","1,736,795,000","1,772,230,000","1,494,095,000","1,638,125,000"
ShareIssued,"134,328,112","135,265,864","134,114,715","132,596,758","131,233,308","131,233,308","140,260,968","140,589,256","145,268,190","154,519,025","159,981,000","156,093,000","156,093,000","156,093,000","156,093,000"
OrdinarySharesNumber,"134,328,112","135,265,864","134,114,715","132,596,758","131,233,308","131,233,308","140,260,968","140,589,256","145,268,190","154,519,025","159,981,000","156,093,000","156,093,000","156,093,000","156,093,000"
