name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalAssets,"7,340,288,000","5,964,265,000","5,127,166,000","4,944,395,000","4,426,666,000","2,924,809,000","2,817,622,000","2,761,361,000","2,772,147,000","2,722,086,000","2,602,233,000","2,579,469,000","2,495,046,000","2,182,524,000","2,168,385,000"
	CurrentAssets,"1,212,992,000","992,524,000","920,826,000","808,068,000","749,154,000","527,644,000","454,402,000","453,663,000","483,410,000","429,326,000","474,713,000","466,862,000","355,592,000","345,237,000","395,850,000"
		CashCashEquivalentsAndShortTermInvestments,"335,882,000","175,178,000","122,549,000","99,029,000","14,435,000","3,354,000","4,319,000","40,144,000","12,043,000","4,365,000","83,680,000","64,260,000","4,529,000","81,600,000","49,737,000"
			CashAndCashEquivalents,"335,882,000","175,178,000","122,549,000","99,029,000","14,435,000","3,354,000","4,319,000","40,144,000","12,043,000","4,365,000","83,680,000","64,260,000","4,529,000","81,600,000","35,861,000"
				CashFinancial,"335,882,000","175,178,000",,,,,,,"12,043,000","4,365,000","83,680,000",,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,"0","13,876,000"
		Receivables,"762,677,000","706,676,000","691,732,000","573,752,000","603,558,000","444,269,000","391,319,000","359,929,000","413,743,000","353,432,000","307,079,000","312,418,000","271,406,000","199,927,000","256,798,000"
			AccountsReceivable,"762,677,000","706,676,000","691,732,000","573,752,000","603,558,000","444,269,000","391,319,000","359,929,000","413,743,000","353,432,000","307,079,000","312,418,000","271,406,000","199,927,000","256,798,000"
				GrossAccountsReceivable,,,"767,276,000","637,539,000","664,691,000","490,694,000","432,134,000","401,783,000","458,159,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,"-75,544,000","-63,787,000","-61,133,000","-46,425,000","-40,815,000","-41,854,000","-44,416,000",,,,,,
		PrepaidAssets,"18,585,000","20,539,000","31,387,000","12,423,000","16,694,000","17,888,000","0","3,895,000","9,497,000","12,699,000","11,179,000","7,362,000","8,162,000","0","4,110,000"
		RestrictedCash,,,,,,,,,,,,,"0","4,335,000","6,345,000"
		CurrentDeferredAssets,,,,"45,165,000","28,688,000","15,991,000","17,624,000","17,877,000","18,305,000","30,654,000","48,535,000","61,925,000","48,988,000","42,613,000","59,135,000"
			CurrentDeferredTaxesAssets,,,,"45,165,000","28,688,000","15,991,000","17,624,000","17,877,000","18,305,000","30,654,000","48,535,000","61,925,000","48,988,000","42,613,000","59,135,000"
		AssetsHeldForSaleCurrent,,,,,,,,,"2,742,000",,,,,,
		OtherCurrentAssets,"95,848,000","90,131,000","75,158,000","77,699,000","85,779,000","46,142,000","41,140,000","31,818,000","27,080,000","28,176,000","24,240,000","20,897,000","22,507,000","16,762,000","19,725,000"
	TotalNonCurrentAssets,"6,127,296,000","4,971,741,000","4,206,340,000","4,136,327,000","3,677,512,000","2,397,165,000","2,363,220,000","2,307,698,000","2,288,737,000","2,292,760,000","2,127,520,000","2,112,607,000","2,139,454,000","1,837,287,000","1,772,535,000"
		NetPPE,"2,002,392,000","979,810,000","912,591,000","892,217,000","864,124,000","542,310,000","509,102,000","501,552,000","510,028,000","532,100,000","466,131,000","471,065,000","487,026,000","356,336,000","248,541,000"
			GrossPPE,"2,919,687,000","1,744,391,000","1,543,255,000","1,404,968,000","1,312,847,000","937,660,000","866,295,000","818,224,000","786,403,000","758,241,000","639,378,000","596,335,000","565,154,000","404,525,000","272,846,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"95,549,000","87,358,000","77,077,000","76,987,000","76,118,000","71,635,000","68,492,000","68,573,000","69,904,000","68,569,000","49,340,000","48,606,000","40,582,000","24,263,000","17,599,000"
				BuildingsAndImprovements,"553,701,000","481,375,000","414,704,000","421,017,000","411,376,000","396,228,000","368,968,000","352,677,000","361,081,000","333,007,000","257,480,000","252,475,000","171,736,000","106,126,000","55,281,000"
				MachineryFurnitureEquipment,"670,050,000","609,805,000","517,912,000","432,944,000","382,838,000","272,919,000","256,079,000","246,858,000","225,363,000","226,411,000","208,216,000","206,316,000","175,964,000","116,881,000","85,946,000"
				OtherProperties,"1,003,986,000","979,810,000","912,591,000",,,,,,,,,,,,
				ConstructionInProgress,"52,467,000","67,333,000","112,930,000","164,516,000","146,868,000","41,230,000","26,639,000","21,648,000","9,686,000","19,520,000","38,801,000","6,710,000","104,862,000","100,478,000","67,778,000"
				Leases,"543,934,000","498,520,000","420,632,000","309,504,000","295,647,000","155,648,000","146,117,000","128,468,000","120,369,000","110,734,000","85,541,000","82,228,000","72,010,000","56,777,000","46,242,000"
			AccumulatedDepreciation,"-917,295,000","-764,581,000","-630,664,000","-512,751,000","-448,723,000","-395,350,000","-357,193,000","-316,672,000","-276,375,000","-226,141,000","-173,247,000","-125,270,000","-78,128,000","-48,189,000","-24,305,000"
		GoodwillAndOtherIntangibleAssets,"3,801,023,000","3,758,419,000","3,109,331,000","3,091,562,000","2,633,299,000","1,714,602,000","1,714,540,000","1,712,279,000","1,703,839,000","1,711,371,000","1,613,566,000","1,580,739,000","1,578,657,000","1,402,802,000","1,391,999,000"
			Goodwill,"3,391,955,000","3,320,726,000","2,782,812,000","2,751,000,000","2,314,624,000","1,642,083,000","1,642,633,000","1,640,534,000","1,631,716,000","1,631,252,000","1,548,269,000","1,506,661,000","1,499,485,000","1,323,572,000","1,305,210,000"
			OtherIntangibleAssets,"409,068,000","437,693,000","326,519,000","340,562,000","318,675,000","72,519,000","71,907,000","71,745,000","72,123,000","80,119,000","65,297,000","74,078,000","79,172,000","79,230,000","86,789,000"
		OtherNonCurrentAssets,"323,881,000","233,512,000","184,418,000","152,548,000","180,089,000","140,253,000","139,578,000","93,867,000","74,870,000","49,289,000","47,823,000","60,803,000","73,771,000","78,149,000","131,995,000"
TotalLiabilitiesNetMinorityInterest,"6,411,253,000","5,048,025,000","4,194,562,000","4,038,494,000","3,518,149,000","2,149,569,000","1,998,980,000","2,015,883,000","1,916,821,000","1,906,672,000","1,832,678,000","2,745,870,000","2,655,174,000","2,349,097,000","2,408,687,000"
	CurrentLiabilities,"914,280,000","705,186,000","605,403,000","571,635,000","737,689,000","394,424,000","371,524,000","388,463,000","383,938,000","499,558,000","303,941,000","348,492,000","340,862,000","317,333,000","318,294,000"
		PayablesAndAccruedExpenses,"681,163,000","636,238,000","553,753,000","518,617,000","475,504,000","361,804,000","341,453,000","358,981,000","273,593,000","331,387,000","299,796,000","318,316,000","311,989,000","273,932,000","266,681,000"
			Payables,"148,369,000","150,364,000","137,265,000","126,558,000","137,409,000","108,532,000","88,944,000","90,625,000","101,144,000","79,492,000","75,339,000","78,205,000","88,919,000","87,420,000","72,703,000"
				AccountsPayable,"145,731,000","146,693,000","128,194,000","126,558,000","137,409,000","108,532,000","88,285,000","89,547,000","95,618,000","74,193,000","73,434,000","72,496,000","73,847,000","72,597,000","60,528,000"
				TotalTaxPayable,"2,638,000","3,671,000","9,071,000",,,"0","622,000",,,,,,"0","1,937,000","0"
