name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
TotalAssets,"4,436,034,000","4,146,371,000","4,166,092,000","4,292,059,000","3,066,947,000","1,134,624,000","252,596,000","193,984,000","101,078,000","161,685,000","8,213,000","14,955,000"
	CurrentAssets,"1,686,103,000","1,548,426,000","1,230,305,000","1,046,282,000","1,106,147,000","326,225,000","110,765,000","116,918,000","25,046,000","7,368,000","7,352,000","14,375,000"
		CashCashEquivalentsAndShortTermInvestments,"1,088,991,000","966,915,000","757,858,000","512,128,000","859,616,000","218,807,000","80,480,000","104,087,000","17,966,000","5,384,000","7,160,000","14,067,000"
			CashAndCashEquivalents,"1,076,287,000","958,712,000","751,368,000","509,055,000","859,616,000","218,807,000","80,480,000","104,087,000","17,966,000","5,384,000","7,160,000","14,067,000"
			OtherShortTermInvestments,"12,704,000","8,203,000","6,490,000","3,073,000",,,,,,,,
		Receivables,"408,685,000","464,730,000","367,351,000","305,725,000","210,437,000","73,915,000","15,958,000","3,463,000","2,372,000","575,000",,
			AccountsReceivable,"408,685,000","464,730,000","367,351,000","305,725,000","210,437,000","73,915,000","15,958,000","3,463,000","2,372,000","575,000",,
		Inventory,"53,802,000","55,290,000","73,070,000","184,980,000","23,073,000","20,879,000","10,024,000","6,120,000","1,195,000","306,000",,
			RawMaterials,"6,750,000","5,092,000","4,553,000","10,233,000","6,232,000","1,184,000","91,000","40,000","75,000","134,000",,
			WorkInProcess,"22,465,000","27,068,000","27,589,000","85,022,000","631,000","389,000","522,000","824,000","488,000","172,000",,
			FinishedGoods,"24,587,000","23,130,000","40,928,000","89,725,000","16,210,000","19,306,000","9,411,000","5,256,000","632,000",,,
		PrepaidAssets,"84,485,000","36,352,000","25,497,000","28,553,000","11,161,000","10,356,000","3,565,000","2,417,000","2,763,000","903,000","192,000","308,000"
		RestrictedCash,"3,752,000","3,405,000","6,529,000","7,095,000","1,860,000","738,000","738,000","800,000","750,000","200,000",,
		CurrentDeferredAssets,"46,388,000","21,734,000",,"7,801,000",,"1,530,000",,"0",,,,
			CurrentDeferredTaxesAssets,"46,388,000","21,734,000",,"7,801,000",,"1,530,000",,,,,,
		OtherCurrentAssets,,,,,,,,"31,000",,,,
	TotalNonCurrentAssets,"2,749,931,000","2,597,945,000","2,935,787,000","3,245,777,000","1,960,800,000","808,399,000","141,831,000","77,066,000","76,032,000","154,317,000","861,000","580,000"
		NetPPE,"30,159,000","20,101,000","20,405,000","23,484,000","14,020,000","7,241,000","3,780,000","3,725,000","3,245,000","2,107,000","747,000","338,000"
			GrossPPE,"56,007,000","39,298,000","34,077,000","31,803,000","17,811,000","11,189,000","6,426,000","5,232,000","4,016,000","2,422,000","841,000","356,000"
				Properties,"0","0","0","0","0","0","0","0","0","179,000",,
				MachineryFurnitureEquipment,"23,423,000","22,128,000","22,010,000","19,938,000","12,353,000","7,777,000","5,643,000","4,449,000","3,146,000","2,230,000","841,000","356,000"
				OtherProperties,"6,334,000","2,501,000","2,508,000","2,664,000",,,,,,,,
				ConstructionInProgress,"265,000","4,687,000","144,000","17,000","3,492,000",,,"0","165,000",,,
				Leases,"25,985,000","9,982,000","9,415,000","9,184,000","1,966,000","3,412,000","783,000","783,000","705,000","13,000",,
			AccumulatedDepreciation,"-25,848,000","-19,197,000","-13,672,000","-8,319,000","-3,791,000","-3,948,000","-2,646,000","-1,507,000","-771,000","-315,000","-94,000","-18,000"
		GoodwillAndOtherIntangibleAssets,"2,116,297,000","2,551,667,000","2,875,831,000","3,219,014,000","1,935,921,000","770,833,000","131,094,000","68,892,000","72,240,000","39,990,000",,
			Goodwill,"413,669,000","426,441,000","426,441,000","445,579,000","253,811,000",,,,,,,
			OtherIntangibleAssets,"1,702,628,000","2,125,226,000","2,449,390,000","2,773,435,000","1,682,110,000","770,833,000","131,094,000","68,892,000","72,240,000","39,990,000",,
		NonCurrentDeferredAssets,"555,165,000","3,148,000","3,470,000","911,000","10,637,000","30,252,000","6,268,000","3,195,000",,,,
			NonCurrentDeferredTaxesAssets,"555,165,000","3,148,000","3,470,000","911,000","2,278,000","18,761,000",,,,,,
		NonCurrentPrepaidAssets,,,,,,,"593,000","1,166,000",,,,
		OtherNonCurrentAssets,"48,310,000","23,029,000","36,081,000","2,368,000","222,000","73,000","96,000","88,000","547,000","112,220,000","114,000","242,000"
TotalLiabilitiesNetMinorityInterest,"2,250,585,000","3,092,214,000","3,174,994,000","3,028,280,000","1,753,802,000","594,420,000","301,678,000","88,006,000","55,166,000","64,629,000","11,390,000","23,409,000"
	CurrentLiabilities,"723,169,000","761,904,000","757,106,000","605,852,000","357,552,000","219,392,000","43,310,000","36,935,000","23,981,000","25,312,000","8,257,000","15,003,000"
		PayablesAndAccruedExpenses,"678,087,000","717,962,000","739,596,000","594,781,000","352,105,000","168,050,000","41,225,000","21,894,000","14,764,000","9,247,000","3,410,000","3,077,000"
			Payables,"21,514,000","30,284,000","34,681,000","52,479,000","16,590,000","33,654,000","9,921,000","6,038,000","8,366,000","2,514,000","1,761,000","1,624,000"
				AccountsPayable,"21,514,000","30,284,000","34,681,000","52,479,000","16,590,000","21,011,000","9,921,000","5,986,000","8,170,000","2,514,000","1,761,000","1,624,000"
				TotalTaxPayable,,,,,"0","12,643,000",,"52,000","196,000",,,
					IncomeTaxPayable,,,,,,"1,400,000",,,,,,
			CurrentAccruedExpenses,"656,573,000","687,678,000","704,915,000","542,302,000","335,515,000","134,396,000","31,304,000","15,856,000","6,398,000","6,733,000","1,649,000","1,453,000"
				InterestPayable,"18,709,000","13,196,000","14,127,000","18,938,000","10,637,000","1,260,000","810,000","2,538,000","163,000",,,
		CurrentProvisions,"45,082,000","39,041,000",,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"2,332,000",,,
		CurrentDebtAndCapitalLeaseObligation,,,"10,625,000","7,750,000","4,000,000","48,334,000",,"11,935,000","3,604,000","14,220,000","4,847,000","11,926,000"
			CurrentDebt,,,"10,625,000","7,750,000","4,000,000","48,334,000",,"11,935,000","3,604,000","14,220,000","4,847,000","11,926,000"
				CurrentNotesPayable,,,,,,,,,"3,604,000","14,220,000","4,847,000","11,926,000"
				OtherCurrentBorrowings,,,"10,625,000","7,750,000","4,000,000","48,334,000",,,,,,
		CurrentDeferredLiabilities,"0","4,901,000","6,885,000","3,321,000","1,447,000","3,008,000","2,085,000","3,106,000","3,281,000","1,845,000",,
			CurrentDeferredTaxesLiabilities,,,,,,"721,000",,,,,,
			CurrentDeferredRevenue,"0","4,901,000","6,885,000","3,321,000","1,447,000","1,261,000","1,330,000","2,230,000","3,281,000","1,845,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,527,416,000","2,330,310,000","2,417,888,000","2,422,428,000","1,396,250,000","375,028,000","258,368,000","51,071,000","31,185,000","39,317,000","3,133,000","8,406,000"
		LongTermDebtAndCapitalLeaseObligation,"1,352,841,000","1,896,684,000","1,891,030,000","1,799,743,000","1,141,115,000","297,169,000","110,762,000","36,866,000","15,834,000","14,518,000","3,133,000","7,749,000"
			LongTermDebt,"1,352,841,000","1,896,684,000","1,891,030,000","1,799,743,000","1,141,115,000","297,169,000","110,762,000","36,866,000","15,834,000","14,518,000","3,133,000","7,749,000"
		NonCurrentDeferredLiabilities,"94,247,000","93,630,000","167,658,000","304,331,000","122,185,000","27,714,000","13,048,000","13,962,000","15,227,000","24,798,000",,
			NonCurrentDeferredTaxesLiabilities,"94,247,000","93,630,000","157,945,000","296,568,000","113,400,000","19,570,000","3,362,000","4,408,000","9,561,000","24,798,000",,
			NonCurrentDeferredRevenue,,"0","9,713,000","7,763,000","8,785,000","8,144,000","9,686,000","9,554,000","5,666,000",,,
		NonCurrentAccruedExpenses,,"285,374,000","291,185,000","272,293,000","123,519,000","48,887,000","24,982,000",,,,,
		DerivativeProductLiabilities,,,,,,"0","109,410,000",,,,,
		OtherNonCurrentLiabilities,"80,328,000","54,622,000","68,015,000","46,061,000","9,431,000","1,258,000","166,000","243,000","124,000","1,000",,"657,000"
TotalEquityGrossMinorityInterest,"2,185,449,000","1,054,157,000","991,098,000","1,263,779,000","1,313,145,000","540,204,000","-49,082,000","105,978,000","45,912,000","97,056,000","-3,177,000","-8,454,000"
	StockholdersEquity,"2,185,449,000","1,054,157,000","991,098,000","1,263,779,000","1,313,145,000","540,204,000","-49,082,000","105,978,000","45,912,000","97,056,000","-3,177,000","-8,454,000"
		CapitalStock,"19,000","17,000","16,000","16,000","16,000","13,000","7,000","6,000","2,000","2,000","1,000","0"
			PreferredStock,,,,,,,,,"0","2,000","1,000","0"
			CommonStock,"19,000","17,000","16,000","16,000","16,000","13,000","7,000","6,000","2,000","0","0","0"
		AdditionalPaidInCapital,"2,797,602,000","2,374,966,000","2,248,979,000","2,119,455,000","2,001,552,000","1,269,858,000","410,430,000","417,455,000","270,015,000","206,336,000","76,809,000","51,033,000"
		RetainedEarnings,"-605,682,000","-1,314,718,000","-1,252,329,000","-848,021,000","-681,187,000","-720,719,000","-457,116,000","-308,111,000","-220,317,000","-107,052,000","-79,987,000","-59,487,000"
		TreasuryStock,"4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000",,,,"0","0","0"
		GainsLossesNotAffectingRetainedEarnings,"-1,905,000","-1,523,000","-983,000","-3,086,000","-2,651,000","-4,363,000","-2,403,000","-3,372,000","-3,788,000","-2,230,000",,
TotalCapitalization,"3,538,290,000","2,950,841,000","2,882,128,000","3,063,522,000","2,454,260,000","837,373,000","61,680,000","142,844,000","61,746,000","111,574,000","-44,000","-705,000"
PreferredStockEquity,,,,,,,,,,"2,000","1,000",
