name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"1,885,670,000","1,422,286,000","655,294,000","597,541,000","332,342,000","327,960,000","503,287,000","721,097,000","393,262,000","360,790,000","343,410,000","401,622,000","412,120,000","395,417,000","332,712,000","291,340,000","357,794,000","339,113,000","346,614,000","204,914,000","18,900,000","8,981,000"
	CurrentAssets,"1,011,190,000","897,016,000","484,874,000","470,803,000","178,665,000","167,241,000","266,609,000","432,541,000","228,824,000","183,486,000","230,000,000","271,571,000","283,783,000","262,251,000","210,361,000","163,957,000","244,094,000","223,392,000","234,599,000","119,644,000","8,000,000",
		CashCashEquivalentsAndShortTermInvestments,"852,243,000","693,334,000","387,771,000","419,803,000","167,060,000","144,285,000","242,453,000","411,440,000","194,262,000","162,664,000","203,086,000","262,401,000","271,545,000","178,885,000","163,778,000","155,183,000","237,092,000","216,226,000","227,700,000","112,552,000","6,900,000",
			CashAndCashEquivalents,"266,501,000","314,775,000","183,164,000","151,686,000","141,634,000","80,395,000","103,978,000","170,069,000","74,257,000","97,440,000","86,796,000","247,698,000","135,457,000","123,369,000","96,471,000","78,105,000","111,828,000","84,522,000","35,584,000","19,552,000","5,400,000",
				CashFinancial,"1,388,628,000","851,621,000","457,176,000","479,554,000",,"242,760,000","415,862,000",,,,,,,,,,,,,,,
			OtherShortTermInvestments,"585,742,000","378,559,000","204,607,000","268,117,000","25,426,000","63,890,000","138,475,000","241,371,000","120,005,000","65,224,000","116,290,000","14,703,000","136,088,000","55,516,000","67,307,000","77,078,000","125,264,000","131,704,000","192,116,000","93,000,000","1,500,000",
		Receivables,"119,073,000","178,827,000","81,192,000","42,246,000","5,183,000","4,882,000","3,941,000","2,751,000","30,190,000","5,896,000","11,864,000","1,457,000","6,087,000","22,197,000","7,102,000","4,424,000","3,846,000","3,325,000","4,026,000","1,493,000","200,000",
			AccountsReceivable,"119,073,000","162,771,000","81,192,000","42,246,000","5,183,000","4,882,000","3,941,000",,,,,,,,,,,,"4,026,000",,,
			OtherReceivables,,"16,056,000",,,,,,"2,751,000",,,,,,,,,,,,,,
		Inventory,"12,886,000","9,838,000","6,657,000","3,338,000","2,616,000","2,381,000","2,890,000",,,,,,,,,,,,,"3,612,000",,
			RawMaterials,,,,,,,"529,000",,,,,,,,,,,,,,,
			WorkInProcess,,,,,,,"2,280,000",,,,,,,,,,,,,,,
			FinishedGoods,,,,,,,"81,000",,,,,,,,,,,,,,,
		PrepaidAssets,"26,988,000","15,017,000","8,750,000","5,416,000","3,806,000","3,481,000","5,112,000","6,104,000","4,372,000","14,926,000","15,050,000","7,713,000","6,151,000","6,082,000","5,442,000",,,,,,,
		RestrictedCash,,"0","504,000",,"0","12,212,000","12,213,000","12,246,000",,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,"55,087,000","34,039,000","4,350,000","3,156,000","3,841,000","2,873,000","1,987,000","900,000",
	TotalNonCurrentAssets,"874,480,000","525,270,000","170,420,000","126,738,000","153,677,000","160,719,000","236,678,000","288,556,000","164,438,000","177,304,000","113,410,000","130,051,000","128,337,000","133,166,000","122,351,000","127,383,000","113,700,000","115,721,000","112,015,000","85,270,000","10,900,000",
		NetPPE,"90,727,000","56,764,000","25,743,000","2,071,000","1,434,000","2,432,000","4,910,000","6,059,000","8,506,000","15,811,000","29,392,000","36,247,000","34,664,000","32,294,000","35,577,000","35,463,000","33,500,000","32,406,000","36,500,000","23,480,000","9,500,000",
			GrossPPE,"116,287,000","74,073,000","48,543,000","26,953,000","25,743,000","48,702,000","50,705,000","52,612,000","59,884,000","90,657,000","134,172,000","129,986,000","117,528,000","109,643,000","97,611,000","95,029,000","80,930,000","65,549,000","58,450,000","36,182,000","14,300,000",
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
				BuildingsAndImprovements,,,,,,,,,,,,"26,162,000","22,593,000","21,817,000","18,591,000","16,283,000","17,700,000","15,810,000","15,410,000",,,
				MachineryFurnitureEquipment,"39,295,000","33,399,000","21,714,000","20,288,000","18,892,000","32,218,000","33,606,000","34,631,000","43,768,000","68,291,000","106,746,000","102,898,000","92,578,000","86,562,000","76,403,000","74,230,000","63,210,000","49,500,000","42,617,000",,,
				OtherProperties,"41,835,000","5,867,000",,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"1,253,000","866,000","22,114,000","19,000","456,000","120,000","68,000","1,409,000","155,000","373,000","1,022,000","926,000","2,357,000","1,264,000","2,617,000","4,516,000","20,000","239,000","423,000",,,
				Leases,"33,904,000","33,941,000","4,715,000","6,646,000","6,395,000","16,364,000","17,031,000","16,572,000","15,961,000","21,993,000","26,404,000",,,,,,,,,,,
			AccumulatedDepreciation,"-25,560,000","-17,309,000","-22,800,000","-24,882,000","-24,309,000","-46,270,000","-45,795,000","-46,553,000","-51,378,000","-74,846,000","-104,780,000","-93,739,000","-82,864,000","-77,349,000","-62,034,000","-59,566,000","-47,430,000","-33,143,000","-21,950,000","-12,702,000","-4,800,000",
		GoodwillAndOtherIntangibleAssets,"63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","69,969,000","70,789,000","71,876,000","71,500,000","72,166,000","69,483,000","58,674,000",,
			Goodwill,"63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","63,684,000","67,364,000",,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,"2,605,000","70,789,000","71,876,000","71,500,000","72,166,000","69,483,000","58,674,000",,
		InvestmentsAndAdvances,"536,385,000","157,187,000","64,255,000","55,601,000","83,600,000","81,579,000","144,299,000","182,311,000","89,459,000","93,713,000","17,907,000",,,,,,,,,,,
		NonCurrentDeferredAssets,"172,374,000","244,111,000",,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"172,374,000","244,111,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"11,310,000","3,524,000","16,738,000","5,382,000","4,959,000","13,024,000","23,785,000","36,502,000","2,789,000","4,096,000","2,427,000","30,120,000","29,989,000","30,903,000","15,985,000","20,044,000","8,700,000","11,149,000","6,032,000","3,116,000","1,400,000",
TotalLiabilitiesNetMinorityInterest,"199,700,000","134,833,000","370,333,000","508,223,000","436,646,000","442,789,000","437,049,000","424,663,000","302,630,000","589,115,000","507,135,000","457,883,000","326,609,000","304,806,000","275,417,000","240,669,000","196,312,000","163,193,000","109,394,000","41,136,000","21,700,000","44,046,000"
	CurrentLiabilities,"142,746,000","105,472,000","115,170,000","270,588,000","52,251,000","171,860,000","87,853,000","81,704,000","92,325,000","199,941,000","207,118,000","189,543,000","132,885,000","111,437,000","108,755,000","63,796,000","54,126,000","50,239,000","40,357,000","24,125,000","8,700,000",
		PayablesAndAccruedExpenses,"62,214,000","36,551,000","38,398,000","20,696,000","45,417,000","60,240,000","57,419,000","36,753,000","32,109,000","61,896,000","64,479,000","57,646,000","53,013,000","34,382,000","23,280,000","24,240,000","22,690,000","16,944,000","10,837,000","10,050,000","3,600,000",
			Payables,"11,581,000","10,901,000","9,575,000","6,565,000","6,401,000","6,413,000","9,345,000","4,398,000","1,957,000","2,046,000","7,403,000","4,946,000","9,288,000","3,699,000","1,689,000","5,931,000","6,151,000","4,717,000","10,837,000","10,050,000","3,600,000",
				AccountsPayable,"11,581,000","10,901,000","9,575,000","6,565,000","6,401,000","6,413,000","9,345,000","4,398,000","1,957,000","2,046,000","7,403,000","4,946,000","9,288,000","3,699,000","1,689,000","5,931,000","6,151,000","4,717,000","10,837,000","10,050,000","3,600,000",
			CurrentAccruedExpenses,"50,633,000","25,650,000","28,823,000","14,131,000","39,016,000","53,827,000","48,074,000","32,355,000","30,152,000","59,850,000","57,076,000","52,700,000","43,725,000","30,683,000","21,591,000","18,309,000","16,539,000","12,227,000",,,,
		CurrentProvisions,"18,719,000","14,954,000","7,565,000",,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"37,364,000","32,142,000","21,073,000","20,334,000","3,629,000","3,350,000","12,797,000","10,375,000","8,943,000",,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,728,000",,,"189,122,000",,"99,261,000","11,762,000","13,170,000","4,870,000","37,748,000","39,254,000","42,961,000","15,767,000","13,579,000","41,991,000","10,859,000","9,857,000","8,680,000","7,147,000","6,974,000","2,300,000",
			CurrentDebt,,,,"189,122,000",,"99,261,000","11,762,000","13,170,000","4,870,000","37,748,000","39,254,000","42,961,000","15,767,000","13,579,000","41,991,000","10,859,000","9,857,000","8,680,000","7,147,000","6,974,000","2,300,000",
				CurrentNotesPayable,,,,,,,,,"4,870,000","8,848,000","11,204,000","14,911,000","15,767,000","13,579,000","41,893,000","8,928,000","5,367,000","1,840,000","1,200,000",,,
				OtherCurrentBorrowings,,,,"189,122,000",,"99,261,000","11,762,000","13,170,000",,"28,900,000","28,050,000","28,050,000",,,"98,000","1,931,000","4,490,000","6,840,000","5,947,000",,,
			CurrentCapitalLeaseObligation,"2,728,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,"0","31,984,000","19,665,000","0","2,583,000","1,450,000","16,321,000","41,920,000","100,297,000","103,385,000","88,936,000","64,105,000","63,476,000","43,484,000","28,697,000","21,579,000","23,790,000","12,237,000",,,
			CurrentDeferredRevenue,,"0","31,984,000","19,665,000","0","2,583,000","1,450,000","16,321,000","41,920,000","100,297,000","103,385,000","88,936,000","64,105,000","63,476,000","43,484,000","28,697,000","21,579,000","23,790,000","12,237,000",,,
		OtherCurrentLiabilities,"21,721,000","21,825,000","16,150,000","20,771,000","3,205,000","6,426,000","4,425,000","5,085,000","4,483,000",,,,,,,,,"825,000","10,136,000","7,101,000","2,800,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"56,954,000","29,361,000","255,163,000","237,635,000","384,395,000","270,929,000","349,196,000","342,959,000","210,305,000","389,174,000","300,017,000","268,340,000","193,724,000","193,369,000","166,662,000","176,873,000","142,186,000","112,954,000","69,037,000","17,011,000","13,000,000",
		LongTermDebtAndCapitalLeaseObligation,"48,011,000","12,178,000",,,"381,435,000","262,395,000","335,475,000","322,566,000","176,645,000","170,710,000","40,363,000","74,719,000","105,747,000","108,074,000","106,858,000","136,496,000","101,227,000","65,253,000","41,796,000","7,976,000","11,000,000",
			LongTermDebt,,,,,"381,435,000","262,395,000","335,475,000","322,566,000","176,645,000","170,710,000","40,363,000","74,719,000","105,747,000","108,074,000","106,858,000","136,398,000","99,437,000","58,973,000","30,652,000","7,976,000","11,000,000",
			LongTermCapitalLeaseObligation,"48,011,000","12,178,000",,,,,,,,,,,,,,"98,000","1,790,000","6,280,000","11,144,000",,,
		NonCurrentDeferredLiabilities,"6,596,000","15,897,000","238,520,000","237,094,000",,,,"0","16,321,000","202,472,000","242,329,000",,,,,,,,,,,
			NonCurrentDeferredRevenue,"6,596,000","15,897,000","238,520,000","237,094,000",,,,"0","16,321,000","202,472,000","242,329,000",,,,,,,,,,,
		OtherNonCurrentLiabilities,"2,347,000","1,286,000","16,643,000","541,000","2,960,000","8,534,000","13,721,000","20,393,000","17,339,000","15,992,000","17,325,000","193,621,000","87,977,000","85,295,000","59,804,000","40,377,000","40,959,000","47,701,000","27,241,000","9,035,000","2,000,000",
TotalEquityGrossMinorityInterest,"1,685,970,000","1,287,453,000","284,961,000","89,318,000","-104,304,000","-114,829,000","66,238,000","296,434,000","90,632,000","-228,325,000","-163,725,000","-56,261,000","85,511,000","90,611,000","57,295,000","50,671,000","161,482,000","175,920,000","237,220,000","163,778,000","-2,800,000","-35,065,000"
	StockholdersEquity,"1,685,970,000","1,287,453,000","284,961,000","89,318,000","-104,304,000","-114,829,000","66,238,000","296,434,000","90,632,000","-228,325,000","-163,725,000","-56,975,000","72,081,000","52,540,000","33,543,000","50,671,000","161,482,000","175,920,000","237,220,000","162,734,000","-2,800,000","-35,065,000"
		CapitalStock,"305,000","300,000","296,000","290,000","228,000","196,000","184,000","183,000","135,000","109,000","108,000","106,000","105,000","96,000","84,000","75,000","71,000","59,000","56,000","47,000","66,300,000",
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,"46,800,000",
			CommonStock,"305,000","300,000","296,000","290,000","228,000","196,000","184,000","183,000","135,000","109,000","108,000","106,000","105,000","96,000","84,000","75,000","71,000","59,000","56,000","47,000","19,500,000",
		AdditionalPaidInCapital,"2,241,947,000","2,168,217,000","2,114,184,000","2,072,591,000","1,832,741,000","1,652,400,000","1,564,670,000","1,550,345,000","1,196,992,000","953,608,000","925,736,000","897,423,000","863,127,000","756,568,000","636,263,000","569,345,000","541,917,000","463,764,000","444,229,000","304,339,000",,
		RetainedEarnings,"-559,351,000","-880,363,000","-1,829,172,000","-1,983,147,000","-1,937,041,000","-1,767,304,000","-1,498,762,000","-1,254,002,000","-1,106,357,000","-1,182,054,000","-1,089,724,000","-954,504,000","-791,650,000","-705,269,000","-603,777,000","-519,373,000","-382,128,000","-287,354,000","-201,224,000","-130,038,000","-54,700,000","-36,006,000"
		GainsLossesNotAffectingRetainedEarnings,"3,069,000","-701,000","-347,000","-416,000","-232,000","-121,000","146,000","-92,000","-138,000","12,000","155,000",,"499,000","1,145,000","973,000","624,000","1,622,000","-549,000","-5,841,000","-11,614,000","-14,400,000",
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,"941,000"
	MinorityInterest,,,,,,,,,,,"0","714,000","13,430,000","38,071,000","23,752,000",,,,,"1,044,000",,
TotalCapitalization,"1,685,970,000","1,287,453,000","284,961,000","89,318,000","277,131,000","147,566,000","401,713,000","619,000,000","267,277,000","-57,615,000","-123,362,000","17,744,000","177,828,000","160,614,000","140,401,000","187,069,000","260,919,000","234,893,000","267,872,000","170,710,000","8,200,000","-35,065,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,"46,800,000",
CommonStockEquity,"1,685,970,000","1,287,453,000","284,961,000","89,318,000","-104,304,000","-114,829,000","66,238,000","296,434,000","90,632,000","-228,325,000","-163,725,000","-56,975,000","72,081,000","52,540,000","33,543,000","50,671,000","161,482,000","175,920,000","237,220,000","162,734,000","-49,600,000","-35,065,000"
CapitalLeaseObligations,"50,739,000","12,178,000",,,,,,,,,,,,,,"98,000","1,790,000","6,280,000","11,144,000",,,
NetTangibleAssets,"1,622,286,000","1,223,769,000","221,277,000","25,634,000","-167,988,000","-178,513,000","2,554,000","232,750,000","26,948,000","-292,009,000","-227,409,000","-120,659,000","8,397,000","-17,429,000","-37,246,000","-21,205,000","89,982,000","103,754,000","167,737,000","104,060,000","-2,800,000","-35,065,000"
WorkingCapital,"868,444,000","791,544,000","369,704,000","200,215,000","126,414,000","-4,619,000","178,756,000","350,837,000","136,499,000","-16,455,000","22,882,000","82,028,000","150,898,000","150,814,000","101,606,000","100,161,000","189,968,000","173,153,000","194,242,000","95,519,000","-700,000",
InvestedCapital,"1,685,970,000","1,287,453,000","284,961,000","278,440,000","277,131,000","246,827,000","413,475,000","632,170,000","272,147,000","-19,867,000","-84,108,000","60,705,000","193,595,000","174,193,000","182,392,000","197,928,000","270,776,000","243,573,000","275,019,000","177,684,000","-36,300,000","-35,065,000"
TangibleBookValue,"1,622,286,000","1,223,769,000","221,277,000","25,634,000","-167,988,000","-178,513,000","2,554,000","232,750,000","26,948,000","-292,009,000","-227,409,000","-120,659,000","8,397,000","-17,429,000","-37,246,000","-21,205,000","89,982,000","103,754,000","167,737,000","104,060,000","-49,600,000","-35,065,000"
