name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"34,758,000,000","6,487,000,000","8,525,000,000","9,616,000,000","10,146,000,000","11,392,000,000","8,180,000,000","5,998,000,000","6,826,000,000","5,993,000,000","8,648,000,000","5,555,000,000","8,122,000,000","7,009,000,000","2,366,000,000","7,892,000,000","9,533,000,000","8,782,000,000","5,567,000,000","4,693,000,000","1,682,000,000","7,332,000,000","7,375,000,000","5,614,000,000","6,315,000,000","6,460,000,000","4,710,000,000","4,156,000,000","1,218,000,000","3,790,000,000","3,133,000,000","5,236,000,000","6,050,000,000","3,140,000,000","5,715,000,000","7,506,000,000","5,157,000,000","4,203,000,000","4,034,000,000","7,745,000,000","6,806,000,000","6,055,000,000","4,993,000,000","8,831,000,000","8,720,000,000","5,028,000,000","4,706,000,000","2,560,000,000","4,411,000,000","3,876,416,900","5,406,056,600","5,698,869,500","4,504,981,250","5,585,973,300","6,169,959,650","6,592,375,850","6,212,190,600","5,310,363,200","5,255,265,800","5,525,616,600","6,012,543,200","5,121,295,050","5,195,871,550","5,414,022,900","5,577,520,000","5,548,763,500","-191,982,250","5,277,698,950","5,611,637,500","5,764,653,050","-3,310,854,800","6,197,283,400","5,952,802,600","5,419,573,800","-209,156,000","3,529,049,800","3,957,900,800","4,327,000,800","4,021,506,260","4,253,589,010","4,202,016,120","3,741,365,910"
	OperatingRevenue,"34,758,000,000","6,487,000,000","8,525,000,000","9,616,000,000","10,146,000,000","11,392,000,000","8,180,000,000","5,998,000,000","6,826,000,000","5,993,000,000","8,648,000,000","5,555,000,000","8,122,000,000","7,009,000,000","2,366,000,000","7,892,000,000","9,533,000,000","8,782,000,000","5,567,000,000","4,693,000,000","1,682,000,000","7,332,000,000","7,375,000,000","5,614,000,000","6,315,000,000","6,460,000,000","4,710,000,000","4,156,000,000","1,218,000,000","3,790,000,000","3,133,000,000","5,236,000,000","6,050,000,000","3,140,000,000","5,715,000,000","7,506,000,000","5,157,000,000","4,203,000,000","4,034,000,000","7,745,000,000","6,806,000,000","6,055,000,000","4,993,000,000","8,831,000,000","8,720,000,000","5,028,000,000","4,706,000,000","2,560,000,000","4,411,000,000","3,876,416,900","5,406,056,600","5,698,869,500","4,504,981,250","5,585,973,300","6,169,959,650","6,592,375,850","6,212,190,600","5,310,363,200","5,255,265,800","5,525,616,600","6,012,543,200","5,121,295,050","5,195,871,550","5,414,022,900","5,577,520,000","5,548,763,500","-191,982,250","5,277,698,950","5,611,637,500","5,764,653,050","-3,310,854,800","6,197,283,400","5,952,802,600","5,419,573,800","-209,156,000","3,529,049,800","3,957,900,800","4,327,000,800","4,021,506,260","4,253,589,010","4,202,016,120","3,741,365,910"
NetNonOperatingInterestIncomeExpense,"-335,000,000","-90,000,000","-96,000,000","-65,000,000","-84,000,000","-88,000,000","-79,000,000","-73,000,000","-78,000,000","-75,000,000","-81,000,000","-55,000,000","-87,000,000","-80,000,000","-80,000,000","-76,000,000","-79,000,000","-81,000,000","-80,000,000","-86,000,000","-84,000,000","-72,000,000","-94,000,000","-77,000,000","-78,000,000","-87,000,000","-92,000,000","-85,000,000","-89,000,000","-87,000,000","-89,000,000","-94,000,000","-95,000,000","-89,000,000","-112,000,000","-104,000,000","-112,000,000","-106,000,000","-100,000,000","-117,000,000","-113,000,000","-110,000,000","-94,000,000","-103,000,000","-109,000,000","-97,000,000","-87,000,000","-80,000,000","-101,000,000","-97,474,750","-90,638,000","-91,420,400","-82,972,500","-84,216,450","-86,482,200","-83,673,750","-82,295,400","-71,162,600","-73,376,800","-64,993,600","-69,813,600","-65,331,900","-54,523,950","-46,825,350","-46,926,250","-45,998,750",,"-53,978,000","-52,991,250","-54,425,150",,"-60,275,600","-39,543,400","-38,289,600",,"-42,651,900","-42,492,800","-42,514,200","-94,300,910","-19,560,190","-20,743,380","-24,681,110"
	InterestExpenseNonOperating,"335,000,000","90,000,000","96,000,000","65,000,000","84,000,000","88,000,000","79,000,000","73,000,000","78,000,000","75,000,000","81,000,000","55,000,000","87,000,000","80,000,000","80,000,000","76,000,000","79,000,000","81,000,000","80,000,000","86,000,000","84,000,000","72,000,000","94,000,000","77,000,000","78,000,000","87,000,000","92,000,000","85,000,000","89,000,000","87,000,000","89,000,000","94,000,000","95,000,000","89,000,000","112,000,000","104,000,000","112,000,000","106,000,000","100,000,000","117,000,000","113,000,000","110,000,000","94,000,000","103,000,000","109,000,000","97,000,000","87,000,000","80,000,000","101,000,000","97,474,750","90,638,000","91,420,400","82,972,500","84,216,450","86,482,200","83,673,750","82,295,400","71,162,600","73,376,800","64,993,600","69,813,600","65,331,900","54,523,950","46,825,350","46,926,250","45,998,750",,"53,978,000","52,991,250","54,425,150",,"60,275,600","39,543,400","38,289,600",,"42,651,900","42,492,800","42,514,200","94,300,910","19,560,190","20,743,380","24,681,110"
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,070,000,000",,,,"2,858,000,000",,,,,"699,766,100","-2,595,182,800","2,240,793,500","1,297,775,000","2,271,536,850","-4,036,908,000","2,437,695,250","2,293,150,200","2,320,367,400","-3,775,610,600","2,212,103,600","2,281,802,400","2,180,149,700","-3,767,714,050","2,138,779,500","2,237,711,750","2,288,109,250","-3,296,162,250","2,114,588,150","2,156,336,250","2,096,103,750","-2,867,904,400","2,174,680,200","1,981,732,700","1,981,486,800","-1,968,517,500","1,653,945,900","1,749,792,800","1,769,850,400","-2,034,968,910","1,798,032,850","1,819,490,760","1,746,551,490"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-184,000,000",,,,"-266,000,000",,"-230,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184,000,000",,,,"266,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"3,096,000,000","665,000,000","911,000,000","766,000,000","754,000,000","802,000,000","774,000,000","1,061,000,000","952,000,000","724,000,000","180,000,000","1,059,000,000","619,000,000","931,000,000","1,029,000,000","1,123,000,000","631,000,000","662,000,000","741,000,000","606,000,000","995,000,000","557,000,000","658,000,000","576,000,000","589,000,000","550,000,000","632,000,000","414,000,000","528,000,000","518,000,000","316,000,000","472,000,000","-4,000,000","927,000,000","-895,000,000","-764,000,000","501,000,000","527,000,000","776,000,000","627,000,000","164,000,000","512,000,000","236,000,000","-347,000,000","843,000,000","-637,000,000","-257,000,000","-511,000,000","554,000,000","0","2,847,000,000","0","0","0","2,560,000,000","0","0","0","2,430,000,000","0","0","0","2,067,000,000","0","0","0","1,517,000,000","0","0","0","276,000,000","0","0","0","1,304,000,000","0","0","0","1,181,000,000","0","0","0"
TaxProvision,"477,000,000","279,000,000","98,000,000","10,000,000","90,000,000","88,000,000","112,000,000","184,000,000","182,000,000","119,000,000","-66,000,000","209,000,000","-23,000,000","182,000,000","201,000,000","206,000,000","120,000,000","92,000,000","180,000,000","79,000,000","245,000,000","95,000,000","124,000,000","116,000,000","134,000,000","117,000,000","32,000,000","58,000,000","108,000,000","85,000,000","36,000,000","50,000,000","-84,000,000","208,000,000","-399,000,000","-169,000,000","63,000,000","58,000,000","233,000,000","141,000,000","-84,000,000","81,000,000","-87,000,000","-238,000,000","228,000,000","-445,000,000","-406,000,000","-138,000,000","11,000,000","189,819,250","115,576,700","149,055,000","155,307,500","101,521,200","90,005,800","156,191,000","6,672,600","135,325,600","87,650,800","178,732,400","148,200,800","117,355,450","56,342,150","1,265,550","100,556,250","135,367,750","-18,217,450","86,364,800","133,157,500","104,437,450","-408,620,000","33,310,200","18,250,800","106,891,800","125,160,800","77,405,300","63,739,200","72,431,600","26,916,580","121,875,030","108,161,910","121,953,720"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"740,808,100","-2,232,505,400","746,268,700","765,900,000","617,202,750","-1,952,638,950","709,553,400","530,471,700","638,130,200","-1,874,945,000","617,439,200","630,772,000","581,937,850","-1,574,614,550","441,676,950","544,344,500","507,300,500","-1,492,718,100","480,404,200","504,096,250","447,168,800","-1,080,719,800","545,652,800","91,254,000","360,560,400","-909,980,100","292,244,500","274,685,600","272,405,800",,"323,495,450","300,779,010","319,402,600"
