name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"34,615,000,000","33,102,000,000","31,417,635,000","21,844,817,000","17,557,662,000","16,127,090,000","13,563,405,000","12,023,976,000","9,786,483,000","8,959,915,000","8,709,077,000","8,364,811,000","6,088,021,000","6,007,592,000","5,590,326,000","5,027,009,000","8,308,310,000","7,090,232,000","4,129,087,000","3,886,500,000","3,706,200,000","3,250,700,000","2,649,500,000","1,726,700,000","1,707,000,000","1,686,500,000","1,690,200,000","1,698,600,000","1,378,700,000","1,197,000,000"
	CashCashEquivalentsAndFederalFundsSold,"599,000,000","488,000,000","479,443,000","371,407,000","489,119,000","287,393,000","213,981,000","239,044,000","208,953,000","131,571,000","310,550,000","172,203,000","130,717,000","123,834,000","132,231,000","103,760,000","211,970,000","259,561,000","163,818,000","179,600,000","182,200,000","165,700,000","99,000,000","76,100,000","84,700,000","67,300,000","89,800,000","89,100,000","83,000,000","86,800,000"
		CashAndCashEquivalents,"599,000,000","488,000,000","479,443,000","371,407,000","489,119,000","287,393,000","213,981,000","239,044,000","208,953,000","131,571,000","310,550,000","172,203,000","130,717,000","123,834,000","132,231,000","103,760,000","211,103,000","250,580,000","159,558,000","143,600,000","174,700,000","132,600,000","90,600,000","71,600,000","62,400,000","63,300,000","66,100,000","67,800,000","58,300,000","52,400,000"
			CashFinancial,"407,000,000","451,000,000","408,718,000","303,526,000","207,399,000","196,240,000","197,534,000","216,233,000",,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,"169,224,000","130,235,000","122,362,000","131,604,000","100,839,000","204,824,000","246,802,000","155,946,000","141,800,000","171,200,000","128,900,000","87,900,000","70,300,000","59,800,000","60,500,000","60,000,000","57,400,000","36,600,000","36,800,000"
			CashAndDueFromBanks,"192,000,000","37,000,000","70,725,000","67,881,000","281,720,000","91,153,000","16,447,000","22,811,000","208,953,000","131,571,000","310,550,000","2,979,000","482,000","1,472,000","627,000","2,921,000","6,279,000","3,778,000","3,612,000","1,800,000","3,500,000","3,700,000","2,700,000","1,300,000","2,600,000","2,800,000","6,100,000","10,400,000","21,700,000","15,600,000"
		MoneyMarketInvestments,,,,,,,,,,,,,,,,,"867,000","8,981,000","4,260,000","36,000,000","7,500,000","33,100,000","8,400,000","4,500,000","22,300,000","4,000,000","23,700,000","21,300,000","24,700,000","34,400,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,"867,000","8,981,000","4,260,000","36,000,000","7,500,000","33,100,000","8,400,000","4,500,000","22,300,000","4,000,000","23,700,000","21,300,000","24,700,000","34,400,000"
	BankOwnedLifeInsurance,"544,000,000","537,000,000","526,818,000","330,152,000","308,192,000","301,771,000","289,402,000","246,088,000","208,927,000","208,051,000","205,447,000",,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"6,564,000,000","6,595,000,000","6,006,830,000","4,569,329,000","3,267,628,000","2,987,420,000","2,340,819,000","2,279,246,000","1,557,783,000","1,678,606,000","1,490,630,000","1,326,133,000","1,025,974,000","1,034,358,000","1,204,426,000","1,177,000,000","1,678,031,000","1,075,183,000","465,161,000","497,000,000","486,100,000","536,600,000","555,300,000","296,300,000","360,400,000","378,100,000","426,400,000","493,700,000","254,900,000","220,700,000"
