name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
TotalRevenue,"10,590,100,000","10,973,800,000","11,534,500,000","9,721,000,000","8,613,400,000","9,350,500,000","10,451,600,000","9,223,800,000","8,442,300,000","8,134,700,000","6,312,795,000","5,318,132,000","8,718,844,000","7,265,610,000","5,748,376,000","3,370,722,000","2,947,202,000","1,882,933,000","1,748,271,000","1,656,974,000","1,726,665,000","1,511,100,000","1,352,800,000","961,500,000","654,000,000","561,300,000","446,900,000","373,100,000"
	OperatingRevenue,"10,590,100,000","10,973,800,000","11,534,500,000","9,721,000,000","8,613,400,000","9,350,500,000","10,451,600,000","9,223,800,000","8,442,300,000","8,134,700,000","6,312,795,000","5,318,132,000","8,718,844,000","7,255,679,000","5,742,608,000","3,367,051,000","2,943,034,000","1,882,933,000","1,745,005,000","1,656,974,000","1,726,665,000","1,511,100,000","1,352,800,000","961,500,000","654,000,000","561,300,000","446,900,000","373,100,000"
CostOfRevenue,"7,346,900,000","7,644,400,000","8,253,000,000","6,933,200,000","6,023,100,000","6,803,600,000","7,830,600,000","6,826,200,000","6,235,400,000","6,148,700,000","4,727,887,000","3,918,611,000","6,556,748,000","5,418,161,000","4,231,386,000","2,449,000,000","2,110,848,000","1,372,310,000","1,268,251,000","1,194,512,000","1,256,997,000","1,097,400,000","1,024,200,000","737,500,000","492,200,000","432,100,000","344,700,000","287,100,000"
GrossProfit,"3,243,200,000","3,329,400,000","3,281,500,000","2,787,800,000","2,590,300,000","2,546,900,000","2,621,000,000","2,397,600,000","2,206,900,000","1,986,000,000","1,584,908,000","1,399,521,000","2,162,096,000","1,847,449,000","1,516,990,000","921,722,000","836,354,000","510,623,000","480,020,000","462,462,000","469,668,000","413,700,000","328,600,000","224,000,000","161,800,000","129,200,000","102,200,000","86,000,000"
OperatingExpense,"2,321,100,000","2,327,500,000","2,319,100,000","2,132,700,000","2,036,200,000","1,957,100,000","2,012,800,000","1,839,300,000","1,555,500,000","1,413,200,000","1,224,187,000","1,149,129,000","1,309,125,000","1,114,012,000","883,860,000","554,536,000","528,514,000","432,797,000","407,834,000","379,647,000","346,730,000","304,200,000","239,600,000","164,600,000","118,100,000","94,600,000","77,600,000","68,700,000"
	SellingGeneralAndAdministration,"2,098,800,000","2,108,200,000","2,103,900,000","1,914,300,000","1,814,200,000","1,738,600,000","1,799,000,000","1,646,900,000","1,404,000,000","1,280,100,000","1,103,584,000","1,030,245,000","1,211,201,000","1,034,139,000","821,386,000","507,905,000","483,887,000","395,927,000","379,288,000","347,310,000","318,638,000","278,600,000","220,200,000","151,400,000","109,600,000","89,400,000","73,300,000","65,100,000"
		GeneralAndAdministrativeExpense,,"2,108,200,000","2,103,900,000","1,914,300,000","1,814,200,000","1,738,600,000","1,799,000,000","1,646,900,000","1,404,000,000",,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,,"12,800,000","12,100,000","11,500,000","10,900,000","10,100,000","9,200,000","8,500,000","7,800,000",,,,,,,,,,,,,,,,,,,
			OtherGandA,,"2,095,400,000","2,091,800,000","1,902,800,000","1,803,300,000","1,728,500,000","1,789,800,000","1,638,400,000","1,396,200,000",,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"222,300,000","219,300,000","215,200,000","218,400,000","222,000,000","218,500,000","213,800,000","192,400,000","151,500,000","133,100,000","120,603,000","118,884,000","97,924,000","79,873,000","62,474,000","46,631,000","44,627,000","36,870,000","28,546,000","32,337,000","28,092,000","25,600,000","19,400,000","13,200,000","8,500,000","5,200,000","4,300,000","3,600,000"
		DepreciationAndAmortizationInIncomeStatement,"222,300,000","219,300,000","215,200,000","218,400,000","222,000,000","218,500,000","213,800,000","192,400,000","151,500,000","133,100,000","120,603,000","118,884,000","97,924,000","79,873,000","62,474,000","46,631,000","44,627,000","36,870,000","28,546,000","32,337,000","28,092,000","25,600,000","19,400,000","13,200,000","8,500,000","5,200,000","4,300,000","3,600,000"
	OtherOperatingExpenses,,,,,,,,,,,,,"-82,575,000",,,,,,,,,,,,,,,
OperatingIncome,"922,100,000","1,001,900,000","962,400,000","655,100,000","554,100,000","589,800,000","608,200,000","558,300,000","651,400,000","572,800,000","360,721,000","250,392,000","852,971,000","733,437,000","633,130,000","367,186,000","307,840,000","77,826,000","72,186,000","82,815,000","122,938,000","109,500,000","89,000,000","59,400,000","43,700,000","34,600,000","24,600,000","17,300,000"
NetNonOperatingInterestIncomeExpense,"-151,600,000","-158,900,000","-156,300,000","-140,400,000","-145,700,000","-140,700,000","-133,000,000","-124,300,000","-101,200,000","-59,800,000","-61,175,000","-67,523,000","-82,575,000",,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,"1,000,000","1,000,000","1,400,000","1,000,000","1,400,000",,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"151,600,000","158,900,000","156,300,000","140,400,000","146,700,000","141,700,000","134,400,000","125,300,000","102,600,000","59,800,000","61,175,000","67,523,000","82,575,000",,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,"82,575,000",,,,,,,,,,,,,,,
OtherIncomeExpense,"-13,600,000","86,300,000","44,500,000","69,100,000","20,800,000","9,600,000","71,100,000","44,300,000","59,200,000","-1,400,000","-3,118,000","12,624,000","-4,698,000","9,931,000","5,768,000","3,671,000","4,168,000","2,837,000","3,529,000","4,082,000","5,717,000","10,200,000","8,900,000","9,400,000","9,800,000","5,500,000","1,800,000",
	GainOnSaleOfSecurity,,"70,200,000","68,000,000","61,500,000","62,600,000","55,300,000","54,400,000","46,200,000","45,900,000",,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,"700,000",,"2,200,000","2,300,000","2,200,000",,,,,,,,,,"263,000","286,000",,,,,,,,
	SpecialIncomeCharges,,"-1,200,000","-37,000,000","-4,200,000","-52,400,000","-53,300,000","11,400,000","-15,600,000","2,900,000","-1,400,000","-3,118,000","12,624,000","-4,698,000","9,931,000","5,768,000","3,671,000","4,168,000","2,837,000","3,266,000","3,796,000","5,717,000","10,200,000","8,900,000","9,400,000","9,800,000","5,500,000","1,800,000",
		RestructuringAndMergernAcquisition,,,,,"0",,"-11,400,000",,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"1,200,000","37,000,000","4,200,000","52,400,000","53,300,000","0","14,900,000",,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,"-700,000","2,900,000",,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"15,100,000","17,300,000","13,500,000","11,800,000","9,900,000","7,600,000","3,100,000","11,400,000","8,200,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"756,900,000","929,300,000","850,600,000","583,800,000","429,200,000","458,700,000","546,300,000","478,300,000","609,400,000","511,600,000","296,428,000","195,493,000","765,698,000","654,393,000","571,132,000","333,212,000","269,968,000","54,856,000","49,720,000","60,159,000","102,587,000","96,400,000","80,300,000","58,000,000","49,600,000","38,600,000","24,200,000","14,900,000"
TaxProvision,"179,500,000","223,200,000","208,800,000","-37,200,000","120,100,000","142,500,000","170,000,000","153,600,000","201,100,000","162,400,000","98,579,000","46,317,000","282,921,000","246,438,000","216,625,000","127,775,000","100,240,000","20,846,000","19,553,000","23,823,000","40,268,000","38,800,000","32,600,000","23,800,000","19,800,000","15,900,000","9,800,000","5,700,000"
NetIncomeCommonStockholders,"573,100,000","701,500,000","633,700,000","613,400,000","304,300,000","311,500,000","371,500,000","321,600,000","403,500,000","343,800,000","194,353,000","148,158,000","482,777,000","407,955,000","354,507,000","205,437,000","169,728,000","34,010,000","30,167,000","36,336,000","62,319,000","57,600,000","47,700,000","34,200,000","29,800,000","22,700,000","14,400,000","9,200,000"
	NetIncome,"573,100,000","701,500,000","633,700,000","613,400,000","304,300,000","311,500,000","371,500,000","321,600,000","403,500,000","343,800,000","194,353,000","148,158,000","482,777,000","407,955,000","354,507,000","205,437,000","169,728,000","34,010,000","30,167,000","36,336,000","62,319,000","57,600,000","47,700,000","34,200,000","29,800,000","22,700,000","14,400,000","9,200,000"
		NetIncomeIncludingNoncontrollingInterests,"577,400,000","706,100,000","641,800,000","621,000,000","309,100,000","316,200,000","376,300,000","324,700,000","408,300,000","349,200,000","197,849,000","149,176,000","482,777,000","408,289,000","354,813,000","214,189,000","178,910,000","33,072,000","30,291,000","36,336,000","62,319,000","57,600,000","47,700,000","34,200,000","29,800,000","22,700,000","14,400,000","9,200,000"
			NetIncomeContinuousOperations,"577,400,000","706,100,000","641,800,000","621,000,000","309,100,000","316,200,000","376,300,000","324,700,000","408,300,000","349,200,000","197,849,000","149,176,000","482,777,000","407,955,000","354,507,000","205,437,000","169,728,000","34,010,000","30,167,000","36,336,000","62,319,000","57,600,000","47,700,000","34,200,000","29,800,000","22,700,000","14,400,000","9,200,000"
		MinorityInterests,"-4,300,000","-4,600,000","-8,100,000","-7,600,000","-4,800,000","-4,700,000","-4,800,000","-3,100,000","-4,800,000","-5,400,000","-3,496,000","-1,018,000","-858,000","-334,000","-306,000","-8,752,000","-9,182,000","938,000","-124,000",,,,,,,,,
DilutedNIAvailtoComStockholders,"573,100,000","701,500,000","633,700,000","613,400,000","304,300,000","311,500,000","371,500,000","321,600,000","403,500,000","343,800,000","194,353,000","148,158,000","482,777,000","407,955,000","354,507,000","205,437,000","169,728,000","34,010,000","30,167,000","36,336,000","62,319,000","57,600,000","47,700,000","34,200,000","29,800,000","22,700,000","14,400,000","9,200,000"
BasicEPS,,"10.49","8.85","8.42","4.21","4.2","4.78","4.19","5.36","4.6","2.62","2.02","6.6","5.39","4.85","3.12","2.615","0.535","0.475","0.64","1.145","1.04","0.847","0.723","0.95","0.485","0.38","0.275"
DilutedEPS,,"10.34","8.75","8.34","4.16","4.16","4.73","4.14","5.33","4.58","2.61","2.01","6.56","5.36","4.82","3.105","2.595","0.535","0.475","0.64","1.14","1.035","0.843","0.717","0.95","0.485","0.38","0.275"
BasicAverageShares,,"66,885,000","71,604,520","72,850,356","72,280,285","74,166,667","77,719,665","76,754,177","75,279,851","74,739,130","74,230,452","73,445,583","73,102,215","75,622,799","73,134,102","65,870,000","64,960,202","63,705,684","63,374,322","56,671,252","54,430,174","55,496,614","56,305,101","47,208,723","31,359,927","46,804,124","37,894,737","33,454,545"
DilutedAverageShares,,"67,855,000","72,441,000","73,539,424","73,120,918","74,902,064","78,615,939","77,646,192","75,694,212","75,041,753","74,472,380","73,701,979","73,597,717","76,064,616","73,599,681","66,194,000","65,350,758","63,732,668","63,597,602","56,939,640","54,578,222","55,783,766","56,610,375","47,624,052","46,597,938","46,804,124","37,894,737","33,454,545"
