name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"4,892,943,000","3,228,255,000","2,735,082,000","2,393,670,000","2,047,408,000","1,674,918,000","1,408,570,000","1,340,220,000","1,281,888,000","1,304,794,000","995,552,000","876,316,000","827,977,000","737,052,000","581,957,000","518,653,000","466,533,000","483,156,000","407,486,000","303,400,000","177,900,000","146,200,000"
	CurrentAssets,"2,819,591,000","2,472,140,000","2,105,024,000","1,827,766,000","1,570,467,000","1,285,014,000","1,014,928,000","940,312,000","887,351,000","973,364,000","789,009,000","602,007,000","708,740,000","631,948,000","492,049,000","424,603,000","372,667,000","393,476,000","318,826,000","229,544,000","154,400,000","128,100,000"
		CashCashEquivalentsAndShortTermInvestments,"936,913,000","972,266,000","736,431,000","718,536,000","507,991,000","466,685,000","372,011,000","325,826,000","351,144,000","233,558,000","295,675,000","114,941,000","304,016,000","220,485,000","197,007,000","137,653,000","113,479,000","124,830,000","15,554,000","8,781,000","10,800,000","10,900,000"
			CashAndCashEquivalents,"824,876,000","872,237,000","736,431,000","718,536,000","507,991,000","466,685,000","372,011,000","325,826,000","351,144,000","233,558,000","265,675,000","114,941,000","199,516,000","160,485,000","197,007,000","137,653,000","113,479,000","124,830,000","15,554,000","8,781,000","10,800,000","10,900,000"
			OtherShortTermInvestments,"112,037,000","100,029,000",,,,,,,,"0","30,000,000",,"104,500,000","60,000,000",,,,,,,,
		Receivables,"699,235,000","557,596,000","433,004,000","346,035,000","362,591,000","288,613,000","236,540,000","221,188,000","182,654,000","275,707,000","232,101,000","182,880,000","177,926,000","185,775,000","141,488,000","123,189,000","103,284,000","105,180,000","123,114,000","98,184,000","66,700,000","49,200,000"
			AccountsReceivable,"645,303,000","501,913,000","405,921,000","326,844,000","343,930,000","272,103,000","225,941,000","213,697,000","176,018,000","266,057,000","219,924,000","175,064,000","167,406,000","177,740,000","134,600,000","120,463,000","98,751,000","97,419,000","120,285,000","98,184,000",,
				GrossAccountsReceivable,"669,409,000","527,529,000","457,101,000","368,491,000","368,190,000","293,110,000","241,867,000","230,619,000","196,441,000","285,754,000","234,285,000",,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-24,106,000","-25,616,000","-51,180,000","-41,647,000","-24,260,000","-21,007,000","-15,926,000","-16,922,000","-20,423,000","-19,697,000","-14,361,000",,,,,,,,,,,
			OtherReceivables,"53,932,000","55,683,000","27,083,000","19,191,000","18,661,000","16,510,000","10,599,000","7,491,000","6,636,000","9,650,000","12,177,000","7,816,000","10,520,000","8,035,000","6,888,000","2,726,000","4,533,000","7,761,000","2,829,000",,,
		Inventory,"1,069,863,000","863,260,000","873,016,000","700,515,000","620,247,000","453,837,000","358,168,000","339,012,000","226,407,000","398,588,000","224,050,000","261,209,000","204,211,000","200,877,000","136,171,000","149,757,000","137,917,000","147,984,000","157,659,000","111,708,000","69,000,000","65,400,000"
		PrepaidAssets,"113,580,000","79,018,000","62,573,000","62,680,000","57,363,000","57,015,000","26,094,000","27,755,000","88,005,000","53,791,000","28,233,000","31,022,000","13,993,000","15,321,000","11,628,000","10,139,000","12,366,000","14,779,000","17,695,000",,,
		CurrentDeferredAssets,,,,,"22,275,000","18,864,000","22,115,000","26,531,000","39,141,000","11,720,000","8,950,000","11,955,000","8,594,000","9,490,000","5,755,000","3,865,000","5,621,000","703,000","4,804,000",,,
			CurrentDeferredTaxesAssets,,,,,"22,275,000","18,864,000","22,115,000","26,531,000","39,141,000","11,720,000","8,950,000","11,955,000","8,594,000","9,490,000","5,755,000","3,865,000","5,621,000","703,000","4,804,000",,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,"10,871,000","7,900,000","2,600,000"
	TotalNonCurrentAssets,"2,073,352,000","756,115,000","630,058,000","565,904,000","476,941,000","389,904,000","393,642,000","399,908,000","394,537,000","331,430,000","206,543,000","274,309,000","119,237,000","105,104,000","89,908,000","94,050,000","93,866,000","89,680,000","88,660,000","73,856,000","23,500,000","18,100,000"
		NetPPE,"1,812,585,000","585,457,000","541,601,000","494,473,000","435,907,000","373,183,000","361,755,000","362,446,000","376,446,000","293,802,000","171,667,000","157,757,000","98,400,000","87,645,000","72,945,000","82,564,000","86,324,000","83,666,000","85,739,000","70,405,000","21,400,000","15,200,000"
			GrossPPE,"2,422,230,000","1,106,276,000","980,078,000","878,215,000","762,296,000","653,249,000","606,392,000","572,354,000","548,566,000","481,109,000","336,550,000","307,481,000","235,101,000","211,684,000","178,105,000","167,903,000","152,206,000","130,082,000","115,118,000","85,055,000","30,300,000","20,600,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
				LandAndImprovements,"90,862,000","83,163,000","83,163,000","83,163,000","76,163,000","61,163,000","59,113,000","59,113,000","59,113,000","62,589,000","28,951,000","28,951,000","14,358,000","14,358,000","14,358,000","16,158,000","12,358,000","12,358,000","48,123,000",,,
				BuildingsAndImprovements,"349,066,000","246,893,000","208,351,000","207,665,000","200,607,000","177,348,000","176,987,000","173,691,000","172,959,000","187,649,000","108,367,000","186,321,000","135,389,000","116,162,000","89,713,000","80,205,000","71,707,000","62,293,000","20,527,000",,,
				MachineryFurnitureEquipment,"454,837,000","374,706,000","330,644,000","297,540,000","248,684,000","217,271,000","195,629,000","184,722,000","177,443,000","107,371,000","94,293,000","92,209,000","85,354,000","81,164,000","74,034,000","71,540,000","68,141,000","55,431,000","46,468,000",,,
				OtherProperties,"1,073,660,000",,,,,,,,,,,,,,,,,,,,,
				Leases,"453,805,000","401,514,000","357,920,000","289,847,000","236,842,000","197,467,000","174,663,000","154,828,000","139,051,000","123,500,000","104,939,000",,,,,,,,,,,
			AccumulatedDepreciation,"-609,645,000","-520,819,000","-438,477,000","-383,742,000","-326,389,000","-280,066,000","-244,637,000","-209,908,000","-172,120,000","-187,307,000","-164,883,000","-149,724,000","-136,701,000","-124,039,000","-105,160,000","-85,339,000","-65,882,000","-46,416,000","-29,379,000","-14,650,000","-8,900,000","-5,400,000"
		GoodwillAndOtherIntangibleAssets,,,,,,"1,630,000","2,377,000","3,242,000","4,148,000","7,367,000","9,011,000","5,407,000","78,000","633,000","1,131,000","1,641,000","2,006,000","927,000","458,000","559,000","700,000","1,000,000"
			Goodwill,,,,,,"1,575,000","1,575,000","1,575,000",,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,"55,000","802,000","1,667,000","4,148,000","7,367,000","9,011,000","5,407,000","78,000","633,000","1,131,000","1,641,000","2,006,000","927,000","458,000","559,000","700,000","1,000,000"
		InvestmentsAndAdvances,"94,589,000","93,745,000",,,,,,,,,"0",,,,,,,,,,,
		NonCurrentDeferredAssets,"49,088,000","39,431,000","29,922,000","26,043,000",,"2,044,000","9,950,000","16,387,000","530,000","12,323,000","13,660,000","18,158,000","13,983,000","11,984,000","9,337,000","4,906,000",,,,,,
			NonCurrentDeferredTaxesAssets,"49,088,000","39,431,000","29,922,000","26,043,000",,"2,044,000","9,950,000","16,387,000","530,000","12,323,000","13,660,000","18,158,000","13,983,000","11,984,000","9,337,000","4,906,000",,,,,,
		OtherNonCurrentAssets,"117,090,000","37,482,000","58,535,000","45,388,000","41,034,000","13,047,000","19,560,000","17,833,000","13,413,000","17,938,000","12,205,000","92,987,000","6,776,000","4,842,000","6,495,000","4,939,000","5,536,000","5,087,000","2,463,000","2,892,000","1,400,000","1,900,000"
TotalLiabilitiesNetMinorityInterest,"2,356,836,000","1,038,980,000","786,871,000","708,156,000","671,674,000","540,811,000","428,650,000","421,131,000","389,361,000","358,960,000","246,182,000","204,424,000","201,314,000","287,965,000","238,127,000","223,758,000","210,879,000","223,920,000","208,470,000","169,354,000","91,900,000","118,500,000"
	CurrentLiabilities,"1,238,231,000","850,222,000","597,348,000","621,730,000","577,013,000","505,737,000","310,422,000","292,541,000","308,466,000","307,310,000","230,541,000","188,236,000","184,852,000","181,161,000","130,839,000","110,720,000","94,832,000","106,716,000","178,854,000","136,239,000","89,400,000","105,000,000"
		PayablesAndAccruedExpenses,"906,031,000","792,868,000","587,536,000","613,861,000","561,301,000","402,520,000","298,307,000","278,448,000","247,994,000","276,980,000","228,006,000","187,664,000","184,415,000","180,585,000","129,799,000","107,597,000","91,606,000","104,274,000","92,539,000","72,865,000","47,700,000","38,100,000"
			Payables,"764,844,000","679,553,000","505,334,000","520,437,000","473,983,000","352,815,000","258,183,000","241,525,000","231,000,000","246,595,000","196,163,000","164,643,000","164,466,000","161,150,000","108,395,000","93,694,000","78,725,000","88,578,000","77,498,000","72,865,000","47,700,000","38,100,000"
				AccountsPayable,"764,844,000","679,553,000","505,334,000","520,437,000","473,983,000","352,815,000","258,183,000","241,525,000","231,000,000","246,595,000","196,163,000","164,643,000","164,466,000","161,150,000","108,395,000","93,694,000","78,725,000","88,578,000","77,498,000","72,865,000","47,700,000","38,100,000"
			CurrentAccruedExpenses,"141,187,000","113,315,000","82,202,000","93,424,000","87,318,000","49,705,000","40,124,000","36,923,000","16,994,000","30,385,000","31,843,000","23,021,000","19,949,000","19,435,000","21,404,000","13,903,000","12,881,000","15,696,000","15,041,000",,,
				InterestPayable,,,,,,,"0","130,000","77,000",,,,,,,,,,,,,
		CurrentProvisions,"69,048,000","48,466,000",,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"263,152,000","8,888,000","9,812,000","7,869,000","15,712,000","103,217,000","12,115,000","14,093,000","60,472,000","30,330,000","2,535,000","572,000","437,000","576,000","1,040,000","3,123,000","3,226,000","2,442,000","86,315,000","52,206,000","31,400,000","57,400,000"
			CurrentDebt,"72,023,000","8,888,000","9,812,000","7,869,000","15,712,000","103,217,000","12,115,000","14,093,000","60,472,000","30,330,000","2,535,000","572,000","437,000","576,000","1,040,000","3,123,000","3,226,000","2,442,000","86,315,000","52,206,000","31,400,000","57,400,000"
				OtherCurrentBorrowings,"72,023,000",,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"191,129,000",,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,"11,168,000","10,300,000","9,500,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,118,605,000","188,758,000","189,523,000","86,426,000","94,661,000","35,074,000","118,228,000","128,590,000","80,895,000","51,650,000","15,641,000","16,188,000","16,462,000","106,804,000","107,288,000","113,038,000","116,047,000","117,204,000","29,616,000","33,115,000","2,500,000","13,500,000"
		LongTermDebtAndCapitalLeaseObligation,"1,015,194,000","88,119,000","71,103,000","67,159,000","68,942,000","15,081,000","116,488,000","128,517,000","76,531,000","51,650,000","15,641,000","16,188,000","16,462,000","106,805,000","107,288,000","113,038,000","116,047,000","117,204,000","29,616,000","33,115,000","2,500,000","13,600,000"
