name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
			LongTermEquityInvestment,"2,460,000,000","2,474,193,000","2,496,000,000","3,091,000,000",,"3,132,707,000","2,622,000,000","3,206,000,000","3,229,000,000","3,735,172,000","2,926,000,000","3,169,123,000","3,270,000,000","3,603,484,000","3,573,000,000","3,483,823,000","3,381,000,000","3,110,570,000","3,795,776,000","3,155,048,000","45,255,000,000","49,262,581,000","48,165,752,000","75,407,729,000",,"88,887,024,000","92,688,000,000","90,486,577,000",,"73,116,285,000","71,723,000,000",,"2,007,000,000",,"52,506,000,000","54,822,000,000","51,931,000,000",,,,"969,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"2,460,000,000","2,474,193,000","2,496,000,000","3,091,000,000",,"3,132,707,000","2,622,000,000","3,206,000,000","3,229,000,000","3,735,172,000","2,926,000,000","3,169,123,000","3,270,000,000","3,603,484,000","3,573,000,000","3,483,823,000","3,381,000,000","3,110,570,000","3,795,776,000","3,155,048,000","45,255,000,000","49,262,581,000","48,165,752,000","75,407,729,000",,"88,887,024,000","92,688,000,000","90,486,577,000",,"73,116,285,000",,,,,,"54,822,000,000",,,,,"969,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,"29,787,168,000",,,,"27,196,327,000",,,,"22,035,953,000",,"9,233,837,000",,"21,156,342,000",,,,"5,137,336,000",,,,"7,162,377,000",,,,"3,269,699,000",,,,"3,305,273,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"186,408,000,000","106,167,897,000","148,952,000,000","163,123,000,000",,"111,186,768,000","181,078,000,000","201,586,000,000","187,398,000,000","116,571,349,000","179,467,000,000","105,429,791,000","177,643,000,000","112,651,699,000","188,761,000,000","100,052,813,000","145,893,000,000","81,407,012,000","76,812,350,000","74,747,760,000","101,240,000,000","66,500,539,000","58,283,410,000","58,274,590,000",,"50,853,686,000","67,426,000,000","46,330,107,000",,"33,996,070,000","75,786,000,000","75,575,000,000","71,743,000,000","33,074,458,000","69,957,000,000","67,538,000,000","64,487,000,000","32,768,773,000","52,174,000,000","22,628,000,000","22,082,000,000","15,908,795,000","18,272,000,000","17,526,000,000","16,402,000,000","9,296,367,000",,,,"3,398,616,000",,,"8,269,566,690","788,035,000",,,,"657,206,495",,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,"106,167,897,000",,,,"111,186,768,000",,,,"116,571,349,000",,"105,429,791,000",,"112,651,699,000",,"100,052,813,000",,"81,407,012,000","76,812,350,000","74,747,760,000",,"66,500,539,000","58,283,410,000","58,274,590,000",,"50,853,686,000",,"46,330,107,000",,"33,996,070,000",,,,"33,074,458,000",,,,"32,768,773,000",,,,"15,908,795,000",,,,"9,296,367,000",,,,"3,398,616,000",,,"8,269,566,690","788,035,000",,,,"657,206,495",,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,"7,738,146,000",,,,"30,947,146,000",,,,"30,288,104,000",,,,"29,529,595,000",,,,"20,112,607,000",,,,"20,693,656,000",,,,"14,070,583,000",,,,"12,423,881,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,589,389,000",,,,"22,327,733,000",,,,"16,290,367,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,"19,506,147,000",,,"1,184,263,458,000",,,,,,,"36,234,848,000",,,,"36,205,814,000",,,"27,230,246,000","42,689,335,000",,,"33,202,698,000","18,572,692,000","788,357,476,000",,,"15,196,072,000","750,556,879,000","794,766,774,000","1,000,000",,,"15,056,421,000",,"1,000,000",,"11,591,878,000",,,,"8,614,805,000",,,"1,000,000","9,180,987,000","14,592,217,500","14,192,022,000","14,081,402,000","9,444,231,000","11,499,422,520","11,863,500,000","24,985,353,030","8,096,250,000","8,790,975,000","8,956,686,000","7,812,654,000","7,510,600,790","7,356,420,000","7,021,671,000","9,677,020,500","9,811,484,640","5,324,557,000","6,616,459,000","6,207,695,000","7,518,225,710","6,655,685,880","3,889,178,160","4,558,188,780","3,189,610,270","7,380,224,320","26,115,570,000","18,605,650,000","23,273,015,909.76","27,208,110,000","20,369,425,000","17,820,932,580","15,315,655,950"
TotalLiabilitiesNetMinorityInterest,"1,545,541,000,000","1,305,026,792,000","1,258,124,000,000","1,307,886,000,000","1,284,971,527,000","1,183,350,970,000","1,150,110,000,000","1,226,590,000,000","1,185,560,000,000","1,225,578,335,000","1,145,775,000,000","1,115,755,829,000","1,138,989,000,000","1,244,018,507,000","1,230,129,000,000","1,221,654,368,000","1,134,502,000,000","1,135,632,627,000","1,140,820,538,000","1,107,353,948,000","1,008,685,000,000","1,043,717,621,000","962,779,887,000","849,133,074,000","807,399,481,000","815,291,356,000","810,117,000,000","768,445,265,000","702,855,784,000","691,574,636,000","662,805,000,000","700,834,000,000","625,593,000,000","649,977,166,000","620,691,000,000","560,942,000,000","538,921,000,000","540,657,364,000","591,744,000,000","388,034,000,000","332,380,000,000","275,102,398,000","255,800,000,000","263,522,000,000","259,582,000,000","290,530,921,000","238,984,452,000","219,914,547,000","216,613,228,500","222,805,422,000","200,441,930,370","201,291,240,000","200,677,762,560","209,390,615,000","167,028,525,000","169,345,422,000","148,027,518,000","144,441,638,110","129,974,175,000","126,100,192,500","108,846,948,000","116,674,294,014","95,955,556,000","90,875,975,000","83,909,380,000","80,507,695,888","72,300,957,340","62,592,767,860","60,765,074,540","64,332,465,120","59,643,221,680","48,422,205,000","40,968,470,000","35,788,272,986.88","31,002,600,000","23,293,525,000","24,585,497,100","22,795,170,750"
	CurrentLiabilities,"534,098,000,000","525,399,745,000","517,335,000,000","560,706,000,000","533,472,508,000","467,090,889,000","422,366,000,000","430,616,000,000","407,709,000,000","413,336,497,000","404,612,000,000","408,133,148,000","411,522,000,000","470,003,249,000","436,955,000,000","451,182,856,000","381,991,000,000","425,535,459,000","430,614,917,000","404,156,669,000","386,831,000,000","378,911,624,000","331,956,671,000","317,104,616,000","297,062,508,000","273,954,953,000","277,722,000,000","297,313,821,000","253,444,412,000","252,858,677,000","240,952,000,000","263,639,000,000","246,434,000,000","262,758,431,000","244,617,000,000","235,288,000,000","204,045,000,000","204,543,083,000","205,249,000,000","144,251,000,000","133,523,000,000","140,256,681,000","126,768,000,000","130,597,000,000","131,512,000,000","147,796,106,000","120,563,415,000","128,634,510,000","121,478,681,000","116,337,240,000","101,833,289,160","103,870,335,000","99,687,473,490","120,742,075,000","91,224,200,000","91,971,792,000","91,089,678,000","89,272,213,690","73,628,730,000","68,498,870,000","48,920,854,500","54,393,012,144","44,980,586,000","41,888,951,000","38,834,185,000","39,656,293,308","30,115,331,160","24,307,363,500","21,508,616,560","26,015,583,440","24,475,025,680","22,356,360,000","19,767,940,000","18,711,507,738.24","19,609,620,000","18,176,350,000","19,374,698,100","17,889,148,800"
		PayablesAndAccruedExpenses,"262,035,000,000","327,876,666,000","266,928,000,000","286,324,000,000",,"323,155,360,000","272,935,000,000","297,098,000,000","266,315,000,000","315,255,784,000","269,605,000,000","307,770,349,000","262,426,000,000","334,746,246,000","293,518,000,000","300,869,486,000","242,799,000,000","263,670,563,000","259,119,230,000","289,385,464,000","232,551,000,000","279,139,737,000","231,140,326,000","233,956,904,000",,"213,064,331,000","190,120,000,000","211,769,553,000",,"191,241,412,000","178,987,000,000","198,833,000,000","169,850,000,000","178,740,455,000","162,258,000,000","157,715,000,000","139,901,000,000","169,985,717,000","142,672,000,000","103,301,000,000","89,269,000,000","114,848,289,000","87,492,000,000","92,142,000,000","83,093,000,000","106,402,120,000","71,474,539,500","81,217,914,000","66,471,875,000","73,070,244,000","61,410,414,180","65,227,680,000","53,503,765,260","62,502,585,815","57,519,975,000","60,516,630,000","53,221,668,000","55,227,138,175","48,494,295,000","46,134,740,500","31,028,970,000","36,451,624,536","27,973,792,000","26,741,044,000","20,666,405,000","19,880,744,354","15,200,444,320","12,190,273,480","8,922,412,080","11,023,376,210","9,531,090,800","8,274,240,000","6,658,390,000","8,864,926,392.96","9,443,430,000","7,220,000,000","7,067,738,280","10,573,489,350"
			Payables,"262,035,000,000","285,439,527,000","266,928,000,000","286,324,000,000",,"274,338,268,000","272,935,000,000","297,098,000,000","266,315,000,000","255,246,092,000","269,605,000,000","242,291,407,000","262,426,000,000","274,008,217,000","293,518,000,000","232,019,467,000","242,799,000,000","219,248,774,000","206,547,931,000","235,553,653,000","232,551,000,000","236,488,824,000","189,410,763,000","191,154,969,000",,"180,105,270,000","190,120,000,000","211,769,553,000",,"161,038,738,000","178,987,000,000","198,833,000,000","169,850,000,000","172,497,636,000","162,258,000,000","157,715,000,000","139,901,000,000","133,522,661,000","142,672,000,000","103,301,000,000","89,269,000,000","114,848,289,000","87,492,000,000","92,142,000,000","83,093,000,000","106,402,120,000","71,474,539,500","81,217,914,000","66,471,875,000","57,297,180,000","61,410,414,180","65,227,680,000","53,503,765,260","51,319,332,845","57,519,975,000","60,516,630,000","53,221,668,000","45,971,654,300","48,494,295,000","46,134,740,500","31,028,970,000","36,451,624,536","27,973,792,000","26,741,044,000","20,666,405,000","19,880,744,354","15,200,444,320","12,190,273,480","8,922,412,080","11,023,376,210","9,531,090,800","8,274,240,000","6,658,390,000","8,181,061,240.32","9,443,430,000","7,220,000,000","7,067,738,280","10,573,489,350"
				AccountsPayable,"262,035,000,000","113,370,716,000","266,928,000,000","286,324,000,000",,"118,406,380,000","272,935,000,000","297,098,000,000","266,315,000,000","106,483,848,000","269,605,000,000","199,944,188,000","262,426,000,000","132,796,101,000","293,518,000,000","210,590,679,000","242,799,000,000","106,399,877,000","180,329,751,000","207,341,358,000","232,551,000,000","118,723,997,000","160,861,188,000","165,693,049,000",,"98,763,285,000","190,120,000,000","191,313,276,000",,"91,793,858,000","178,987,000,000","198,833,000,000","169,850,000,000","92,484,803,000","162,258,000,000","157,715,000,000","139,901,000,000","1,911,295,000","142,672,000,000","103,301,000,000","89,269,000,000","97,086,585,000","87,492,000,000","92,142,000,000","83,093,000,000","90,867,401,000","71,474,539,500","81,217,914,000","66,471,875,000","57,297,180,000","61,410,414,180","65,227,680,000","53,503,765,260","51,319,332,845","57,519,975,000","60,516,630,000","53,221,668,000","45,971,654,300","48,494,295,000","46,134,740,500","31,028,970,000","36,451,624,536","27,973,792,000","26,741,044,000","20,666,405,000","19,880,744,354","15,200,444,320","12,190,273,480","8,922,412,080","11,023,376,210","9,531,090,800","8,274,240,000","6,658,390,000","8,181,061,240.32","9,443,430,000","7,220,000,000","7,067,738,280","10,573,489,350"
				TotalTaxPayable,,"57,400,006,000",,,,"43,211,525,000",,,,"33,749,493,000",,"40,272,891,000",,"25,288,630,000",,"19,779,507,000",,"20,666,548,000","24,203,728,000","26,211,022,000",,"32,554,727,000","27,160,200,000","24,493,349,000",,"22,082,241,000",,"19,480,601,000",,"24,944,133,000",,,,"28,622,319,000",,,,"22,479,495,000",,,,"16,716,549,000",,,,"14,612,465,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"33,026,606,000",,,,"19,232,191,000",,,,"9,362,009,000",,"17,997,201,000",,"3,200,673,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,"2,367,908,000",,,,"2,506,835,000",,,,"3,955,783,000",,,,"3,744,025,000",,,,"3,603,000,000",,,,"3,454,777,000",,,,"3,106,746,000",,,,"4,582,477,000",,,,"3,119,333,000",,,,"2,761,069,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,"3,460,419,000",,,,"2,974,213,000",,,,"2,540,412,000",,"2,074,328,000",,"2,971,325,000",,"1,649,281,000",,"2,246,834,000","2,014,452,000","2,001,273,000",,"3,087,292,000","1,389,375,000","968,571,000",,"2,552,337,000",,"975,676,000",,"1,254,672,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,"108,840,478,000",,,,"107,239,315,000",,,,"108,516,556,000",,,,"109,208,136,000",,,,"86,332,515,000",,,,"78,668,031,000",,,,"53,600,661,000",,,,"38,463,598,000",,,,"48,271,181,000",,,,"106,370,802,000",,,,"1,045,155,000",,,,"922,254,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,"42,437,139,000",,,,"48,817,092,000",,,,"60,009,692,000",,"65,478,942,000",,"60,738,029,000",,"68,850,019,000",,"44,421,789,000","52,571,299,000","53,831,811,000",,"42,650,913,000","41,729,563,000","42,801,935,000",,"32,959,061,000",,,,"30,202,674,000",,,,"6,242,819,000",,,,"36,463,056,000",,,,,,,,,,,,"15,773,064,000",,,,"11,183,252,970",,,,"9,255,483,875",,,,,,,,,,,,,,,,"683,865,152.64",,,,
				InterestPayable,,"8,057,170,000",,,,"8,535,519,000",,,,"8,930,561,000",,,,"9,971,959,000",,,,"9,810,698,000",,,,"9,418,164,000",,,,"7,203,911,000",,,,"6,001,435,000",,,,"6,242,819,000",,,,"4,928,705,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,177,215,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,"16,152,118,000",,,,"16,673,627,000",,,,"19,713,160,000",,,,"17,632,137,000",,,,"20,735,930,000",,,,"11,203,772,000",,,,"9,804,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"166,714,000,000","129,172,033,000","158,775,000,000","186,032,000,000",,"96,230,634,000","69,909,000,000","56,342,000,000","62,402,000,000","51,745,841,000","59,935,000,000","57,472,802,000","69,573,000,000","82,607,259,000","79,168,000,000","105,727,031,000","76,893,000,000","119,589,786,000","132,884,388,000","77,481,828,000","90,599,000,000","57,805,517,000","51,096,833,000","51,465,649,000",,"25,841,478,000","43,515,000,000","57,432,630,000",,"13,621,806,000","20,320,000,000","23,158,000,000","30,719,000,000","26,643,315,000","41,928,000,000","21,395,000,000","13,474,000,000","9,039,204,000","21,240,000,000","7,841,000,000","7,347,000,000","9,167,941,000","8,310,000,000","12,687,000,000","19,863,000,000","26,731,355,000","24,014,308,500","23,275,740,000","32,470,181,500","19,999,548,000","13,313,970,180","8,843,700,000","8,578,709,370","25,065,990,000","10,151,875,000","11,867,328,000","21,525,546,000","17,020,207,765","9,754,785,000","8,954,241,000","5,379,843,000","5,375,037,456","6,777,741,000","5,710,566,000","10,005,605,000","12,069,471,118","9,873,699,020","6,607,420,960","8,060,343,280","10,306,493,120","10,907,237,600","10,392,525,000","8,081,970,000","6,261,016,440.96","9,747,750,000","8,321,050,000","7,882,517,760","6,766,262,100"
			CurrentDebt,"140,721,000,000","129,160,290,000","131,420,000,000","158,553,000,000",,"96,218,174,000","69,909,000,000","56,342,000,000","62,402,000,000","51,708,879,000","59,935,000,000","57,442,176,000","69,573,000,000","82,575,099,000","79,168,000,000","105,637,229,000","76,893,000,000","119,451,709,000","132,884,388,000","77,443,804,000","90,599,000,000","57,698,655,000","50,967,181,000","51,465,649,000",,"25,841,478,000","43,515,000,000","57,432,630,000",,"13,621,806,000","20,320,000,000","23,158,000,000","30,719,000,000","26,643,315,000","41,928,000,000","21,395,000,000","13,474,000,000","9,039,204,000","21,240,000,000","7,841,000,000","7,347,000,000","9,167,941,000","8,310,000,000","12,687,000,000","19,863,000,000","26,731,355,000","24,014,308,500","23,275,740,000","32,470,181,500","19,999,548,000","13,313,970,180","8,843,700,000","8,578,709,370","25,065,990,000","10,151,875,000","11,867,328,000","21,525,546,000","17,020,207,765","9,754,785,000","8,954,241,000","5,379,843,000","5,375,037,456","6,777,741,000","5,710,566,000","10,005,605,000","12,069,471,118","9,873,699,020","6,607,420,960","8,060,343,280","10,306,493,120","10,907,237,600","10,392,525,000","8,081,970,000","6,261,016,440.96","9,747,750,000","8,321,050,000","7,882,517,760","6,766,262,100"
				CurrentNotesPayable,,"88,438,286,000",,,,"67,365,810,000",,,,"28,994,496,000",,"33,230,674,000",,"52,955,191,000",,"86,395,922,000",,"77,878,612,000","72,706,204,000","25,224,815,000",,"39,915,148,000","46,880,188,000","46,254,390,000",,"22,576,670,000",,"22,468,162,000",,"10,920,082,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,,,,,,,,,,,,"2,453,935,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,"40,722,004,000",,,,"28,852,364,000",,,,"22,714,383,000",,"21,757,567,000",,"29,619,908,000",,"19,241,307,000",,"41,573,097,000","55,988,459,000","49,432,245,000",,"14,814,203,000","1,955,184,000","2,161,351,000",,"617,295,000",,"32,756,346,000",,"331,820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"140,721,000,000","129,172,000,000","131,420,000,000","158,553,000,000",,,,,,,,,,,,,,,"4,189,725,000","2,786,744,000",,"2,969,304,000","2,131,809,000","3,049,908,000",,"2,647,513,000",,"2,208,122,000",,"2,369,904,000",,,,"26,643,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"25,993,000,000","11,743,000","27,355,000,000","27,479,000,000",,"12,460,000",,,,"36,962,000",,"30,626,000",,"32,160,000",,"89,802,000",,"138,077,000","0","38,024,000",,"106,862,000","129,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,"32,859,584,000",,,,"34,165,179,000",,,,"35,732,333,000",,"31,840,321,000",,"38,513,393,000",,"35,127,690,000",,"34,824,320,000","31,910,195,000","30,492,442,000",,"33,438,558,000","39,722,115,000","26,831,958,000",,"29,682,821,000",,"23,039,775,000",,"25,988,883,000",,,,"26,248,679,000",,,,"25,064,230,000",,,,"16,240,451,000",,,,"14,662,631,000",,,,"12,428,913,000",,,,"11,485,880,000",,,,"8,803,061,960",,,,"7,059,129,084",,,,"4,608,476,182",,,,"2,722,077,820",,,,"1,467,975,836.16",,,,"530,120,250"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"530,120,250"
			CurrentDeferredRevenue,,"32,859,584,000",,,,"34,165,179,000",,,,"35,732,333,000",,"31,840,321,000",,"38,513,393,000",,"35,127,690,000",,"34,824,320,000","31,910,195,000","30,492,442,000",,"33,438,558,000","39,722,115,000","26,831,958,000",,"29,682,821,000",,"23,039,775,000",,"25,988,883,000",,,,"26,248,679,000",,,,"25,064,230,000",,,,"16,240,451,000",,,,"14,662,631,000",,,,"12,428,913,000",,,,"11,485,880,000",,,,"8,803,061,960",,,,"7,059,129,084",,,,"4,608,476,182",,,,"2,722,077,820",,,,"1,467,975,836.16",,,,
		OtherCurrentLiabilities,"105,349,000,000","35,491,462,000","91,632,000,000","88,350,000,000",,"13,539,716,000","79,522,000,000","77,176,000,000","78,992,000,000","10,602,539,000","75,072,000,000","11,049,676,000","79,523,000,000","14,136,351,000","64,269,000,000","9,458,649,000","62,299,000,000","7,450,790,000","6,701,104,000","6,796,935,000","63,681,000,000","8,527,812,000","9,997,397,000","4,850,105,000",,"5,366,323,000","44,087,000,000","5,071,863,000",,"5,025,047,000","41,645,000,000","41,648,000,000","45,865,000,000","31,125,982,000","40,431,000,000","56,178,000,000","50,670,000,000","453,932,000","41,337,000,000","33,109,000,000","36,907,000,000",,"30,966,000,000","25,768,000,000","28,556,000,000",,"25,074,567,000","24,140,856,000","22,536,624,500","10,838,535,000","27,108,904,800","29,798,955,000","37,604,998,860","21,687,619,185","23,552,350,000","19,587,834,000","16,342,464,000","8,221,805,790","15,379,650,000","13,409,888,500","12,512,041,500","5,507,221,068","10,229,053,000","9,437,341,000","8,162,175,000","3,097,601,654","5,041,187,820","5,509,669,060","4,525,861,200","1,963,636,290","4,036,697,280","3,689,595,000","5,027,580,000","2,117,589,068.16","418,440,000","2,635,300,000","4,424,442,060","19,277,100"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,011,443,000,000","779,627,047,000","740,789,000,000","747,180,000,000","751,499,019,000","716,260,081,000","727,744,000,000","795,974,000,000","777,851,000,000","812,241,838,000","741,163,000,000","707,622,681,000","727,467,000,000","774,015,258,000","793,174,000,000","770,471,512,000","752,511,000,000","710,097,168,000","710,205,621,000","703,197,279,000","621,854,000,000","664,805,997,000","630,823,216,000","532,028,458,000","510,336,973,000","541,336,403,000","532,395,000,000","471,131,444,000","449,411,372,000","438,715,959,000","421,853,000,000","437,195,000,000","379,159,000,000","387,218,735,000","376,074,000,000","325,654,000,000","334,876,000,000","336,114,281,000","386,495,000,000","243,783,000,000","198,857,000,000","134,845,717,000","129,032,000,000","132,925,000,000","128,070,000,000","142,734,815,000","118,421,037,000","91,280,037,000","95,134,547,500","106,468,182,000","98,608,641,210","97,420,905,000","100,990,289,070","88,648,540,000","75,804,325,000","77,373,630,000","56,937,840,000","55,169,424,420","56,345,445,000","57,601,322,500","59,926,093,500","62,281,281,870","50,974,970,000","48,987,024,000","45,075,195,000","40,851,402,580","42,185,626,180","38,285,404,360","39,256,457,980","38,316,881,680","35,168,196,000","26,065,845,000","21,200,530,000","17,076,765,248.64","11,392,980,000","5,117,175,000","5,210,799,000","4,906,021,950"
		LongTermProvisions,,"15,816,744,000",,,"15,955,864,000","15,971,601,000",,,,"18,245,129,000",,"14,729,277,000",,"16,288,631,000",,"14,611,922,000",,"11,569,897,000","13,220,670,000","13,732,783,000",,"13,451,407,000","11,653,903,000","7,751,530,000","7,614,200,000","7,516,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"806,460,000,000","495,082,444,000","581,065,000,000","581,939,000,000","582,778,348,000","542,691,819,000","575,138,000,000","630,211,000,000","619,673,000,000","646,139,058,000","593,662,000,000","563,605,490,000","577,056,000,000","625,194,144,000","626,061,000,000","609,293,022,000","597,634,000,000","563,626,958,000","587,869,829,000","585,179,069,000","501,746,000,000","545,949,470,000","525,525,957,000","454,983,933,000","431,795,366,000","464,478,366,000","468,890,000,000","401,066,085,000","379,303,690,000","404,048,282,000","390,793,000,000","400,944,000,000","347,712,000,000","353,975,487,000","332,065,000,000","282,763,000,000","290,992,000,000","294,060,952,000","341,394,000,000","218,907,000,000","173,066,000,000","101,741,199,000","97,047,000,000","102,456,000,000","100,364,000,000","116,755,093,000","94,669,060,500","69,796,323,000","72,640,465,000","85,008,972,000","83,993,880,840","83,583,750,000","97,357,862,580","85,129,370,000","72,028,925,000","73,754,994,000","53,341,194,000","51,568,264,440","48,591,090,000","50,225,347,000","53,084,094,000","55,885,891,770","47,058,185,000","45,294,650,000","41,310,600,000","37,085,250,586","39,154,323,700","36,278,086,600","37,198,268,720","36,238,959,680","33,078,491,600","24,017,175,000","19,200,310,000","15,069,171,594.24","7,712,610,000","2,554,075,000","1,506,394,620","1,185,541,650"
			LongTermDebt,"702,807,000,000","495,082,444,000","496,062,000,000","493,432,000,000","492,917,419,000","542,691,819,000","575,138,000,000","630,211,000,000","619,673,000,000","646,139,058,000","593,662,000,000","563,605,490,000","577,056,000,000","625,194,144,000","626,061,000,000","609,293,022,000","597,634,000,000","563,626,958,000","587,869,829,000","585,179,069,000","501,746,000,000","545,949,470,000","525,525,957,000","454,983,933,000","431,795,366,000","464,478,366,000","468,890,000,000","401,066,085,000","379,303,690,000","404,048,282,000","390,793,000,000","400,944,000,000","347,712,000,000","353,975,487,000","332,065,000,000","282,763,000,000","290,992,000,000","294,060,952,000","341,394,000,000","218,907,000,000","173,066,000,000","101,741,199,000","97,047,000,000","102,456,000,000","100,364,000,000","116,755,093,000","94,669,060,500","69,796,323,000","72,640,465,000","85,008,972,000","83,993,880,840","83,583,750,000","97,357,862,580","85,129,370,000","72,028,925,000","73,754,994,000","53,341,194,000","51,568,264,440","48,591,090,000","50,225,347,000","53,084,094,000","55,885,891,770","47,058,185,000","45,294,650,000","41,310,600,000","37,085,250,586","39,154,323,700","36,278,086,600","37,198,268,720","36,238,959,680","33,078,491,600","24,017,175,000","19,200,310,000","15,069,171,594.24","7,712,610,000","2,554,075,000","1,506,394,620","1,185,541,650"
			LongTermCapitalLeaseObligation,"103,653,000,000","94,702,000,000","85,003,000,000","88,507,000,000","89,860,929,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,"21,518,779,000",,,"28,897,668,000","27,812,742,000",,,,"15,181,091,000",,"13,874,937,000",,"15,687,151,000",,"13,147,099,000",,"12,642,805,000","12,774,035,000","16,227,714,000",,"18,800,555,000","20,459,144,000","6,709,572,000","5,958,315,000","2,733,703,000",,"7,452,908,000","6,613,795,000","22,331,970,000",,,,"19,927,512,000",,,,"29,168,350,000",,,,"22,282,245,000",,,,"14,621,075,000",,,,"12,526,950,000",,,,"3,368,040,000",,,,"3,486,411,830",,,,"6,173,336,736",,,,"3,637,153,337",,,,"2,077,922,000",,,,"1,990,913,351.04",,,,"2,563,854,300"
			NonCurrentDeferredTaxesLiabilities,,"18,093,041,000",,,"25,865,203,000","24,573,441,000",,,,"11,997,364,000",,"12,488,443,000",,"14,061,881,000",,"11,451,236,000",,"11,589,865,000","11,450,438,000","14,777,094,000",,"17,469,798,000","19,143,382,000","5,598,837,000","4,849,537,000","1,628,409,000",,"6,249,696,000","5,572,097,000","21,231,775,000",,,,"16,751,716,000",,,,"25,178,166,000",,,,"22,282,245,000",,,,"14,621,075,000",,,,"12,526,950,000",,,,"3,368,040,000",,,,"3,486,411,830",,,,"6,173,336,736",,,,"3,637,153,337",,,,"2,077,922,000",,,,"1,990,913,351.04",,,,"2,563,854,300"
