name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"16,783,000,000","16,783,000,000","16,125,000,000","14,810,000,000","13,487,000,000","12,416,000,000","10,262,681,000","8,843,189,000","7,346,472,000","6,121,156,000","4,592,389,000","3,278,663,000","2,816,304,000","2,135,577,000","1,424,267,000","885,830,000","586,673,000","368,231,000","229,086,000","177,778,000","137,031,000","88,900,000","58,600,000"
	OperatingRevenue,"16,783,000,000","16,783,000,000","16,125,000,000","14,810,000,000","11,897,000,000","11,014,300,000","9,068,601,000","7,850,704,000","6,469,013,000","6,121,156,000","4,592,389,000","3,278,663,000","2,816,304,000","2,135,577,000","1,424,267,000","885,830,000","586,673,000","365,656,000","229,086,000","177,778,000","137,031,000","88,900,000","58,600,000"
CostOfRevenue,"10,634,000,000","10,634,000,000","9,838,000,000","9,152,000,000","8,108,000,000","7,440,200,000","6,141,118,000","5,265,469,000","4,278,241,000","3,538,622,000","2,654,569,000","1,849,443,000","1,572,816,000","1,206,035,000","787,923,000","479,915,000","319,810,000","199,724,000","122,701,000","90,848,000","70,437,000","46,200,000","31,900,000"
GrossProfit,"6,149,000,000","6,149,000,000","6,287,000,000","5,658,000,000","5,379,000,000","4,975,800,000","4,121,563,000","3,577,720,000","3,068,231,000","2,582,534,000","1,937,820,000","1,429,220,000","1,243,488,000","929,542,000","636,344,000","405,915,000","266,863,000","168,507,000","106,385,000","86,930,000","66,594,000","42,700,000","26,700,000"
OperatingExpense,"3,479,000,000","3,479,000,000","3,486,000,000","3,177,000,000","3,090,000,000","2,833,800,000","2,236,685,000","1,899,810,000","1,706,735,000","1,446,066,000","1,075,968,000","810,730,000","726,818,000","548,020,000","377,401,000","228,299,000","149,243,000","94,185,000","61,187,000","51,310,000","40,466,000","26,100,000","17,700,000"
	SellingGeneralAndAdministration,"2,972,000,000","2,972,000,000","3,026,000,000","2,769,000,000","2,731,000,000","2,508,600,000","2,037,021,000","1,727,609,000","1,557,646,000","1,328,665,000","972,093,000","721,359,000","652,021,000","494,102,000","343,238,000","206,899,000","132,796,000","84,259,000","53,345,000","44,942,000","35,959,000","23,100,000","15,500,000"
	DepreciationAmortizationDepletionIncomeStatement,"507,000,000","507,000,000","460,000,000","408,000,000","359,000,000","325,200,000","199,664,000","172,201,000","149,089,000","117,401,000","103,875,000","89,371,000","74,797,000","53,918,000","34,163,000","21,400,000","16,447,000","11,936,000","7,842,000","6,368,000","4,507,000","3,000,000","2,200,000"
		DepreciationAndAmortizationInIncomeStatement,"507,000,000","507,000,000","460,000,000","408,000,000","359,000,000","325,200,000","199,664,000","172,201,000","149,089,000","117,401,000","103,875,000","89,371,000","74,797,000","53,918,000","34,163,000","21,400,000","16,447,000","11,936,000","7,842,000","6,368,000","4,507,000","3,000,000","2,200,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,"-2,010,000",,,,,
OperatingIncome,"2,670,000,000","2,670,000,000","2,801,000,000","2,481,000,000","2,289,000,000","2,142,000,000","1,884,878,000","1,677,910,000","1,361,496,000","1,136,468,000","861,852,000","618,490,000","516,670,000","381,522,000","258,943,000","177,616,000","117,620,000","74,322,000","45,198,000","35,620,000","26,128,000","16,600,000","9,000,000"
NetNonOperatingInterestIncomeExpense,"150,000,000","150,000,000","150,000,000","110,000,000","96,000,000","66,000,000","59,976,000","48,896,000","44,514,000","39,249,000","25,793,000","15,895,000",,,,,,,,,,,
	InterestIncomeNonOperating,"176,000,000","176,000,000","177,000,000","133,000,000","115,000,000","83,700,000","62,444,000","48,896,000","44,514,000","39,249,000","25,793,000","15,895,000",,,,,,,,,,,
	InterestExpenseNonOperating,"26,000,000","26,000,000","27,000,000","23,000,000","19,000,000","17,700,000","2,468,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-277,000,000","-277,000,000","-154,000,000","64,000,000","-28,000,000","-44,400,000","-20,823,000","-38,889,000","-18,414,000","-6,568,000","-9,065,000","2,566,000","-23,648,000","3,274,000","1,253,000","-1,326,000","86,000","366,000","-1,915,000","-2,722,000","-530,000",,"600,000"
	GainOnSaleOfSecurity,"-65,000,000","-65,000,000","-152,000,000","67,000,000","-30,000,000","-42,600,000","-20,376,000","-41,130,000","-20,015,000",,,,,,,,,,,,,,
	SpecialIncomeCharges,"-217,000,000","-217,000,000",,,,,,,,"-6,568,000","-9,065,000","2,566,000","-23,648,000","3,274,000","1,253,000","-1,326,000","86,000","366,000","-1,915,000","-2,722,000","-530,000",,"600,000"
		RestructuringAndMergernAcquisition,"217,000,000","217,000,000",,,,,,,,,,,,,,,,"2,010,000",,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,"-2,376,000",,,,,
	OtherNonOperatingIncomeExpenses,"5,000,000","5,000,000","-2,000,000","-3,000,000","2,000,000","-1,800,000","-447,000","2,241,000","1,601,000",,,,,,,,,,,,,,
PretaxIncome,"2,543,000,000","2,543,000,000","2,797,000,000","2,655,000,000","2,357,000,000","2,163,600,000","1,924,031,000","1,687,917,000","1,387,596,000","1,169,149,000","878,580,000","636,951,000","515,210,000","414,356,000","277,811,000","185,272,000","122,095,000","72,231,000","45,091,000","35,399,000","28,247,000","17,900,000","9,600,000"
TaxProvision,"643,000,000","643,000,000","698,000,000","1,153,000,000","805,000,000","540,000,000","484,764,000","459,339,000","336,333,000","285,531,000","145,040,000","101,988,000","84,365,000","64,223,000","45,016,000","19,006,000","21,852,000","14,866,000","10,529,000","13,239,000","10,564,000","6,700,000","3,600,000"
EarningsFromEquityInterestNetOfTax,"-58,000,000","-58,000,000","2,000,000","2,000,000","1,000,000",,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,842,000,000","1,842,000,000","2,101,000,000","1,504,000,000","1,553,000,000","1,623,600,000","1,439,267,000","1,228,578,000","1,051,263,000","883,618,000","733,540,000","534,963,000","430,845,000","350,133,000","232,795,000","166,266,000","100,243,000","57,365,000","34,562,000","22,160,000","17,683,000","11,200,000","6,000,000"
	NetIncome,"1,842,000,000","1,842,000,000","2,101,000,000","1,504,000,000","1,553,000,000","1,623,600,000","1,439,267,000","1,228,578,000","1,051,263,000","883,618,000","733,540,000","534,963,000","430,845,000","350,133,000","232,795,000","166,266,000","100,243,000","57,365,000","34,562,000","22,160,000","17,683,000","11,200,000","6,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,842,000,000","1,842,000,000","2,101,000,000","1,504,000,000","1,553,000,000","1,623,600,000","1,439,267,000","1,228,578,000","1,051,263,000","883,618,000","733,540,000","534,963,000","430,845,000","350,133,000","232,795,000","166,266,000","100,243,000","57,365,000","34,562,000","22,160,000","17,683,000","11,200,000","6,000,000"
