name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"3,556,051,331","9,217,021,609","8,426,194,455","9,919,575,538","9,771,105,773","11,887,162,654","14,206,499,190","18,493,228,411","22,108,000,534"
PeRatio,"4.214","8.394","8.019","10.565","11.776","15.604","26.646","13.651","15.818"
ForwardPeRatio,"3.891","7.868","8.361","9.843","7.758","50.251","11.136","11.891","6.246"
PegRatio,,,,"1.858","0.358","3.115","15.472","16.524","0.488"
PsRatio,"1.262","2.039","2.71","3.423","4.125","4.571","5.351","6.105","5.501"
PbRatio,"0.637","1.248","1.29","1.633","1.696","1.805","1.971","2.4","2.882"
