name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"56,265,200,000","54,895,300,000","54,008,100,000","51,324,200,000","48,850,300,000","46,575,000,000","45,543,700,000","43,363,500,000","41,330,900,000","38,701,200,000","38,932,600,000","36,689,800,000","34,810,500,000","33,427,500,000","33,620,800,000","31,958,200,000","30,721,600,000","29,819,300,000","29,935,000,000","29,304,200,000","26,880,700,000","25,787,600,000","25,926,000,000","25,452,700,000","24,315,400,000","24,408,200,000","24,508,900,000","23,841,800,000","23,543,500,000","22,694,700,000","23,429,300,000","22,719,000,000","22,269,300,000","21,844,800,000","22,144,300,000","21,807,600,000","21,526,100,000","21,150,300,000","21,496,600,000","21,048,900,000","20,049,300,000","20,047,400,000","19,087,600,000","18,215,100,000","18,250,500,000","18,639,600,000","18,914,400,000","18,716,800,000","18,843,100,000","19,665,500,000","21,073,600,000","20,011,700,000","19,482,100,000","19,846,200,000","19,602,600,000","19,258,200,000","18,898,600,000","19,155,100,000","18,459,200,000","17,723,200,000","17,184,300,000","18,495,700,000","17,716,700,000","17,161,900,000","16,281,500,000","16,160,600,000","15,301,300,000","14,154,000,000","13,564,400,000","12,885,000,000","12,497,200,000","11,844,200,000","11,122,400,000","10,858,200,000","10,429,700,000","10,232,700,000","10,051,600,000","10,493,500,000","10,552,800,000","9,974,500,000","9,704,700,000","9,744,200,000","9,610,300,000","9,175,900,000","8,463,100,000","8,336,100,000","8,285,700,000","7,930,700,000","7,559,600,000","7,574,000,000","7,138,200,000","6,704,800,000","6,183,900,000","5,987,200,000","5,793,700,000","5,686,700,000","5,352,500,000","5,275,700,000","5,079,200,000","4,850,900,000","4,675,100,000","4,661,900,000","4,528,500,000","4,415,600,000","4,011,300,000","3,593,900,000","3,246,700,000","3,127,500,000","3,005,100,000","3,020,800,000","3,016,400,000","3,025,900,000","2,979,100,000","2,959,000,000","2,940,700,000","2,755,100,000","1,086,200,000","2,667,300,000","2,695,900,000","2,638,900,000","2,646,800,000","2,634,300,000","2,590,200,000","2,524,400,000","2,307,100,000","1,785,700,000","1,266,200,000","810,800,000"
TotalLiabilitiesNetMinorityInterest,"41,913,700,000","41,222,100,000","39,884,800,000","37,993,400,000","36,739,600,000","35,753,200,000","33,684,900,000","32,362,700,000","31,007,700,000","29,416,400,000","29,643,200,000","27,698,300,000","26,287,600,000","25,470,400,000","25,526,100,000","24,122,700,000","23,161,700,000","22,529,900,000","22,473,000,000","21,944,400,000","19,678,800,000","18,859,000,000","18,990,700,000","18,663,500,000","17,876,800,000","18,218,700,000","17,716,300,000","17,317,900,000","17,153,700,000","16,687,700,000","16,874,700,000","16,432,400,000","16,018,900,000","16,038,100,000","16,328,000,000","15,458,100,000","15,205,500,000","15,101,400,000","15,192,000,000","14,837,400,000","14,300,700,000","14,551,000,000","14,162,600,000","13,911,800,000","14,035,200,000","14,379,000,000","14,108,900,000","13,967,200,000","13,907,600,000","14,321,600,000","15,570,700,000","13,081,100,000","12,635,500,000","13,132,100,000","13,180,300,000","12,942,300,000","12,791,100,000","13,344,600,000","12,868,700,000","12,428,400,000","12,028,900,000","12,364,700,000","11,995,500,000","11,620,100,000","11,250,900,000","11,570,100,000","10,920,700,000","10,200,400,000","9,796,400,000","9,347,400,000","9,117,700,000","8,474,500,000","7,871,700,000","7,757,000,000","7,406,900,000","7,300,800,000","7,181,800,000","7,698,500,000","7,822,500,000","7,250,900,000","6,951,900,000","6,981,500,000","6,847,000,000","6,490,100,000","5,906,000,000","5,924,400,000","5,874,700,000","5,628,300,000","5,423,700,000","5,510,200,000","5,236,200,000","4,963,700,000","4,507,000,000","4,437,400,000","4,334,200,000","4,180,100,000","3,876,700,000","3,883,100,000","3,761,100,000","3,609,000,000","3,523,200,000","3,572,500,000","3,497,600,000","3,398,400,000","3,013,400,000","2,640,400,000","2,518,100,000","2,449,900,000","2,376,100,000","2,508,900,000","2,510,700,000","2,526,100,000","2,513,400,000","2,474,700,000","2,441,800,000","2,329,200,000","677,700,000","2,259,300,000","2,242,000,000","2,192,000,000","2,211,600,000","2,167,900,000","2,137,500,000","2,084,100,000","1,889,900,000","1,390,700,000","954,800,000","692,400,000"
TotalEquityGrossMinorityInterest,"14,351,500,000","13,673,200,000","14,123,300,000","13,330,800,000","12,110,700,000","10,821,800,000","11,858,800,000","11,000,800,000","10,323,200,000","9,284,800,000","9,289,400,000","8,991,500,000","8,522,900,000","7,957,100,000","8,094,700,000","7,835,500,000","7,559,900,000","7,289,400,000","7,462,000,000","7,359,800,000","7,201,900,000","6,928,600,000","6,935,300,000","6,789,200,000","6,438,600,000","6,189,500,000","6,792,600,000","6,523,900,000","6,389,800,000","6,007,000,000","6,554,600,000","6,286,600,000","6,250,400,000","5,806,700,000","5,816,300,000","6,349,500,000","6,320,600,000","6,048,900,000","6,304,600,000","6,211,500,000","5,748,600,000","5,496,400,000","4,925,000,000","4,303,300,000","4,215,300,000","4,260,600,000","4,805,500,000","4,749,600,000","4,935,500,000","5,343,900,000","5,502,900,000","6,930,600,000","6,846,600,000","6,714,100,000","6,422,300,000","6,315,900,000","6,107,500,000","5,810,500,000","5,590,500,000","5,294,800,000","5,155,400,000","6,131,000,000","5,721,200,000","5,541,800,000","5,030,600,000","4,590,500,000","4,380,600,000","3,953,600,000","3,768,000,000","3,537,600,000","3,379,500,000","3,369,700,000","3,250,700,000","3,101,200,000","3,022,800,000","2,931,900,000","2,869,800,000","2,795,000,000","2,730,300,000","2,723,600,000","2,752,800,000","2,762,700,000","2,763,300,000","2,685,800,000","2,557,100,000","2,411,700,000","2,411,000,000","2,302,400,000","2,135,900,000","2,063,800,000","1,902,000,000","1,741,100,000","1,676,900,000","1,549,800,000","1,459,500,000","1,506,600,000","1,475,800,000","1,392,600,000","1,318,100,000","1,241,900,000","1,151,900,000","1,089,400,000","1,030,900,000","1,017,200,000","997,900,000","953,500,000","728,600,000","677,600,000","629,000,000","511,900,000","505,700,000","499,800,000","465,700,000","484,300,000","498,900,000","425,900,000","408,500,000","408,000,000","453,900,000","446,900,000","435,200,000","466,400,000","452,700,000","440,300,000","417,200,000","395,000,000","311,400,000","118,400,000"
	StockholdersEquity,"14,351,500,000","13,673,200,000","14,123,300,000","13,330,800,000","12,110,700,000","10,821,800,000","11,858,800,000","11,000,800,000","10,323,200,000","9,284,800,000","9,289,400,000","8,991,500,000","8,522,900,000","7,957,100,000","8,094,700,000","7,835,500,000","7,559,900,000","7,289,400,000","7,462,000,000","7,359,800,000","7,201,900,000","6,928,600,000","6,935,300,000","6,789,200,000","6,438,600,000","6,189,500,000","6,792,600,000","6,523,900,000","6,389,800,000","6,007,000,000","6,554,600,000","6,286,600,000","6,250,400,000","5,806,700,000","5,816,300,000","6,349,500,000","6,320,600,000","6,048,900,000","6,304,600,000","6,211,500,000","5,748,600,000","5,496,400,000","4,925,000,000","4,303,300,000","4,215,300,000","4,260,600,000","4,805,500,000","4,749,600,000","4,935,500,000","5,343,900,000","5,502,900,000","6,930,600,000","6,846,600,000","6,714,100,000","6,422,300,000","6,315,900,000","6,107,500,000","5,810,500,000","5,590,500,000","5,294,800,000","5,155,400,000","6,131,000,000","5,721,200,000","5,541,800,000","5,030,600,000","4,590,500,000","4,380,600,000","3,953,600,000","3,768,000,000","3,537,600,000","3,379,500,000","3,369,700,000","3,250,700,000","3,101,200,000","3,022,800,000","2,931,900,000","2,869,800,000","2,795,000,000","2,730,300,000","2,723,600,000","2,752,800,000","2,762,700,000","2,763,300,000","2,685,800,000","2,557,100,000","2,411,700,000","2,411,000,000","2,302,400,000","2,135,900,000","2,063,800,000","1,902,000,000","1,741,100,000","1,676,900,000","1,549,800,000","1,459,500,000","1,506,600,000","1,475,800,000","1,392,600,000","1,318,100,000","1,241,900,000","1,151,900,000","1,089,400,000","1,030,900,000","1,017,200,000","997,900,000","953,500,000","728,600,000","677,600,000","629,000,000","511,900,000","505,700,000","499,800,000","465,700,000","484,300,000","498,900,000","425,900,000","408,500,000","408,000,000","453,900,000","446,900,000","435,200,000","466,400,000","452,700,000","440,300,000","417,200,000","395,000,000","311,400,000","118,400,000"
		CapitalStock,"1,079,200,000","1,078,500,000","1,078,500,000","1,078,000,000","1,077,900,000","1,077,100,000","1,077,000,000","1,076,400,000","1,076,300,000","581,700,000","581,600,000","581,000,000","580,900,000","579,900,000","580,800,000","581,900,000","583,000,000","583,600,000","584,600,000","585,900,000","587,300,000","587,800,000","589,200,000","591,500,000","593,100,000","595,800,000","600,000,000","600,400,000","603,200,000","604,600,000","604,700,000","609,200,000","611,200,000","613,000,000","620,600,000","642,700,000","655,700,000","662,400,000","667,600,000","670,500,000","672,600,000","676,200,000","680,000,000","680,700,000","676,500,000","675,600,000","675,400,000","677,500,000","680,200,000","698,100,000","724,100,000","736,200,000","748,000,000","761,700,000","775,200,000","195,900,000","197,300,000","197,100,000","197,700,000","199,600,000","200,400,000","217,000,000","217,300,000","217,500,000","216,400,000","216,100,000","217,400,000","217,000,000","218,000,000","217,700,000","218,300,000","220,200,000","73,400,000","73,300,000","73,800,000","73,700,000","73,500,000","73,300,000","73,200,000","73,000,000","73,100,000",,,,"72,500,000",,,,"72,300,000",,,,"71,500,000",,,,"155,700,000",,,,"157,000,000",,,,"160,000,000",,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"493,900,000","493,900,000","493,900,000","493,900,000","493,900,000","493,900,000","493,900,000","493,900,000","493,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"83,600,000",,,,"85,800,000",,,,"87,900,000",,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"585,300,000","584,600,000","584,600,000","584,100,000","584,000,000","583,200,000","583,100,000","582,500,000","582,400,000","581,700,000","581,600,000","581,000,000","580,900,000","579,900,000","580,800,000","581,900,000","583,000,000","583,600,000","584,600,000","585,900,000","587,300,000","587,800,000","589,200,000","591,500,000","593,100,000","595,800,000","600,000,000","600,400,000","603,200,000","604,600,000","604,700,000","609,200,000","611,200,000","613,000,000","620,600,000","642,700,000","655,700,000","662,400,000","667,600,000","670,500,000","672,600,000","676,200,000","680,000,000","680,700,000","676,500,000","675,600,000","675,400,000","677,500,000","680,200,000","698,100,000","724,100,000","736,200,000","748,000,000","761,700,000","775,200,000","195,900,000","197,300,000","197,100,000","197,700,000","199,600,000","200,400,000","217,000,000","217,300,000","217,500,000","216,400,000","216,100,000","217,400,000","217,000,000","218,000,000","217,700,000","218,300,000","220,200,000","73,400,000","73,300,000","73,800,000","73,700,000","73,500,000","73,300,000","73,200,000","73,000,000","73,100,000",,,,"72,500,000",,,,"72,300,000",,,,"71,500,000",,,,"72,100,000",,,,"71,200,000",,,,"72,100,000",,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,601,900,000","1,573,400,000","1,539,100,000","1,523,300,000","1,496,600,000","1,479,000,000","1,443,400,000","1,425,900,000","1,401,600,000","1,389,200,000","1,365,100,000","1,351,000,000","1,331,100,000","1,303,400,000","1,284,700,000","1,264,600,000","1,231,300,000","1,218,800,000","1,197,300,000","1,177,000,000","1,196,700,000","1,184,300,000","1,169,900,000","1,169,300,000","1,159,000,000","1,142,000,000","1,123,000,000","1,109,300,000","1,096,900,000","1,077,000,000","1,048,600,000","1,040,400,000","1,029,400,000","1,006,200,000","986,700,000","1,007,700,000","1,013,000,000","1,007,100,000","964,500,000","949,900,000","939,700,000","922,200,000","914,200,000","901,300,000","892,900,000","874,900,000","863,600,000","846,300,000","834,800,000","834,200,000","853,300,000","850,300,000","847,400,000","837,200,000","827,800,000","906,000,000","848,200,000","830,600,000","818,800,000","805,800,000","743,300,000","789,500,000","777,300,000","755,300,000","688,300,000","679,100,000","674,500,000","607,400,000","584,700,000","578,000,000","573,300,000","567,600,000","554,000,000","541,100,000","540,700,000","517,600,000","511,200,000","501,600,000","497,600,000","485,500,000","481,600,000",,,,"448,300,000",,,,"412,800,000",,,,"381,800,000",,,,"374,800,000",,,,"357,100,000",,,,"357,600,000",,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"11,266,200,000","10,679,600,000","10,995,200,000","10,276,400,000","9,358,100,000","8,386,600,000","9,602,100,000","8,720,400,000","8,017,900,000","6,031,700,000","6,116,500,000","5,908,800,000","5,543,400,000","5,140,400,000","5,183,100,000","5,031,200,000","4,877,600,000","4,686,600,000","4,910,900,000","4,694,900,000","4,368,600,000","4,133,400,000","4,203,500,000","3,989,500,000","3,735,200,000","3,500,000,000","4,198,700,000","4,000,000,000","3,720,000,000","3,454,400,000","3,996,200,000","3,794,300,000","3,715,000,000","3,495,000,000","3,632,400,000","3,835,600,000","3,839,200,000","3,595,700,000","4,097,900,000","3,942,500,000","3,683,100,000","3,561,900,000","3,353,300,000","2,925,000,000","2,697,800,000","2,540,600,000","3,224,800,000","3,063,000,000","2,927,700,000","3,110,500,000","3,278,200,000","4,714,600,000","4,646,900,000","4,587,000,000","4,506,100,000","4,937,800,000","4,726,000,000","4,461,700,000","4,241,900,000","4,061,400,000","3,812,900,000","4,816,300,000","4,484,100,000","4,159,400,000","3,729,800,000","3,395,600,000","3,180,200,000","2,988,500,000","2,796,000,000","2,649,100,000","2,517,100,000","2,498,900,000","2,497,400,000","2,388,300,000","2,367,000,000","2,302,000,000","2,220,400,000","2,178,200,000","2,125,600,000","2,145,600,000","2,210,500,000","2,211,100,000","2,141,000,000","2,033,700,000","1,932,600,000","1,860,800,000","1,768,300,000","1,637,200,000","1,528,500,000","1,429,900,000","1,320,200,000","1,222,500,000","1,149,600,000","1,062,900,000","986,700,000","949,400,000","894,200,000","835,800,000","778,000,000","723,300,000","668,500,000","579,600,000","520,800,000","487,800,000","446,800,000","403,100,000","326,800,000","253,100,000","207,300,000","222,700,000","236,700,000","228,800,000","208,800,000","228,500,000","256,100,000","285,700,000","287,200,000","284,200,000","307,400,000","398,600,000",,"313,100,000","298,000,000","282,100,000","263,300,000","226,400,000","139,500,000","90,300,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,800,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
