name,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989
TotalAssets,"38,830,000,000","37,412,924,000","34,883,456,000","31,593,733,000","26,479,684,000","23,325,652,000","23,186,122,000","21,160,265,000","18,006,995,000","17,883,081,000","18,226,728,000","20,731,859,000","16,254,168,000","11,516,650,000","8,358,769,000","7,621,846,000","6,911,638,000","6,040,303,000","6,372,054,000","6,308,816,000","5,030,700,000","3,852,700,000","3,278,600,000","2,566,400,000","2,012,700,000","1,698,300,000","1,447,600,000","806,200,000","1,059,700,000","948,000,000","830,000,000"
	CashCashEquivalentsAndFederalFundsSold,"6,314,000,000","6,314,150,000","7,550,219,000","7,255,622,000","6,187,962,000","5,284,800,000","7,496,968,000","5,329,235,000","6,386,625,000","3,287,891,000","4,612,271,000","4,252,281,000","1,976,363,000","3,831,591,000","3,350,554,000","2,851,225,000","2,970,997,000","2,555,426,000","532,894,000","305,467,000","1,353,900,000","1,243,500,000","888,900,000","735,300,000","420,400,000","199,400,000","153,600,000","204,600,000","289,900,000","274,600,000","251,200,000"
		CashAndCashEquivalents,"3,957,000,000","3,500,306,000","3,669,672,000","1,895,816,000","2,808,494,000","2,349,520,000","2,723,021,000","1,980,020,000","2,439,695,000","2,943,239,000","2,306,085,000","3,301,735,000","681,359,000","641,691,000","998,749,000","528,823,000","734,631,000","469,499,000","458,468,000","305,467,000","1,353,900,000","1,243,500,000","888,900,000","735,300,000","420,400,000","199,400,000","153,600,000","204,600,000","289,900,000","274,600,000","251,200,000"
			CashFinancial,,,,"1,649,593,000","2,597,568,000","2,195,683,000","2,593,890,000",,,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,"859,000","3,438,000","3,380,000","2,726,000",,,,,"3,207,493,000","644,943,000",,,,,,,,,,,,,,,,"285,000,000","272,200,000","248,300,000"
			CashAndDueFromBanks,"3,957,000,000","3,500,306,000","3,669,672,000",,,,,"1,980,020,000","2,439,695,000","2,943,239,000","2,306,085,000","94,242,000","36,416,000","641,691,000","998,749,000","528,823,000","734,631,000","469,499,000","458,468,000","305,467,000","1,353,900,000","1,243,500,000","888,900,000","735,300,000","420,400,000","199,400,000","153,600,000","204,600,000","4,900,000","2,400,000","2,900,000"
			InterestBearingDepositsAssets,,,,"245,364,000","207,488,000","150,457,000","126,405,000",,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCashAndInvestments,"2,014,000,000","2,441,241,000","3,476,085,000","4,889,584,000","2,905,324,000","2,489,264,000","4,064,827,000","2,784,199,000","3,548,683,000",,,,,"3,189,900,000","2,351,805,000","2,322,402,000","1,000,101,000","132,000","74,426,000",,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,"2,014,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RestrictedInvestments,,"2,441,241,000","3,476,085,000","4,889,584,000","2,905,324,000","2,489,264,000","4,064,827,000",,,,,,,,,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,"343,000,000","372,603,000","404,462,000","470,222,000","474,144,000","446,016,000","709,120,000","565,016,000","398,247,000","344,652,000","2,306,186,000","950,546,000","1,295,004,000",,,,"1,236,265,000","2,085,795,000",,,,,,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"343,000,000","372,603,000","404,462,000","470,222,000","474,144,000","446,016,000","709,120,000","565,016,000","398,247,000","344,652,000","2,306,186,000","950,546,000","1,295,004,000",,,,"1,236,265,000","2,085,795,000",,,,,,,,,,,,,
				SecurityAgreeToBeResell,"343,000,000","372,603,000","404,462,000","470,222,000","474,144,000","446,016,000","709,120,000","565,016,000","398,247,000","344,652,000","2,306,186,000",,,,,,,,,,,,,,,,,,,,
	SecurityBorrowed,"248,000,000","255,280,000","138,319,000","170,860,000","124,373,000","158,988,000","146,749,000",,,,,,,,,,,,,,,,,,,,,,,,
	FederalHomeLoanBankStock,"52,000,000","52,187,000","52,187,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,,,"1,504,607,000","1,426,096,000","1,961,553,000","1,652,218,000","1,515,824,000","1,596,539,000","2,037,049,000","1,447,600,000","893,800,000","686,300,000","459,200,000",,,,"460,900,000","638,100,000","591,400,000","515,800,000"
	BankOwnedLifeInsurance,"675,000,000","605,289,000","504,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"4,266,000,000","3,635,456,000","3,014,017,000","1,923,047,000","1,453,032,000","1,457,433,000","1,527,061,000","1,848,952,000","1,307,792,000","1,413,475,000","1,315,706,000","1,195,424,000","1,349,497,000","1,609,940,000","547,228,000","537,883,000","423,270,000","632,603,000","2,333,979,000","1,334,171,000","581,100,000","491,600,000","411,300,000","333,200,000","200,900,000","265,600,000","118,400,000","59,700,000","76,000,000","32,500,000","26,500,000"
		TradingSecurities,"708,000,000","702,390,000","564,263,000","766,805,000","690,551,000","679,393,000","579,705,000","804,272,000","492,771,000","591,447,000","431,445,000","325,086,000","467,761,000","485,771,000","359,679,000","329,861,000","181,947,000","279,286,000","296,288,000","121,584,000","181,000,000","105,900,000","98,000,000","124,300,000","74,800,000","169,400,000","63,400,000","33,500,000","31,800,000","32,500,000","26,500,000"
		AvailableForSaleSecurities,"465,000,000","236,700,000","261,472,000","296,844,000","248,751,000","215,751,000","248,512,000","1,044,680,000","815,021,000","745,540,000","800,462,000","870,338,000","881,736,000","1,124,169,000","187,549,000","208,022,000","241,323,000","353,317,000","2,037,691,000","1,212,587,000","400,100,000","385,700,000","313,300,000","208,900,000","126,100,000","96,200,000","55,000,000","26,200,000","44,200,000",,
		OtherShortTermInvestments,"3,093,000,000","2,696,366,000","2,188,282,000","859,398,000","513,730,000","562,289,000","698,844,000",,,"76,488,000","83,799,000",,,,,,,,,,,,,,,,,,,,
	LongTermEquityInvestment,,"254,563,000","310,522,000","351,862,000","408,766,000","447,524,000","488,487,000","636,538,000",,"280,890,000","270,139,000",,,,,,,,,,,,,,,,,,,,
	DerivativeAssets,"338,000,000","180,224,000","318,775,000","422,196,000","389,457,000","323,337,000","250,341,000","458,265,000",,,,,,,,,,,,,,,,,,,,,,,
	NetLoan,"21,874,000,000","20,452,520,000","17,880,067,000","16,049,456,000","13,476,781,000","11,389,227,000","9,230,281,000","7,991,512,000","6,547,914,000","6,094,929,000","6,593,973,000","7,095,227,000","4,664,209,000",,,,,,,,,,,,,,,,,,
		GrossLoan,"22,104,000,000","20,675,926,000","18,101,687,000","16,287,509,000","13,681,462,000","11,574,334,000","9,410,718,000","8,209,751,000","6,739,075,000","6,094,929,000","6,593,973,000","7,224,765,000","4,724,473,000",,,,,,,,,,,,,,,,,,
			LoansHeldForSale,"142,000,000","163,926,000","70,316,000","214,286,000","119,519,000","45,988,000","110,292,000","160,515,000","102,236,000",,,,,,,,,,,,,,,,,,,,,,
			CommercialLoan,"11,447,000,000","10,818,627,000","9,772,607,000","9,374,303,000","8,407,580,000","7,443,705,000","5,246,005,000",,,,,,,,,,,,,,,,,,,,,,,,
			ConsumerLoan,,,,,,,"555,805,000","6,357,250,000","6,636,839,000",,,,,,,,,,,,,,,,,,,,,,
