name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"8,061,017,636","17,064,639,265","15,621,362,481","15,483,553,141","15,486,114,873","16,419,390,263","16,188,409,135","10,671,314,744"
EnterpriseValue,"63,135,017,636","68,554,639,265","68,501,362,481","51,794,553,141","45,714,114,873","46,802,390,263","38,527,409,135","28,387,314,744"
PeRatio,"4.497","13.151","8.309","92.333","6.525","5.063","6.3","8.157"
PsRatio,"1.116","2.392","1.981","3.087","3.532","4.261","4.091","2.211"
PbRatio,"0.277","0.615","0.551","0.699","0.685","0.774","0.862","0.877"
EnterprisesValueRevenueRatio,"8.033","8.723","9.666","8.777","8.731","10.327","9.518","6.877"
EnterprisesValueEBITDARatio,"9.54","10.359","10.527","10.566","11.251","8.397","5.502","8.074"
