name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"123,440,000,000","118,373,000,000","114,928,000,000","124,545,000,000","134,792,000,000","146,207,000,000","138,341,000,000","139,641,000,000","142,945,000,000","131,860,000,000","117,529,000,000","116,590,000,000","101,619,870,940","88,311,800,260","83,785,947,160","69,060,863,920","67,218,609,650","65,867,380,460","62,845,675,470","56,519,593,420","46,231,110,800","41,261,070,060","44,436,319,200","47,649,788,350","43,698,357,300"
	CurrentAssets,"34,927,000,000","39,745,000,000","36,756,000,000","37,985,000,000","57,498,000,000","54,863,000,000","52,757,000,000","49,258,000,000","38,195,000,000","34,911,000,000","31,129,000,000","37,128,000,000","33,867,574,730","30,021,193,180","25,212,785,220","20,666,842,880","20,492,326,240","21,795,376,870","19,699,894,480","20,009,658,820","16,913,312,010","14,021,993,700","17,132,710,140","19,863,385,340","16,765,725,270"
		CashCashEquivalentsAndShortTermInvestments,"13,138,000,000","17,688,000,000","13,582,000,000","12,078,000,000","10,510,000,000","11,895,000,000","10,670,000,000","8,000,000,000","1,500,000,000","1,549,000,000","1,608,000,000","5,175,000,000","5,030,856,450","4,956,807,980","2,699,259,070","2,553,848,160","2,894,239,350","4,477,053,060","2,685,020,990","3,047,285,880","3,176,152,840","2,170,019,700","4,024,541,430","1,050,135,290","938,231,730"
			CashAndCashEquivalents,"5,994,000,000","10,836,000,000","7,363,000,000","5,674,000,000","5,200,000,000","6,614,000,000","5,431,000,000","7,765,000,000","1,500,000,000","1,549,000,000","1,608,000,000","1,939,000,000","2,117,280,690","3,984,691,710","1,332,321,180","1,262,908,160","1,619,821,200","3,267,734,130","1,307,107,330","1,247,875,280","1,212,423,800","777,625,920","1,578,180,240","1,050,135,290","938,231,730"
			OtherShortTermInvestments,"7,144,000,000","6,852,000,000","6,219,000,000","6,404,000,000","5,310,000,000","5,281,000,000","5,239,000,000","235,000,000","262,000,000","380,000,000",,"3,236,000,000","2,913,575,760","972,116,270","1,366,937,890","1,290,940,000","1,274,418,150","1,209,318,930","1,377,913,660","1,799,410,600","1,963,729,040","1,392,393,780","2,446,361,190",,
		Receivables,"13,831,000,000","14,853,000,000","16,657,000,000","18,665,000,000","21,923,000,000","30,572,000,000","30,527,000,000","30,622,000,000","26,532,000,000","25,041,000,000","22,371,000,000","23,522,000,000","20,708,472,910","18,799,046,590","18,584,951,720","14,193,700,880","13,777,214,530","13,542,656,670","13,752,162,760","13,422,112,440","10,770,696,020","9,151,599,780","10,060,899,030","10,200,051,650","8,844,959,310"
			AccountsReceivable,"11,156,000,000","12,544,000,000","10,182,000,000","11,186,000,000","12,022,000,000","19,709,000,000","21,212,000,000","19,966,000,000","24,595,000,000","23,636,000,000","20,348,000,000","22,222,000,000","15,633,720,780","15,230,326,690","17,888,395,970","14,193,700,880","9,522,007,760","13,542,656,670","13,752,162,760",,,,,,
			LoansReceivable,,,,,,,,,,,,,"1,375,855,220","388,694,970",,,,,,,,,,,
			TaxesReceivable,"958,000,000","752,000,000","920,000,000","1,072,000,000","973,000,000","1,971,000,000","1,637,000,000","2,001,000,000","1,937,000,000","1,405,000,000","2,023,000,000","1,300,000,000",,,,,,,,,,,,,
			OtherReceivables,"1,717,000,000","1,557,000,000","5,555,000,000","6,407,000,000","8,928,000,000","8,892,000,000","7,678,000,000","8,655,000,000",,,,,"3,698,896,910","3,180,024,930","696,555,750",,"4,255,206,770",,,,,,,,
		Inventory,"4,734,000,000","4,651,000,000","4,621,000,000","4,637,000,000","3,910,000,000","7,555,000,000","7,939,000,000","8,496,000,000","7,575,000,000","6,589,000,000","5,495,000,000","6,082,000,000","5,507,536,100","4,752,231,680","3,560,455,270","3,317,346,960","3,287,284,200","3,202,932,170","2,817,642,370","3,128,206,120","2,627,580,760","2,437,754,940","2,616,361,020","6,009,955,600","5,086,573,020"
			RawMaterials,"2,427,000,000","2,340,000,000","2,565,000,000","2,588,000,000","2,093,000,000","2,855,000,000","2,771,000,000","2,886,000,000","2,786,000,000","2,561,000,000","2,129,000,000","1,884,000,000","1,971,876,250","1,375,965,040",,,,"1,019,677,900",,,,,,,
			WorkInProcess,"8,000,000",,"141,000,000","111,000,000","105,000,000","1,814,000,000","1,756,000,000","1,744,000,000","869,000,000","428,000,000","859,000,000","1,021,000,000","554,182,960","424,306,400","598,615,790","403,510,960","433,540,380","269,690,510","267,490,580",,,,,,
			FinishedGoods,"2,284,000,000","2,274,000,000","1,859,000,000","1,869,000,000","1,637,000,000","2,852,000,000","3,390,000,000","3,866,000,000","3,767,000,000","3,449,000,000","2,507,000,000","3,177,000,000","2,686,552,790","2,661,007,280","2,296,523,200",,,"1,799,207,360","2,138,800,730",,,,,,
			OtherInventories,"15,000,000","37,000,000","56,000,000","69,000,000","75,000,000","34,000,000","22,000,000",,"153,000,000","151,000,000",,,"294,924,100","290,952,960","665,316,280","2,913,836,000","2,853,743,820","114,356,400","411,351,060",,,,,,
		AssetsHeldForSaleCurrent,"18,000,000","295,000,000","323,000,000","14,000,000","17,516,000,000","456,000,000","2,296,000,000","516,000,000","262,000,000","382,000,000",,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"2,573,000,000","1,594,000,000","1,231,000,000","2,248,000,000","3,220,000,000","3,299,000,000","732,000,000","947,000,000",,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"633,000,000","664,000,000","342,000,000","343,000,000","419,000,000","1,086,000,000","593,000,000","677,000,000","2,326,000,000","1,350,000,000","1,655,000,000","2,349,000,000","2,620,709,270","1,513,106,930","368,119,160","601,946,880","533,588,160","572,734,970","445,068,360","412,054,380","338,882,390","262,619,280","430,908,660","2,603,242,800","1,895,961,210"
	TotalNonCurrentAssets,"88,513,000,000","78,628,000,000","78,172,000,000","86,560,000,000","77,294,000,000","91,344,000,000","85,584,000,000","90,383,000,000","104,750,000,000","96,949,000,000","86,400,000,000","79,462,000,000","67,752,296,210","58,290,607,080","58,573,161,940","48,394,021,040","46,726,283,410","44,072,003,590","43,145,780,990","36,509,934,600","29,317,798,790","27,239,076,360","27,303,609,060","27,786,403,010","26,932,632,030"
		NetPPE,"68,572,000,000","61,383,000,000","63,158,000,000","70,793,000,000","63,795,000,000","71,962,000,000","63,763,000,000","63,466,000,000","73,578,000,000","67,404,000,000","59,765,000,000","55,833,000,000","50,215,972,050","44,311,984,270","44,978,926,630","37,588,484,400","36,296,699,360","33,723,702,360","33,372,259,630","26,870,843,380","23,091,704,440","20,833,894,440","20,539,070,370","20,934,410,850","19,975,834,830"
			GrossPPE,"200,914,000,000","184,970,000,000","183,777,000,000","197,272,000,000","172,549,000,000","174,027,000,000","150,768,000,000","143,297,000,000",,,"122,566,000,000","112,190,000,000","102,403,820,350","93,454,999,980","90,640,900,050","78,909,629,600","76,604,044,250","73,459,692,450","71,244,654,900","61,530,259,860","54,718,077,400","48,953,768,580","46,228,135,590","44,254,324,130","40,008,603,090"
