name,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
	TotalNonCurrentAssets,"44,963,455,000","43,846,000,000","40,658,381,000","37,773,718,000","38,842,945,000","38,159,102,000","35,732,979,000","35,312,825,000","35,299,188,000","36,094,251,000","35,783,724,000","35,925,303,000","36,226,479,000","37,151,918,000","40,432,916,000","42,462,807,000","42,946,948,000","37,945,419,000","38,717,790,000","34,660,552,000","33,924,989,000","32,306,485,000","33,386,636,000","31,795,096,000","30,773,986,000","29,435,643,000","28,749,079,000","28,675,609,000","28,595,792,000","27,836,957,000","27,182,384,000","25,929,804,000","25,390,978,000","25,244,737,000","25,697,193,000","22,631,859,000","22,816,125,000","15,198,906,000","15,150,000,000","15,061,000,000","15,086,000,000","15,115,805,000","14,949,800,000","15,159,196,000","14,544,165,740","14,231,025,313","14,294,523,143.68","12,910,180,101.7","12,809,685,984.6","10,306,136,827.2","10,328,281,805","10,249,393,025.5","10,253,800,410","9,851,684,850","9,766,798,506.99","9,630,328,950","9,427,794,768","9,369,353,432.04","9,561,329,657.76","9,390,893,560","9,352,221,224.76","12,313,679,975.74","9,765,893,641.03","9,761,345,767.32","9,825,500,640","10,479,719,238.66","7,179,193,897.68","8,362,973,171.96","4,764,260,568.2","4,333,655,297.6","4,633,051,202.1","4,509,493,151","2,533,152,427.8","2,573,532,313.55","2,884,084,248.89","2,655,779,624.74","2,676,037,249.2","2,559,929,004.8","2,658,966,682.3","2,667,204,000","2,682,056,000","2,789,555,151"
		NetPPE,"33,888,378,000","33,095,000,000","33,542,252,000","31,759,890,000","32,746,822,000","31,625,941,000","30,356,045,000","29,761,610,000","29,803,098,000","30,448,082,000","29,606,664,000","29,336,710,000","29,844,159,000","30,371,667,000","32,836,812,000","33,961,963,000","34,184,622,000","30,955,236,000","31,168,455,000","29,001,490,000","27,842,810,000","26,687,540,000","25,413,548,000","23,815,257,000","22,620,857,000","21,854,970,000","21,176,785,000","21,142,882,000","21,098,227,000","20,997,916,000","20,628,187,000","19,886,110,000","19,542,541,000","19,293,243,000","19,366,272,000","16,140,581,000","16,210,112,000","10,028,222,000","10,044,200,000","12,502,000,000","12,520,000,000","10,169,964,000","10,278,400,000","10,291,476,000","10,193,524,260","9,346,055,178","8,403,408,016.64","8,205,824,690","8,127,346,046.2","6,763,351,893.9","6,672,537,055","6,728,138,840","6,031,647,300","5,788,819,470","5,960,477,603.22","5,638,956,345","5,431,223,007","5,408,021,925.25","5,398,629,719.44","4,766,936,530","5,218,994,812.62","4,674,067,601.51","5,011,673,007.82","4,991,510,256.88","4,443,180,480","5,225,598,902.7","4,189,911,482.82","2,068,089,439.26","2,084,150,434.4","2,024,530,637.6","2,541,724,837.8","1,984,225,029","1,722,581,713.8","1,733,446,014.63","1,930,221,459.57","1,697,314,147.43","1,704,615,778.35","1,706,845,786.4","1,929,775,371.7","1,725,826,500","1,721,501,600","1,788,671,046"
			GrossPPE,"61,694,342,000","33,095,000,000","59,693,584,000","57,190,786,000","57,693,718,000","55,612,601,000","53,318,462,000","50,799,704,000","50,082,344,000","50,260,445,000","48,627,553,000","47,707,502,000","47,405,199,000","47,375,165,000","49,343,605,000","50,034,637,000","50,023,069,000","46,145,989,000","45,900,100,000","43,161,691,000","41,528,524,000","39,871,522,000","37,699,402,000","35,599,763,000","33,884,179,000",,"31,701,750,000","31,264,224,000","30,985,292,000","30,447,213,000","29,739,251,000","28,851,239,000","28,109,323,000","27,459,133,000","27,146,213,000","24,151,353,000","25,579,557,000","16,046,447,000","15,852,800,000",,,"15,507,657,000","15,437,900,000","19,166,888,000","17,555,780,000","17,717,913,276","16,617,531,424","16,571,509,160.5","16,320,607,783.2","12,229,702,237.8","12,134,905,950","10,910,184,340","9,903,224,520","5,788,819,470","10,112,085,153.24","8,756,474,017.5","8,693,595,036","9,144,662,512.58","9,115,914,405.8","7,263,358,600","7,913,199,874.35","7,202,881,995.98","8,515,862,001.66","6,727,118,256.88","6,145,548,480","7,244,568,522.33","6,314,295,517.8","3,700,580,786.58","3,282,020,126","2,998,328,952.8","3,555,283,383.6","3,145,648,740","2,720,145,297.6","2,704,837,744.05","2,805,109,804.11","2,504,355,356.14","2,495,686,809.14","2,471,383,032","2,717,296,014.8","2,853,157,500","2,751,538,400","2,819,820,612"
				Properties,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0",,,"0","0","0","0",,"0",,,,"0",,,,"0",,,"0","0",,,,"0",,,,"0",,,,,,,,,,,
				LandAndImprovements,"617,745,000",,"603,879,000","602,299,000","613,917,000","601,736,000","575,627,000","500,646,000","474,058,000","481,773,000","471,955,000","471,655,000","446,365,000","447,122,000","465,777,000","479,621,000","484,479,000","452,427,000","458,908,000","436,540,000","432,515,000","422,692,000","428,908,000","421,330,000","421,001,000",,"417,077,000","427,862,000","419,284,000","417,201,000","418,426,000","417,130,000","410,442,000","413,067,000","417,475,000","195,003,000","193,366,000","82,025,000","82,000,000",,,"81,936,000","83,100,000",,,"74,306,898","74,993,817.6","80,265,273.2","80,171,902",,"61,151,570",,,,"43,372,439.25",,,,"46,512,572.48",,,"47,137,635.19","52,587,993.59",,,,"28,407,055.5",,,,"3,843,406.5",,,,,,,,,,,
				BuildingsAndImprovements,"7,096,228,000",,"6,767,013,000","6,676,549,000","7,056,901,000","6,651,545,000","6,312,983,000","6,058,259,000","5,920,952,000","6,109,166,000","5,763,777,000","5,530,714,000","5,140,784,000","5,198,083,000","5,138,834,000","5,435,600,000","1,951,407,000","1,895,629,000","1,898,139,000","1,899,018,000","1,853,322,000","1,839,758,000","1,830,245,000","1,788,244,000","1,770,606,000",,"1,749,193,000","1,872,922,000","1,876,246,000","1,864,608,000","1,859,991,000","1,854,871,000","1,846,167,000","1,810,342,000","1,806,090,000","1,854,037,000","1,856,922,000","1,451,995,000","1,429,600,000",,,"1,418,607,000","1,415,800,000",,,"1,319,582,474","1,317,391,395.84","1,323,148,793.4","1,300,260,191.4",,"1,064,520,542.5",,,,"981,286,552.47",,,,"941,948,649.76",,,"811,972,478.15","756,829,138.89",,,,"671,801,198.88",,,,"203,640,164.7",,,,,,,,,,,
				MachineryFurnitureEquipment,"46,056,580,000",,"43,355,473,000","43,024,738,000","43,644,277,000","42,255,972,000","41,073,456,000","39,211,042,000","38,859,922,000","38,728,299,000","37,416,158,000","36,804,409,000","36,343,234,000","36,238,608,000","36,673,379,000","37,401,007,000","27,962,655,000","27,200,254,000","26,994,353,000","26,581,334,000","26,265,116,000","25,954,081,000","25,671,115,000","25,157,534,000","24,749,437,000",,"24,672,589,000","23,649,167,000","23,480,852,000","23,188,273,000","22,755,930,000","1,941,972,000","22,932,672,000","22,796,094,000","22,615,610,000","20,472,393,000","22,053,319,000","13,306,885,000","13,112,500,000",,,"12,313,918,000","11,750,900,000",,,"14,261,854,622","13,212,910,031.36","13,377,873,910.1","13,188,349,237.2",,"9,209,691,725",,,,"7,945,737,471",,,,"7,541,594,504.52",,,"5,966,722,922.1","7,156,972,898.19",,,,"5,150,859,338.58",,,,"2,962,551,143.1",,,,,,,,,,,
				OtherProperties,"1,742,353,000","33,095,000,000","3,540,219,000","1,784,807,000","1,791,818,000","1,766,182,000","1,709,397,000","1,755,092,000","1,529,746,000","1,450,691,000","1,404,699,000","1,404,759,000","1,223,903,000","1,215,118,000","1,249,616,000","1,212,365,000","1,198,294,000","1,130,686,000","1,122,740,000","1,065,324,000","1,009,378,000","971,189,000","936,228,000","905,915,000","847,911,000",,"805,160,000","785,562,000","922,038,000","938,871,000","941,649,000",,"1,281,959,000","1,100,354,000","1,037,491,000","245,706,000","278,310,000","186,717,000","217,900,000",,,"600,107,000","338,900,000",,,"325,356,039","259,581,520.64","503,768,951","435,840,456.8",,"201,813,402.5",,,,"79,251,895.59",,,,"31,011,923.04",,,"67,904,950.11","145,709,740.51",,,,"144,286,603.02",,,,"1,639,543.8",,,,,,,,,,,
				ConstructionInProgress,"6,181,436,000",,"5,427,000,000","5,102,393,000","4,586,805,000","4,337,166,000","3,646,999,000","3,274,665,000","3,297,666,000","3,490,516,000","3,570,964,000","3,495,965,000","4,250,913,000","4,276,234,000","5,815,999,000","5,506,044,000","18,426,234,000","15,466,993,000","15,425,960,000","13,179,475,000","11,968,193,000","10,683,802,000","8,832,906,000","7,326,740,000","6,095,224,000",,"4,057,731,000","4,528,711,000","4,286,872,000","4,038,260,000","3,763,255,000","24,637,266,000","1,638,083,000","1,339,276,000","1,269,547,000","1,384,214,000","1,197,640,000","1,018,825,000","1,010,800,000",,,"1,093,089,000","1,849,200,000",,,"1,736,813,243","1,752,654,658.56","1,286,452,232.8","1,315,985,995.8",,"1,597,728,710",,,,"1,062,436,794.93",,,,"554,846,756",,,"309,144,010.43","403,762,230.48",,,,"318,941,321.82",,,,"383,609,125.5",,,,,,,,,,,
			AccumulatedDepreciation,"-27,805,964,000",,"-26,151,332,000","-25,430,896,000","-24,946,896,000","-23,986,660,000","-22,962,417,000","-21,038,094,000","-20,279,246,000","-19,812,363,000","-19,020,889,000","-18,370,792,000","-17,561,040,000","-17,003,498,000","-16,506,793,000","-16,072,674,000","-15,838,447,000","-15,190,753,000","-14,731,645,000","-14,160,201,000","-13,685,714,000","-13,183,982,000","-12,285,854,000","-11,784,506,000","-11,263,322,000",,"-10,524,965,000","-10,121,342,000","-9,887,065,000","-9,449,297,000","-9,111,064,000","-8,965,129,000","-8,566,782,000","-8,165,890,000","-7,779,941,000","-8,010,772,000","-9,369,445,000","-6,018,225,000","-5,808,600,000",,,"-5,337,693,000","-5,159,500,000","-8,875,412,000","-7,362,255,740","-8,371,858,098","-8,214,123,407.36","-8,365,684,470.5","-8,193,261,737","-5,466,350,343.9","-5,462,368,895","-4,182,045,500","-3,871,577,220",,"-4,151,607,550.02","-3,117,517,672.5","-3,262,372,029","-3,736,640,587.33","-3,717,284,686.36","-2,496,422,070","-2,694,205,061.73","-2,528,814,394.47","-3,504,188,993.84","-1,735,608,000","-1,702,368,000","-2,018,969,619.63","-2,124,384,034.98","-1,632,491,347.32","-1,197,869,691.6","-973,798,315.2","-1,013,558,545.8","-1,161,423,711","-997,563,583.8","-971,391,729.42","-874,888,344.54","-807,041,208.71","-791,071,030.79","-764,537,245.6","-787,520,643.1","-1,127,331,000","-1,030,036,800","-1,031,149,566"
		GoodwillAndOtherIntangibleAssets,"2,747,568,000","2,728,000,000","2,729,517,000","2,740,982,000","2,748,203,000","2,739,662,000","2,712,622,000","2,727,497,000","2,747,582,000","2,785,911,000","2,780,955,000","2,809,087,000","2,818,208,000","2,834,887,000","2,833,739,000","2,887,604,000","2,835,664,000","2,811,820,000","2,843,382,000","2,835,728,000","2,844,365,000","2,851,273,000","2,912,630,000","2,910,171,000","2,928,559,000","2,926,210,000","2,940,966,000","2,973,317,000","3,000,515,000","2,985,428,000","3,016,692,000","3,033,806,000","3,018,210,000","3,048,959,000","3,079,182,000","3,649,344,000","3,542,451,000","2,333,681,000","2,336,000,000",,,"2,393,572,000","2,378,700,000","250,120,000",,"184,844,829","2,576,988,410.88","2,757,853,084","2,727,105,972.4","125,160,135.3","1,656,487,615",,,,"2,267,982,791.97",,,,"2,410,138,504.72",,,,"1,904,973,884.88",,,,"487,702,240.32",,,,"1,128,983,822.7",,,,,,,,,,,
			Goodwill,"2,058,874,000",,"2,058,874,000","2,058,874,000","2,058,874,000","2,058,874,000","2,058,874,000","2,058,874,000","2,058,874,000","2,058,874,000","2,058,874,000","2,058,874,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000","2,058,918,000",,"2,063,751,000",,"2,063,751,000",,,"2,063,707,000","2,063,707,000",,,,"2,080,700,000",,,,,,,,"2,404,602,337.28","2,581,589,696","2,600,967,818",,"1,527,300,765",,,,"2,267,982,791.97",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"688,694,000",,"670,643,000","682,108,000","689,329,000","680,788,000","653,748,000","668,623,000","688,708,000","727,037,000","722,081,000","750,213,000","759,290,000","775,969,000","774,821,000","828,686,000","776,746,000","752,902,000","784,464,000","776,810,000","785,447,000","792,355,000","853,712,000","851,253,000","869,641,000","867,292,000","882,048,000","2,973,317,000","936,764,000",,"952,941,000","3,033,806,000",,"985,252,000","1,015,475,000","3,649,344,000","3,542,451,000","2,333,681,000","255,300,000",,,"2,393,572,000","2,378,700,000","250,120,000",,"184,844,829","172,386,073.6","176,263,388","126,138,154.4","125,160,135.3","129,186,850",,,,,,,,"2,410,138,504.72",,,,"1,904,973,884.88",,,,"487,702,240.32",,,,"1,128,983,822.7",,,,,,,,,,,
		InvestmentsAndAdvances,"73,224,000","76,000,000","75,072,000","75,952,000","79,584,000","82,790,000","114,333,000","111,594,000","100,490,000","96,880,000","105,102,000","92,313,000","98,209,000","82,284,000","115,485,000","132,547,000","231,646,000","203,184,000","206,780,000","169,029,000","153,457,000","145,597,000","142,665,000","151,388,000","173,550,000","146,387,000","160,224,000","158,914,000","229,419,000","81,078,000","75,466,000","68,226,000","63,669,000","195,536,000","196,981,000","62,211,000","61,363,000","28,010,000","47,100,000","39,000,000","38,000,000","46,964,000","25,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,"69,393,000","72,548,000","104,418,000","101,258,000","100,490,000","96,880,000","105,102,000","92,313,000","98,209,000","82,284,000","78,028,000","86,354,000","196,463,000","169,592,000","167,769,000","126,535,000","120,181,000","122,975,000","121,886,000","119,796,000","118,446,000","117,773,000","125,735,000","120,279,000","147,617,000","31,012,000","29,870,000","28,415,000","28,285,000",,"160,790,000","34,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinSubsidiariesatCost,,,,,,,,,,,"105,102,000","92,313,000",,,"73,964,000","82,290,000","190,103,000","163,212,000","161,389,000","120,024,000","113,670,000","116,465,000","115,385,000","113,297,000","111,497,000","110,824,000","86,842,000","87,187,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,945,000","33,092,000",,"31,012,000","29,870,000","28,415,000","28,285,000",,"160,790,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,"69,393,000","72,548,000","104,418,000",,"100,490,000","96,880,000",,,"98,209,000","82,284,000","4,064,000","4,064,000","6,360,000","6,380,000","6,380,000","6,511,000","6,511,000","6,510,000","6,501,000","6,499,000","6,949,000","6,949,000","6,948,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"10,236,000","76,000,000","9,480,000","9,998,000","10,191,000","10,242,000","9,915,000","10,336,000",,,,,,,"37,457,000","46,193,000","35,183,000","33,592,000","39,011,000","42,494,000","33,276,000","22,622,000","20,779,000","31,592,000","55,104,000","28,614,000","34,489,000","28,481,000","71,317,000","39,295,000","34,752,000","30,793,000","26,025,000",,"28,706,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"10,236,000","65,000,000","9,480,000","9,998,000","10,191,000","10,242,000","9,915,000","10,336,000",,,,,,,"37,457,000","46,193,000","35,183,000","33,592,000","39,011,000","42,494,000","33,276,000","22,622,000","20,779,000","31,592,000","55,104,000","28,614,000","34,489,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,"11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,706,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"62,988,000",,"65,592,000","65,954,000",,,,,,,,,,,,,,,,,,,,,,,,"10,154,000","10,485,000","10,771,000","10,844,000","9,018,000","9,359,000",,"7,485,000","27,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"89,000","17,000,000","18,218,000","46,664,000","107,265,000","93,276,000","68,859,000","32,666,000","16,177,000","14,820,000","30,321,000","29,308,000",,,,"12,280,000",,"53,067,000",,"39,350,000","81,502,000","63,851,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"2,278,534,000","2,577,000,000","2,932,174,000","1,782,088,000","1,208,861,000","1,272,744,000","1,209,316,000","1,137,729,000","1,375,961,000","1,385,233,000","1,357,408,000","1,299,560,000","1,335,306,000","1,893,829,000","1,849,281,000","1,766,568,000","1,581,929,000","1,736,499,000","1,687,566,000","1,300,884,000","1,308,533,000","1,401,274,000","1,760,385,000","1,909,759,000","1,895,798,000","1,903,706,000","1,910,782,000","2,037,604,000","2,015,663,000","1,887,087,000","1,798,005,000","1,628,129,000","1,465,309,000","1,366,005,000","1,667,878,000","1,921,288,000","159,677,000",,"1,419,300,000",,,"163,125,000","1,414,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,735,180,000","154,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,,,,,,,"0",,,,,,"322,486,000","310,212,000","308,321,000","144,633,000","142,903,000","141,299,000","139,835,000","138,501,000","137,245,000","136,013,000","133,649,000","132,479,000","131,330,000","128,736,000","127,627,000","150,861,000","166,406,000","59,327,000","58,169,000","57,020,000","55,892,000","54,801,000","53,742,000","99,939,000",,,"100,700,000",,,"47,392,000","45,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,870,768,000","1,116,000,000","1,099,924,000","1,104,158,000","1,605,639,000","1,976,537,000","852,366,000","1,165,726,000","918,737,000","1,026,328,000","1,182,197,000","1,653,115,000","1,437,580,000","1,550,792,000","2,363,688,000","3,226,507,000","3,593,693,000","1,674,816,000","2,268,809,000","870,206,000","1,244,949,000","705,573,000","2,653,606,000","2,480,208,000","2,636,091,000","2,060,149,000","2,055,621,000","2,041,628,000","1,936,226,000","1,463,193,000","1,237,144,000","1,112,131,000","1,100,714,000","1,122,070,000","1,136,685,000","635,952,000","647,602,000","66,581,000","1,045,000,000","730,000,000","735,000,000","2,199,655,000","762,700,000","619,528,000","354,307,560","404,549,296","395,467,754.24","538,279,582.4","544,140,989.8","372,590,180.4","376,089,832.5","396,087,089.5","428,965,530","309,842,580","292,417,802.67","269,748,022.5","266,948,451","282,800,640.01","303,880,192.44","151,558,270","165,312,274.14","165,165,594.4","165,328,896.51","164,278,189.88","122,003,040","146,193,371.52","216,665,302.56","129,156,702.6","131,584,357.8","96,936,715.2","96,245,401.2","60,762,449","41,769,137.1","43,147,852.1",,,,,,,,
			NonCurrentDeferredTaxesAssets,"1,870,768,000","1,116,000,000","1,099,924,000","1,104,158,000","1,605,639,000","1,976,537,000","852,366,000","1,165,726,000","918,737,000","1,026,328,000","1,182,197,000","1,653,115,000","1,437,580,000","1,550,792,000","2,363,688,000","3,226,507,000","3,593,693,000","1,674,816,000","2,268,809,000","870,206,000","1,244,949,000","705,573,000","2,653,606,000","2,480,208,000","2,636,091,000","2,060,149,000","2,055,621,000","2,041,628,000","1,936,226,000","1,463,193,000","1,237,144,000","1,112,131,000","1,100,714,000","1,122,070,000",,"373,337,000","368,143,000",,"973,400,000","636,000,000","637,000,000","2,097,185,000","654,500,000","619,528,000","354,307,560","404,549,296","395,467,754.24","538,279,582.4","544,140,989.8","372,590,180.4","376,089,832.5","396,087,089.5","428,965,530","309,842,580","292,417,802.67","269,748,022.5","266,948,451","282,800,640.01","303,880,192.44","151,558,270","165,312,274.14","165,165,594.4","165,328,896.51","164,278,189.88","122,003,040","146,193,371.52","216,665,302.56","129,156,702.6","131,584,357.8","96,936,715.2","96,245,401.2","60,762,449","41,769,137.1","43,147,852.1",,,,,,,,
		NonCurrentPrepaidAssets,"4,029,983,000","24,000,000","196,274,000","200,930,000","289,045,000","294,602,000","331,645,000","336,201,000","297,409,000","297,347,000","295,012,000","294,853,000","334,521,000","349,061,000","364,388,000","412,139,000","394,432,000","385,527,000","395,565,000","299,933,000","261,115,000","288,780,000","326,624,000","183,015,000","179,809,000","177,475,000","179,618,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"74,911,000","4,213,000,000","64,950,000","63,054,000","57,526,000","73,550,000","87,793,000","39,802,000","39,734,000","39,650,000","426,065,000","410,357,000","358,496,000","69,398,000","69,523,000","63,199,000","124,962,000","125,270,000","147,233,000","143,932,000","188,258,000","162,597,000","177,178,000","345,298,000","339,322,000","366,746,000","325,083,000","321,264,000","315,742,000","422,255,000","426,890,000","201,402,000","200,535,000","218,924,000","250,195,000","222,483,000","2,194,920,000","7,232,000","103,800,000","1,790,000,000","1,793,000,000","142,525,000","89,700,000","3,998,072,000","3,996,333,920","4,295,576,010","2,918,658,961.92","1,408,222,745.3","1,411,092,976.2","3,045,034,617.6","1,623,167,302.5","3,125,167,096","3,793,187,580","3,753,022,800","1,245,920,309.13","3,721,624,582.5","3,729,623,310","3,678,530,866.78","1,448,681,241.16","4,472,398,760","3,967,914,138","7,474,446,779.83","2,683,917,851.82","4,605,557,320.56","5,260,317,120","5,107,926,964.44","2,284,914,871.98","6,165,727,030.1","2,548,525,776","2,212,187,944.8","866,097,140.4","2,464,505,673","768,801,576.9","796,938,446.82","953,862,789.32","958,465,477.31","971,421,470.85","853,083,218.4","729,191,310.6","941,377,500","960,554,400","1,000,884,105"
TotalLiabilitiesNetMinorityInterest,"59,258,763,000","55,810,000,000","54,242,888,000","53,152,863,000","54,379,468,000","53,307,552,000","45,473,049,000","47,259,044,000","46,183,927,000","48,832,116,000","47,530,727,000","50,101,141,000","48,708,969,000","47,721,612,000","53,212,853,000","58,623,583,000","58,137,147,000","47,870,733,000","50,558,385,000","43,527,401,000","41,484,627,000","38,131,100,000","40,664,749,000","37,610,633,000","35,740,333,000","33,393,141,000","32,499,778,000","32,340,473,000","31,757,515,000","29,525,769,000","27,402,943,000","26,842,413,000","24,004,818,000","23,916,669,000","24,069,205,000","23,354,958,000","24,305,605,000","18,134,992,000","17,604,800,000","16,447,000,000","17,229,000,000","18,726,682,000","19,022,100,000","16,540,628,000","14,611,196,900","14,607,666,284","14,535,803,110.4","12,067,752,962.3","12,760,282,967","11,380,080,852.9","11,941,673,727.5","11,772,704,721.5","10,752,445,620","10,591,379,460","10,926,973,313.34","10,444,092,615","10,784,026,512","10,377,947,552.07","10,505,079,102.64","12,147,538,320","12,579,975,306.99","13,877,378,870.38","11,170,697,339.88","10,854,639,958.68","10,072,344,000","12,149,366,902.17","11,284,015,187.34","8,381,555,578.52","3,742,045,276.6","3,135,532,134.4","3,104,982,446.7","3,619,833,466.5","1,563,377,870.7","1,609,906,331.52","1,422,450,604.67","1,548,030,170.72","1,440,589,933.23","1,423,467,936.8","1,476,727,803.4","1,426,288,500","1,395,128,800","1,462,653,624"
	CurrentLiabilities,"26,577,853,000","25,323,000,000","22,490,500,000","22,766,078,000","24,288,190,000","23,078,961,000","18,108,847,000","18,564,423,000","20,779,292,000","22,634,484,000","21,443,215,000","22,942,911,000","13,396,773,000","12,511,969,000","14,469,872,000","16,682,229,000","15,628,304,000","14,108,792,000","16,340,205,000","14,083,292,000","12,801,654,000","12,596,812,000","13,594,801,000","13,829,604,000","14,793,269,000","13,336,665,000","12,546,857,000","12,479,967,000","12,215,564,000","11,257,468,000","9,061,588,000","9,597,658,000","8,440,621,000","8,337,790,000","8,462,150,000","8,302,334,000","8,311,646,000","7,420,996,000","7,306,500,000","6,021,000,000","6,551,000,000","6,975,414,000","7,605,200,000","6,056,752,000","5,193,318,920","5,203,325,945","5,922,412,404.48","4,964,682,033.5","5,308,452,214","5,450,317,306.5","5,493,592,960","5,117,242,173.5","3,921,659,490","4,235,242,590","4,441,426,508.82","4,061,213,640","4,064,664,933","4,178,164,998.84","4,537,900,116.84","5,464,676,490","5,183,141,058.84","5,528,090,128.08","4,784,892,875.48","5,222,892,837.4","4,868,772,480","6,193,110,645.51","5,315,160,083.88","1,663,331,110.22","1,154,946,892.2","781,642,908.8","909,633,298.5","2,193,342,178.5","552,016,487.1","576,587,800.22","491,220,188.58","465,370,615.6","354,325,748.84","445,408,841.6","482,920,101.7","376,164,000","418,132,000","405,486,381"
		PayablesAndAccruedExpenses,"11,501,295,000","11,333,000,000","10,401,160,000","10,793,090,000","11,458,152,000","10,262,150,000","7,312,375,000","6,864,889,000","6,904,222,000","6,897,217,000","6,895,637,000","8,211,016,000","10,169,671,000","9,227,776,000","11,586,680,000","14,140,041,000","12,995,122,000","11,869,151,000","14,182,019,000","12,018,008,000","10,898,651,000","10,880,709,000","11,663,733,000","10,691,426,000","11,212,577,000","10,031,814,000","10,127,683,000","10,501,370,000","10,243,462,000","9,555,573,000","7,301,567,000","7,790,416,000","6,463,935,000","6,579,430,000","1,043,365,000","947,867,000","462,300,000","1,199,846,000","1,444,400,000","5,761,000,000","4,358,000,000","4,860,036,000","112,500,000","4,232,800,000","3,624,470,580","2,861,215,636","2,967,655,991.04","2,741,093,075","2,790,221,336","3,212,937,176.7","3,014,796,285","2,731,022,829.5","2,678,312,700","2,622,751,980","2,578,590,166.74","2,526,960,645","2,728,568,367","2,285,731,774.27","2,039,440,314","1,815,839,650","1,501,751,537.07","1,448,123,517.1","1,077,530,210.24",,,"2,105,694,558.06","1,601,184,479.7","564,122,663.56","365,833,223.2","122,028,790.4","245,664,505.5","60,645,966.5","51,696,171.6","52,963,826.08","80,109,280.76","129,088,543.76","42,822,522.98","126,496,991.2","66,284,068.3","82,237,500","64,355,200","55,929,156"
