name,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
			Payables,"10,880,014,000","10,823,000,000","9,967,190,000","10,147,694,000","10,852,772,000","9,766,400,000","6,938,066,000","6,234,372,000","6,345,644,000","6,420,250,000","6,519,427,000","7,648,561,000","9,661,751,000","8,815,485,000","10,911,631,000","13,534,982,000","12,442,446,000","11,403,246,000","13,552,867,000","11,484,635,000","10,408,040,000","10,443,930,000","11,172,917,000","10,232,611,000","10,882,701,000","9,606,229,000","9,778,507,000","10,501,370,000","10,243,462,000","9,555,573,000","7,301,567,000","7,790,416,000","6,463,935,000","6,172,775,000","1,043,365,000","947,867,000","462,300,000","901,635,000","1,444,400,000","4,089,000,000","4,185,000,000","4,646,233,000","105,900,000","4,232,800,000","3,624,470,580","2,861,215,636","2,967,655,991.04","2,741,093,075","2,790,221,336","3,212,937,176.7","3,014,796,285","2,731,022,829.5","2,678,312,700","2,622,751,980","2,578,590,166.74","2,526,960,645","2,728,568,367","2,285,731,774.27","2,039,440,314","1,815,839,650","1,501,751,537.07","1,448,123,517.1","1,077,530,210.24",,,"2,105,694,558.06","1,601,184,479.7","564,122,663.56","365,833,223.2","122,028,790.4","175,057,296.3","60,645,966.5","51,696,171.6","52,963,826.08","80,109,280.76","129,088,543.76","42,822,522.98","126,496,991.2","66,284,068.3","82,237,500","64,355,200","55,929,156"
				AccountsPayable,"9,099,873,000","9,115,000,000","8,246,622,000","8,341,252,000","9,383,368,000","8,257,968,000","5,667,901,000","5,058,796,000","4,810,718,000","5,257,693,000","5,070,441,000","6,545,136,000","7,165,374,000","7,781,968,000","9,046,935,000","11,698,695,000","11,420,841,000","10,818,154,000","12,802,587,000","10,852,410,000","9,566,665,000","9,766,021,000","10,421,687,000","9,715,114,000","9,843,702,000","8,701,681,000","8,897,597,000","9,016,995,000","8,838,558,000","8,944,232,000","6,847,340,000","7,059,949,000","5,757,350,000","5,214,749,000","233,322,000","350,025,000",,"1,908,000","270,000,000","3,927,000,000","4,181,000,000","4,537,890,000",,"4,232,800,000","3,624,470,580","2,861,215,636","2,967,655,991.04","2,741,093,075","2,790,221,336","3,212,937,176.7","3,014,796,285","2,731,022,829.5","2,678,312,700","2,622,751,980","2,578,590,166.74","2,526,960,645","2,728,568,367","2,285,731,774.27","2,039,440,314","1,815,839,650","1,501,751,537.07","1,448,123,517.1","1,077,530,210.24",,,"2,105,694,558.06","1,601,184,479.7","564,122,663.56","365,833,223.2","122,028,790.4","175,057,296.3","60,645,966.5","51,696,171.6","52,963,826.08","80,109,280.76","129,088,543.76","42,822,522.98","126,496,991.2","66,284,068.3","82,237,500","64,355,200","55,929,156"
				TotalTaxPayable,"486,950,000","436,000,000","532,267,000","501,273,000","943,146,000","1,049,785,000","962,611,000","894,769,000","1,327,355,000","947,680,000","1,048,893,000","624,080,000","1,047,290,000","594,574,000","811,383,000","744,660,000","719,384,000","315,735,000","342,293,000","203,392,000","674,058,000","524,644,000","445,424,000","398,289,000","425,640,000","352,837,000","342,789,000","472,937,000","660,258,000","434,941,000","329,987,000","586,275,000","535,738,000","396,765,000","390,062,000","593,025,000","457,012,000","899,727,000","1,171,500,000","158,000,000",,"101,587,000","105,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"37,597,000",,"51,714,000","419,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"671,313,000","671,000,000","674,807,000","672,395,000","4,986,000","5,100,000","5,229,000","3,850,000","2,559,000","2,560,000","3,052,000","3,083,000","1,002,082,000","2,050,000","753,664,000","753,668,000","4,291,000","4,331,000","215,882,000","215,888,000","4,506,000","4,533,000","131,799,000","4,050,000","4,102,000","4,111,000","5,369,000","487,401,000","487,402,000","4,825,000","4,838,000","4,868,000","4,877,000","421,325,000","419,981,000",,"5,288,000",,"2,900,000","4,000,000","4,000,000","6,756,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"621,878,000","601,000,000","513,494,000","632,774,000","521,272,000","453,547,000","302,325,000","276,957,000","205,012,000","212,317,000","397,041,000","476,262,000","447,005,000","436,893,000","299,649,000","337,959,000","297,930,000","265,026,000","192,105,000","212,945,000","162,811,000","148,732,000","174,007,000","115,158,000","609,257,000","547,600,000","532,752,000","524,037,000","257,244,000","171,575,000","119,402,000","139,324,000","165,970,000","139,936,000",,"4,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"621,281,000","510,000,000","433,970,000","645,396,000","605,380,000","495,750,000","374,309,000","630,517,000","558,578,000","476,967,000","376,210,000","562,455,000","507,920,000","412,291,000","675,049,000","605,059,000","552,676,000","465,905,000","629,152,000","533,373,000","490,611,000","436,779,000","490,816,000","458,815,000","329,876,000","425,585,000","349,176,000",,,,,,,"406,655,000",,,,"298,211,000",,"1,672,000,000","173,000,000","213,803,000","6,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,607,209.2",,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,672,000,000",,,"6,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"121,860,000","119,000,000","135,337,000","191,536,000","116,052,000","108,802,000","119,888,000","178,676,000","82,045,000","78,875,000","83,441,000","112,891,000","71,665,000","69,609,000","71,512,000","93,942,000","54,377,000","50,670,000","51,955,000","88,547,000","92,876,000","92,616,000","105,856,000","52,150,000","48,634,000","35,185,000","52,264,000","12,439,000","14,171,000","15,773,000","23,629,000","21,903,000","24,365,000","32,927,000","32,602,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,"336,357,000",,,"158,137,000","187,662,000","174,415,000","160,645,000",,"314,950,000","256,403,000","303,241,000","242,102,000","289,549,000","257,512,000",,"360,368,000","333,282,000",,,,,,,"218,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"13,867,311,000","10,216,000,000","11,322,234,000","11,269,760,000","12,083,444,000","12,125,625,000","10,187,911,000","10,903,414,000","13,160,481,000","14,412,145,000","12,922,673,000","13,032,254,000","2,949,986,000","3,109,326,000","2,653,721,000","2,270,806,000","2,376,235,000","2,007,895,000","1,908,291,000","1,445,004,000","1,332,501,000","1,356,258,000","1,274,549,000","2,507,862,000","2,796,159,000","2,383,219,000","1,836,028,000","1,287,755,000","1,385,407,000","1,243,609,000","1,391,779,000","1,399,317,000","1,651,377,000","1,630,025,000","1,724,185,000","1,731,405,000","1,301,666,000","1,361,371,000","1,820,800,000","74,000,000","1,851,000,000","2,025,678,000","2,146,300,000","1,273,688,000",,"1,384,790,996","1,179,902,730.24","1,243,194,229.2","1,510,485,305.8","1,842,809,835.9","1,807,221,245","2,044,775,774","942,853,170","1,010,261,370","903,734,529.6","1,082,509,312.5","880,257,861","1,168,476,615.11","1,781,071,366.96","2,888,185,900","3,299,131,495.86","2,906,708,873.13","3,063,078,237.71","3,140,102,491.12","2,051,353,440","3,116,385,422.82","2,567,020,826.88","1,003,087,133.5","692,221,055.2","583,646,220.8","515,727,094.8","1,804,588,306","423,305,203.5","452,814,300.35","346,704,091.23","267,752,174.58","250,601,567.83","261,086,800","307,304,288.1","242,262,000","297,377,600","276,459,942"
			CurrentDebt,"13,475,108,000","9,923,000,000","11,036,137,000","11,269,760,000","12,083,444,000","12,125,625,000","10,187,911,000","10,903,414,000","13,160,481,000","14,412,145,000","12,922,673,000","13,032,254,000","2,949,986,000","3,109,326,000","2,653,721,000","2,270,806,000","2,376,235,000","2,007,895,000","1,908,291,000","1,445,004,000","1,332,501,000","1,356,258,000","1,274,549,000","2,507,862,000","2,796,159,000","2,383,219,000","1,836,028,000","1,287,755,000","1,385,407,000","1,243,609,000","1,391,779,000","1,399,317,000","1,651,377,000","1,630,025,000","1,724,185,000","1,731,405,000","1,301,666,000","1,361,371,000","1,820,800,000","74,000,000","1,851,000,000","2,025,678,000","2,146,300,000","1,273,688,000",,"1,384,790,996","1,179,902,730.24","1,243,194,229.2","1,510,485,305.8","1,842,809,835.9","1,807,221,245","2,044,775,774","942,853,170","1,010,261,370","903,734,529.6","1,082,509,312.5","880,257,861","1,168,476,615.11","1,781,071,366.96","2,888,185,900","3,299,131,495.86","2,906,708,873.13","3,063,078,237.71","3,140,102,491.12","2,051,353,440","3,116,385,422.82","2,567,020,826.88","1,003,087,133.5","692,221,055.2","583,646,220.8","515,727,094.8","1,804,588,306","423,305,203.5","452,814,300.35","346,704,091.23","267,752,174.58","250,601,567.83","261,086,800","307,304,288.1","242,262,000","297,377,600","276,459,942"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,"74,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,424,367.38","513,240.2",,,"259,714,559","221,736,378.9","216,440,710.78",,,,,,,,
				OtherCurrentBorrowings,"13,475,108,000","9,923,000,000","11,036,137,000","11,269,760,000","12,083,444,000","12,125,625,000","10,187,911,000","10,903,414,000","13,160,481,000","14,412,145,000","12,922,673,000","13,032,254,000","2,949,986,000","3,109,326,000","2,653,721,000","2,270,806,000","2,376,235,000","2,007,895,000","1,908,291,000","1,445,004,000","1,332,501,000","1,356,258,000","1,274,549,000","2,507,862,000","2,796,159,000","2,383,219,000","1,836,028,000","1,287,755,000","1,385,407,000","1,243,609,000","1,391,779,000","1,399,317,000","1,651,377,000","1,630,025,000","1,724,185,000","1,731,405,000",,,"1,820,800,000",,,,"2,146,300,000",,,,,,,,,,,,,,,,,,,,,,,,,"989,662,766.12","691,707,815",,,"1,544,873,747","201,568,824.6","236,373,589.57",,,,,,,,
			CurrentCapitalLeaseObligation,"392,203,000","293,000,000","286,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"638,418,000","502,000,000","280,399,000","153,264,000","186,523,000","201,239,000","224,299,000","353,222,000","335,124,000","219,267,000","219,846,000","203,216,000","184,987,000","72,532,000","114,344,000","119,680,000","125,864,000","111,468,000","115,191,000","99,750,000","408,765,000","213,829,000","297,403,000","274,216,000","464,263,000","477,261,000","237,504,000","109,944,000","102,670,000","27,292,000","19,119,000","24,834,000","17,486,000","46,906,000","50,344,000","46,688,000",,,"29,800,000",,,"89,700,000","49,000,000",,,"54,817,366",,"14,400,448.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,000",,,,,,,,,,"54,817,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"638,418,000","502,000,000","280,399,000","153,264,000","186,523,000","201,239,000","224,299,000","353,222,000","335,124,000","219,267,000","219,846,000","203,216,000","184,987,000","72,532,000","114,344,000","119,680,000","125,864,000","111,468,000","115,191,000","99,750,000","408,765,000","213,829,000","297,403,000","274,216,000","464,263,000","477,261,000","237,504,000","109,944,000","102,670,000","27,292,000","19,119,000","24,834,000","17,486,000","46,906,000","50,344,000","46,639,000",,,"29,800,000",,,"89,700,000","49,000,000",,,,,"14,400,448.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"448,969,000","3,153,000,000","351,370,000","358,428,000","444,019,000","381,145,000","264,374,000","264,222,000","297,420,000","1,026,980,000","1,321,618,000","1,383,534,000","20,464,000","32,726,000","43,615,000","57,760,000","76,706,000","69,608,000","82,749,000","95,626,000","68,861,000","53,400,000","95,123,000","116,288,000","97,221,000","248,541,000","293,378,000","253,509,000","213,451,000","111,980,000","83,392,000","71,639,000","25,946,000","48,502,000","5,251,286,000","5,243,092,000","6,547,680,000","4,859,779,000","4,011,500,000","186,000,000","342,000,000",,"5,079,300,000","550,264,000","1,568,848,340","902,501,947","1,774,853,683.2","965,994,281","1,007,745,572.2","394,570,293.9","671,575,430","341,443,570","300,493,620","602,229,240","959,101,812.48","451,743,682.5","455,838,705","723,956,609.46","717,388,435.88","760,650,940","382,258,025.91","1,173,257,737.85","644,284,427.53","2,082,790,346.28","2,817,419,040","971,030,664.63","1,146,954,777.3","96,121,313.16","96,892,613.8","75,967,897.6","148,241,698.2","328,107,906","77,015,112","70,809,673.79","64,406,816.59","68,529,897.26","60,901,658.03","57,825,050.4","109,331,745.3","51,664,500","56,399,200","73,097,283"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"32,680,910,000","30,487,000,000","31,752,388,000","30,386,785,000","30,091,278,000","30,228,591,000","27,364,202,000","28,694,621,000","25,404,635,000","26,197,632,000","26,087,512,000","27,158,230,000","35,312,196,000","35,209,643,000","38,742,981,000","41,941,354,000","42,508,843,000","33,761,941,000","34,218,180,000","29,444,109,000","28,682,973,000","25,534,288,000","27,069,948,000","23,781,029,000","20,947,064,000","20,056,476,000","19,952,921,000","19,860,506,000","19,541,951,000","18,268,301,000","18,341,355,000","17,244,755,000","15,564,197,000","15,578,879,000","15,607,055,000","15,052,624,000","15,993,959,000","10,713,996,000","10,298,300,000","10,426,000,000","10,678,000,000","11,751,268,000","11,416,900,000","10,483,876,000","9,417,877,980","9,404,340,339","8,613,390,705.92","7,103,070,928.8","7,451,830,753","5,929,763,546.4","6,448,080,767.5","6,655,462,548","6,830,786,130","6,356,136,870","6,485,546,804.52","6,382,878,975","6,719,361,579","6,199,782,553.23","5,967,178,985.8","6,682,861,830","7,396,834,248.15","8,349,288,742.3","6,385,804,464.4","5,631,747,121.28","5,203,571,520","5,956,256,256.66","5,968,855,103.46","6,718,224,468.3","2,587,098,384.4","2,353,889,225.6","2,195,349,148.2","1,426,491,288","1,011,361,383.6","1,033,318,531.3","931,230,416.09","1,082,659,555.12","1,086,264,184.39","978,059,095.2","993,807,701.7","1,050,124,500","976,996,800","1,057,167,243"
		LongTermProvisions,"1,299,524,000","1,213,000,000","1,218,781,000","413,493,000","1,226,680,000","1,270,680,000","1,348,904,000","1,327,641,000","1,270,850,000","1,222,982,000","1,207,809,000","1,191,482,000","793,459,000","683,348,000","671,399,000","653,972,000","482,717,000","476,169,000","513,400,000","505,677,000","452,830,000","453,609,000","449,694,000","378,097,000","324,825,000","365,322,000","362,919,000","336,472,000","316,795,000","301,390,000","298,094,000","349,895,000","342,144,000","364,033,000","362,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"28,859,404,000","3,928,000,000","28,609,100,000","26,611,327,000","26,491,508,000","26,707,367,000","23,411,155,000","24,219,381,000","20,145,707,000","21,065,439,000","21,232,154,000","22,357,123,000","32,222,940,000","32,508,702,000","35,737,958,000","38,884,211,000","39,580,102,000","31,373,284,000","31,603,885,000","27,261,242,000","25,368,003,000","21,929,798,000","22,059,348,000","18,955,548,000","16,157,485,000","15,723,502,000","15,675,610,000","15,734,911,000","15,307,550,000","13,513,198,000","13,772,135,000","12,829,860,000","10,655,643,000","10,906,805,000","11,004,301,000","11,685,092,000","13,081,859,000","8,449,120,000","7,939,300,000","8,172,000,000","8,732,000,000","10,125,367,000","9,839,800,000","9,042,800,000","7,888,929,140","7,962,078,284","7,201,306,261.76","5,554,486,306.6","5,792,814,318.2","4,397,713,636.2","4,906,114,800","4,852,436,264","5,038,711,860","4,682,550,540","4,454,016,774.9","4,354,579,845","5,014,696,617","4,430,966,979.53","4,220,216,484.52","4,955,669,470","5,722,838,464.41","5,730,736,498.32","4,739,079,261.05","4,162,450,812.8","3,818,978,880","4,637,212,298.04","4,940,112,615.06","3,389,187,081.16","2,446,651,713.2","2,208,785,364.8","2,136,244,290.9","1,286,000,450.5","925,433,061.9","983,719,068.6","857,664,966.17","1,002,502,766.43","1,010,507,097.15","891,465,597.6","937,466,153.7","1,022,841,000","957,195,200","1,038,583,188"
			LongTermDebt,"27,469,283,000","2,214,000,000","27,045,157,000","26,611,327,000","26,491,508,000","26,707,367,000","23,411,155,000","24,219,381,000","20,145,707,000","21,065,439,000","21,232,154,000","22,357,123,000","32,222,940,000","32,508,702,000","35,737,958,000","38,884,211,000","39,580,102,000","31,373,284,000","31,603,885,000","27,261,242,000","25,368,003,000","21,929,798,000","22,059,348,000","18,955,548,000","16,157,485,000","15,723,502,000","15,675,610,000","15,734,911,000","15,307,550,000","13,513,198,000","13,772,135,000","12,829,860,000","10,655,643,000","10,906,805,000","11,004,301,000","11,685,092,000","13,081,859,000","8,449,120,000","7,939,300,000","8,172,000,000","8,732,000,000","10,125,367,000","9,839,800,000","9,042,800,000","7,888,929,140","7,962,078,284","7,201,306,261.76","5,554,486,306.6","5,792,814,318.2","4,397,713,636.2","4,906,114,800","4,852,436,264","5,038,711,860","4,682,550,540","4,454,016,774.9","4,354,579,845","5,014,696,617","4,430,966,979.53","4,220,216,484.52","4,955,669,470","5,722,838,464.41","5,730,736,498.32","4,739,079,261.05","4,162,450,812.8","3,818,978,880","4,637,212,298.04","4,940,112,615.06","3,389,187,081.16","2,446,651,713.2","2,208,785,364.8","2,136,244,290.9","1,286,000,450.5","925,433,061.9","983,719,068.6","857,664,966.17","1,002,502,766.43","1,010,507,097.15","891,465,597.6","937,466,153.7","1,022,841,000","957,195,200","1,038,583,188"
			LongTermCapitalLeaseObligation,"1,390,121,000","1,714,000,000","1,563,943,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"305,082,000","525,000,000","529,952,000","988,661,000","292,852,000","267,227,000","815,199,000","1,005,493,000","1,277,498,000","1,100,922,000","924,043,000","673,478,000","884,180,000","658,907,000","699,716,000","762,357,000","874,583,000","748,868,000","787,611,000","691,892,000","957,672,000","950,699,000","2,546,333,000","2,417,660,000","2,427,727,000","2,385,261,000","2,343,611,000","2,300,998,000","2,283,954,000","2,345,308,000","2,157,502,000","1,986,393,000","2,524,881,000","2,267,775,000","2,200,538,000","1,218,728,000","1,007,054,000","742,527,000","848,800,000","550,000,000",,"17,170,000","23,300,000","9,620,000",,"71,398,143","64,494,327.04","54,849,277","56,039,330.2","18,123,051","17,258,322.5","13,225,475.5",,"87,279,600","10,393,040.49","115,789,905","94,347,225","9,114,936.18","9,301,452.08",,"10,859,164.8","9,532,348.12","9,760,530.11","9,910,321.68",,"10,216,984.29","59,872,515.48",,,,"57,384,033","50,910,618",,,"29,154,755.28",,,,"21,721,717.5",,,
			NonCurrentDeferredTaxesLiabilities,"305,082,000","275,000,000","529,952,000","988,661,000","292,852,000","267,227,000","815,199,000","1,005,493,000","1,248,698,000","1,025,736,000","808,828,000","510,523,000","662,848,000","658,907,000","699,716,000","731,241,000","824,301,000","695,057,000","706,408,000","603,490,000","856,568,000","842,295,000","2,393,698,000","2,254,591,000","2,248,056,000","2,196,467,000","2,138,622,000","2,087,785,000","2,055,610,000","2,117,716,000","1,938,971,000","1,800,953,000","2,368,771,000","2,267,775,000","2,200,538,000","1,218,728,000","1,007,054,000","742,527,000","848,800,000","550,000,000",,,"23,300,000","9,620,000",,"71,398,143","64,494,327.04","54,849,277","56,039,330.2","18,123,051","17,258,322.5","13,225,475.5",,"87,279,600","10,393,040.49","115,789,905","94,347,225","9,114,936.18","9,301,452.08",,"10,859,164.8","9,532,348.12","9,760,530.11","9,910,321.68",,"10,216,984.29","59,872,515.48",,,,"57,384,033","50,910,618",,,"29,154,755.28",,,,"21,721,717.5",,,
			NonCurrentDeferredRevenue,,"250,000,000",,,,,,,"28,800,000","75,186,000","115,215,000","162,955,000","221,332,000",,,"31,116,000","50,282,000","53,811,000","81,203,000","88,402,000","101,104,000","108,404,000","152,635,000","163,069,000","179,671,000","188,794,000","204,989,000","213,213,000","228,344,000","227,592,000","218,531,000","185,440,000","156,110,000",,,,,,,,,"17,170,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"239,943,000","225,000,000","165,882,000","273,091,000","484,929,000","457,599,000","455,475,000","201,088,000","440,259,000","467,772,000","384,802,000","318,575,000","297,663,000","260,751,000","343,108,000","301,366,000","279,285,000","231,373,000","332,379,000","321,739,000","1,143,911,000","1,556,242,000","1,565,205,000","1,510,757,000","1,536,837,000","1,426,812,000","1,431,716,000","1,189,614,000","1,472,613,000","1,904,936,000","1,893,725,000","1,871,472,000","1,860,566,000","0","1,583,569,000","1,440,335,000",,,"1,218,500,000",,,"1,246,994,000","1,231,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DuetoRelatedPartiesNonCurrent,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,"36,961,000","44,833,000","68,708,000","41,223,000","29,538,000","31,386,000","651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"214,508,000","207,000,000","206,319,000","384,124,000","197,866,000","210,411,000","196,469,000","193,775,000","171,131,000","171,318,000","161,160,000","162,136,000","141,912,000","138,501,000","148,981,000","154,707,000","99,310,000","76,820,000","76,613,000","69,176,000","278,831,000","276,502,000","53,328,000","49,968,000","49,630,000","45,809,000","29,295,000","16,546,000","150,799,000","149,921,000","149,575,000","108,756,000","104,613,000","122,796,000","123,517,000","24,058,000","24,058,000","23,208,000","23,200,000",,,"18,279,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"214,508,000","207,000,000","206,319,000","206,373,000","197,866,000","210,411,000","196,469,000","193,775,000","171,131,000","171,318,000","161,160,000","162,136,000","141,912,000","138,501,000","148,981,000","154,707,000","99,310,000","76,820,000","76,613,000","69,176,000","278,831,000","276,502,000","44,054,000","40,393,000","39,787,000","35,242,000","18,890,000","16,546,000","150,799,000","149,921,000","149,575,000","108,756,000","104,613,000","122,796,000","123,517,000","24,058,000","24,058,000","23,208,000","23,200,000",,,"18,279,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"282,630,000","127,000,000","121,962,000","161,694,000","256,633,000","205,127,000","5,570,000",,"761,973,000","840,485,000","799,004,000","861,302,000","972,042,000","959,434,000","1,141,819,000","1,184,741,000","1,192,846,000","855,427,000","904,292,000","594,383,000","481,726,000","367,438,000","396,040,000","359,229,000","340,790,000",,,,,"1,374,000","10,278,000","14,025,000","12,877,000",,"34,433,000",,"60,168,000",,,"50,000,000","36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,,"102,033,000","95,396,000",,,,,,,,,,,,"109,770,000","109,770,000","109,770,000","109,770,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"1,479,819,000","24,262,000,000","900,392,000","1,554,395,000","1,140,810,000","1,110,180,000","1,131,430,000","1,747,243,000","1,337,217,000","1,328,714,000","1,276,507,000","1,498,738,000",,,,,,,,,,,,,,,,"281,965,000","10,240,000","15,213,000","15,213,000","15,646,000","22,250,000","1,887,932,000","267,046,000","683,760,000","1,820,820,000","1,499,141,000","268,500,000","1,654,000,000","1,910,000,000","343,458,000","302,600,000","1,431,456,000","1,528,948,840","1,370,863,912","1,347,590,117.12","1,493,735,345.2","1,602,977,104.6","1,513,926,859.2","1,524,707,645","1,789,800,808.5","1,792,074,270","1,586,306,730","2,021,136,989.13","1,912,509,225","1,610,317,737","1,759,700,637.52","1,737,661,049.2","1,727,192,360","1,663,136,618.94","2,609,019,895.86","1,636,964,673.24","1,459,385,986.8","1,384,592,640","1,308,826,974.33","968,869,972.92","3,329,037,387.14","140,446,671.2","145,103,860.8","1,720,824.3","89,580,219.5","85,928,321.7","49,599,462.7","44,410,694.64","80,156,788.69","75,757,087.24","86,593,497.6","34,619,830.5","27,283,500","19,801,600","18,584,055"
TotalEquityGrossMinorityInterest,"6,205,026,000","8,041,000,000","7,194,366,000","5,654,670,000","6,411,662,000","4,848,522,000","7,336,107,000","5,472,800,000","7,002,440,000","5,740,015,000","4,533,998,000","1,720,710,000","4,393,852,000","4,873,836,000","3,642,062,000","1,337,711,000","1,643,749,000","4,616,245,000","3,499,186,000","5,894,350,000","7,515,211,000","8,361,065,000","7,681,334,000","8,174,785,000","7,890,609,000","8,873,630,000","8,663,800,000","8,556,170,000","8,698,444,000","10,085,417,000","9,951,218,000","10,075,249,000","11,039,066,000","10,744,192,000","10,408,286,000","9,205,908,000","8,730,920,000","4,613,518,000","4,592,500,000","5,626,000,000","4,998,000,000","3,682,690,000","3,679,800,000","6,077,916,000","6,896,229,580","6,462,614,208","6,354,476,144.64","7,409,790,059.7","7,171,016,950","4,443,706,278","4,323,227,912.5","4,373,543,375.5","4,620,633,780","4,754,556,210","4,654,092,728.04","5,110,951,972.5","5,211,363,087","4,830,593,121.13","4,391,762,140","4,092,073,290","2,361,208,156.14","2,466,408,207.75","2,656,225,990.16","2,835,179,306.96","2,896,862,880","2,512,705,301.34","-894,806,319.06","786,905,819.18","1,750,508,624.6","2,020,521,171.2","2,535,473,206.2","2,216,449,718","2,189,799,315.6","2,254,093,155.02","2,312,444,747.04","2,302,979,882.5","2,302,235,546.58","2,201,574,710.4","2,117,911,529.3","2,003,886,000","2,009,862,400","2,021,060,229"
