name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986
TotalAssets,"25,752,941,000","26,931,604,000","26,490,831,000","26,356,378,000","25,793,057,000","25,344,896,000","25,795,884,000","25,085,887,000","25,097,256,000","25,384,317,000","25,714,235,000","24,529,488,000","23,939,141,000","23,756,591,000","24,116,999,000","23,814,788,000","23,055,343,000","22,846,333,000","23,434,135,000","23,928,288,000","23,560,934,000","23,489,436,000","23,929,466,000","23,841,908,000","23,494,336,000","23,361,088,000","23,241,751,000","22,890,080,000","22,804,546,000","22,807,967,000","22,757,642,000","22,418,692,000","21,775,154,000","6,478,089,000","6,412,324,000","6,615,867,000","6,529,999,000","6,431,699,000","6,494,789,000","6,218,829,000","6,186,296,000","6,192,770,000","6,263,073,000","6,175,135,000","6,012,686,000","6,181,828,000","7,195,992,000","7,209,356,000","6,827,655,000","6,733,046,000","6,651,093,000","6,339,296,000","6,211,055,000","6,178,740,000","6,229,922,000","6,192,564,000","5,882,212,000","5,913,731,000","5,714,276,000","4,708,312,000","4,584,151,000","4,427,725,000","4,246,613,000","3,897,969,000","3,667,924,000","3,568,040,000","2,825,997,000","2,264,074,000","2,146,250,000","2,134,382,000","2,062,686,000","2,187,073,000","2,211,810,000","1,875,005,000","2,140,391,000","3,735,692,000","3,655,149,000","2,707,616,000","2,711,662,000","2,830,575,000","4,496,821,000","4,485,025,000","4,468,800,000","4,382,900,000","4,265,600,000","4,282,444,000","3,636,000,000","3,561,800,000","3,883,700,000","3,700,376,000","4,900,000,000","4,695,600,000","4,333,300,000","4,500,623,000","4,515,700,000","4,426,800,000","4,174,300,000","4,122,514,000","4,029,300,000","3,916,900,000","3,696,100,000","3,587,891,000","3,643,900,000","3,480,500,000","6,241,400,000","6,284,900,000","5,007,400,000","4,985,400,000","4,830,600,000","4,856,400,000","4,732,300,000","4,720,000,000","4,689,800,000","4,539,200,000","4,784,400,000","4,634,800,000","4,595,700,000","4,228,100,000","4,185,400,000","4,016,900,000","4,041,100,000","3,980,300,000","1,684,400,000","1,629,800,000","1,553,500,000","1,515,600,000"
TotalLiabilitiesNetMinorityInterest,"17,895,879,000","18,154,870,000","17,662,173,000","17,670,464,000","17,556,570,000","17,652,186,000","17,200,799,000","16,681,498,000","16,723,856,000","16,870,254,000","17,513,212,000","16,094,234,000","15,754,292,000","15,816,646,000","16,011,877,000","15,896,992,000","15,283,607,000","15,291,626,000","15,973,348,000","16,277,905,000","15,922,621,000","16,007,392,000","16,514,999,000","16,434,609,000","16,356,257,000","16,413,567,000","16,502,180,000","16,391,708,000","16,179,250,000","16,404,180,000","16,176,573,000","16,138,567,000","15,592,054,000","3,552,412,000","3,564,669,000","3,586,418,000","3,478,017,000","3,522,831,000","3,681,210,000","3,504,738,000","3,412,004,000","3,475,249,000","3,582,616,000","3,607,882,000","3,461,657,000","3,535,139,000","4,506,511,000","4,312,167,000","3,883,329,000","3,840,036,000","3,866,497,000","3,654,485,000","3,619,038,000","3,677,619,000","3,813,679,000","3,832,026,000","3,941,555,000","4,045,404,000","3,906,991,000","2,867,820,000","2,756,363,000","2,671,625,000","2,592,739,000","2,222,270,000","2,055,993,000","2,005,218,000","1,361,317,000","824,154,000","766,611,000","755,040,000","711,822,000","778,367,000","800,217,000","484,423,000","770,734,000","2,085,959,000","1,992,001,000","1,542,542,000","1,560,746,000","1,666,532,000","3,408,742,000","3,377,128,000","3,319,100,000","3,185,700,000","3,041,400,000","3,035,016,000","2,431,900,000","2,375,800,000","2,214,400,000","2,129,441,000","3,360,300,000","3,240,500,000","3,002,700,000","3,077,363,000","3,134,800,000","3,082,100,000","2,837,800,000","2,801,871,000","2,767,900,000","2,734,300,000","2,585,000,000","2,566,698,000","2,709,800,000","2,573,300,000","5,350,600,000","5,369,200,000","4,139,400,000","4,138,000,000","4,002,100,000","4,060,100,000","3,956,500,000","3,961,800,000","3,952,900,000","3,815,000,000","4,093,300,000","3,967,400,000","3,938,000,000","3,579,900,000","3,544,700,000","3,366,100,000","3,413,200,000","3,363,300,000","1,081,500,000","1,084,900,000","1,049,900,000","1,018,400,000"
TotalEquityGrossMinorityInterest,"7,857,062,000","8,776,734,000","8,828,658,000","8,685,914,000","8,236,487,000","7,692,710,000","8,595,085,000","8,404,389,000","8,373,400,000","8,514,063,000","8,201,023,000","8,435,254,000","8,184,849,000","7,939,945,000","8,105,122,000","7,917,796,000","7,771,736,000","7,554,707,000","7,460,787,000","7,650,383,000","7,638,313,000","7,482,044,000","7,414,467,000","7,407,299,000","7,138,079,000","6,947,521,000","6,739,571,000","6,498,372,000","6,625,296,000","6,403,787,000","6,581,069,000","6,280,125,000","6,183,100,000","2,925,677,000","2,847,655,000","3,029,449,000","3,051,982,000","2,908,868,000","2,813,579,000","2,714,091,000","2,774,292,000","2,717,521,000","2,680,457,000","2,567,253,000","2,551,029,000","2,646,689,000","2,689,481,000","2,897,189,000","2,944,326,000","2,893,010,000","2,784,596,000","2,684,811,000","2,592,017,000","2,501,121,000","2,416,243,000","2,360,538,000","1,940,657,000","1,868,327,000","1,807,285,000","1,840,492,000","1,827,788,000","1,756,100,000","1,653,874,000","1,675,699,000","1,611,931,000","1,562,822,000","1,464,680,000","1,439,920,000","1,379,639,000","1,379,342,000","1,350,864,000","1,408,706,000","1,411,593,000","1,390,582,000","1,369,657,000","1,649,733,000","1,663,148,000","1,165,074,000","1,150,916,000","1,164,043,000","1,088,079,000","1,107,897,000","1,149,700,000","1,197,200,000","1,224,200,000","1,247,428,000","1,204,100,000","1,186,000,000","1,669,300,000","1,570,935,000","1,539,700,000","1,455,100,000","1,330,600,000","1,423,260,000","1,380,900,000","1,344,700,000","1,336,500,000","1,320,643,000","1,261,400,000","1,182,600,000","1,111,100,000","1,021,193,000","934,100,000","907,200,000","890,800,000","915,700,000","868,000,000","847,400,000","828,500,000","796,300,000","775,800,000","758,200,000","736,900,000","724,200,000","691,100,000","667,400,000","657,700,000","648,200,000","640,700,000","650,800,000","627,900,000","617,000,000","602,900,000","544,900,000","503,600,000","497,200,000"
	StockholdersEquity,"7,857,062,000","8,776,734,000","8,828,658,000","8,685,914,000","8,236,487,000","7,692,710,000","8,595,085,000","8,404,389,000","8,373,400,000","8,514,063,000","8,201,023,000","8,435,254,000","8,184,849,000","7,939,945,000","8,105,122,000","7,917,796,000","7,771,736,000","7,554,707,000","7,452,171,000","7,641,705,000","7,630,244,000","7,473,428,000","7,405,645,000","7,398,213,000","7,128,056,000","6,923,757,000","6,716,534,000","6,498,372,000","6,625,296,000","6,403,787,000","6,581,069,000","6,280,125,000","6,183,100,000","2,925,677,000","2,847,655,000","3,029,449,000","3,051,982,000","2,908,868,000","2,813,579,000","2,714,091,000","2,774,292,000","2,717,521,000","2,680,457,000","2,567,253,000","2,551,029,000","2,646,689,000","2,689,481,000","2,897,189,000","2,838,355,000","2,793,875,000","2,694,853,000","2,601,033,000","2,511,785,000","2,423,246,000","2,344,527,000","2,288,318,000","1,940,657,000","1,868,327,000","1,807,285,000","1,840,492,000","1,827,788,000","1,756,100,000","1,653,874,000","1,675,699,000","1,611,931,000","1,562,822,000","1,464,680,000","1,439,920,000","1,379,639,000","1,379,342,000","1,350,864,000","1,408,706,000","1,411,593,000","1,390,582,000","1,369,657,000","1,649,733,000","1,663,148,000","1,165,074,000","1,150,916,000","1,164,043,000","1,088,079,000","1,107,897,000","1,149,700,000","1,197,200,000","1,224,200,000","1,247,428,000","1,204,100,000","1,186,000,000","1,669,300,000","1,570,935,000","1,539,700,000","1,455,100,000","1,330,600,000","1,423,260,000","1,380,900,000","1,344,700,000","1,336,500,000","1,320,643,000","1,261,400,000","1,182,600,000","1,111,100,000","1,021,193,000","934,100,000","907,200,000","890,800,000","915,700,000","868,000,000","847,400,000","828,500,000","796,300,000","775,800,000","758,200,000","736,900,000","724,200,000","691,100,000","667,400,000","657,700,000","648,200,000","640,700,000","650,800,000","627,900,000","617,000,000","602,900,000","544,900,000","503,600,000","497,200,000"
		CapitalStock,"17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,479,000","17,479,000","17,479,000","17,479,000","9,118,000","9,118,000","9,117,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","223,981,000","307,778,000","307,778,000","307,829,000","307,656,000","307,639,000","307,642,000","307,641,000","307,481,000","307,486,000","307,480,000","307,477,000","7,925,000","1,868,327,000","1,807,285,000","1,840,492,000","1,827,788,000","1,756,100,000","7,675,313,000",,,"1,562,822,000",,,,"1,379,342,000",,,,"1,390,582,000",,,,"1,165,074,000",,,,"1,107,897,000",,,,"1,247,428,000",,,,"1,570,935,000",,,,"1,423,260,000",,,,"1,320,643,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","215,635,000","299,429,000","299,429,000","299,480,000","299,480,000","299,480,000","299,483,000","299,488,000","299,495,000","299,527,000","299,527,000","299,527,000","0","0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,460,000","17,479,000","17,479,000","17,479,000","17,479,000","9,118,000","9,118,000","9,117,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","9,118,000","8,346,000","8,349,000","8,349,000","8,349,000","8,176,000","8,159,000","8,159,000","8,153,000","7,986,000","7,959,000","7,953,000","7,950,000","7,925,000","1,868,327,000","1,807,285,000","1,840,492,000","1,827,788,000","1,756,100,000","7,675,313,000",,,"1,562,822,000",,,,"1,379,342,000",,,,"1,390,582,000",,,,"1,165,074,000",,,,"1,107,897,000",,,,"1,247,428,000",,,,"1,570,935,000",,,,"1,423,260,000",,,,"1,320,643,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"3,610,137,000","3,608,638,000","3,608,353,000","3,608,069,000","3,608,654,000","3,612,830,000","3,612,862,000","3,612,615,000","3,613,630,000","3,612,109,000","3,611,900,000","3,611,601,000","3,611,709,000","3,611,993,000","3,611,734,000","3,611,489,000","3,611,715,000","3,611,631,000","3,611,286,000","3,609,918,000","3,610,782,000","3,610,717,000","3,611,519,000","3,610,976,000","3,611,300,000","3,613,151,000","3,612,555,000","3,612,221,000","3,612,743,000","3,619,912,000","3,626,742,000","3,626,571,000","3,626,154,000","938,037,000","937,547,000","937,057,000","928,251,000","928,816,000","928,403,000","923,392,000","916,822,000","921,225,000","927,327,000","924,432,000","729,777,000","742,863,000","752,683,000","751,118,000","688,610,000","689,435,000","686,375,000","681,383,000","618,953,000","627,215,000","627,202,000","622,297,000","613,444,000","599,617,000",,,,"526,893,000",,,,"485,564,000",,,,"494,055,000",,,,"495,337,000",,,,"489,647,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"5,855,362,000","6,435,163,000","6,403,480,000","6,313,048,000","6,017,589,000","5,577,362,000","6,289,406,000","6,004,506,000","5,709,427,000","5,091,282,000","4,950,878,000","5,265,035,000","5,163,224,000","5,014,048,000","4,944,534,000","4,788,703,000","4,711,632,000","4,557,127,000","4,403,583,000","4,307,053,000","4,124,575,000","3,999,366,000","3,860,302,000","3,673,987,000","3,525,007,000","3,320,127,000","3,114,876,000","3,001,709,000","2,888,000,000","2,691,706,000","2,784,320,000","2,658,988,000","2,549,680,000","1,990,309,000","1,952,637,000","1,933,397,000","1,976,673,000","1,900,358,000","1,862,857,000","1,826,172,000","1,812,803,000","1,759,458,000","1,628,523,000","1,579,036,000","1,573,755,000","1,533,089,000","1,498,909,000","1,522,430,000","1,562,775,000","1,468,169,000","1,382,473,000","1,314,804,000","1,314,787,000","1,212,674,000","1,151,538,000","1,102,499,000","1,074,067,000","1,014,861,000",,,,"1,004,888,000",,"1,038,025,000",,"927,238,000",,,,"789,499,000",,,,"761,371,000",,,"1,026,134,000","565,659,000","718,107,000","615,527,000","529,551,000","529,069,000","919,400,000","878,700,000","841,900,000","825,900,000","908,100,000","825,400,000","796,700,000","762,500,000","759,600,000","746,400,000","699,600,000","686,700,000","686,900,000","667,000,000","644,200,000","627,400,000","606,300,000","582,900,000","564,900,000","564,100,000","499,500,000","499,500,000","464,100,000","444,200,000","439,500,000","419,100,000","397,700,000","364,400,000","358,200,000","340,700,000","320,400,000","307,800,000","291,200,000","270,200,000","258,500,000","255,900,000","250,400,000","236,000,000","209,300,000","198,300,000","153,700,000","153,700,000","117,000,000","90,900,000"
		TreasuryStock,"1,496,554,000","1,455,877,000","1,423,901,000","1,404,627,000","1,393,059,000","1,312,939,000","1,103,835,000","1,057,885,000","843,497,000","824,906,000","817,618,000","809,199,000","809,729,000","812,840,000","800,199,000","797,808,000","798,447,000","747,784,000","696,491,000","544,960,000","532,362,000","507,699,000","429,666,000","368,771,000","304,760,000","213,911,000","213,911,000","213,910,000","206,411,000","175,818,000","161,490,000","161,944,000","162,573,000","167,319,000","123,404,000","68,271,000","103,926,000","99,686,000","83,442,000","76,705,000","71,858,000","66,325,000","44,087,000","26,466,000","26,629,000","24,290,000","24,290,000","1,839,000","1,811,000",,"0","208,000",,,,"0","39,186,000",,,,,"7,247,000",,,,"10,671,000",,,,"52,960,000",,,,"57,356,000",,,,"78,210,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
