name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"1,409,423,000","336,848,000","348,336,000","362,464,000","361,775,000","358,687,000","381,630,000","375,370,000","347,870,000","328,472,000","321,062,000","314,094,000","294,694,000","271,086,000","266,001,000","257,752,000","158,333,000","163,025,000","173,000,000","175,719,000"
	OperatingRevenue,"1,409,423,000","336,848,000","348,336,000","362,464,000","361,775,000","358,687,000","381,630,000","375,370,000","347,870,000","328,472,000","321,062,000","314,094,000","294,694,000","271,086,000","266,144,000","257,609,000","158,333,000","163,025,000","173,000,000","175,719,000"
CostOfRevenue,"154,211,000","36,695,000","38,603,000","42,103,000","36,810,000","31,043,000","35,741,000","30,971,000","24,300,000","21,432,000","17,606,000","24,438,000","27,036,000","27,046,000","36,170,000","37,403,000","12,015,000","14,467,000","15,432,000","12,886,000"
GrossProfit,"1,255,212,000","300,153,000","309,733,000","320,361,000","324,965,000","327,644,000","345,889,000","344,399,000","323,570,000","307,040,000","303,456,000","289,656,000","267,658,000","244,040,000","229,831,000","220,349,000","146,318,000","148,558,000","157,568,000","162,833,000"
OperatingExpense,"616,133,000","156,199,000","152,088,000","151,989,000","155,857,000","152,654,000","158,404,000","161,978,000","154,644,000","149,914,000","153,612,000","150,597,000","146,046,000","141,421,000","141,592,000","152,137,000","94,246,000","93,538,000","94,678,000","89,353,000"
	SellingGeneralAndAdministration,"76,905,000","19,225,000","19,196,000","18,496,000","19,988,000","18,187,000","19,712,000","19,964,000","20,775,000","19,582,000","21,341,000","21,233,000","22,068,000","22,967,000","20,482,000","17,456,000","13,166,000","14,513,000","11,539,000","12,166,000"
		GeneralAndAdministrativeExpense,"76,905,000","19,225,000","19,196,000","18,496,000","19,988,000","18,187,000","19,712,000","19,964,000","20,775,000","19,582,000","21,341,000","21,233,000","22,068,000","22,967,000","20,482,000","17,456,000","13,166,000","14,513,000","11,539,000","12,166,000"
			OtherGandA,"76,905,000","19,225,000","19,196,000","18,496,000","19,988,000","18,187,000","19,712,000","19,964,000","20,775,000","19,582,000","21,341,000","21,233,000","22,068,000","22,967,000","20,482,000","17,456,000","13,166,000","14,513,000","11,539,000","12,166,000"
	DepreciationAmortizationDepletionIncomeStatement,"534,217,000","132,695,000","132,807,000","133,367,000","135,348,000","134,609,000","139,474,000","141,337,000","133,894,000","130,433,000","130,168,000","128,581,000","124,091,000","117,880,000","120,007,000","112,309,000","81,132,000","79,144,000","83,174,000","77,176,000"
		DepreciationAndAmortizationInIncomeStatement,"534,217,000","132,695,000","132,807,000","133,367,000","135,348,000","134,609,000","139,474,000","141,337,000","133,894,000","130,433,000","130,168,000","128,581,000","124,091,000","117,880,000","120,007,000","112,309,000","81,132,000","79,144,000","83,174,000","77,176,000"
	ProvisionForDoubtfulAccounts,"5,011,000","4,279,000","85,000","126,000","521,000","-142,000","-782,000","677,000","-25,000","-101,000","2,103,000","783,000","-113,000","574,000","1,103,000","22,372,000","-52,000","-119,000","-35,000","11,000"
OperatingIncome,"639,079,000","143,954,000","157,645,000","168,372,000","169,108,000","174,990,000","187,485,000","182,421,000","168,926,000","157,126,000","149,844,000","139,059,000","121,612,000","102,619,000","88,239,000","68,212,000","52,072,000","55,020,000","62,890,000","73,480,000"
NetNonOperatingInterestIncomeExpense,"-301,652,000","-69,002,000","-72,989,000","-77,401,000","-82,260,000","-83,520,000","-86,104,000","-82,502,000","-79,027,000","-75,098,000","-74,271,000","-73,795,000","-70,777,000","-63,504,000","-61,388,000","-55,437,000","-33,491,000","-33,698,000","-34,752,000","-35,426,000"
	InterestExpenseNonOperating,"301,652,000","69,002,000","72,989,000","77,401,000","82,260,000","83,520,000","86,104,000","82,502,000","79,027,000","75,098,000","74,271,000","73,795,000","70,777,000","63,504,000","61,388,000","55,437,000","33,491,000","33,698,000","34,752,000","35,426,000"
OtherIncomeExpense,"25,324,000","7,630,000","5,927,000","4,477,000","7,290,000","9,191,000","4,503,000","5,499,000","32,744,000","11,340,000","11,128,000","5,345,000","8,662,000","4,330,000","4,262,000","-69,623,000","-9,734,000","-10,265,000","-9,274,000","-11,962,000"
	GainOnSaleOfSecurity,"-650,000","-62,000","-25,000","35,000","-598,000","-282,000","-681,000","286,000","603,000","1,434,000","1,319,000","-649,000","-1,072,000","899,000","8,478,000","2,623,000","-4,882,000","-5,250,000","2,496,000","-5,545,000"
	SpecialIncomeCharges,"20,075,000","4,046,000","4,742,000","4,326,000","6,961,000","8,469,000","3,644,000","5,705,000","31,556,000","9,247,000","8,724,000","6,158,000","8,760,000","2,689,000","-4,660,000","-71,889,000","-5,608,000","-5,248,000","-12,028,000","-5,683,000"
		RestructuringAndMergernAcquisition,,,"0",,,"0","116,000","2,000","-1,000","-29,000","5,932,000","32,000","836,000","2,472,000","399,000","59,570,000","3,537,000","3,411,000","9,800,000","2,429,000"
		WriteOff,,,,,,,,"1,348,000","503,000",,"2,857,000","4,073,000","43,000",,"0",,"141,000",,,
